Quarter,Time,Down,ToGo,Location,NWE,LVR,Detail,EPB,EPA
1,8:33,4,11,NWE 23,0,0,"Daniel Carlson yard field goal good. Penalty on Sam Roberts: Leverage, 12 yards (accepted) (no play)",1.930,4.840
1,8:29,1,10,NWE 11,0,0,Josh Jacobs right guard for 3 yards (tackle by Christian Barmore),4.840,4.700
1,7:46,2,7,NWE 8,0,0,Josh Jacobs right tackle for 2 yards (tackle by Anfernee Jennings),4.700,4.210
1,7:05,3,5,NWE 6,0,0,Jimmy Garoppolo pass incomplete short left,4.210,2.990
1,6:57,4,5,NWE 6,0,3,Daniel Carlson 25 yard field goal good,2.990,3.000
1,6:54,,,LVR 35,0,3,"Daniel Carlson kicks off 65 yards, touchback.",0.000,0.610
1,6:54,1,10,NWE 25,0,3,"Penalty on Vederian Lowe: False Start, 5 yards (accepted) (no play)",0.610,0.280
1,6:54,1,15,NWE 20,0,3,"Mac Jones pass incomplete short left. Penalty on Trent Brown: Ineligible Downfield Pass, 5 yards (declined)",0.280,-0.610
1,6:50,2,15,NWE 20,0,3,Mac Jones pass incomplete short right intended for Rhamondre Stevenson,-0.610,-1.290
1,6:46,3,15,NWE 20,0,3,Rhamondre Stevenson left tackle for 6 yards (tackle by Robert Spillane),-1.290,-1.630
1,6:05,4,9,NWE 26,0,3,Bryce Baringer punts 34 yards out of bounds,-1.630,-1.600
1,5:58,1,10,LVR 40,0,3,Josh Jacobs up the middle for 1 yard (tackle by Jabrill Peppers),1.600,1.190
1,5:25,2,9,LVR 41,0,3,Jimmy Garoppolo pass complete short left to Jakobi Meyers for 13 yards (tackle by Jonathan Jones),1.190,2.520
1,4:48,1,10,NWE 46,0,3,"Jimmy Garoppolo pass complete short middle to Josh Jacobs for 12 yards (tackle by Jahlani Tavai). Penalty on Jahlani Tavai: Unnecessary Roughness / Defense, 15 yards (accepted)",2.520,4.310
1,4:27,1,10,NWE 19,0,3,Josh Jacobs right end for 1 yard (tackle by Anfernee Jennings),4.310,3.880
1,3:43,2,9,NWE 18,0,3,Jimmy Garoppolo pass short middle (defended by Jabrill Peppers) intended for Davante Adams is intercepted by Jahlani Tavai at NE-14 and returned for no gain (tackle by Andre James),3.880,0.280
1,3:34,1,10,NWE 14,0,3,Rhamondre Stevenson up the middle for 2 yards (tackle by John Jenkins and Bilal Nichols),-0.280,-0.510
1,3:02,2,8,NWE 16,0,3,Rhamondre Stevenson up the middle for 1 yard (tackle by Tyree Wilson),-0.510,-1.040
1,2:22,3,7,NWE 17,0,3,Mac Jones sacked by Adam Butler for -11 yards,-1.040,-2.490
1,1:43,4,19,NWE 6,0,3,Bryce Baringer punts 53 yards out of bounds,-2.490,-1.660
1,1:36,1,10,LVR 41,0,3,Jimmy Garoppolo pass complete short middle to Zamir White for 3 yards (tackle by Jahlani Tavai),1.660,1.530
1,0:59,2,7,LVR 44,0,3,Zamir White up the middle for 1 yard (tackle by Ja'Whaun Bentley),1.530,0.960
1,0:16,3,6,LVR 45,0,3,Jimmy Garoppolo pass complete deep left to Michael Mayer for 32 yards (tackle by Jonathan Jones),0.960,4.040
Quarter,Time,Down,ToGo,Location,NWE,LVR,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,NWE 23,0,3,Josh Jacobs right guard for -2 yards (tackle by Anfernee Jennings),4.040,3.230
2,14:25,2,12,NWE 25,0,3,Jimmy Garoppolo pass complete short left to Austin Hooper for 7 yards (tackle by Jabrill Peppers),3.230,3.490
2,13:47,3,5,NWE 18,0,3,Jimmy Garoppolo pass complete short left to Jakobi Meyers for 6 yards (tackle by J.C. Jackson),3.490,4.780
2,13:06,1,10,NWE 12,0,3,Josh Jacobs left tackle for no gain (tackle by Jahlani Tavai),4.780,4.100
2,12:27,2,10,NWE 12,0,9,"Jimmy Garoppolo pass complete short middle to Jakobi Meyers for 12 yards, touchdown",4.100,7.000
2,12:22,,,NWE 15,0,10,Daniel Carlson kicks extra point good,0.000,0.000
2,12:22,,,LVR 35,0,10,"Daniel Carlson kicks off 69 yards, returned by Ty Montgomery for 23 yards (tackle by Ameer Abdullah)",0.000,0.150
2,12:18,1,10,NWE 19,0,10,Mac Jones pass complete short middle to DeVante Parker for 7 yards (tackle by Jakorian Bennett),0.150,0.610
2,11:45,2,3,NWE 26,0,10,Ezekiel Elliott right guard for no gain (tackle by Maxx Crosby),0.610,-0.160
2,11:03,,,,,,Timeout #1 by New England Patriots,,
2,11:03,3,3,NWE 26,0,10,"Mac Jones pass complete short right to Ezekiel Elliott for 15 yards. Penalty on Hunter Henry: Offensive Holding, 10 yards (accepted)",-0.160,1.000
2,10:50,1,10,NWE 31,0,10,Mac Jones pass complete short right to Rhamondre Stevenson for 4 yards (tackle by Marcus Peters and Luke Masterson),1.000,1.000
2,10:20,2,6,NWE 35,0,10,"Mac Jones pass complete short middle to Kendrick Bourne for 36 yards (tackle by Tyler Hall and Marcus Epps). Penalty on Tyree Wilson: Illegal Use of Hands / Defense, 5 yards (declined)",1.000,3.640
2,9:51,1,10,LVR 29,0,10,Mac Jones pass complete short middle to Rhamondre Stevenson for 4 yards (tackle by Luke Masterson),3.640,3.640
2,9:20,2,6,LVR 25,0,10,Rhamondre Stevenson right tackle for 1 yard (tackle by Isaac Rochell),3.640,3.070
2,8:46,3,5,LVR 24,0,10,Mac Jones pass incomplete short left intended for DeVante Parker,3.070,1.920
2,8:42,4,5,LVR 24,3,10,Chad Ryland 43 yard field goal good,1.920,3.000
2,8:38,,,NWE 35,3,10,"Chad Ryland kicks off 65 yards, touchback.",0.000,0.610
2,8:38,1,10,LVR 25,3,10,Jimmy Garoppolo pass complete short middle to Zamir White for 4 yards (tackle by Kyle Dugger and Ja'Whaun Bentley),0.610,0.600
2,8:01,2,6,LVR 29,3,10,Zamir White left tackle for 1 yard (tackle by Jahlani Tavai and Lawrence Guy),0.600,0.040
2,7:13,3,5,LVR 30,3,10,Jimmy Garoppolo pass incomplete short right intended for Ameer Abdullah,0.040,-1.370
2,7:09,4,5,LVR 30,3,10,"AJ Cole punts 57 yards, returned by Myles Bryant for 14 yards (tackle by Ameer Abdullah)",-1.370,-0.740
2,6:58,1,10,NWE 27,3,10,Mac Jones pass incomplete short right intended for Kendrick Bourne (defended by Maxx Crosby),0.740,0.200
2,6:55,2,10,NWE 27,3,10,Mac Jones pass complete short left to Kendrick Bourne for 9 yards (tackle by Amik Robertson),0.200,0.700
2,6:21,3,1,NWE 36,3,10,Ezekiel Elliott left end for 7 yards (tackle by Divine Deablo),0.700,1.800
2,5:43,1,10,NWE 43,3,10,Mac Jones pass incomplete short left,1.800,1.250
2,5:38,2,10,NWE 43,3,10,Mac Jones pass complete short right to Hunter Henry for 7 yards (tackle by Tre'von Moehrig and Divine Deablo),1.250,1.490
2,4:53,3,3,LVR 50,3,10,Mac Jones pass complete short left to Mike Gesicki for 15 yards (tackle by Tyler Hall),1.490,3.250
2,4:29,1,10,LVR 35,3,10,Rhamondre Stevenson up the middle for 5 yards (tackle by Maxx Crosby),3.250,3.380
2,3:48,2,5,LVR 30,3,10,Mac Jones pass deep right intended for Hunter Henry is intercepted by Tre'von Moehrig at LV-9 and returned for 25 yards (tackle by DeVante Parker),3.380,-1.200
2,3:36,1,10,LVR 34,3,10,Josh Jacobs left end for 6 yards (tackle by Kyle Dugger),1.200,1.470
2,2:56,2,4,LVR 40,3,10,Josh Jacobs up the middle for 7 yards (tackle by Jabrill Peppers),1.470,2.060
2,2:18,1,10,LVR 47,3,10,Jimmy Garoppolo pass complete short left to Davante Adams for 8 yards (tackle by Jonathan Jones),2.060,2.600
2,2:00,2,2,NWE 45,3,10,Josh Jacobs left guard for 4 yards (tackle by Davon Godchaux),2.600,2.850
2,1:19,1,10,NWE 41,3,10,Jimmy Garoppolo scrambles up the middle for 2 yards (tackle by Anfernee Jennings),2.850,2.580
2,0:42,2,8,NWE 39,3,10,Jimmy Garoppolo pass complete short middle to Jakobi Meyers for 14 yards (tackle by Ja'Whaun Bentley),2.580,3.910
2,0:35,,,,,,Timeout #1 by Las Vegas Raiders,,
2,0:35,1,10,NWE 25,3,10,"Jimmy Garoppolo pass incomplete intended for Jakobi Meyers. Penalty on Jakobi Meyers: Offensive Pass Interference, 10 yards (accepted) (no play)",3.910,3.250
2,0:30,,,,,,Timeout #2 by New England Patriots,,
2,0:30,1,20,NWE 35,3,10,Jimmy Garoppolo pass incomplete short middle intended for Josh Jacobs (defended by Christian Barmore),3.250,2.010
2,0:27,2,20,NWE 35,3,10,Jimmy Garoppolo pass incomplete short right intended for Josh Jacobs,2.010,1.350
2,0:20,3,20,NWE 35,3,10,Jimmy Garoppolo pass complete deep middle to Jakobi Meyers for 16 yards (tackle by Jonathan Jones),1.350,2.260
2,0:14,,,,,,Timeout #2 by Las Vegas Raiders,,
2,0:14,4,4,NWE 19,3,13,Daniel Carlson 37 yard field goal good,2.260,3.000
2,0:10,,,LVR 35,3,13,"Daniel Carlson kicks off 65 yards, touchback.",0.000,0.610
2,0:10,1,10,NWE 25,3,13,Mac Jones kneels for -1 yards,0.610,-0.070
Quarter,Time,Down,ToGo,Location,NWE,LVR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,LVR 35,3,13,"Daniel Carlson kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,NWE 25,3,13,Rhamondre Stevenson left guard for 15 yards (tackle by Maxx Crosby),0.610,1.600
3,14:34,1,10,NWE 40,3,13,Ezekiel Elliott left guard for 8 yards (tackle by Divine Deablo and Maxx Crosby),1.600,2.130
3,13:54,2,2,NWE 48,3,13,Mac Jones pass complete short left to Pharaoh Brown for 15 yards (tackle by Marcus Epps and Robert Spillane),2.130,3.120
3,13:12,1,10,LVR 37,3,13,Ezekiel Elliott left guard for 6 yards (tackle by Bilal Nichols),3.120,3.380
3,12:31,2,4,LVR 31,3,13,Mac Jones pass complete short left to Mike Gesicki for 5 yards (tackle by Amik Robertson),3.380,3.840
3,11:50,1,10,LVR 26,3,13,"Ezekiel Elliott for no gain (tackle by John Jenkins). Penalty on Maxx Crosby: Defensive Offside, 5 yards (accepted) (no play)",3.840,4.570
3,11:23,1,5,LVR 21,3,13,Ezekiel Elliott left tackle for 7 yards (tackle by Amik Robertson),4.570,4.650
3,10:42,1,10,LVR 14,3,13,Mac Jones pass complete short left to Mike Gesicki for 8 yards (tackle by Divine Deablo),4.650,5.470
3,10:17,2,2,LVR 6,3,13,Ezekiel Elliott up the middle for 4 yards (tackle by Tyree Wilson),5.470,6.740
3,9:39,1,2,LVR 2,3,13,Mac Jones pass complete short middle to Kendrick Bourne for no gain (tackle by Tre'von Moehrig),6.740,5.720
3,8:59,2,2,LVR 2,9,13,"Ezekiel Elliott up the middle for 2 yards, touchdown",5.720,7.000
3,8:56,,,LVR 15,10,13,Chad Ryland kicks extra point good,0.000,0.000
3,8:56,,,NWE 35,10,13,"Chad Ryland kicks off 65 yards, touchback.",0.000,0.610
3,8:56,1,10,LVR 25,10,13,Brian Hoyer pass complete short middle to Josh Jacobs for 4 yards (tackle by Kyle Dugger),0.610,0.600
3,8:06,2,6,LVR 29,10,13,Josh Jacobs up the middle for 2 yards (tackle by Davon Godchaux and Jahlani Tavai),0.600,0.170
3,7:39,3,4,LVR 31,10,13,Brian Hoyer pass complete deep middle to Tre Tucker for 48 yards (tackle by Jonathan Jones),0.170,4.170
3,7:10,1,10,NWE 21,10,13,Josh Jacobs left tackle for 2 yards (tackle by Lawrence Guy),4.170,3.900
3,6:31,2,8,NWE 19,10,13,Josh Jacobs for no gain (tackle by Jabrill Peppers),3.900,3.180
3,5:53,3,8,NWE 19,10,13,Brian Hoyer pass complete short middle to Michael Mayer for 8 yards (tackle by Jabrill Peppers),3.180,4.840
3,5:10,1,10,NWE 11,10,13,"Josh Jacobs for no gain (tackle by Jabrill Peppers and Ja'Whaun Bentley). Penalty on Thayer Munford: Offensive Holding, 10 yards (accepted) (no play)",4.840,4.170
3,4:51,1,20,NWE 21,10,13,Brian Hoyer pass incomplete deep right intended for Jakobi Meyers,4.170,2.940
3,4:46,2,20,NWE 21,10,13,Brian Hoyer pass complete short left to Tre Tucker for 9 yards (tackle by Shaun Wade),2.940,3.110
3,4:03,3,11,NWE 12,10,13,Brian Hoyer pass incomplete short right intended for Michael Mayer,3.110,2.630
3,3:58,4,11,NWE 12,10,16,Daniel Carlson 30 yard field goal good,2.630,3.000
3,3:55,,,LVR 35,10,16,"Daniel Carlson kicks off 65 yards, touchback.",0.000,0.610
3,3:55,1,10,NWE 25,10,16,Mac Jones sacked by John Jenkins for -4 yards,0.610,-0.480
3,3:23,2,14,NWE 21,10,16,Mac Jones pass complete short left to Tyquan Thornton for 6 yards (tackle by Jakorian Bennett),-0.480,-0.360
3,2:42,3,8,NWE 27,10,16,Mac Jones pass incomplete short left intended for Hunter Henry,-0.360,-1.570
3,2:39,4,8,NWE 27,10,16,"Bryce Baringer punts 51 yards, returned by DeAndre Carter for 13 yards (tackle by Joe Cardona)",-1.570,-1.270
3,2:27,1,10,LVR 35,10,16,Brian Hoyer pass complete deep left to Davante Adams for 21 yards (tackle by Jalen Mills and J.C. Jackson),1.270,2.650
3,1:51,1,10,NWE 44,10,16,Josh Jacobs left end for 18 yards (tackle by Adrian Phillips),2.650,3.840
3,1:06,1,10,NWE 26,10,16,Josh Jacobs left guard for 3 yards (tackle by Deatrich Wise and Davon Godchaux),3.840,3.700
3,0:28,2,7,NWE 23,10,16,Josh Jacobs up the middle for 2 yards (tackle by Anfernee Jennings and Adrian Phillips),3.700,3.270
Quarter,Time,Down,ToGo,Location,NWE,LVR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,5,NWE 21,10,16,Brian Hoyer pass complete short middle to Austin Hooper for 12 yards (tackle by Myles Bryant),3.270,5.140
4,14:26,1,9,NWE 9,10,16,Josh Jacobs right end for 2 yards (tackle by Jahlani Tavai and Mack Wilson),5.140,4.760
4,13:52,2,7,NWE 7,10,16,Josh Jacobs up the middle for 1 yard (tackle by Lawrence Guy),4.760,4.040
4,13:10,3,6,NWE 6,10,16,Brian Hoyer pass incomplete short right intended for Davante Adams,4.040,2.990
4,13:06,4,6,NWE 6,10,19,Daniel Carlson 24 yard field goal good,2.990,3.000
4,13:03,,,LVR 35,10,19,"Daniel Carlson kicks off 65 yards, touchback.",0.000,0.610
4,13:03,1,10,NWE 25,10,19,Mac Jones pass complete short right to Kendrick Bourne for 6 yards (tackle by Tyler Hall),0.610,0.870
4,12:25,2,4,NWE 31,10,19,Rhamondre Stevenson right guard for 3 yards (tackle by Maxx Crosby),0.870,0.560
4,12:08,3,1,NWE 34,10,19,Kendrick Bourne left end for 4 yards (tackle by Tyler Hall and Divine Deablo),0.560,1.470
4,11:26,1,10,NWE 38,10,19,Mac Jones pass complete short right to Kendrick Bourne for 1 yard (tackle by Tre'von Moehrig),1.470,1.060
4,10:42,2,9,NWE 39,10,19,Mac Jones pass complete short right to Kendrick Bourne for 8 yards (tackle by Robert Spillane),1.060,1.420
4,10:06,3,1,NWE 47,10,19,Rhamondre Stevenson left tackle for 7 yards (tackle by Tyler Hall and Maxx Crosby),1.420,2.520
4,9:26,1,10,LVR 46,10,19,Mac Jones pass incomplete deep right intended for Tyquan Thornton,2.520,1.980
4,9:19,2,10,LVR 46,10,19,Mac Jones pass complete short right to Rhamondre Stevenson for 4 yards (tackle by Adam Butler),1.980,1.820
4,8:34,3,6,LVR 42,10,19,"Mac Jones pass incomplete intended for Mike Gesicki. Penalty on Amik Robertson: Defensive Holding, 5 yards (accepted) (no play)",1.820,3.120
4,8:27,1,10,LVR 37,10,19,Malik Cunningham sacked by Amik Robertson for -5 yards,3.120,1.900
4,7:45,2,15,LVR 42,10,19,Mac Jones pass complete short middle to Kendrick Bourne for 6 yards (tackle by Divine Deablo),1.900,2.010
4,7:04,3,9,LVR 36,10,19,Mac Jones pass complete short left to Kendrick Bourne for 15 yards (tackle by Jakorian Bennett),2.010,4.170
4,6:25,1,10,LVR 21,10,19,Mac Jones pass complete short right to Kendrick Bourne for 4 yards (tackle by Robert Spillane and Marcus Peters),4.170,4.200
4,5:47,2,6,LVR 17,10,19,Mac Jones pass complete short middle to Ty Montgomery for 9 yards (tackle by Byron Young),4.200,5.370
4,5:11,1,8,LVR 8,10,19,Rhamondre Stevenson right guard for 5 yards (tackle by Bilal Nichols and John Jenkins),5.370,5.530
4,4:33,2,3,LVR 3,10,19,"Penalty on Sidy Sow: False Start, 5 yards (accepted) (no play)",5.530,4.570
4,4:32,2,8,LVR 8,10,19,Mac Jones pass incomplete intended for Kendrick Bourne (no play),4.570,3.720
4,4:28,,,,,,Timeout #1 by Las Vegas Raiders,,
4,4:28,2,13,LVR 13,10,19,Mac Jones pass complete short middle to Rhamondre Stevenson for 6 yards (tackle by Divine Deablo and Robert Spillane),3.720,3.810
4,3:43,3,7,LVR 7,10,19,Mac Jones pass complete short left to Kendrick Bourne for 4 yards (tackle by Tyler Hall and Robert Spillane),3.810,3.040
4,3:43,4,3,LVR 3,10,19,"Penalty on Maxx Crosby: Roughing the Passer, 2 yards (accepted) (no play)",3.040,6.970
4,3:36,1,1,LVR 1,16,19,"Rhamondre Stevenson left tackle for 1 yard, touchdown",6.970,7.000
4,3:33,,,LVR 15,17,19,Chad Ryland kicks extra point good,0.000,0.000
4,3:33,,,NWE 35,17,19,"Chad Ryland kicks off 65 yards, touchback.",0.000,0.610
4,3:33,1,10,LVR 25,17,19,Brian Hoyer pass incomplete short right intended for Jakobi Meyers (defended by Jabrill Peppers),0.610,0.060
4,3:29,2,10,LVR 25,17,19,Josh Jacobs left tackle for 2 yards (tackle by Mack Wilson and Christian Barmore),0.060,-0.360
4,2:50,3,8,LVR 27,17,19,"Brian Hoyer pass incomplete intended for Tre Tucker. Penalty on J.C. Jackson: Defensive Pass Interference, 11 yards (accepted) (no play)",-0.360,1.470
4,2:44,1,10,LVR 38,17,19,Josh Jacobs left tackle for 5 yards (tackle by Christian Barmore),1.470,1.600
4,2:39,,,,,,Timeout #1 by New England Patriots,,
4,2:39,2,5,LVR 43,17,19,Josh Jacobs up the middle for 3 yards (tackle by Jabrill Peppers),1.600,1.290
4,2:35,,,,,,Timeout #2 by New England Patriots,,
4,2:35,3,2,LVR 46,17,19,Josh Jacobs up the middle for -1 yards (tackle by Christian Barmore and Mack Wilson),1.290,-0.390
4,2:31,,,,,,Timeout #3 by New England Patriots,,
4,2:31,4,3,LVR 45,17,19,"AJ Cole punts 46 yards, fair catch by Myles Bryant at NE-9",-0.390,0.380
4,2:23,1,10,NWE 9,17,19,Mac Jones pass complete short middle to Rhamondre Stevenson for 6 yards (tackle by Robert Spillane),-0.380,-0.280
4,2:05,2,4,NWE 15,17,19,"Rhamondre Stevenson left guard for no gain (tackle by Divine Deablo and Robert Spillane). Penalty on Atonio Mafi: Offensive Holding, 7 yards (accepted) (no play)",-0.280,-0.850
4,1:59,2,11,NWE 8,17,19,Mac Jones pass incomplete deep left intended for DeVante Parker (defended by Marcus Epps),-0.850,-1.540
4,1:52,3,11,NWE 8,17,19,"Penalty on NWE: Delay of Game, 4 yards (accepted) (no play)",-1.540,-2.010
4,1:52,3,15,NWE 4,17,21,Mac Jones sacked by and Bilal Nichols for -4 yards and Maxx Crosby for -4 yards,-2.010,-2.000
4,1:47,,,NWE 20,17,21,"Bryce Baringer kicks onside 16 yards,",0.000,3.180
4,1:47,1,10,NWE 36,17,21,Brian Hoyer kneels for -1 yards,3.180,2.500
4,1:06,2,11,NWE 37,17,21,Brian Hoyer kneels for -1 yards,2.500,1.690
4,0:33,3,12,NWE 38,17,21,Brian Hoyer kneels for -1 yards,1.690,0.660
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
