Quarter,Time,Down,ToGo,Location,ATL,TAM,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Falcons won the coin toss, Falcons to receive the opening kickoff.",,
1,15:00,,,TAM 35,0,0,"Bradley Pinion kicks off 65 yards, touchback.",0.000,0.610
1,15:00,1,10,ATL 25,0,0,Devonta Freeman right end for -1 yards (tackle by Andrew Adams),0.610,-0.070
1,14:26,2,11,ATL 24,0,0,Devonta Freeman up the middle for 8 yards (tackle by Mike Edwards and Jamel Dean),-0.070,0.300
1,13:46,3,3,ATL 32,0,0,Matt Ryan pass complete short left to Julio Jones for 4 yards,0.300,1.330
1,13:11,1,10,ATL 36,0,0,Matt Ryan pass complete short middle to Luke Stocker for 10 yards (tackle by Devin White),1.330,1.990
1,12:39,1,10,ATL 46,0,0,Devonta Freeman right end for no gain (tackle by Shaquil Barrett),1.990,1.450
1,11:58,2,10,ATL 46,0,0,"Matt Ryan pass complete short left to Russell Gage for 3 yards (tackle by Lavonte David). Penalty on Shaquil Barrett: Defensive Offside, 5 yards (no play)",1.450,2.130
1,11:34,2,5,TAM 49,0,0,Matt Ryan pass complete short right to Julio Jones for 9 yards (tackle by Shaquil Barrett),2.130,2.920
1,10:58,1,10,TAM 40,0,0,"Penalty on Ndamukong Suh: Neutral Zone Infraction, 5 yards (no play)",2.920,3.650
1,10:40,1,5,TAM 35,6,0,"Matt Ryan pass complete short middle to Ty Sambrailo for 35 yards, touchdown",3.650,7.000
1,10:33,,,TAM 15,7,0,Younghoe Koo kicks extra point good,0.000,0.000
1,10:33,,,ATL 35,7,0,"Younghoe Koo kicks off 59 yards, returned by Dare Ogunbowale for 21 yards (tackle by Austin Larkin)",0.000,0.740
1,10:27,1,10,TAM 27,7,0,"Ronald Jones up the middle for no gain (tackle by Jacob Tuioti-Mariner). Ronald Jones fumbles (forced by Jacob Tuioti-Mariner), recovered by Deion Jones at TB-34 and returned for 5 yards (tackle by Breshad Perriman)",0.740,-3.640
1,10:18,1,10,TAM 29,7,0,Devonta Freeman left end for 5 yards (tackle by Devin White),3.640,3.780
1,9:48,2,5,TAM 24,7,0,Devonta Freeman right end for -1 yards (tackle by Carl Nassib),3.780,2.940
1,9:04,3,6,TAM 25,7,0,Matt Ryan pass complete short middle to Julio Jones for 12 yards (tackle by Carlton Davis and Andrew Adams),2.940,4.710
1,8:24,1,10,TAM 13,7,0,Matt Ryan pass incomplete short middle intended for Devonta Freeman,4.710,4.050
1,8:19,2,10,TAM 13,7,0,Devonta Freeman up the middle for no gain (tackle by Carl Nassib and Ndamukong Suh),4.050,3.120
1,7:40,3,10,TAM 13,7,0,Matt Ryan pass complete short right to Devonta Freeman for 4 yards (tackle by Carlton Davis),3.120,2.850
1,7:00,4,6,TAM 9,10,0,Younghoe Koo 27 yard field goal good,2.850,3.000
1,6:55,,,ATL 35,10,0,"Younghoe Koo kicks off 65 yards, touchback.",0.000,0.610
1,6:55,1,10,TAM 25,10,0,Jameis Winston pass complete deep left to Breshad Perriman for 37 yards (tackle by Damontae Kazee),0.610,3.050
1,6:09,1,10,ATL 38,10,0,Ronald Jones right end for 4 yards (tackle by Tyeler Davison and De'Vondre Campbell),3.050,3.050
1,5:29,2,6,ATL 34,10,0,Jameis Winston pass incomplete deep right intended for Breshad Perriman (defended by Blidi Wreh-Wilson),3.050,2.340
1,5:22,3,6,ATL 34,10,0,Jameis Winston pass complete short left to Cyril Grayson for 3 yards (tackle by Kendall Sheffield),2.340,1.380
1,4:40,4,3,ATL 31,10,0,Matt Gay 49 yard field goal no good,1.380,-1.530
1,4:34,1,10,ATL 39,10,0,Matt Ryan pass incomplete deep right intended for Julio Jones (defended by Carlton Davis),1.530,0.990
1,4:28,2,10,ATL 39,10,0,Matt Ryan sacked by Vita Vea for -5 yards,0.990,-0.360
1,3:47,3,15,ATL 34,10,0,Matt Ryan pass complete short middle to Russell Gage for 7 yards (tackle by Devin White),-0.360,-0.650
1,3:09,4,8,ATL 41,10,0,"Ryan Allen punts 44 yards, fair catch by Jaydon Mickens at TB-15. Penalty on Noah Dawkins: Unnecessary Roughness, 7 yards",-0.650,0.380
1,3:01,1,10,TAM 8,10,0,Peyton Barber left guard for 3 yards (tackle by John Cominsky and Jack Crawford),-0.380,-0.560
1,2:27,2,7,TAM 11,10,0,Jameis Winston pass incomplete short left intended for Peyton Barber,-0.560,-1.070
1,2:23,3,7,TAM 11,10,0,Jameis Winston pass incomplete short left intended for Cameron Brate (defended by Ricardo Allen),-1.070,-2.490
1,2:19,4,7,TAM 11,10,0,Bradley Pinion punts 30 yards downed by Sam Acho,-2.490,-2.850
1,2:03,1,10,TAM 41,10,0,Devonta Freeman left tackle for 2 yards (tackle by William Gholston),2.850,2.580
1,1:28,2,8,TAM 39,10,0,Matt Ryan pass complete short right to Julio Jones for 7 yards (tackle by Lavonte David and Sean Murphy-Bunting),2.580,2.810
1,0:49,3,1,TAM 32,10,0,Matt Ryan pass incomplete short right,2.810,1.310
1,0:43,4,1,TAM 32,10,0,Keith Smith right guard for -1 yards (tackle by Ndamukong Suh),1.310,-1.140
1,0:38,1,10,TAM 33,10,0,Jameis Winston pass complete short middle to Breshad Perriman for 18 yards (tackle by Isaiah Oliver),1.140,2.320
Quarter,Time,Down,ToGo,Location,ATL,TAM,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,ATL 49,10,0,Peyton Barber left guard for 3 yards (tackle by Tyeler Davison),2.320,2.190
2,14:23,2,7,ATL 46,10,0,Jameis Winston pass complete short right to Peyton Barber for 14 yards (tackle by Damontae Kazee),2.190,3.450
2,13:41,1,10,ATL 32,10,0,"Peyton Barber right end for -3 yards (tackle by Austin Larkin and De'Vondre Campbell). Penalty on Ryan Jensen: Offensive Holding, 10 yards (no play)",3.450,2.790
2,13:18,1,20,ATL 42,10,0,Jameis Winston pass complete short right to Peyton Barber for 11 yards (tackle by Blidi Wreh-Wilson),2.790,3.040
2,12:36,2,9,ATL 31,10,0,Jameis Winston pass complete deep right to Breshad Perriman for 24 yards (tackle by Blidi Wreh-Wilson),3.040,5.600
2,11:54,1,7,ATL 7,10,0,Peyton Barber left guard for 6 yards (tackle by Jacob Tuioti-Mariner and Damontae Kazee),5.600,5.910
