Unnamed: 0_level_0,Unnamed: 1_level_0,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Player,Tm,Rt,Yds,Y/Rt,TD,Lng,Ret,Yds,Y/R,TD,Lng
Michael Lewis,NOR,2,33,16.5,0,0,4,34,8.5,0,0
Reggie Bush,NOR,0,0,,0,0,2,20,10.0,0,0
Antwan Lake,NOR,1,8,8.0,0,0,0,0,,0,0
,,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Player,Tm,Rt,Yds,Y/Rt,TD,Lng,Ret,Yds,Y/R,TD,Lng
Ike Hilliard,TAM,0,0,,0,0,3,12,4.0,0,0
Michael Pittman,TAM,3,72,24.0,0,0,0,0,,0,0
Torrie Cox,TAM,1,17,17.0,0,0,0,0,,0,0
