Quarter,Time,Down,ToGo,Location,SEA,WAS,Detail,EPB,EPA
1,7:28,1,10,SEA 33,7,0,"Marshawn Lynch right guard for 17 yards (tackle by Brandon Meriweather and Ryan Clark). Penalty on Russell Okung: Offensive Holding, 10 yards (no play)",1.140,0.480
1,6:53,1,20,SEA 23,7,0,Russell Wilson pass incomplete short right intended for Luke Willson,0.480,-0.760
1,6:48,2,20,SEA 23,7,0,Russell Wilson up the middle for 22 yards (tackle by Ryan Clark),-0.760,1.930
1,6:05,1,10,SEA 45,7,0,"Russell Wilson for 1 yard. Russell Wilson fumbles, recovered by Russell Wilson at SEA-44",1.930,1.380
1,5:20,2,10,SEA 45,7,0,Russell Wilson pass complete short left to Percy Harvin for 5 yards (tackle by Bashaud Breeland),1.380,1.360
1,4:41,3,5,,7,0,"Russell Wilson pass incomplete short left intended for Marshawn Lynch. Russell Wilson fumbles, recovered by Russell Wilson at SEA-44",1.360,-0.060
1,4:35,4,5,,7,0,"Jon Ryan punts 31 yards, fair catch by Andre Roberts",-0.060,-0.150
1,4:27,1,10,WAS 19,7,0,Alfred Morris left tackle for no gain (tackle by Bruce Irvin and Brandon Mebane),0.150,-0.390
1,3:47,2,10,WAS 19,7,0,Kirk Cousins pass incomplete short right intended for DeSean Jackson,-0.390,-1.070
1,3:42,3,10,WAS 19,7,0,Kirk Cousins pass complete short left to Roy Helu for 1 yard (tackle by K.J. Wright and Cliff Avril),-1.070,-2.030
1,3:10,4,9,WAS 20,7,0,"Tress Way punts 58 yards, returned by Bryan Walters for 21 yards (tackle by Jamarca Sanford)",-2.030,-1.800
1,2:56,1,10,SEA 43,7,0,Marshawn Lynch left tackle for 17 yards (tackle by Keenan Robinson and Bashaud Breeland),1.800,2.920
1,2:14,1,10,WAS 40,7,0,Marshawn Lynch right guard for 5 yards (tackle by Brian Orakpo and Brandon Meriweather),2.920,3.050
1,1:38,2,5,WAS 35,7,0,Marshawn Lynch left tackle for 1 yard (tackle by Jarvis Jenkins and Perry Riley),3.050,2.480
1,1:38,3,4,WAS 34,7,0,"Penalty on Russell Okung: False Start, 5 yards (no play)",2.480,1.820
1,0:36,3,9,WAS 39,7,0,Russell Wilson sacked by Ryan Kerrigan for -7 yards,1.820,0.200
Quarter,Time,Down,ToGo,Location,SEA,WAS,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,4,16,WAS 46,7,0,"Jon Ryan punts 46 yards, touchback. Penalty on E.J. Biggers: Offensive Holding, 10 yards",0.200,0.380
2,14:51,1,10,WAS 10,7,0,Kirk Cousins pass complete short right to Logan Paulsen for 4 yards (tackle by Kam Chancellor),-0.380,-0.460
2,14:10,2,6,WAS 14,7,0,Kirk Cousins pass incomplete short middle intended for Niles Paul (defended by Bobby Wagner),-0.460,-0.950
2,14:07,3,6,WAS 14,7,0,Kirk Cousins pass incomplete short middle intended for DeSean Jackson,-0.950,-2.470
2,14:01,4,6,WAS 14,7,0,"Tress Way punts 39 yards, out of bounds",-2.470,-2.060
2,13:53,1,10,SEA 47,7,0,Russell Wilson pass complete short left to Doug Baldwin for 20 yards (tackle by Ryan Clark),2.060,3.380
2,13:23,1,10,WAS 33,7,0,Marshawn Lynch left end for 5 yards (tackle by Keenan Robinson),3.380,3.510
2,12:42,2,5,WAS 28,7,0,Russell Wilson pass complete short left to Marshawn Lynch for 1 yard (tackle by Frank Kearse and Ryan Kerrigan),3.510,2.940
2,12:02,3,4,WAS 27,7,0,"Penalty on Max Unger: False Start, 5 yards (no play)",2.940,2.280
2,11:49,3,9,WAS 32,7,0,Russell Wilson pass complete short right to Percy Harvin for 13 yards (tackle by Perry Riley),2.280,4.310
2,11:11,1,10,WAS 19,7,0,Marshawn Lynch right tackle for 3 yards (tackle by Brian Orakpo),4.310,4.180
2,10:33,2,7,WAS 16,7,0,"Percy Harvin left end for 16 yards. Penalty on James Carpenter: Offensive Holding, 10 yards (no play)",4.180,4.180
2,10:25,2,7,WAS 16,7,0,Timeout #1 by Seattle Seahawks,4.180,2.820
2,10:25,2,17,WAS 26,7,0,"Russell Wilson pass complete short right to Percy Harvin for 26 yards. Penalty on Percy Harvin: False Start, 5 yards (no play)",2.820,2.140
2,10:25,2,22,WAS 31,7,0,Marshawn Lynch up the middle for 4 yards (tackle by Ryan Kerrigan and Jason Hatcher),2.140,2.020
2,9:41,3,18,WAS 27,7,0,Russell Wilson pass complete short right to Marshawn Lynch for 5 yards (tackle by Frank Kearse),2.020,1.990
2,9:09,4,13,WAS 22,10,0,Steven Hauschka 40 yard field goal good,1.990,3.000
2,9:09,,,SEA 35,10,0,"Steven Hauschka kicks off 65 yards, touchback",0.000,-0.280
2,9:04,1,10,WAS 20,10,0,Kirk Cousins left end for 4 yards (tackle by Bobby Wagner),0.280,0.270
2,8:22,2,6,WAS 24,10,0,Alfred Morris right tackle for 3 yards (tackle by Kevin Williams),0.270,-0.030
2,7:39,3,3,WAS 27,10,0,Kirk Cousins pass incomplete short right intended for Andre Roberts (defended by Bobby Wagner),-0.030,-1.570
2,7:34,4,3,WAS 27,10,0,"Tress Way punts 52 yards, returned by Bryan Walters for 9 yards (tackle by Jamarca Sanford)",-1.570,-0.940
2,7:21,1,10,SEA 30,10,0,Russell Wilson pass complete short middle to Doug Baldwin for 14 yards (tackle by David Amerson and Ryan Clark),0.940,1.860
2,6:42,1,10,SEA 44,10,0,Marshawn Lynch up the middle for 5 yards (tackle by Perry Riley),1.860,1.990
2,6:04,2,5,SEA 49,10,0,Percy Harvin right end for 6 yards (tackle by Perry Riley),1.990,2.590
2,5:20,1,10,WAS 45,10,0,Russell Wilson pass complete deep left to Cooper Helfet for 36 yards,2.590,5.140
2,4:44,1,9,WAS 9,16,0,"Russell Wilson left end for 9 yards, touchdown",5.140,7.000
2,4:44,,,WAS 2,17,0,Steven Hauschka kicks extra point good,0.000,0.000
2,4:44,,,SEA 35,17,0,"Steven Hauschka kicks off 65 yards, touchback",0.000,-0.280
2,4:37,1,10,WAS 20,17,0,Alfred Morris right guard for 5 yards (tackle by Kam Chancellor),0.280,0.410
2,4:00,2,5,WAS 25,17,0,Alfred Morris left tackle for 11 yards (tackle by K.J. Wright),0.410,1.330
2,3:24,1,10,WAS 36,17,0,Alfred Morris right end for 4 yards (tackle by Kevin Williams and Bobby Wagner),1.330,1.330
2,2:43,2,6,WAS 40,17,6,"Kirk Cousins pass complete deep right to DeSean Jackson for 60 yards, touchdown",1.330,7.000
2,2:43,,,SEA 2,17,7,Kai Forbath kicks extra point good,0.000,0.000
2,2:43,,,WAS 35,17,7,"Kai Forbath kicks off 53 yards, returned by Doug Baldwin for 17 yards (tackle by Adam Hayward)",0.000,-0.870
2,2:25,1,10,SEA 29,17,7,Robert Turbin right end for 1 yard (tackle by Jason Hatcher and Brian Orakpo),0.870,0.460
2,2:02,2,9,SEA 30,17,7,Russell Wilson pass complete short middle to Luke Willson for 6 yards (tackle by Keenan Robinson),0.460,0.560
2,1:57,3,3,SEA 36,17,7,Russell Wilson sacked by Brandon Meriweather for -8 yards,0.560,0.560
2,1:52,3,3,SEA 36,17,7,Timeout #1 by Washington Redskins,0.560,-1.500
2,1:52,4,11,SEA 28,17,7,"Jon Ryan punts 53 yards, fair catch by Andre Roberts",-1.500,-0.150
2,1:44,1,10,WAS 19,17,7,Kirk Cousins pass complete short middle to Roy Helu for 11 yards (tackle by Kam Chancellor),0.150,0.940
2,1:15,1,10,WAS 30,17,7,Kirk Cousins pass incomplete short right intended for Roy Helu,0.940,0.390
2,1:11,2,10,WAS 30,17,7,Kirk Cousins pass incomplete short right intended for Andre Roberts,0.390,-0.300
2,1:06,3,10,WAS 30,17,7,Kirk Cousins pass incomplete deep right intended for Pierre Garcon,-0.300,-1.370
2,0:59,4,10,WAS 30,17,7,"Tress Way punts 59 yards, returned by Bryan Walters for 3 yards (tackle by Akeem Davis)",-1.370,0.280
2,0:46,1,10,SEA 14,17,7,Percy Harvin right end for 1 yard (tackle by Perry Riley),-0.280,-0.280
2,0:46,1,10,SEA 14,17,7,Timeout #2 by Seattle Seahawks,-0.280,-0.640
2,0:25,2,9,SEA 15,17,7,"Penalty on Max Unger: False Start, 5 yards (no play)",-0.640,-1.070
2,0:25,2,14,SEA 10,17,7,Russell Wilson pass complete short left to Doug Baldwin for 13 yards (tackle by E.J. Biggers),-1.070,-0.320
2,0:19,3,1,SEA 23,17,7,Russell Wilson pass complete short right to Doug Baldwin for 3 yards (tackle by E.J. Biggers),-0.320,0.670
2,0:13,1,10,SEA 26,17,7,Robert Turbin left guard for 9 yards (tackle by Perry Riley),0.670,1.350
Quarter,Time,Down,ToGo,Location,SEA,WAS,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SEA 35,17,7,"Steven Hauschka kicks off 65 yards, touchback",0.000,-0.280
3,15:00,1,10,WAS 20,17,7,Kirk Cousins pass complete deep left to DeSean Jackson for 57 yards (tackle by Earl Thomas),0.280,4.040
3,14:28,1,10,SEA 23,17,7,Alfred Morris right end for 2 yards (tackle by Kam Chancellor and Bobby Wagner),4.040,3.770
3,13:46,2,8,SEA 21,17,7,Kirk Cousins pass complete short right to Alfred Morris for -2 yards (tackle by Bobby Wagner),3.770,2.810
3,13:06,3,10,SEA 23,17,7,"Kirk Cousins pass incomplete deep right intended for Roy Helu. Penalty on Cliff Avril: Illegal Use of Hands, 5 yards (no play)",2.810,4.370
3,13:01,1,10,SEA 18,17,7,Kirk Cousins pass complete short left to Andre Roberts for 6 yards (tackle by Byron Maxwell),4.370,4.810
3,12:28,2,4,SEA 12,17,7,Alfred Morris right end for 3 yards (tackle by Marcus Burley),4.810,4.740
3,11:41,3,1,SEA 9,17,7,Kirk Cousins right guard for no gain (tackle by Kevin Williams and Tony McDaniel),4.740,2.980
3,10:46,4,1,SEA 9,17,10,Kai Forbath 27 yard field goal good,2.980,3.000
3,10:46,,,WAS 35,17,10,Kai Forbath kicks off 21 yards,0.000,-1.860
3,10:39,1,10,SEA 44,17,10,Marshawn Lynch right end for 7 yards (tackle by Jarvis Jenkins and Keenan Robinson),1.860,2.260
3,10:04,2,3,WAS 49,17,10,Marshawn Lynch left tackle for no gain (tackle by Chris Baker),2.260,1.550
3,9:19,3,3,WAS 49,17,10,Russell Wilson pass complete short left to Percy Harvin for 1 yard (tackle by David Amerson),1.550,0.070
3,8:38,4,2,WAS 48,17,10,Jon Ryan punts 47 yards,0.070,0.380
3,8:29,1,10,WAS 1,17,10,Alfred Morris up the middle for 4 yards (tackle by Earl Thomas and Bruce Irvin),-0.380,-0.490
3,7:55,2,6,WAS 5,17,10,Kirk Cousins pass complete short left to Pierre Garcon for 5 yards (tackle by Byron Maxwell),-0.490,-0.370
3,7:18,3,1,WAS 10,17,10,Alfred Morris right end for -1 yards (tackle by Brandon Mebane and Kevin Williams),-0.370,-2.490
3,6:48,4,2,WAS 9,17,10,"Tress Way punts 41 yards, out of bounds",-2.490,-2.260
3,6:40,1,10,,17,10,"Russell Wilson right end for 19 yards (tackle by Perry Riley). Penalty on Russell Okung: Offensive Holding, 10 yards (no play)",2.260,2.260
3,6:12,1,10,,17,10,Timeout #1 by Seattle Seahawks,2.260,1.600
3,6:12,1,20,SEA 40,17,10,Russell Wilson pass complete short right to Percy Harvin for 8 yards (tackle by Brandon Meriweather and E.J. Biggers),1.600,1.440
3,5:27,2,12,SEA 48,17,10,Russell Wilson pass incomplete short left intended for Percy Harvin,1.440,0.760
3,5:21,3,12,SEA 48,17,10,Russell Wilson up the middle for 7 yards (tackle by Brian Orakpo and Keenan Robinson),0.760,0.270
3,4:40,4,5,WAS 45,17,10,"Jon Ryan punts 37 yards, fair catch by Andre Roberts",0.270,0.380
3,4:31,1,10,WAS 8,17,10,Kirk Cousins pass complete deep right to DeSean Jackson for 22 yards,-0.380,0.940
3,4:10,1,10,WAS 30,17,10,Roy Helu left end for -5 yards (tackle by Michael Bennett and Bruce Irvin),0.940,-0.280
3,3:27,2,15,WAS 25,17,10,Kirk Cousins sacked by Bobby Wagner for -8 yards,-0.280,-2.360
3,2:42,3,23,WAS 17,17,10,Kirk Cousins pass complete short right to DeSean Jackson for 9 yards (tackle by Earl Thomas and Jordan Hill),-2.360,-1.630
3,2:15,4,14,WAS 26,17,10,"Tress Way punts 54 yards, returned by Bryan Walters for 20 yards (tackle by Silas Redd)",-1.630,-1.600
3,2:00,1,10,SEA 40,17,10,Marshawn Lynch right tackle for 2 yards (tackle by Brian Orakpo and Jason Hatcher),1.600,1.320
3,1:18,2,8,SEA 42,17,10,Russell Wilson pass complete short middle to Luke Willson for 3 yards (tackle by Perry Riley),1.320,1.030
3,0:34,3,5,SEA 45,17,10,Russell Wilson pass incomplete short left intended for Cooper Helfet,1.030,-0.390
3,0:30,4,5,SEA 45,17,10,"Jon Ryan punts 46 yards, fair catch by Andre Roberts",-0.390,0.380
3,0:22,1,10,WAS 9,17,10,Alfred Morris up the middle for 3 yards (tackle by Jordan Hill),-0.380,-0.560
Quarter,Time,Down,ToGo,Location,SEA,WAS,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,7,WAS 12,17,10,Alfred Morris up the middle for 1 yard (tackle by O'Brien Schofield and Bobby Wagner),-0.560,-0.950
4,14:21,3,6,WAS 13,17,10,Kirk Cousins pass incomplete short middle intended for DeSean Jackson (defended by K.J. Wright),-0.950,-2.490
4,14:14,4,6,WAS 13,17,10,"Tress Way punts 41 yards, returned by Bryan Walters for 1 yard (tackle by William Compton)",-2.490,-2.060
4,14:04,1,10,SEA 47,17,10,Marshawn Lynch right guard for 4 yards (tackle by Keenan Robinson and Perry Riley),2.060,2.060
4,13:33,2,6,WAS 49,17,10,Russell Wilson left end for 3 yards (tackle by Brian Orakpo),2.060,1.750
4,13:00,3,3,WAS 46,17,10,"Russell Wilson pass incomplete short middle intended for Doug Baldwin. Penalty on Perry Riley: Defensive Holding, 5 yards (no play)",1.750,2.850
4,12:54,1,10,WAS 41,17,10,"Russell Wilson pass complete deep middle to Percy Harvin for 41 yards. Penalty on James Carpenter: Unnecessary Roughness, 15 yards (no play)",2.850,1.860
4,12:43,1,25,SEA 44,17,10,Russell Wilson up the middle for 5 yards (tackle by Jason Hatcher and Perry Riley),1.860,0.960
4,12:10,2,20,SEA 49,17,10,Russell Wilson pass complete short right to Luke Willson for 19 yards (tackle by David Amerson and Ryan Clark),0.960,2.810
,,,,,,,"WAS challenged the illegal forward pass ruling, and the play was upheld.",,
4,11:24,3,1,WAS 32,17,10,Russell Wilson pass complete short left to Marshawn Lynch for no gain,2.810,1.310
4,11:24,4,1,WAS 32,17,10,Jon Ryan left end for 5 yards (tackle by Trent Murphy),1.310,3.780
4,10:30,1,10,WAS 27,17,10,Russell Wilson left end for 12 yards (tackle by Brandon Meriweather),3.780,4.580
4,9:53,1,10,WAS 15,17,10,Russell Wilson right end for 6 yards (tackle by William Compton),4.580,5.030
4,9:07,2,4,WAS 9,17,10,Robert Turbin left tackle for 3 yards (tackle by Jarvis Jenkins),5.030,4.900
4,8:29,3,1,WAS 6,17,10,Marshawn Lynch right guard for 1 yard (tackle by Brian Orakpo),4.900,6.060
4,7:43,1,5,WAS 5,17,10,"Penalty on Russell Wilson: Delay of Game, 5 yards (no play)",6.060,4.910
4,7:17,1,10,WAS 10,17,10,Robert Turbin right end for 1 yard (tackle by Ryan Kerrigan and Chris Baker),4.910,4.380
4,6:37,2,9,WAS 9,23,10,"Russell Wilson pass complete short right to Marshawn Lynch for 9 yards, touchdown",4.380,7.000
4,6:37,,,WAS 2,24,10,Steven Hauschka kicks extra point good,0.000,0.000
4,6:37,,,SEA 35,24,10,"Steven Hauschka kicks off 65 yards, touchback",0.000,-0.280
4,6:31,1,10,WAS 20,24,10,Kirk Cousins pass incomplete short middle intended for Andre Roberts (defended by Jordan Hill),0.280,-0.270
4,6:27,2,10,WAS 20,24,10,Kirk Cousins pass complete short right to Roy Helu for 20 yards (tackle by Jordan Hill),-0.270,1.600
4,6:00,1,10,WAS 40,24,10,Kirk Cousins pass incomplete short middle intended for Andre Roberts (defended by Marcus Burley),1.600,1.050
4,6:00,2,10,WAS 40,24,10,"Penalty on Cliff Avril: Defensive Offside, 5 yards (no play)",1.050,1.730
4,5:54,2,5,WAS 45,24,10,Kirk Cousins pass complete short left to Niles Paul for 6 yards (tackle by Bobby Wagner),1.730,2.320
4,5:26,1,10,SEA 49,24,10,Kirk Cousins pass complete short middle to Logan Paulsen for 7 yards (tackle by Kam Chancellor),2.320,2.730
4,5:26,2,3,SEA 42,24,10,Kirk Cousins pass incomplete short left intended for DeSean Jackson,2.730,2.020
4,4:57,3,3,SEA 42,24,10,Kirk Cousins pass complete short right to Andre Roberts for 5 yards (tackle by Byron Maxwell),2.020,3.120
4,4:23,1,10,SEA 37,24,10,Kirk Cousins pass incomplete short middle intended for Roy Helu (defended by Kevin Williams),3.120,2.570
4,4:18,2,10,SEA 37,24,10,Kirk Cousins pass complete short right to Roy Helu for 22 yards (tackle by Marcus Burley and Cassius Marsh),2.570,4.580
4,3:45,1,10,SEA 15,24,10,Kirk Cousins pass complete short left to DeSean Jackson for 9 yards (tackle by Byron Maxwell),4.580,5.600
4,3:40,2,1,SEA 6,24,16,"Kirk Cousins pass complete short left to Andre Roberts for 6 yards, touchdown",5.600,7.000
4,3:40,,,SEA 2,24,17,Kai Forbath kicks extra point good,0.000,0.000
4,3:40,,,WAS 35,24,17,"Kai Forbath kicks off 65 yards, touchback",0.000,-0.280
4,3:35,1,10,SEA 20,24,17,"Marshawn Lynch left end for 9 yards (tackle by Brandon Meriweather). Penalty on Jarvis Jenkins: Face Mask (15 Yards), 15 yards",0.280,1.860
4,3:25,1,10,SEA 44,24,17,Marshawn Lynch right end for 3 yards (tackle by Bashaud Breeland and Chris Baker),1.860,1.720
4,2:41,2,7,SEA 47,24,17,Marshawn Lynch left end for 3 yards (tackle by Brian Orakpo and Brandon Meriweather),1.720,1.720
4,2:33,2,7,SEA 47,24,17,Timeout #2 by Washington Redskins,1.720,1.420
4,2:33,3,4,,24,17,Russell Wilson pass complete short left to Marshawn Lynch for 30 yards (tackle by William Compton and Brandon Meriweather),1.420,4.240
4,2:00,1,10,WAS 20,24,17,Marshawn Lynch right tackle for 1 yard (tackle by Keenan Robinson),4.240,3.820
4,1:18,2,9,WAS 19,24,17,Marshawn Lynch right guard for 2 yards (tackle by Keenan Robinson and Frank Kearse),3.820,3.820
4,1:12,2,9,WAS 19,24,17,Timeout #3 by Washington Redskins,3.820,3.360
4,1:12,3,7,WAS 17,24,17,Russell Wilson sacked by Frank Kearse for -8 yards,3.360,3.360
4,0:27,3,7,WAS 17,24,17,Timeout #2 by Seattle Seahawks,3.360,1.800
4,0:27,4,15,WAS 25,27,17,Steven Hauschka 43 yard field goal good,1.800,3.000
4,0:27,,,SEA 35,27,17,"Steven Hauschka kicks off 35 yards, returned by Akeem Jordan for 5 yards (tackle by Jeron Johnson)",0.000,-1.270
4,0:14,1,10,WAS 35,27,17,Kirk Cousins pass complete short middle to Pierre Garcon for 18 yards (tackle by K.J. Wright),1.270,2.460
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
