Quarter,Time,Down,ToGo,Location,BAL,SEA,Detail,EPB,EPA
2,11:55,1,10,SEA 34,0,10,Joe Flacco pass complete short middle to Ricky Williams for 7 yards (tackle by LeRoy Hill and Alan Branch),3.310,3.720
2,11:16,2,3,SEA 27,0,10,Ricky Williams right tackle for 1 yard (tackle by Alan Branch),3.720,3.140
2,10:30,,,,0,10,Timeout #1 by Baltimore Ravens,0.000,3.140
2,10:30,3,2,SEA 26,0,10,Joe Flacco pass complete short right to Ed Dickson for 6 yards (tackle by Richard Sherman and LeRoy Hill),3.140,4.240
2,9:56,1,10,SEA 20,0,10,Joe Flacco pass incomplete short right intended for Vonta Leach,4.240,3.690
2,9:50,2,10,SEA 20,0,10,Joe Flacco pass incomplete deep left intended for Torrey Smith (defended by Brandon Browner),3.690,3.010
2,9:42,3,10,SEA 20,0,10,Joe Flacco pass complete short middle to Ed Dickson for 19 yards (tackle by Roy Lewis),3.010,6.970
2,9:19,,,,0,10,Timeout #1 by Seattle Seahawks,0.000,6.970
2,9:19,1,1,SEA 1,0,10,Joe Flacco pass incomplete short left intended for Dennis Pitta,6.970,5.910
2,9:15,2,1,SEA 1,6,10,"Ray Rice pass complete short left to Ed Dickson for 1 yard, touchdown",5.910,7.000
2,,,,SEA 2,7,10,Billy Cundiff kicks extra point good,0.000,0.000
2,,,,BAL 35,7,10,"Billy Cundiff kicks off 68 yards, returned by Leon Washington for 27 yards (tackle by Cary Williams)",0.000,0.540
2,9:06,1,10,SEA 24,7,10,Marshawn Lynch right guard for 3 yards (tackle by Arthur Jones),0.540,0.400
2,8:17,2,7,SEA 27,7,10,"Penalty on Tarvaris Jackson: Delay of Game, 5 yards (no play)",0.400,-0.270
2,8:00,2,12,SEA 22,7,10,Marshawn Lynch right tackle for 3 yards (tackle by Jameel McClain),-0.270,-0.560
2,7:21,3,9,SEA 25,7,10,Tarvaris Jackson pass complete deep left to Doug Baldwin for 50 yards (tackle by Bernard Pollard),-0.560,3.910
2,6:54,1,10,BAL 25,7,10,Tarvaris Jackson for 4 yards,3.910,3.900
2,6:31,2,6,BAL 21,7,10,Leon Washington left end for 1 yard (tackle by Arthur Jones),3.900,3.340
2,5:49,3,5,BAL 20,7,10,Tarvaris Jackson pass incomplete deep right intended for Zach Miller,3.340,2.170
2,5:44,4,5,BAL 20,7,13,Steven Hauschka 38 yard field goal good,2.170,3.000
2,,,,SEA 35,7,13,"Steven Hauschka kicks off 70 yards, returned by David Reed for 25 yards (tackle by Michael Robinson). Penalty on David Reed: Unsportsmanlike Conduct, 10 yards",0.000,-0.380
2,5:34,1,10,BAL 10,7,13,Ray Rice left tackle for 4 yards (tackle by Clinton McDonald),-0.380,-0.460
2,5:03,2,6,BAL 14,7,13,Joe Flacco pass incomplete short left intended for Torrey Smith (defended by Brandon Browner),-0.460,-0.950
2,4:58,3,6,BAL 14,7,13,Joe Flacco pass incomplete short middle intended for Ed Dickson (defended by Kam Chancellor),-0.950,-2.470
2,4:54,4,6,BAL 14,7,13,Sam Koch punts 28 yards,-2.470,-2.790
2,4:44,1,10,BAL 42,7,13,Tarvaris Jackson pass complete short left to Marshawn Lynch for 4 yards (tackle by Cary Williams),2.790,2.780
2,4:19,2,6,BAL 38,7,13,Tarvaris Jackson pass incomplete,2.780,2.080
2,4:13,3,6,BAL 38,7,13,Tarvaris Jackson pass complete short left to Sidney Rice for 5 yards (tackle by Chris Carr),2.080,1.210
2,3:47,4,1,BAL 33,7,13,Tarvaris Jackson up the middle for 2 yards (tackle by Haloti Ngata and Brandon McKinney),1.210,3.510
2,3:04,1,10,BAL 31,7,13,Tarvaris Jackson pass complete short right to Sidney Rice for 9 yards (tackle by Chris Carr),3.510,4.180
2,2:38,2,1,BAL 22,7,13,Marshawn Lynch right guard for -2 yards (tackle by Terrell Suggs and Arthur Jones),4.180,3.200
2,2:00,3,3,BAL 24,7,13,Tarvaris Jackson pass complete short right to Marshawn Lynch for 2 yards,3.200,2.140
,,,,,,,"Replay Assistant challenged the first down ruling, and the original play was overturned.",,
2,1:55,4,1,BAL 22,7,16,Steven Hauschka 39 yard field goal good,2.140,3.000
2,,,,SEA 35,7,16,"Steven Hauschka kicks off 70 yards, returned by David Reed for 23 yards (tackle by Malcolm Smith). David Reed fumbles (forced by Malcolm Smith), recovered by Atari Bigby at BAL-18 (tackle by Edgar Jones)",0.000,-4.370
2,1:45,1,10,BAL 18,7,16,Tarvaris Jackson pass incomplete deep left intended for Sidney Rice (defended by Cary Williams),4.370,3.800
2,1:37,2,10,BAL 18,7,16,Marshawn Lynch left tackle for 1 yard (tackle by Jarret Johnson and Terrell Suggs),3.800,3.170
2,0:57,3,9,BAL 17,7,16,Tarvaris Jackson pass incomplete deep right intended for Doug Baldwin (defended by Chris Carr),3.170,2.310
2,0:51,,,,7,16,Timeout #2 by Seattle Seahawks,0.000,0.000
2,0:51,,,,7,16,Timeout #2 by Baltimore Ravens,0.000,2.310
2,0:51,4,9,BAL 17,7,19,Steven Hauschka 35 yard field goal good,2.310,3.000
2,,,,SEA 35,7,19,"Steven Hauschka kicks off 65 yards, touchback",0.000,0.280
2,0:46,1,10,BAL 20,7,19,Ray Rice up the middle for 11 yards (tackle by LeRoy Hill). Penalty on Chris Clemons: Defensive Offside (Declined),0.280,1.000
2,0:41,1,10,BAL 31,7,19,Joe Flacco pass complete short right to Torrey Smith for 14 yards (tackle by Earl Thomas),1.000,1.930
2,0:25,1,10,BAL 45,7,19,Joe Flacco pass complete short right to Ed Dickson for 4 yards (tackle by LeRoy Hill),1.930,1.920
2,0:21,2,6,BAL 49,7,19,Joe Flacco pass complete deep right to Anquan Boldin for 17 yards (tackle by Richard Sherman),1.920,3.310
2,0:15,,,,7,19,Timeout #3 by Baltimore Ravens,0.000,3.310
2,0:14,1,10,SEA 34,7,19,Joe Flacco pass incomplete short right intended for Ray Rice,3.310,2.770
2,0:11,2,10,SEA 34,7,19,Joe Flacco pass incomplete short left intended for Dennis Pitta,2.770,2.080
2,0:07,3,10,SEA 34,7,19,Billy Cundiff 52 yard field goal no good,2.080,-1.730
2,0:02,1,10,SEA 42,7,19,Tarvaris Jackson kneels for -1 yards,1.730,1.050
Quarter,Time,Down,ToGo,Location,BAL,SEA,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SEA 35,7,19,"Steven Hauschka kicks off 65 yards, touchback",0.000,0.280
3,15:00,1,10,BAL 20,7,19,Joe Flacco pass incomplete deep right intended for Dennis Pitta,0.280,-0.270
3,14:55,2,10,BAL 20,7,19,"Joe Flacco pass incomplete short right intended for Anquan Boldin (defended by LeRoy Hill). Penalty on Raheem Brock: Defensive Offside, 5 yards (no play)",-0.270,0.410
3,14:50,2,5,BAL 25,7,19,Joe Flacco pass incomplete short left intended for Ed Dickson (defended by David Hawthorne),0.410,-0.300
3,14:47,3,5,BAL 25,7,19,Joe Flacco pass complete short middle to Dennis Pitta for 15 yards (tackle by Roy Lewis and Atari Bigby),-0.300,1.600
3,14:13,1,10,BAL 40,7,19,"Joe Flacco pass incomplete short right intended for Anquan Boldin is intercepted by David Hawthorne at BAL-42 and returned for 34 yards (tackle by Joe Flacco). Penalty on Joe Flacco: Horse Collar Tackle, 4 yards",1.600,-6.280
3,14:04,1,4,BAL 4,7,19,Marshawn Lynch right tackle for -3 yards (tackle by Terrell Suggs),6.280,4.760
3,13:29,2,7,BAL 7,7,19,Marshawn Lynch left guard for 4 yards (tackle by Terrell Suggs and Haloti Ngata),4.760,4.720
3,12:44,3,3,BAL 3,7,19,Tarvaris Jackson sacked by Paul Kruger for -9 yards. Penalty on Robert Gallery: Offensive Holding (Declined),4.720,2.630
3,12:30,4,12,BAL 12,7,22,Steven Hauschka 30 yard field goal good,2.630,3.000
3,,,,SEA 35,7,22,"Steven Hauschka kicks off 70 yards, returned by Torrey Smith for 24 yards (tackle by Ben Obomanu)",0.000,0.150
3,12:20,1,10,BAL 19,7,22,Joe Flacco pass complete short middle to Ray Rice for 9 yards (tackle by Red Bryant),0.150,0.880
3,12:00,2,1,BAL 28,7,22,Joe Flacco up the middle for 2 yards (tackle by Raheem Brock and Chris Clemons),0.880,0.940
3,11:21,1,10,BAL 30,7,22,Joe Flacco pass complete short middle to Dennis Pitta for 10 yards (tackle by Kam Chancellor and LeRoy Hill),0.940,1.600
3,10:57,1,10,BAL 40,7,22,Joe Flacco pass complete short right to Ray Rice for 2 yards (tackle by David Hawthorne),1.600,1.320
3,10:25,2,8,BAL 42,7,22,Joe Flacco pass incomplete short left intended for Anquan Boldin (defended by Brandon Browner),1.320,0.630
3,10:18,3,8,BAL 42,7,22,Joe Flacco pass complete short left to Torrey Smith for 2 yards (tackle by Alan Branch),0.630,-0.460
3,9:40,4,6,BAL 44,7,22,"Sam Koch punts 47 yards, fair catch by Leon Washington",-0.460,0.380
3,9:31,1,10,SEA 9,7,22,Marshawn Lynch left guard for 8 yards (tackle by Cary Williams),-0.380,-0.020
3,9:06,2,2,SEA 17,7,22,Marshawn Lynch up the middle for 5 yards (tackle by Jameel McClain and Haloti Ngata),-0.020,0.410
3,8:35,1,10,SEA 22,7,22,Marshawn Lynch right guard for 1 yard (tackle by Jarret Johnson),0.410,0.000
3,8:01,2,9,SEA 23,7,22,Tarvaris Jackson pass incomplete deep middle intended for Sidney Rice (defended by Cary Williams),0.000,-0.690
3,7:52,3,9,SEA 23,7,22,Tarvaris Jackson pass complete short left to Anthony McCoy for 14 yards (tackle by Chris Carr),-0.690,1.400
3,7:21,1,10,SEA 37,7,22,Marshawn Lynch left guard for 4 yards (tackle by Ray Lewis),1.400,1.400
3,6:46,2,6,SEA 41,7,22,Tarvaris Jackson pass complete short right to Anthony McCoy for 1 yard (tackle by Ray Lewis),1.400,0.830
3,6:01,3,5,SEA 42,7,22,Tarvaris Jackson pass incomplete short left intended for Marshawn Lynch,0.830,-0.590
3,5:57,4,5,SEA 42,7,22,"Jon Ryan punts 45 yards, returned by Lardarius Webb for 5 yards (tackle by Malcolm Smith)",-0.590,-0.040
3,5:46,1,10,BAL 18,7,22,Joe Flacco pass complete short left to Ricky Williams for 12 yards (tackle by Roy Lewis),0.040,0.940
3,5:31,1,10,BAL 30,7,22,Joe Flacco pass complete short middle to Ricky Williams for 5 yards (tackle by LeRoy Hill),0.940,1.070
3,4:57,2,5,BAL 35,7,22,Joe Flacco pass complete short left to Ed Dickson for 2 yards (tackle by Earl Thomas),1.070,0.630
3,4:27,3,3,BAL 37,7,22,Joe Flacco pass complete short middle to Dennis Pitta for 17 yards (tackle by Chris Maragos),0.630,2.520
3,3:59,1,10,SEA 46,7,22,Joe Flacco pass complete short left to Ray Rice for 7 yards (tackle by Chris Clemons),2.520,2.920
3,3:27,2,3,SEA 39,7,22,Ray Rice left guard for 8 yards (tackle by Roy Lewis),2.920,3.510
3,2:56,1,10,SEA 31,7,22,Joe Flacco pass complete short middle to Ray Rice for 7 yards (tackle by Roy Lewis),3.510,3.910
3,2:20,2,3,SEA 24,7,22,Ricky Williams left end for 7 yards (tackle by David Hawthorne),3.910,4.440
3,1:44,1,10,SEA 17,7,22,Ricky Williams up the middle for no gain (tackle by David Hawthorne and LeRoy Hill),4.440,3.850
3,1:06,2,10,SEA 17,7,22,Joe Flacco pass incomplete deep left intended for Torrey Smith,3.850,3.070
3,1:01,3,10,SEA 17,7,22,Joe Flacco pass incomplete deep right intended for Anquan Boldin,3.070,2.310
3,0:57,4,10,SEA 17,10,22,"Billy Cundiff 35 yard field goal good. Penalty on Arthur Jones: Unnecessary Roughness, 15 yards",2.310,3.000
3,,,,BAL 20,10,22,"Billy Cundiff kicks off 73 yards, returned by Leon Washington for 20 yards (tackle by Albert McClellan)",0.000,0.740
3,0:45,1,10,SEA 27,10,22,Marshawn Lynch up the middle for 4 yards (tackle by Bernard Pollard),0.740,0.740
Quarter,Time,Down,ToGo,Location,BAL,SEA,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,6,SEA 31,10,22,Tarvaris Jackson pass complete short right to Zach Miller for 11 yards (tackle by Jameel McClain and Lardarius Webb),0.740,1.730
4,14:34,1,10,SEA 42,10,22,Marshawn Lynch left tackle for 3 yards (tackle by Haloti Ngata),1.730,1.590
4,13:59,2,7,SEA 45,10,22,Marshawn Lynch left guard for 4 yards (tackle by Bernard Pollard and Haloti Ngata),1.590,1.420
4,13:20,3,3,SEA 49,10,22,Golden Tate right end for -5 yards (tackle by Chris Carr),1.420,-0.460
4,12:42,4,8,SEA 44,10,22,"Jon Ryan punts 32 yards, fair catch by Lardarius Webb",-0.460,-0.540
4,12:35,1,10,BAL 24,10,22,"Joe Flacco pass incomplete deep right intended for Torrey Smith (defended by Richard Sherman). Penalty on Raheem Brock: Defensive Offside, 5 yards (no play)",0.540,1.270
4,12:29,1,5,BAL 29,10,22,"Joe Flacco pass complete short left to Anquan Boldin for 2 yards (tackle by Roy Lewis). Penalty on Clinton McDonald: Illegal Use of Hands, 5 yards (no play)",1.270,1.200
4,12:11,1,10,BAL 34,10,22,Joe Flacco pass complete short left to Dennis Pitta for 7 yards (tackle by Kam Chancellor),1.200,1.600
4,11:34,2,3,BAL 41,10,22,Joe Flacco pass incomplete short right intended for LaQuan Williams (defended by Richard Sherman),1.600,0.890
4,11:29,3,3,BAL 41,10,22,Joe Flacco pass incomplete short left intended for Anquan Boldin,0.890,-0.650
4,11:26,4,3,BAL 41,10,22,Sam Koch punts 56 yards,-0.650,0.380
4,11:11,1,10,SEA 3,10,22,Marshawn Lynch left guard for 3 yards (tackle by Cory Redding and Brandon McKinney),-0.380,-0.560
4,10:37,2,7,SEA 6,10,22,"Tarvaris Jackson pass complete short left to Golden Tate for 12 yards (tackle by Bernard Pollard). Golden Tate fumbles (forced by Bernard Pollard), ball out of bounds at SEA-19",-0.560,0.150
4,10:07,1,10,SEA 19,10,22,Marshawn Lynch left guard for 4 yards (tackle by Jameel McClain and Bernard Pollard),0.150,0.210
4,9:28,2,6,SEA 23,10,22,Tarvaris Jackson pass incomplete short middle intended for Marshawn Lynch,0.210,-0.550
4,9:21,3,6,SEA 23,10,22,Tarvaris Jackson pass incomplete deep right intended for Ben Obomanu,-0.550,-1.830
4,9:16,4,6,SEA 23,10,22,"Jon Ryan punts 47 yards, returned by Lardarius Webb for 5 yards (tackle by Heath Farwell)",-1.830,-1.270
4,9:06,1,10,BAL 35,10,22,Joe Flacco pass incomplete short middle intended for Ray Rice,1.270,0.720
4,9:01,2,10,BAL 35,10,22,Joe Flacco sacked by Malcolm Smith for -8 yards,0.720,-1.020
4,8:36,3,18,BAL 27,10,22,Joe Flacco pass complete short middle to Ed Dickson for 13 yards (tackle by Malcolm Smith),-1.020,-0.720
4,7:52,4,5,BAL 40,10,22,Joe Flacco up the middle for 6 yards (tackle by Kam Chancellor and Earl Thomas). Penalty on Roy Lewis: Defensive Holding (Declined),-0.720,1.990
4,7:34,1,10,BAL 46,10,22,Joe Flacco pass incomplete deep middle intended for Anquan Boldin,1.990,1.450
4,7:30,2,10,BAL 46,10,22,Joe Flacco pass incomplete deep right intended for Torrey Smith (defended by Earl Thomas),1.450,0.760
4,7:20,3,10,BAL 46,10,22,"Joe Flacco pass incomplete short right intended for Anquan Boldin. Penalty on Roy Lewis: Illegal Contact, 5 yards (no play)",0.760,2.320
4,7:16,1,10,SEA 49,10,22,Joe Flacco pass complete short right to Ray Rice for 13 yards (tackle by Earl Thomas),2.320,3.180
4,6:45,1,10,SEA 36,10,22,"Joe Flacco pass incomplete deep left intended for Anquan Boldin. Penalty on Kam Chancellor: Unnecessary Roughness, 15 yards (no play)",3.180,4.170
4,6:39,1,10,SEA 21,10,22,Joe Flacco pass incomplete deep middle intended for Ed Dickson,4.170,3.630
4,6:34,2,10,SEA 21,10,22,Joe Flacco pass complete short right to Ray Rice for 10 yards (tackle by David Hawthorne and Roy Lewis),3.630,4.840
4,5:57,1,10,SEA 11,16,22,"Joe Flacco pass complete short middle to Ed Dickson for 11 yards, touchdown",4.840,7.000
4,,,,SEA 2,17,22,"Billy Cundiff kicks extra point good. Penalty on Clinton McDonald: Unnecessary Roughness, 15 yards",0.000,0.000
4,,,,,17,22,"Billy Cundiff kicks off 50 yards, touchback",0.000,0.280
4,5:52,1,10,SEA 20,17,22,"Penalty on Russell Okung: False Start, 5 yards (no play)",0.280,-0.310
4,5:52,1,15,SEA 15,17,22,"Tarvaris Jackson pass incomplete short right intended for Golden Tate (defended by Bernard Pollard). Penalty on Golden Tate: Illegal Motion, 5 yards (no play)",-0.310,-0.760
4,5:46,1,20,SEA 10,17,22,Tarvaris Jackson pass complete short right to Golden Tate for 10 yards (tackle by Lardarius Webb),-0.760,-0.270
4,5:28,2,10,SEA 20,17,22,Marshawn Lynch left tackle for 5 yards (tackle by Terrell Suggs and Bernard Pollard),-0.270,-0.300
4,4:44,3,5,SEA 25,17,22,Tarvaris Jackson pass complete short left to Golden Tate for 24 yards (tackle by Ed Reed),-0.300,2.190
4,4:37,1,10,SEA 49,17,22,Marshawn Lynch right guard for 4 yards (tackle by Ray Lewis and Terrence Cody),2.190,2.190
4,3:54,2,6,BAL 47,17,22,Marshawn Lynch left tackle for 1 yard (tackle by Terrence Cody and Terrell Suggs),2.190,1.620
4,3:10,3,5,BAL 46,17,22,Tarvaris Jackson pass complete short right to Marshawn Lynch for 8 yards (tackle by Haloti Ngata),1.620,3.050
4,2:21,1,10,BAL 38,17,22,Marshawn Lynch right tackle for 2 yards (tackle by Jarret Johnson and Haloti Ngata),3.050,2.780
4,2:15,,,,17,22,Timeout #1 by Baltimore Ravens,0.000,2.780
4,2:15,2,8,BAL 36,17,22,Marshawn Lynch up the middle for 8 yards (tackle by Brandon McKinney and Bernard Pollard),2.780,3.710
,,,,,,,"BAL challenged the first down ruling, and the play was upheld.",,
4,1:59,1,10,BAL 28,17,22,Marshawn Lynch right tackle for 7 yards (tackle by Lardarius Webb),3.710,4.110
4,1:54,,,,17,22,Timeout #3 by Baltimore Ravens,0.000,4.110
4,1:54,2,3,BAL 21,17,22,Marshawn Lynch right tackle for 5 yards (tackle by Lardarius Webb and Jarret Johnson),4.110,4.510
4,1:08,1,10,BAL 16,17,22,Tarvaris Jackson kneels for -1 yards,4.510,3.770
4,0:28,2,11,BAL 17,17,22,Tarvaris Jackson kneels for -1 yards,3.770,2.940
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
