Quarter,Time,Down,ToGo,Location,KAN,SDG,Detail,EPB,EPA
1,2:40,3,10,SDG 31,10,7,Drew Brees pass complete to Curtis Conway for 17 yards (tackle by Shaunard Harts),-0.230,2.130
1,1:58,1,10,SDG 48,10,7,Drew Brees pass incomplete intended for Curtis Conway,2.130,1.580
1,1:52,2,10,SDG 48,10,7,Drew Brees pass complete to Curtis Conway for 13 yards (tackle by Jason Belser and William Bartee),1.580,2.980
1,1:12,1,10,KAN 39,10,7,LaDainian Tomlinson left end for 11 yards (tackle by Jason Belser),2.980,3.710
1,0:48,1,10,KAN 28,10,7,LaDainian Tomlinson middle for 4 yards (tackle by Scott Fujita),3.710,3.710
1,0:09,2,6,KAN 24,10,7,"Drew Brees pass complete to Curtis Conway for 9 yards (tackle by Shaunard Harts). Curtis Conway fumbles (forced by Shaunard Harts), recovered by Eric Warfield at KAN-13",3.710,0.320
Quarter,Time,Down,ToGo,Location,KAN,SDG,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,KAN 13,10,7,Priest Holmes for -4 yards (tackle by Donnie Edwards),-0.320,-1.070
2,14:20,2,14,KAN 9,10,7,Priest Holmes middle for 10 yards (tackle by Adrian Dingle),-1.070,-0.710
2,13:34,3,4,KAN 19,10,7,Trent Green pass incomplete intended for Johnnie Morton,-0.710,-2.140
2,13:29,4,4,KAN 19,10,7,Dan Stryzinski punts 48 yards,-2.140,-1.140
2,13:15,1,10,SDG 33,10,7,Drew Brees sacked by Eric Hicks for -7 yards,1.140,-0.350
2,12:50,2,17,SDG 26,10,7,Drew Brees pass incomplete intended for Tim Dwight (defended by Eric Warfield),-0.350,-1.020
2,12:44,3,17,SDG 26,10,7,Drew Brees pass complete to LaDainian Tomlinson for 15 yards (tackle by Eric Hicks),-1.020,-0.650
2,12:09,4,2,SDG 41,10,7,"Darren Bennett punts 50 yards, fair catch by Dante Hall",-0.650,0.380
2,12:00,1,10,KAN 9,10,7,Priest Holmes middle for 2 yards (tackle by Jason Fisk and Adrian Dingle),-0.380,-0.630
2,11:18,2,8,KAN 11,10,7,Trent Green pass complete to Tony Richardson for 8 yards (tackle by Donnie Edwards),-0.630,0.150
2,10:31,1,10,KAN 19,10,7,Trent Green middle for 4 yards (tackle by Donnie Edwards),0.150,0.210
2,9:56,2,6,KAN 23,10,7,Priest Holmes right tackle for 1 yard (tackle by Jason Fisk),0.210,-0.420
2,9:12,3,5,KAN 24,10,7,Trent Green pass incomplete intended for Johnnie Morton (defended by Ryan McNeil),-0.420,-1.770
2,9:08,4,5,KAN 24,10,7,"Dan Stryzinski punts 48 yards, returned by Tamarick Vanover for 14 yards (tackle by Scott Fujita)",-1.770,-1.730
2,8:57,1,10,SDG 42,10,7,Tim Dwight right end for 18 yards (tackle by William Bartee),1.730,2.920
2,8:15,1,10,KAN 40,10,7,LaDainian Tomlinson middle for 3 yards (tackle by Eric Downing),2.920,2.780
2,7:37,2,7,KAN 37,10,7,Drew Brees pass incomplete intended for Curtis Conway (defended by William Bartee),2.780,2.080
2,7:37,3,7,KAN 37,10,7,"Penalty on SDG: Offensive 12 On-field, 5 yards (no play)",2.080,1.420
2,7:37,3,12,KAN 42,10,7,Drew Brees pass complete to Reche Caldwell for 10 yards (tackle by Eric Hicks),1.420,1.300
2,7:02,3,12,KAN 42,,,Timeout #1 by Los Angeles Chargers,1.420,1.300
2,7:02,4,2,KAN 32,10,7,Drew Brees pass complete to Josh Norman for 20 yards (tackle by William Bartee),1.300,4.780
2,6:43,1,10,KAN 12,10,7,LaDainian Tomlinson middle for -1 yards (tackle by Shaunard Harts and Mike Maslowski),4.780,3.940
2,6:02,1,10,KAN 12,,,Timeout #2 by Los Angeles Chargers,4.780,3.940
2,6:02,2,11,KAN 13,10,7,Drew Brees pass complete to Fred McCrary for -1 yards (tackle by Marvcus Patton),3.940,3.060
2,5:19,3,12,KAN 14,10,7,Drew Brees pass incomplete intended for Tim Dwight is intercepted by Eric Warfield at KAN-4 and returned for 5 yards,3.060,0.380
2,5:13,1,10,KAN 9,10,7,Priest Holmes right end for 18 yards (tackle by Rogers Beckett),-0.380,0.740
2,4:46,1,10,KAN 27,10,7,Priest Holmes right end for 5 yards (tackle by Adrian Dingle),0.740,0.870
2,4:16,2,5,KAN 32,10,7,Trent Green pass complete to Tony Richardson for 3 yards (tackle by Adrian Dingle),0.870,0.560
2,3:36,3,2,KAN 35,10,7,Priest Holmes right tackle for 9 yards (tackle by Quentin Jammer),0.560,1.860
2,2:54,1,10,KAN 44,10,7,Trent Green pass complete to Priest Holmes for 12 yards (tackle by Donnie Edwards),1.860,2.650
2,2:08,1,10,SDG 44,16,7,"Trent Green pass complete to Marc Boerigter for 44 yards, touchdown",2.650,7.000
2,2:08,,,SDG 44,17,7,Morten Andersen kicks extra point good,0.000,0.000
2,2:08,,,KAN 30,17,7,"Michael Husted kicks off 62 yards, returned by Tamarick Vanover for 21 yards (tackle by Larry Atkins)",0.000,0.870
2,1:53,1,10,SDG 29,17,7,LaDainian Tomlinson right end for 4 yards (tackle by Eric Hicks and Shaunard Harts),0.870,0.870
2,1:26,2,6,SDG 33,17,7,Drew Brees pass incomplete intended for LaDainian Tomlinson,0.870,0.170
2,1:18,3,6,SDG 33,17,7,"Drew Brees pass complete to Curtis Conway for 21 yards (tackle by Shaunard Harts). Curtis Conway fumbles (forced by Shaunard Harts), recovered by Jason Belser at KAN-43 and returned for 10 yards (tackle by Drew Brees). Penalty on SDG: Illegal Formation (Declined)",0.170,-2.460
,,,,,,,"SDG challenged the ruling, and the play was upheld.",,
2,1:08,1,10,SDG 47,17,7,Priest Holmes middle for -2 yards (tackle by Jamal Williams),2.460,1.640
2,0:48,2,12,SDG 49,17,7,Trent Green pass complete to Priest Holmes for 8 yards (tackle by Rodney Harrison and Alex Molden),1.640,2.010
2,0:37,2,12,SDG 49,,,Timeout #1 by Kansas City Chiefs,1.640,2.010
2,0:37,3,4,SDG 41,17,7,Trent Green sacked by Rodney Harrison for -5 yards,2.010,0.200
Quarter,Time,Down,ToGo,Location,KAN,SDG,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,KAN 30,17,7,"Michael Husted kicks off 65 yards, returned by Tamarick Vanover for 39 yards (tackle by Corey Harris)",0.000,1.860
3,14:53,1,10,SDG 44,17,7,LaDainian Tomlinson left end for 5 yards (tackle by Shaunard Harts),1.860,1.990
3,14:15,2,5,SDG 49,17,7,LaDainian Tomlinson right end for 3 yards (tackle by Derrick Ransom),1.990,1.690
3,13:32,3,2,KAN 48,17,7,Drew Brees right end for 3 yards (tackle by Shaunard Harts and Mike Maslowski),1.690,2.590
3,12:50,1,10,KAN 45,17,7,Drew Brees pass complete to LaDainian Tomlinson for 4 yards (tackle by Jason Belser),2.590,2.580
3,12:21,2,6,KAN 41,17,7,Drew Brees pass incomplete intended for Josh Norman,2.580,1.880
3,12:16,3,6,KAN 41,17,7,Drew Brees pass complete to Tim Dwight for 8 yards,1.880,3.380
3,11:52,1,10,KAN 33,17,7,Drew Brees pass incomplete intended for Curtis Conway is intercepted by Jason Belser at KAN--1 and returned for 45 yards,3.380,-1.860
3,11:37,1,10,KAN 44,17,7,Trent Green pass complete to Priest Holmes for 12 yards (tackle by Alex Molden and Junior Seau),1.860,2.650
3,11:09,1,10,SDG 44,17,7,Trent Green pass incomplete intended for Dante Hall,2.650,2.110
3,11:05,2,10,SDG 44,17,7,"Priest Holmes left tackle for no gain (tackle by Donnie Edwards). Penalty on Adrian Dingle: Defensive Offside, 5 yards (no play)",2.110,2.780
3,10:47,2,5,SDG 39,17,7,Priest Holmes right tackle for -1 yards (tackle by Raylee Johnson),2.780,1.950
3,10:02,3,6,SDG 40,17,7,Trent Green pass incomplete intended for Priest Holmes,1.950,0.590
3,9:58,4,6,SDG 40,17,7,"Dan Stryzinski punts 40 yards, touchback",0.590,-0.280
3,9:51,1,10,SDG 20,17,7,LaDainian Tomlinson middle for 4 yards (tackle by Derrick Ransom and Scott Fujita),0.280,0.270
3,9:15,2,6,SDG 24,17,7,Drew Brees pass complete to LaDainian Tomlinson for 22 yards (tackle by Jason Belser). Penalty on Scott Fujita: Defensive Offside (Declined),0.270,1.990
3,8:53,1,10,SDG 46,17,7,LaDainian Tomlinson left end for 11 yards (tackle by William Bartee),1.990,2.720
3,8:28,1,10,KAN 43,17,7,LaDainian Tomlinson middle for 1 yard (tackle by Duane Clemons),2.720,2.310
3,7:47,2,9,KAN 42,17,7,Drew Brees pass complete to LaDainian Tomlinson for -1 yards (tackle by Marvcus Patton),2.310,1.490
3,7:05,3,10,KAN 43,17,7,Drew Brees pass incomplete intended for Curtis Conway (defended by Mike Maslowski),1.490,0.400
3,7:00,4,10,KAN 43,17,7,"Darren Bennett punts 29 yards, fair catch by Dante Hall",0.400,0.280
3,6:52,1,10,KAN 14,17,7,Trent Green pass incomplete intended for Eddie Kennison is intercepted by Keith Lyle at KAN-35 and returned for 26 yards,-0.280,-5.140
3,6:43,1,9,KAN 9,17,7,LaDainian Tomlinson middle for 8 yards (tackle by Shaunard Harts),5.140,5.910
3,6:01,2,1,KAN 1,17,13,"LaDainian Tomlinson left guard for 1 yard, touchdown",5.910,7.000
3,6:01,,,KAN 1,17,14,Steve Christie kicks extra point good,0.000,0.000
3,6:01,,,SDG 30,17,14,"Wade Richey kicks off 70 yards, touchback",0.000,0.280
3,5:58,1,10,KAN 20,17,14,Priest Holmes left end for 9 yards (tackle by Donnie Edwards),0.280,0.950
3,5:25,2,1,KAN 29,17,14,Priest Holmes right tackle for no gain (tackle by Jason Fisk),0.950,0.230
3,4:44,3,1,KAN 29,17,14,Priest Holmes middle for no gain (tackle by Ben Leber and Donnie Edwards),0.230,-1.440
3,4:05,4,1,KAN 29,17,14,"Dan Stryzinski punts 41 yards, returned by Tamarick Vanover for no gain. Tamarick Vanover fumbles (forced by Gary Stills), recovered by Scott Fujita at SDG-28",-1.440,3.710
3,3:53,1,10,SDG 28,17,14,Tony Richardson middle for no gain,3.710,3.170
3,3:15,2,10,SDG 28,17,14,Trent Green middle for 9 yards (tackle by Zeke Moreno),3.170,3.720
3,2:32,3,1,SDG 19,23,14,"Trent Green pass complete to Marc Boerigter for 19 yards, touchdown",3.720,7.000
3,2:32,,,SDG 19,24,14,Morten Andersen kicks extra point good,0.000,0.000
3,2:32,,,KAN 30,24,14,"Michael Husted kicks off 53 yards, returned by Ronney Jenkins for 24 yards (tackle by William Bartee)",0.000,1.660
3,2:16,1,10,SDG 41,24,14,LaDainian Tomlinson middle for 2 yards (tackle by Marvcus Patton),1.660,1.390
3,1:41,2,8,SDG 43,24,14,"Drew Brees for 5 yards (tackle by Scott Fujita). Penalty on Mike Maslowski: Face Mask (15 Yards), 15 yards",1.390,3.120
3,1:13,1,10,KAN 37,24,14,LaDainian Tomlinson right end for 6 yards (tackle by Shaunard Harts),3.120,3.380
3,0:44,2,4,KAN 31,24,14,LaDainian Tomlinson right tackle for no gain (tackle by Shaunard Harts),3.380,2.680
Quarter,Time,Down,ToGo,Location,KAN,SDG,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,4,KAN 31,24,14,Drew Brees pass complete to Tim Dwight for 7 yards,2.680,3.970
4,14:37,1,10,KAN 24,24,14,LaDainian Tomlinson left end for 3 yards (tackle by Scott Fujita and Derrick Ransom),3.970,3.840
4,13:53,2,7,KAN 21,24,14,Drew Brees pass complete to Curtis Conway for 10 yards (tackle by Eric Warfield),3.840,4.840
4,13:20,1,10,KAN 11,24,20,"Curtis Conway right end for 11 yards, touchdown",4.840,7.000
4,13:20,,,KAN 11,24,21,Steve Christie kicks extra point good,0.000,0.000
4,13:20,,,SDG 30,24,21,"Wade Richey kicks off 53 yards, out of bounds",0.000,1.600
4,13:16,1,10,KAN 40,24,21,Trent Green pass complete to Priest Holmes for 18 yards (tackle by Zeke Moreno),1.600,2.790
4,12:44,1,10,SDG 42,24,21,"Johnnie Morton right end for -1 yards (tackle by Rodney Harrison). Penalty on Brian Waters: Offensive Holding, 10 yards (no play)",2.790,2.130
4,12:17,1,20,KAN 48,24,21,Trent Green pass complete to Tony Gonzalez for 8 yards (tackle by Rodney Harrison and Ryan McNeil),2.130,1.970
4,11:39,2,12,SDG 44,24,21,Trent Green pass complete to Eddie Kennison for 21 yards (tackle by Quentin Jammer and Ryan McNeil),1.970,4.040
4,10:59,1,10,SDG 23,24,21,Priest Holmes left tackle for -1 yards (tackle by Adrian Dingle and Leonardo Carson),4.040,3.360
4,10:15,2,11,SDG 24,24,21,Trent Green pass complete to Dante Hall for 12 yards (tackle by Ryan McNeil),3.360,4.780
4,9:32,1,10,SDG 12,24,21,Priest Holmes left end for 9 yards (tackle by Keith Lyle),4.780,5.790
4,9:02,2,1,SDG 3,24,21,Priest Holmes right end for no gain (tackle by Carlos Polk),5.790,5.060
4,8:12,2,1,SDG 3,,,Timeout #1 by Kansas City Chiefs,5.790,5.060
4,8:12,3,1,SDG 3,30,21,"Trent Green pass complete to Tony Gonzalez for 3 yards, touchdown",5.060,7.000
4,8:12,,,SDG 3,31,21,Morten Andersen kicks extra point good,0.000,0.000
4,8:12,,,KAN 30,31,21,"Michael Husted kicks off 64 yards, returned by Tamarick Vanover for 29 yards (tackle by Monty Beisel)",0.000,1.270
4,7:59,1,10,SDG 35,31,21,Drew Brees middle for 9 yards (tackle by Eric Hicks),1.270,1.940
4,7:17,2,1,SDG 44,31,21,LaDainian Tomlinson right end for 2 yards (tackle by Marvcus Patton and Jason Belser),1.940,1.990
4,6:35,1,10,SDG 46,31,21,Drew Brees pass complete to LaDainian Tomlinson for 3 yards (tackle by Shaunard Harts),1.990,1.860
4,5:56,2,7,SDG 49,31,21,Drew Brees pass complete to LaDainian Tomlinson for 13 yards (tackle by Scott Fujita),1.860,3.050
4,5:19,1,10,KAN 38,31,21,Drew Brees pass incomplete intended for Reche Caldwell (defended by Eric Warfield),3.050,2.510
4,5:14,2,10,KAN 38,31,21,Drew Brees pass complete to Reche Caldwell for 13 yards (tackle by Eric Warfield),2.510,3.910
4,4:48,2,10,KAN 38,,,Timeout #2 by Kansas City Chiefs,2.510,3.910
4,4:48,1,10,KAN 25,31,21,Drew Brees pass complete to Tim Dwight for 4 yards (tackle by Mike Maslowski),3.910,3.900
4,4:19,2,6,KAN 21,31,21,Drew Brees for 10 yards,3.900,4.840
4,4:12,1,10,KAN 11,31,27,"Drew Brees pass complete to Tim Dwight for 11 yards, touchdown",4.840,7.000
4,4:12,,,KAN 11,31,28,Steve Christie kicks extra point good,0.000,0.000
4,4:12,,,SDG 30,31,28,"Wade Richey kicks off 59 yards, returned by Dante Hall for 26 yards (tackle by Carlos Polk)",0.000,1.400
4,4:01,1,10,KAN 37,31,28,Trent Green pass incomplete intended for Dante Hall,1.400,0.860
4,3:58,2,10,KAN 37,31,28,Trent Green pass complete to Marc Boerigter for 13 yards (tackle by Zeke Moreno),0.860,2.260
4,3:48,2,10,KAN 37,,,Timeout #1 by Los Angeles Chargers,0.860,2.260
4,3:48,1,10,,31,28,"Priest Holmes right end for 3 yards (tackle by Keith Lyle and Ben Leber). Penalty on Keith Lyle: Face Mask (15 Yards), 15 yards",2.260,3.450
4,3:40,1,10,SDG 32,31,28,Priest Holmes middle for no gain (tackle by Zeke Moreno),3.450,2.900
4,3:32,1,10,SDG 32,,,Timeout #2 by Los Angeles Chargers,3.450,2.900
4,3:32,2,10,SDG 32,31,28,Trent Green left end for 7 yards (tackle by Raylee Johnson),2.900,3.140
4,2:43,3,3,SDG 25,31,28,Priest Holmes right end for no gain (tackle by Raylee Johnson and Leonardo Carson),3.140,1.900
4,2:35,3,3,SDG 25,,,Timeout #3 by Los Angeles Chargers,3.140,1.900
4,2:35,4,3,SDG 25,34,28,Morten Andersen 43 yard field goal good,1.900,3.000
4,2:35,,,KAN 30,34,28,"Michael Husted kicks off 66 yards, returned by Tamarick Vanover for 25 yards (tackle by Gary Stills)",0.000,0.870
4,2:24,1,10,SDG 29,34,28,Drew Brees pass complete to Curtis Conway for 18 yards (tackle by William Bartee),0.870,2.060
4,2:18,1,10,SDG 47,34,28,Drew Brees pass complete to Curtis Conway for 16 yards (tackle by William Bartee),2.060,3.120
4,2:00,1,10,KAN 37,34,28,Drew Brees pass complete to LaDainian Tomlinson for 1 yard (tackle by William Bartee),3.120,2.710
4,1:53,2,9,KAN 36,34,28,Drew Brees pass complete to Curtis Conway for 25 yards (tackle by Glenn Cadrez),2.710,4.840
4,1:07,1,10,KAN 11,34,28,Drew Brees pass complete to Tim Dwight for 9 yards (tackle by Ray Crockett),4.840,5.850
4,0:25,2,1,KAN 2,34,28,Drew Brees pass incomplete intended for Curtis Conway,5.850,5.120
4,0:19,2,1,KAN 2,,,Timeout #3 by Kansas City Chiefs,5.850,5.120
4,0:19,3,1,KAN 2,34,34,"Drew Brees pass complete to Reche Caldwell for 2 yards, touchdown",5.120,7.000
4,0:19,,,KAN 2,34,35,Steve Christie kicks extra point good,0.000,0.000
4,0:19,,,SDG 30,34,35,"Wade Richey kicks off 36 yards, returned by Jason Belser for 13 yards",0.000,2.060
4,0:10,1,10,KAN 47,34,35,Trent Green pass incomplete intended for Eddie Kennison (defended by Quentin Jammer),2.060,1.520
4,0:01,2,10,KAN 47,34,35,Trent Green pass incomplete intended for Johnnie Morton is intercepted by Donnie Edwards at SDG-2,1.520,0.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
