Quarter,Time,Down,ToGo,Location,GNB,PHI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,2,PHI 36,14,0,Donovan McNabb pass complete to Reno Mahe for 8 yards (tackle by Bhawoh Jue),0.630,1.860
2,14:19,1,10,PHI 44,14,0,Donovan McNabb pass complete to Correll Buckhalter for 5 yards (tackle by Na'il Diggs),1.860,1.990
2,13:38,2,5,PHI 49,14,0,Correll Buckhalter left end for -1 yards (tackle by Hannibal Navies and Grady Jackson),1.990,1.160
2,12:55,3,6,PHI 48,14,0,Donovan McNabb pass incomplete intended for Reno Mahe (defended by Nick Barnett),1.160,-0.190
2,12:48,4,6,PHI 48,14,0,"Dirk Johnson punts 51 yards. Penalty on Roderick Hood: Illegal Touch Kick, 5 yards (no play)",-0.190,-0.520
2,12:37,4,11,PHI 43,14,0,"Dirk Johnson punts 46 yards, returned by Antonio Chatman for 6 yards (tackle by Quintin Mikell)",-0.520,0.060
2,12:28,1,10,GNB 17,14,0,Ahman Green right end for 5 yards (tackle by Ike Reese),-0.060,0.210
2,11:50,2,5,GNB 22,14,0,Brett Favre pass incomplete intended for Nick Luchey (defended by Michael Lewis),0.210,-0.620
2,11:44,3,5,GNB 22,14,0,Tony Fisher right tackle for 7 yards (tackle by Corey Simon and N.D. Kalu),-0.620,0.870
2,11:08,1,10,GNB 29,14,0,Brett Favre pass complete to William Henderson for 4 yards (tackle by Keith Adams),0.870,0.870
2,10:28,2,6,GNB 33,14,0,Ahman Green right guard for 3 yards (tackle by Brandon Whiting),0.870,0.560
2,9:45,3,3,GNB 36,14,0,Brett Favre pass incomplete intended for Donald Driver (defended by Roderick Hood),0.560,-0.980
2,9:40,4,3,GNB 36,14,0,"Josh Bidwell punts 41 yards, fair catch by Reno Mahe",-0.980,-0.480
2,9:32,1,10,PHI 23,14,0,Donovan McNabb pass complete to Todd Pinkston for 7 yards (tackle by Mike McKenzie),0.480,0.880
2,8:55,2,3,PHI 30,14,0,Donovan McNabb sacked by Aaron Kampman for 0 yards,0.880,0.170
2,8:12,3,3,PHI 30,14,0,Donovan McNabb pass complete to Chad Lewis for 10 yards (tackle by Hannibal Navies),0.170,1.600
2,7:33,1,10,PHI 40,14,0,Donovan McNabb pass complete to L.J. Smith for 8 yards (tackle by Al Harris),1.600,2.130
2,6:55,2,2,PHI 48,14,0,Donovan McNabb pass complete to Todd Pinkston for 45 yards (tackle by Marques Anderson),2.130,5.600
2,6:33,1,7,GNB 7,14,6,"Donovan McNabb pass complete to Duce Staley for 7 yards, touchdown",5.600,7.000
2,,,,GNB 2,14,7,David Akers kicks extra point good,0.000,0.000
2,,,,PHI 30,14,7,"David Akers kicks off 62 yards, returned by Najeh Davenport for 24 yards (tackle by Clinton Hart)",0.000,1.070
2,6:21,1,10,GNB 32,14,7,Ahman Green left guard for 3 yards (tackle by Nate Wayne),1.070,0.930
2,5:44,2,7,GNB 35,14,7,Brett Favre pass incomplete intended for Javon Walker,0.930,0.230
2,5:41,,,,14,7,Timeout #1 by Green Bay Packers,0.000,0.230
2,5:41,3,7,GNB 35,14,7,Brett Favre pass complete to Donald Driver for 19 yards (tackle by Sheldon Brown),0.230,2.520
2,5:01,1,10,PHI 46,14,7,Brett Favre pass complete to Donald Driver for 6 yards (tackle by Sheldon Brown),2.520,2.790
2,4:22,2,4,PHI 40,14,7,Brett Favre pass complete to Ahman Green for 3 yards (tackle by Nate Wayne),2.790,2.480
2,3:43,3,1,PHI 37,14,7,Ahman Green left tackle for 33 yards (tackle by Brian Dawkins),2.480,6.280
2,3:21,1,4,PHI 4,14,7,Brett Favre pass incomplete intended for Bubba Franks (defended by Jerome McDougle),6.280,5.340
2,3:16,2,4,PHI 4,14,7,Najeh Davenport right tackle for 2 yards (tackle by Mark Simoneau),5.340,4.950
2,2:39,3,2,PHI 2,14,7,Najeh Davenport left end for 1 yard (tackle by Nate Wayne),4.950,3.550
2,2:00,4,1,PHI 1,14,7,Ahman Green right tackle for no gain (tackle by Jerome McDougle and Mark Simoneau),3.550,0.380
2,1:56,1,10,PHI 1,14,7,Correll Buckhalter up the middle for 2 yards (tackle by Cletidus Hunt),-0.380,-0.630
2,1:47,,,,14,7,Timeout #2 by Green Bay Packers,0.000,-0.630
2,1:47,2,8,PHI 3,14,7,Correll Buckhalter right end for 2 yards (tackle by Nick Barnett),-0.630,-0.950
2,1:38,,,,14,7,Timeout #3 by Green Bay Packers,0.000,-0.950
2,1:38,3,6,PHI 5,14,7,Donovan McNabb pass complete to Chad Lewis for 8 yards (tackle by Nick Barnett),-0.950,-0.320
2,1:02,1,10,PHI 13,14,7,Donovan McNabb for 12 yards (tackle by Bhawoh Jue),-0.320,0.610
2,0:55,1,10,PHI 25,14,7,Donovan McNabb pass incomplete intended for Freddie Mitchell,0.610,0.060
2,0:48,2,10,PHI 25,14,7,Donovan McNabb up the middle for 2 yards (tackle by Grady Jackson),0.060,-0.360
2,0:01,3,8,PHI 27,14,7,Duce Staley up the middle for 7 yards (tackle by Kabeer Gbaja-Biamila),-0.360,-1.110
Quarter,Time,Down,ToGo,Location,GNB,PHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PHI 30,14,7,"David Akers kicks off 58 yards, returned by Najeh Davenport for 21 yards (tackle by Roderick Hood)",0.000,1.140
3,14:54,1,10,GNB 33,14,7,Ahman Green left tackle for 7 yards (tackle by Nate Wayne),1.140,1.540
3,14:21,2,3,GNB 40,14,7,Ahman Green right tackle for 2 yards (tackle by Michael Lewis and Nate Wayne),1.540,1.090
3,13:59,3,1,GNB 42,14,7,Ahman Green right end for 13 yards (tackle by Brian Dawkins),1.090,2.590
3,13:20,1,10,PHI 45,14,7,Brett Favre pass incomplete intended for Najeh Davenport,2.590,2.040
3,13:14,2,10,PHI 45,14,7,Brett Favre pass complete to Robert Ferguson for 7 yards (tackle by Brian Dawkins),2.040,2.280
3,12:31,,,,14,7,Timeout #1 by Green Bay Packers,0.000,2.280
3,12:31,3,3,PHI 38,14,7,Brett Favre sacked by Ike Reese for -9 yards,2.280,0.130
3,12:20,4,12,PHI 47,14,7,"Josh Bidwell punts 36 yards, returned by Reno Mahe for 8 yards (tackle by Tony Fisher)",0.130,-0.150
3,12:10,1,10,PHI 19,14,7,Donovan McNabb sacked by Marques Anderson for -2 yards,0.150,-0.720
3,11:41,2,12,PHI 17,14,7,Donovan McNabb pass complete to Chad Lewis for 7 yards (tackle by Nick Barnett),-0.720,-0.420
3,10:57,3,5,PHI 24,14,7,"Donovan McNabb pass complete to Duce Staley for 4 yards (tackle by Mike McKenzie). Duce Staley fumbles (forced by Mike McKenzie), ball out of bounds at PHI-28",-0.420,-1.500
3,10:35,4,1,PHI 28,14,7,Donovan McNabb up the middle for 2 yards (tackle by Kabeer Gbaja-Biamila),-1.500,0.940
3,10:00,1,10,PHI 30,14,7,Correll Buckhalter right tackle for no gain (tackle by Grady Jackson),0.940,0.390
3,9:24,2,10,PHI 30,14,7,Donovan McNabb pass incomplete intended for Duce Staley (defended by Nick Barnett),0.390,-0.300
3,9:20,3,10,PHI 30,14,7,Donovan McNabb pass incomplete intended for James Thrash (defended by Mike McKenzie),-0.300,-1.370
3,9:13,4,10,PHI 30,14,7,"Dirk Johnson punts 38 yards, returned by Antonio Chatman for -4 yards (tackle by Keith Adams)",-1.370,-0.810
3,9:02,1,10,GNB 28,14,7,Ahman Green right tackle for 5 yards (tackle by Darwin Walker),0.810,0.940
3,8:27,2,5,GNB 33,14,7,Brett Favre pass complete to Ahman Green for 8 yards (tackle by Ike Reese),0.940,1.660
3,7:50,1,10,GNB 41,14,7,Brett Favre pass incomplete intended for Donald Driver (defended by Bobby Taylor),1.660,1.120
3,7:46,2,10,GNB 41,14,7,Najeh Davenport right end for 9 yards (tackle by Brian Dawkins),1.120,1.620
3,7:08,3,1,PHI 50,14,7,Ahman Green up the middle for 7 yards (tackle by Brian Dawkins),1.620,2.720
3,6:29,1,10,PHI 43,14,7,Ahman Green right end for 5 yards (tackle by Marco Coleman),2.720,2.850
3,5:49,2,5,PHI 38,14,7,Tony Fisher right tackle for 2 yards (tackle by Nate Wayne),2.850,2.410
3,4:59,3,3,PHI 36,14,7,Brett Favre pass incomplete intended for Tony Fisher,2.410,0.890
3,4:54,4,3,PHI 36,14,7,"Josh Bidwell punts 25 yards, fair catch by Reno Mahe",0.890,0.370
3,4:47,1,10,PHI 11,14,7,Donovan McNabb right tackle for 13 yards (tackle by Darren Sharper),-0.370,0.540
3,4:09,1,10,PHI 24,14,7,Donovan McNabb pass incomplete intended for Todd Pinkston,0.540,0.000
3,4:03,2,10,PHI 24,14,7,"Reno Mahe left end for no gain (tackle by Nick Barnett). Penalty on Tra Thomas: Offensive Holding, 10 yards (no play)",0.000,-1.470
3,3:35,2,20,PHI 14,14,7,Donovan McNabb pass complete to L.J. Smith for 23 yards (tackle by Darren Sharper),-1.470,1.400
3,2:55,1,10,PHI 37,14,7,Donovan McNabb pass complete to Todd Pinkston for 10 yards (tackle by Marques Anderson),1.400,2.060
3,2:08,1,10,PHI 47,14,7,Donovan McNabb pass complete to Duce Staley for 15 yards (tackle by Marques Anderson),2.060,3.050
3,1:25,1,10,GNB 38,14,7,"Donovan McNabb for 22 yards (tackle by Mike McKenzie). Penalty on Bobbie Williams: Offensive Holding, 10 yards (no play)",3.050,2.390
3,0:58,1,20,GNB 48,14,7,Donovan McNabb pass complete to Chad Lewis for 12 yards (tackle by Darren Sharper),2.390,2.780
3,0:11,2,8,GNB 36,14,7,Donovan McNabb up the middle for 24 yards (tackle by Hannibal Navies),2.780,4.780
Quarter,Time,Down,ToGo,Location,GNB,PHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,GNB 12,14,13,"Donovan McNabb pass complete to Todd Pinkston for 12 yards, touchdown",4.780,7.000
4,,,,GNB 2,14,14,David Akers kicks extra point good,0.000,0.000
4,,,,PHI 30,14,14,"David Akers kicks off 64 yards, returned by Najeh Davenport for 23 yards (tackle by Sean Morey)",0.000,0.870
4,14:42,1,10,GNB 29,14,14,"Penalty on Mike Wahle: False Start, 5 yards (no play)",0.870,0.540
4,14:42,1,15,GNB 24,14,14,Ahman Green left guard for 7 yards (tackle by Darwin Walker),0.540,0.600
4,14:01,2,8,GNB 31,14,14,Brett Favre pass incomplete intended for Donald Driver (defended by Bobby Taylor),0.600,-0.100
4,13:58,3,8,GNB 31,14,14,Brett Favre pass complete to Robert Ferguson for 1 yard (tackle by Sheldon Brown),-0.100,-1.240
4,13:40,4,7,GNB 32,14,14,"Josh Bidwell punts 55 yards, returned by Reno Mahe for 11 yards (tackle by Bhawoh Jue)",-1.240,-0.540
4,13:28,1,10,PHI 24,14,14,Donovan McNabb pass incomplete intended for Todd Pinkston (defended by Mike McKenzie),0.540,0.000
4,13:24,2,10,PHI 24,14,14,Donovan McNabb sacked by Na'il Diggs for -10 yards,0.000,-2.450
4,12:49,3,20,PHI 14,14,14,Donovan McNabb sacked by Chukie Nwokorie for -1 yards,-2.450,-2.490
4,12:34,4,21,PHI 13,14,14,"Dirk Johnson punts 48 yards, returned by Antonio Chatman for 10 yards (tackle by Keith Adams)",-2.490,-2.190
4,12:22,1,10,GNB 49,14,14,Brett Favre pass complete to Javon Walker for 44 yards (tackle by Bobby Taylor),2.190,5.600
4,11:45,1,7,PHI 7,14,14,Ahman Green up the middle for 2 yards (tackle by Mark Simoneau and Brandon Whiting),5.600,5.150
4,11:09,2,5,PHI 5,14,14,Brett Favre pass incomplete intended for Ahman Green,5.150,4.260
4,11:05,3,5,PHI 5,14,14,Brett Favre pass complete to Tony Fisher for 2 yards (tackle by Corey Simon),4.260,3.040
4,10:25,4,3,PHI 3,17,14,Ryan Longwell 21 yard field goal good,3.040,3.000
4,,,,GNB 30,17,14,"Ryan Longwell kicks off 56 yards, returned by James Thrash for 30 yards (tackle by Michael Hawthorne)",0.000,1.860
4,10:14,1,10,PHI 44,17,14,Donovan McNabb pass complete to Todd Pinkston for 3 yards (tackle by Al Harris),1.860,1.720
4,9:29,2,7,PHI 47,17,14,Donovan McNabb up the middle for 4 yards (tackle by Na'il Diggs and Aaron Kampman),1.720,1.550
4,8:46,3,3,GNB 49,17,14,"Donovan McNabb sacked by Darren Sharper for -5 yards. Donovan McNabb fumbles (forced by Darren Sharper), recovered by Duce Staley at PHI-40",1.550,-0.720
4,8:08,4,14,PHI 40,17,14,"Dirk Johnson punts 34 yards, returned by Antonio Chatman for no gain. Penalty on James Whitley: Offensive Holding, 10 yards",-0.720,0.140
4,7:58,1,10,GNB 16,17,14,Ahman Green left guard for 10 yards (tackle by Michael Lewis),-0.140,0.670
4,7:26,1,10,GNB 26,17,14,Brett Favre pass complete to Ahman Green for 5 yards (tackle by Corey Simon),0.670,0.810
4,6:44,2,5,GNB 31,17,14,Najeh Davenport left tackle for 4 yards (tackle by Nate Wayne and Darwin Walker),0.810,0.630
4,6:02,3,1,GNB 35,17,14,Ahman Green right end for 4 yards (tackle by Michael Lewis),0.630,1.530
4,5:22,1,10,GNB 39,17,14,Najeh Davenport left end for 3 yards (tackle by Mark Simoneau),1.530,1.390
4,4:40,2,7,GNB 42,17,14,Najeh Davenport right end for 5 yards (tackle by Nate Wayne),1.390,1.360
4,4:02,3,2,GNB 47,17,14,Ahman Green right guard for 3 yards (tackle by Corey Simon),1.360,2.260
4,3:25,1,10,PHI 50,17,14,Ahman Green right tackle for 2 yards (tackle by Michael Lewis and Sam Rayburn),2.260,1.980
4,2:45,2,8,PHI 48,17,14,Ahman Green up the middle for 4 yards (tackle by Marco Coleman),1.980,1.820
4,2:39,,,,17,14,Timeout #1 by Philadelphia Eagles,0.000,1.820
4,2:39,3,4,PHI 44,17,14,Brett Favre right tackle for 3 yards (tackle by Michael Lewis),1.820,0.530
4,2:30,,,,17,14,Timeout #2 by Philadelphia Eagles,0.000,0.530
4,2:30,4,1,PHI 41,17,14,"Penalty on Brett Favre: Delay of Game, 5 yards (no play)",0.530,0.200
4,2:30,4,6,PHI 46,17,14,"Josh Bidwell punts 46 yards, touchback",0.200,-0.280
4,2:21,1,10,PHI 20,17,14,Duce Staley left tackle for 22 yards (tackle by Al Harris),0.280,1.730
4,2:00,1,10,PHI 42,17,14,Donovan McNabb pass incomplete (defended by Darren Sharper),1.730,1.190
4,1:57,2,10,PHI 42,17,14,Donovan McNabb sacked by Bhawoh Jue for -16 yards,1.190,-1.620
4,1:18,3,26,PHI 26,17,14,Donovan McNabb pass incomplete intended for Chad Lewis (defended by Bhawoh Jue),-1.620,-1.630
4,1:12,4,26,PHI 26,17,14,Donovan McNabb pass complete to Freddie Mitchell for 28 yards (tackle by Marques Anderson),-1.630,2.520
4,0:52,1,10,GNB 46,17,14,"Penalty on Cletidus Hunt: Encroachment, 5 yards (no play)",2.520,3.250
4,0:52,1,5,GNB 41,17,14,Donovan McNabb pass complete to Freddie Mitchell for 9 yards (tackle by Michael Hawthorne),3.250,3.450
4,0:35,1,10,GNB 32,17,14,Donovan McNabb spiked the ball,3.450,2.900
4,0:34,2,10,GNB 32,17,14,Donovan McNabb right end for 3 yards (tackle by Marques Anderson),2.900,2.610
4,0:25,,,,17,14,Timeout #3 by Philadelphia Eagles,0.000,2.610
4,0:25,3,7,GNB 29,17,14,Donovan McNabb pass complete to Todd Pinkston for 10 yards (tackle by Mike McKenzie),2.610,4.310
4,0:22,1,10,GNB 19,17,14,Donovan McNabb pass incomplete intended for Todd Pinkston (defended by Mike McKenzie),4.310,3.750
4,0:17,2,10,GNB 19,17,14,Donovan McNabb pass incomplete intended for James Thrash (defended by Mike McKenzie),3.750,3.030
4,0:10,,,,17,14,Timeout #2 by Green Bay Packers,0.000,3.030
4,0:10,3,10,GNB 19,17,17,David Akers 37 yard field goal good,3.030,3.000
4,,,,PHI 30,17,17,"David Akers kicks off 36 yards, returned by Wesley Walls for 5 yards, lateral to Najeh Davenport for 10 yards (tackle by Justin Ena)",0.000,0.300
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,GNB,PHI,Detail,EPB,EPA
,,,,,,,"Eagles won the coin toss, Eagles to receive the overtime kickoff.",,
OT,15:00,3,10,GNB 30,17,17,"Ryan Longwell kicks off 64 yards, returned by James Thrash for 22 yards (tackle by Tony Fisher)",-0.300,0.810
OT,14:53,1,10,PHI 28,17,17,Donovan McNabb sacked by Aaron Kampman for -5 yards,0.810,-0.410
OT,14:20,2,15,PHI 23,17,17,Donovan McNabb up the middle for 1 yard (tackle by Kabeer Gbaja-Biamila),-0.410,-0.960
OT,13:31,3,14,PHI 24,17,17,Donovan McNabb pass incomplete intended for James Thrash (defended by Mike McKenzie),-0.960,-1.770
OT,13:26,4,14,PHI 24,17,17,"Dirk Johnson punts 49 yards, returned by Antonio Chatman for 15 yards (tackle by Dirk Johnson). Penalty on Tony Fisher: Offensive Holding, 10 yards",-1.770,-1.070
OT,13:12,1,10,GNB 32,17,17,Brett Favre pass incomplete intended for Javon Walker is intercepted by Brian Dawkins at PHI-31 and returned for 35 yards (tackle by Ahman Green),1.070,-3.310
OT,12:57,1,10,GNB 34,17,17,Correll Buckhalter right guard for 4 yards (tackle by Na'il Diggs),3.310,3.310
OT,12:20,2,6,GNB 30,17,17,Donovan McNabb pass complete to Todd Pinkston for 8 yards (tackle by Darren Sharper),3.310,4.110
OT,11:49,1,10,GNB 22,17,17,Correll Buckhalter right tackle for -3 yards (tackle by Grady Jackson),4.110,3.160
OT,11:11,2,13,GNB 25,17,17,Duce Staley left end for 11 yards (tackle by Kabeer Gbaja-Biamila and Al Harris),3.160,4.150
OT,10:27,2,13,GNB 25,17,17,Timeout #1 by Philadelphia Eagles,3.160,4.150
OT,10:27,3,2,GNB 14,17,17,Donovan McNabb up the middle for 1 yard (tackle by Na'il Diggs),4.150,2.720
OT,10:18,3,2,GNB 14,17,17,Timeout #1 by Green Bay Packers,4.150,2.720
OT,10:18,4,1,GNB 13,17,20,David Akers 31 yard field goal good,2.720,3.000
End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime
