Quarter,Time,Tm,Detail,ARI,STL
1.0,4:23,Rams,Derek Stanley 80 yard pass from Marc Bulger (Josh Brown kick),0,7
2.0,12:10,Cardinals,Antrel Rolle 40 yard interception return (Neil Rackers kick),7,7
,8:09,Cardinals,Neil Rackers 36 yard field goal,10,7
,1:53,Cardinals,Tim Hightower 30 yard rush (Neil Rackers kick),17,7
,0:42,Cardinals,Jerheme Urban 56 yard pass from Kurt Warner (Neil Rackers kick),24,7
3.0,3:16,Cardinals,Anquan Boldin 7 yard pass from Kurt Warner (Neil Rackers kick),31,7
4.0,12:17,Rams,Torry Holt 3 yard pass from Marc Bulger (pass failed),31,13
,3:27,Cardinals,Neil Rackers 30 yard field goal,34,13
