Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Nick Chubb,CLE,22,141,0,6,100,4.5,41,1.9,2,11.0
Kareem Hunt,CLE,11,46,1,3,38,3.5,8,0.7,2,5.5
Jacoby Brissett,CLE,4,10,0,1,7,1.8,3,0.8,0,
Anthony Schwartz,CLE,2,20,0,1,20,10.0,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Christian McCaffrey,CAR,10,33,1,3,14,1.4,19,1.9,1,10.0
Baker Mayfield,CAR,5,6,1,2,6,1.2,0,0.0,0,
D'Onta Foreman,CAR,2,5,0,,3,1.5,2,1.0,0,
Chuba Hubbard,CAR,1,3,0,,1,1.0,2,2.0,0,
D.J. Moore,CAR,1,7,0,0,5,5.0,2,2.0,0,
