#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,15:00,SFO 26,4,2:05,15,Interception
2,1,11:27,SFO 37,6,2:24,33,Field Goal
3,1,6:48,SFO 1,3,1:34,3,Punt
4,1,3:39,SFO 9,6,3:54,46,Punt
5,2,8:46,SFO 26,6,4:04,15,Punt
6,2,4:36,BAL 30,4,1:16,8,Field Goal
7,2,1:57,SFO 23,3,0:39,5,Punt
8,2,0:46,SFO 20,2,0:14,7,Interception
9,2,0:32,SFO 33,1,0:32,1,End of Half
10,3,12:55,SFO 11,9,5:17,46,Punt
11,3,6:40,SFO 35,7,3:29,22,Downs
12,4,14:55,SFO 20,3,0:21,0,Interception
13,4,13:45,SFO 27,2,0:34,3,Interception
14,4,11:37,SFO 19,7,4:03,34,Downs
15,4,5:48,SFO 20,3,0:58,4,Punt
16,4,1:15,SFO 26,2,1:15,3,End of Game
