Quarter,Time,Down,ToGo,Location,MIA,BUF,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Bills won the coin toss and deferred, Dolphins to receive the opening kickoff.",,
1,15:00,,,BUF 35,0,0,"Dan Carpenter kicks off 66 yards, returned by Marcus Thigpen for 30 yards (tackle by Ty Powell)",0.000,-0.870
1,14:54,1,10,MIA 29,0,0,Lamar Miller up the middle for 2 yards (tackle by Corbin Bryant and Alan Branch),0.870,0.600
1,14:23,2,8,MIA 31,0,0,Ryan Tannehill pass complete short left to Charles Clay for 3 yards (tackle by Stephon Gilmore),0.600,0.300
1,13:44,3,5,MIA 34,0,0,Ryan Tannehill sacked by Da'Norris Searcy for -5 yards,0.300,-1.440
1,13:11,4,10,MIA 29,0,0,"Brandon Fields punts 52 yards, returned by Leodis McKelvin for no gain. Leodis McKelvin fumbles (forced by Marlon Moore), recovered by Stephon Gilmore at BUF-21 (tackle by Don Jones)",-1.440,-0.340
1,13:01,1,10,BUF 21,0,0,C.J. Spiller right guard for 4 yards (tackle by Cameron Wake and Reshad Jones),0.340,0.340
1,12:36,2,6,BUF 25,0,0,Thaddeus Lewis pass incomplete short left intended for Robert Woods,0.340,-0.360
1,12:32,3,6,BUF 25,0,0,Fred Jackson right guard for 9 yards (tackle by Reshad Jones and Philip Wheeler),-0.360,1.200
1,12:05,1,10,BUF 34,0,0,C.J. Spiller left guard for 2 yards (tackle by Randy Starks),1.200,0.930
1,11:37,2,8,BUF 36,0,0,Thaddeus Lewis pass incomplete short left intended for C.J. Spiller,0.930,0.230
1,11:33,3,8,BUF 36,0,0,Thaddeus Lewis pass incomplete deep right intended for T.J. Graham,0.230,-0.980
1,11:29,4,8,BUF 36,0,0,"Brian Moorman punts 13 yards, out of bounds",-0.980,-2.320
1,11:22,1,10,BUF 49,0,0,Daniel Thomas right guard for 2 yards (tackle by Jim Leonhard and Kiko Alonso),2.320,2.050
1,10:43,2,8,BUF 47,0,0,Ryan Tannehill pass complete short middle to Charles Clay for 13 yards (tackle by Jim Leonhard and Kiko Alonso),2.050,3.310
1,10:00,1,10,BUF 34,0,0,Daniel Thomas up the middle for 2 yards (tackle by Kiko Alonso),3.310,3.040
1,9:17,2,8,BUF 32,0,0,Ryan Tannehill pass incomplete short right intended for Mike Wallace (defended by Nickell Robey),3.040,2.350
1,9:06,3,8,BUF 32,0,0,"Penalty on Ryan Tannehill: Delay of Game, 5 yards (no play)",2.350,1.690
1,9:06,3,13,BUF 37,0,0,Ryan Tannehill sacked by Kyle Williams for -5 yards,1.690,0.460
1,8:37,4,18,BUF 42,0,0,Brandon Fields punts 37 yards,0.460,0.380
1,8:28,1,10,BUF 5,0,0,Fred Jackson left guard for 5 yards (tackle by Philip Wheeler and Paul Soliai),-0.380,-0.420
1,8:01,2,5,BUF 10,0,0,Thaddeus Lewis pass complete deep left to Robert Woods for 57 yards (tackle by Nolan Carroll),-0.420,3.380
,,,,,,,"MIA challenged the runner was in bounds ruling, and the play was upheld.",,
1,7:24,1,10,MIA 33,0,0,C.J. Spiller right tackle for 6 yards (tackle by Brent Grimes and Jared Odrick),3.380,3.650
1,6:56,2,4,MIA 27,0,0,Thaddeus Lewis pass incomplete deep right intended for T.J. Graham,3.650,2.940
1,6:51,3,4,MIA 27,0,0,Thaddeus Lewis pass incomplete deep left intended for Chris Hogan,2.940,1.750
1,6:47,4,4,MIA 27,0,3,Dan Carpenter 45 yard field goal good,1.750,3.000
1,6:47,,,BUF 35,0,3,"Dan Carpenter kicks off 67 yards, returned by Marcus Thigpen for 26 yards (tackle by Ty Powell)",0.000,-0.540
1,6:36,1,10,MIA 24,0,3,Ryan Tannehill pass complete short right to Mike Wallace for 6 yards (tackle by Leodis McKelvin),0.540,0.810
1,6:02,2,4,MIA 30,0,3,Ryan Tannehill pass incomplete short right intended for Brian Hartline,0.810,0.100
1,5:54,3,4,MIA 30,0,3,Ryan Tannehill pass incomplete short right intended for Brian Hartline,0.100,-1.370
1,5:49,4,4,MIA 30,0,3,"Brandon Fields punts 47 yards, returned by Leodis McKelvin for -4 yards (tackle by Marlon Moore)",-1.370,-0.150
1,5:38,1,10,BUF 19,0,3,Thaddeus Lewis pass incomplete deep middle intended for Marquise Goodwin,0.150,-0.390
1,5:31,2,10,BUF 19,0,3,C.J. Spiller left end for 9 yards (tackle by Reshad Jones),-0.390,0.100
1,5:07,3,1,BUF 28,0,3,Fred Jackson up the middle for no gain (tackle by Philip Wheeler and Koa Misi),0.100,0.100
1,4:22,3,1,BUF 28,0,3,Timeout #1 by Buffalo Bills,0.100,-1.500
1,4:22,4,1,BUF 28,0,3,"Brian Moorman punts 50 yards, returned by Marcus Thigpen for -2 yards (tackle by Nigel Bradham)",-1.500,-0.280
1,4:10,1,10,MIA 20,0,3,Daniel Thomas right guard for -3 yards (tackle by Kyle Williams),0.280,-0.790
1,3:28,2,13,MIA 17,0,3,Ryan Tannehill pass incomplete short right intended for Mike Wallace (defended by Leodis McKelvin),-0.790,-1.510
1,3:23,3,13,MIA 17,0,3,Ryan Tannehill pass incomplete deep left intended for Brian Hartline,-1.510,-2.320
1,3:16,4,13,MIA 17,0,3,"Brandon Fields punts 37 yards, returned by Leodis McKelvin for -3 yards (tackle by Jonathan Freeny)",-2.320,-1.800
1,3:05,1,10,BUF 43,0,3,Marquise Goodwin left end for -3 yards (tackle by Koa Misi),1.800,0.850
1,2:48,2,13,BUF 40,0,3,Thaddeus Lewis pass complete deep right to Lee Smith for 24 yards (tackle by Philip Wheeler),0.850,3.180
1,2:15,1,10,MIA 36,0,3,C.J. Spiller left tackle for 3 yards (tackle by Philip Wheeler and Chris Clemons),3.180,3.040
1,1:36,2,7,MIA 33,0,3,Thaddeus Lewis pass complete short left to C.J. Spiller for 3 yards (tackle by Philip Wheeler),3.040,2.740
1,1:00,3,4,MIA 30,0,3,"Fred Jackson left tackle for 13 yards (tackle by Reshad Jones). Penalty on Chris Hogan: Illegal Motion, 5 yards (no play)",2.740,2.080
1,0:32,3,9,MIA 35,0,3,Thaddeus Lewis pass complete short left to Scott Chandler for 15 yards (tackle by Philip Wheeler and Dannell Ellerbe),2.080,4.240
Quarter,Time,Down,ToGo,Location,MIA,BUF,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,MIA 20,0,3,Thaddeus Lewis pass complete short right to Robert Woods for 2 yards (tackle by Brent Grimes),4.240,3.960
2,14:28,2,8,MIA 18,0,3,Thaddeus Lewis pass complete short right to Fred Jackson for 7 yards (tackle by Paul Soliai and Brent Grimes),3.960,4.590
2,13:54,3,1,MIA 11,0,3,Fred Jackson left guard for 2 yards (tackle by Olivier Vernon and Koa Misi),4.590,5.140
2,13:22,1,9,MIA 9,0,9,"Fred Jackson up the middle for 9 yards, touchdown",5.140,7.000
2,13:22,,,MIA 2,0,10,Dan Carpenter kicks extra point good,0.000,0.000
2,13:22,,,BUF 35,0,10,"Dan Carpenter kicks off 70 yards, touchback",0.000,-0.280
2,13:18,1,10,MIA 20,0,10,"Ryan Tannehill pass complete short right to Mike Wallace for 10 yards (tackle by Leodis McKelvin). Penalty on Sam Brenner: Offensive Holding, 10 yards (no play)",0.280,-0.760
2,12:46,1,20,MIA 10,0,10,Ryan Tannehill pass complete short right to Charles Clay for 10 yards (tackle by Jim Leonhard),-0.760,-0.270
2,12:08,2,10,MIA 20,0,10,"Ryan Tannehill pass incomplete short middle intended for Charles Clay. Penalty on Mario Williams: Defensive Offside, 5 yards (no play)",-0.270,0.410
2,12:04,2,5,MIA 25,0,10,Lamar Miller left guard for 3 yards (tackle by Leodis McKelvin and Nickell Robey),0.410,0.100
2,11:21,3,2,MIA 28,0,10,Ryan Tannehill sacked by Mario Williams for -9 yards,0.100,-2.140
2,10:46,4,11,MIA 19,0,10,Brandon Fields punts 67 yards,-2.140,0.280
2,10:33,1,10,BUF 14,0,10,"Penalty on Jared Odrick: Neutral Zone Infraction, 5 yards (no play)",-0.280,0.530
2,10:33,1,5,BUF 19,0,10,C.J. Spiller right guard for 1 yard (tackle by Jared Odrick and Randy Starks),0.530,0.150
2,9:53,2,4,BUF 20,0,10,Thaddeus Lewis pass incomplete deep middle intended for Robert Woods,0.150,-0.680
2,9:47,3,4,BUF 20,0,10,Thaddeus Lewis pass complete short right to Robert Woods for 11 yards (tackle by Brent Grimes),-0.680,1.000
2,9:23,1,10,BUF 31,0,10,"Thaddeus Lewis up the middle for 4 yards (tackle by Reshad Jones). Penalty on Eric Wood: Offensive Holding, 10 yards (no play)",1.000,0.340
2,8:58,1,20,BUF 21,0,10,Thaddeus Lewis pass complete short right to C.J. Spiller for 11 yards (tackle by Jelani Jenkins),0.340,0.600
2,8:25,2,9,BUF 32,0,10,Thaddeus Lewis pass complete short left to T.J. Graham for 13 yards (tackle by Nolan Carroll),0.600,1.930
2,7:48,1,10,BUF 45,0,10,Fred Jackson up the middle for 14 yards (tackle by Dion Jordan and Matt Moore),1.930,2.850
2,7:18,1,10,MIA 41,0,10,Thaddeus Lewis pass complete short left to Fred Jackson for no gain,2.850,2.310
2,6:44,2,10,MIA 41,0,10,Thaddeus Lewis pass incomplete short left intended for Marcus Easley is intercepted by Nolan Carroll at MIA-26,2.310,-0.670
2,6:38,1,10,MIA 26,0,10,Ryan Tannehill pass complete short left to Mike Wallace for 7 yards (tackle by Jairus Byrd),0.670,1.070
2,5:57,2,3,MIA 33,0,10,Daniel Thomas left tackle for 2 yards (tackle by Marcell Dareus and Kiko Alonso),1.070,0.630
2,5:22,3,1,MIA 35,0,10,Daniel Thomas up the middle for 1 yard (tackle by Kyle Williams and Nigel Bradham),0.630,1.330
2,4:41,1,10,MIA 36,0,10,Ryan Tannehill pass incomplete short left intended for Brian Hartline,1.330,0.790
2,4:38,2,10,MIA 36,0,10,Ryan Tannehill pass complete short right to Mike Wallace for 12 yards (tackle by Leodis McKelvin and Manny Lawson),0.790,2.130
2,4:01,1,10,MIA 48,0,10,Daniel Thomas up the middle for 1 yard (tackle by Marcell Dareus and Kyle Williams),2.130,1.720
2,3:23,2,9,MIA 49,0,10,Ryan Tannehill pass complete short right to Mike Wallace for 13 yards (tackle by Leodis McKelvin and Kiko Alonso),1.720,3.050
2,2:42,1,10,BUF 38,0,10,Ryan Tannehill pass complete short right to Daniel Thomas for 3 yards (tackle by Jairus Byrd and Leodis McKelvin),3.050,2.910
2,2:10,2,7,BUF 35,0,10,Daniel Thomas up the middle for -1 yards (tackle by Nickell Robey),2.910,2.080
2,2:00,3,8,BUF 36,0,10,Ryan Tannehill sacked by Nickell Robey for -7 yards,2.080,0.400
2,1:23,4,15,BUF 43,0,10,"Brandon Fields punts 43 yards, touchback",0.400,-0.280
2,1:12,1,10,BUF 20,0,10,Fred Jackson up the middle for 3 yards (tackle by Randy Starks and Koa Misi),0.280,0.280
2,1:05,1,10,BUF 20,0,10,Timeout #2 by Miami Dolphins,0.280,0.140
2,1:05,2,7,BUF 23,0,10,C.J. Spiller up the middle for no gain (tackle by Cameron Wake),0.140,0.140
2,0:59,2,7,BUF 23,0,10,Timeout #3 by Miami Dolphins,0.140,-0.560
2,0:59,3,7,BUF 23,0,10,C.J. Spiller left end for -1 yards (tackle by Olivier Vernon and Nolan Carroll),-0.560,-1.900
2,0:53,4,8,BUF 22,0,10,"Brian Moorman punts 37 yards, returned by Marcus Thigpen for 2 yards (tackle by Ron Brooks)",-1.900,-1.800
2,0:45,1,10,MIA 43,0,10,Ryan Tannehill pass complete short right to Charles Clay for 6 yards (tackle by Kiko Alonso and Leodis McKelvin),1.800,2.060
2,0:22,2,4,MIA 49,0,10,Ryan Tannehill pass incomplete deep right intended for Mike Wallace (defended by Leodis McKelvin),2.060,1.350
2,0:16,3,4,MIA 49,0,10,Ryan Tannehill pass incomplete deep left intended for Brian Hartline (defended by Stephon Gilmore),1.350,-0.130
2,0:10,4,4,MIA 49,0,10,"Brandon Fields punts 51 yards, touchback",-0.130,-0.280
2,0:02,1,10,BUF 20,0,10,Thaddeus Lewis kneels for -1 yards,0.280,-0.460
Quarter,Time,Down,ToGo,Location,MIA,BUF,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,MIA 35,0,10,"Caleb Sturgis kicks off no gain, touchback",0.000,0.280
3,15:00,1,10,BUF 20,0,10,C.J. Spiller left guard for 6 yards (tackle by Philip Wheeler and Chris Clemons),0.280,0.540
3,14:21,2,4,BUF 26,0,10,C.J. Spiller left tackle for 1 yard (tackle by Dannell Ellerbe and Koa Misi),0.540,-0.030
3,13:44,3,3,BUF 27,0,10,Thaddeus Lewis pass complete short left to T.J. Graham for 14 yards (tackle by Nolan Carroll),-0.030,1.660
3,13:19,1,10,BUF 41,0,10,Thaddeus Lewis sacked by Nolan Carroll for -6 yards,1.660,0.310
3,12:52,2,16,BUF 35,0,10,Fred Jackson up the middle for 13 yards (tackle by Reshad Jones and Chris Clemons),0.310,1.360
