Quarter,Time,Tm,Detail,MIA,BUF
1.0,6:42,Bills,Dan Carpenter 45 yard field goal,0,3
2.0,13:18,Bills,Fred Jackson 9 yard rush (Dan Carpenter kick),0,10
4.0,12:01,Bills,Dan Carpenter 21 yard field goal,0,13
,6:43,Bills,Dan Carpenter 22 yard field goal,0,16
,2:26,Bills,Dan Carpenter 26 yard field goal,0,19
