Quarter,Time,Down,ToGo,Location,LAR,ARI,Detail,EPB,EPA
2,0:09,,,,,,Timeout #2 by Los Angeles Rams,0.000,0.000
2,0:04,,,,,,Timeout #2 by Los Angeles Rams,0.000,-6.740
2,0:04,1,2,ARI 2,19,13,Greg Zuerlein 20 yard field goal good,6.740,3.000
Quarter,Time,Down,ToGo,Location,LAR,ARI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,LAR 35,19,13,"Greg Zuerlein kicks off 65 yards, touchback",0.000,-0.610
3,15:00,1,10,ARI 25,19,13,Kerwynn Williams middle for 3 yards (tackle by Michael Brockers),0.610,0.470
3,14:28,2,7,ARI 28,19,13,Kerwynn Williams middle for 2 yards (tackle by Robert Quinn),0.470,0.040
3,13:48,3,5,ARI 30,19,13,Blaine Gabbert pass complete short right to Larry Fitzgerald for 13 yards (tackle by Trumaine Johnson),0.040,1.800
3,13:03,1,10,ARI 43,19,13,Blaine Gabbert sacked by Matt Longacre for -4 yards,1.800,0.710
3,12:23,2,14,ARI 39,19,13,Blaine Gabbert pass incomplete short left intended for JJ Nelson (defended by Nickell Robey-Coleman),0.710,0.040
3,12:18,3,14,ARI 39,19,13,Blaine Gabbert pass complete short left to Jermaine Gresham for 4 yards (tackle by Trumaine Johnson),0.040,-0.520
3,11:55,4,10,ARI 43,19,13,"Andy Lee punts 54 yards, returned by Pharoh Cooper for 14 yards (tackle by Jaron Brown). Penalty on Troy Hill: Offensive Holding, 1 yards",-0.520,0.380
3,11:43,1,10,LAR 2,19,13,Todd Gurley middle for 8 yards (tackle by Josh Bynes),-0.380,-0.200
3,11:03,2,2,LAR 10,19,13,Todd Gurley right end for -1 yards (tackle by Karlos Dansby),-0.200,-0.600
3,10:19,3,3,LAR 9,19,13,Jared Goff pass incomplete short middle intended for Josh Reynolds (defended by Josh Bynes),-0.600,-2.490
3,10:12,4,3,LAR 9,19,13,"Johnny Hekker punts 70 yards, out of bounds",-2.490,-0.340
3,10:04,1,10,ARI 21,19,13,Kerwynn Williams right end for 4 yards (tackle by Samson Ebukam),0.340,0.340
3,9:30,2,6,ARI 25,19,13,Kerwynn Williams middle for 1 yard (tackle by Morgan Fox),0.340,-0.230
3,8:54,3,5,ARI 26,19,13,Blaine Gabbert sacked by Aaron Donald for -6 yards,-0.230,-2.030
3,8:22,4,11,ARI 20,19,13,"Andy Lee punts 40 yards, returned by Pharoh Cooper for 30 yards (tackle by Scooby Wright)",-2.030,-3.580
3,8:07,1,10,ARI 30,19,13,Todd Gurley middle for 4 yards (tackle by Rodney Gunter),3.580,3.570
3,7:30,2,6,ARI 26,19,13,Jared Goff pass incomplete short left intended for Josh Reynolds,3.570,2.870
3,7:26,3,6,ARI 26,19,13,Jared Goff pass complete short middle to Todd Gurley for 9 yards (tackle by Tyrann Mathieu),2.870,4.440
3,6:46,1,10,ARI 17,19,13,Jared Goff pass complete short middle to Derek Carrier for 14 yards (tackle by Olsen Pierre),4.440,6.510
3,6:17,1,3,ARI 3,19,13,"Todd Gurley middle for 1 yard (tackle by Kareem Martin). Penalty on Rob Havenstein: Illegal Formation, 5 yards (no play)",6.510,5.370
3,5:47,1,8,ARI 8,19,13,Jared Goff pass complete short middle to Pharoh Cooper for -3 yards (tackle by Budda Baker),5.370,4.020
3,5:13,2,11,ARI 11,25,13,"Jared Goff pass complete short right to Sammy Watkins for 11 yards, touchdown",4.020,7.000
3,5:07,,,ARI 15,26,13,Greg Zuerlein kicks extra point good,0.000,0.000
3,5:07,,,LAR 35,26,13,"Greg Zuerlein kicks off 66 yards, returned by Brittan Golden for 19 yards (tackle by Nickell Robey-Coleman)",0.000,-0.040
3,4:57,1,10,ARI 18,26,13,Blaine Gabbert pass incomplete deep middle intended for Jermaine Gresham,0.040,-0.490
,,,,,,,"LAR challenged the pass completion ruling, and the original play was overturned.",,
3,4:52,2,10,ARI 18,26,13,D.J. Foster middle for 4 yards (tackle by Matt Longacre),-0.490,-0.660
3,4:18,3,6,ARI 22,26,13,Blaine Gabbert pass complete short right to Larry Fitzgerald for 12 yards (tackle by Trumaine Johnson),-0.660,1.200
3,3:37,1,10,ARI 34,26,13,"Blaine Gabbert pass complete short middle to Troy Niklas for 23 yards (tackle by Lamarcus Joyner). Penalty on Alex Boone: Offensive Holding, 10 yards (no play)",1.200,0.540
3,3:10,1,20,ARI 24,26,13,Blaine Gabbert pass complete short middle to Jermaine Gresham for 13 yards (tackle by John Johnson and Lamarcus Joyner),0.540,1.060
3,2:33,2,7,ARI 37,26,13,Blaine Gabbert pass complete deep right to Larry Fitzgerald for 20 yards (tackle by Trumaine Johnson),1.060,2.720
3,1:47,1,10,LAR 43,26,13,"Penalty on Earl Watford: False Start, 5 yards (no play)",2.720,2.390
3,1:25,1,15,LAR 48,26,13,Blaine Gabbert pass complete short left to JJ Nelson for 16 yards (tackle by Trumaine Johnson),2.390,3.450
3,0:51,1,10,LAR 32,26,13,Blaine Gabbert sacked by Ethan Westbrooks for -4 yards,3.450,2.360
3,0:08,2,14,LAR 36,26,13,Blaine Gabbert pass incomplete deep left intended for JJ Nelson (defended by Lamarcus Joyner),2.360,1.690
3,0:02,3,14,LAR 36,26,13,Blaine Gabbert pass incomplete deep middle intended for JJ Nelson (defended by John Johnson),1.690,0.880
Quarter,Time,Down,ToGo,Location,LAR,ARI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,14,LAR 36,26,16,Phil Dawson 54 yard field goal good,0.880,3.000
4,14:55,,,ARI 35,26,16,Phil Dawson kicks off 40 yards,0.000,-0.610
4,14:54,1,10,LAR 25,26,16,"Jared Goff sacked by Chandler Jones for -7 yards. Jared Goff fumbles (forced by Chandler Jones), recovered by Andrew Whitworth at LAR-18",0.610,-0.980
4,14:09,2,17,LAR 18,26,16,Todd Gurley right tackle for 3 yards (tackle by Karlos Dansby). Penalty on LAR: Illegal Shift (Declined),-0.980,-1.150
4,13:41,3,14,LAR 21,26,16,Jared Goff pass complete short left to Todd Gurley for -2 yards (tackle by Tyrann Mathieu),-1.150,-2.140
4,13:03,4,16,LAR 19,26,16,"Johnny Hekker punts 38 yards, returned by Patrick Peterson for 2 yards (tackle by Tyler Higbee)",-2.140,-1.930
4,12:55,1,10,ARI 45,26,16,Kerwynn Williams right tackle for 1 yard (tackle by Samson Ebukam),1.930,1.520
4,12:11,2,9,ARI 46,26,16,Blaine Gabbert pass incomplete deep right intended for Chad Williams,1.520,0.830
4,12:05,3,9,ARI 46,26,16,Blaine Gabbert pass complete short middle to Ricky Seals-Jones for 27 yards (tackle by Lamarcus Joyner),0.830,3.780
4,11:18,1,10,LAR 27,26,16,Blaine Gabbert pass incomplete deep left intended for Ricky Seals-Jones,3.780,3.230
4,11:12,2,10,LAR 27,26,16,Blaine Gabbert pass incomplete deep left intended for JJ Nelson,3.230,0.000
4,11:08,,,,,,Timeout #1 by Arizona Cardinals,0.000,-2.540
4,11:08,3,10,LAR 27,26,16,Blaine Gabbert pass incomplete short middle intended for D.J. Foster,2.540,1.670
4,11:03,4,10,LAR 27,26,16,"Phil Dawson 45 yard field goal no good, blocked by Michael Brockers, recovered by Cory Littleton and returned for 19 yards",1.670,-1.730
4,10:52,1,10,LAR 42,26,16,Todd Gurley left tackle for no gain (tackle by Antoine Bethea),1.730,1.190
4,10:09,2,10,LAR 42,26,16,Jared Goff pass complete short left to Todd Gurley for 33 yards (tackle by Budda Baker),1.190,3.910
4,9:18,1,10,ARI 25,26,16,Tavon Austin left tackle for 4 yards (tackle by Karlos Dansby),3.910,3.900
4,8:35,2,6,ARI 21,26,16,Pharoh Cooper right end for 6 yards (tackle by Tramon Williams),3.900,4.580
4,7:54,1,10,ARI 15,26,16,Todd Gurley middle for 3 yards (tackle by Chandler Jones),4.580,4.450
4,7:22,2,7,ARI 12,26,16,Jared Goff pass complete short middle to Cooper Kupp for 5 yards (tackle by Tyrann Mathieu),4.450,4.680
4,6:46,3,2,ARI 7,26,16,Todd Gurley right end for 1 yard (tackle by Antoine Bethea),4.680,0.000
4,6:21,,,,,,Timeout #1 by Los Angeles Rams,0.000,-3.020
4,6:21,4,1,ARI 6,29,16,Greg Zuerlein 24 yard field goal good,3.020,3.000
4,6:18,,,LAR 35,29,16,"Greg Zuerlein kicks off 59 yards, returned by Brittan Golden for 14 yards (tackle by Marqui Christian)",0.000,-0.280
4,6:12,1,10,ARI 20,29,16,"Blaine Gabbert for -5 yards. Blaine Gabbert fumbles, recovered by Blaine Gabbert at ARI-18",0.280,-1.280
4,5:28,2,17,ARI 13,29,16,Blaine Gabbert sacked by Aaron Donald for -6 yards,-1.280,-2.940
4,4:49,3,23,ARI 7,29,16,Blaine Gabbert pass incomplete short left intended for JJ Nelson (defended by Trumaine Johnson),-2.940,-2.490
4,4:43,4,23,ARI 7,29,16,"Andy Lee punts 60 yards, returned by Pharoh Cooper for 13 yards (tackle by Justin Drescher)",-2.490,-1.990
4,4:29,1,10,LAR 46,29,16,Jared Goff pass complete short right to Sammy Watkins for 14 yards,1.990,2.920
4,4:21,1,10,ARI 40,29,16,Todd Gurley left tackle for 6 yards (tackle by Josh Bynes),2.920,3.180
4,3:38,2,4,ARI 34,29,16,Jared Goff pass complete short right to Cooper Kupp for 8 yards (tackle by Tramon Williams),3.180,3.840
4,2:57,1,10,ARI 26,29,16,"Penalty on Tyler Higbee: False Start, 5 yards (no play)",3.840,3.510
4,2:57,1,15,ARI 31,29,16,Todd Gurley middle for 1 yard (tackle by Xavier Williams),3.510,0.000
4,2:51,,,,,,Timeout #2 by Arizona Cardinals,0.000,-2.760
4,2:49,2,14,ARI 30,29,16,Todd Gurley right end for 3 yards (tackle by Karlos Dansby),2.760,0.000
4,2:45,,,,,,Timeout #2 by Arizona Cardinals,0.000,-2.480
4,2:45,3,11,ARI 27,29,16,Todd Gurley left tackle for 4 yards (tackle by Antoine Bethea and Budda Baker),2.480,1.930
4,2:00,4,7,ARI 23,32,16,Greg Zuerlein 41 yard field goal good,1.930,3.000
4,1:55,,,LAR 35,32,16,"Greg Zuerlein kicks off 65 yards, touchback",0.000,-0.610
4,1:55,1,10,ARI 25,32,16,Blaine Gabbert pass complete short left to Larry Fitzgerald for 10 yards (tackle by Matt Longacre),0.610,1.270
4,1:36,1,10,ARI 35,32,16,Blaine Gabbert pass complete short middle to Larry Fitzgerald for 8 yards (tackle by John Johnson),1.270,1.800
4,1:18,2,2,ARI 43,32,16,Blaine Gabbert pass complete short left to Larry Fitzgerald for 4 yards (tackle by Nickell Robey-Coleman),1.800,2.060
4,1:02,1,10,ARI 47,32,16,Blaine Gabbert left end for 3 yards (tackle by Kayvon Webster),2.060,1.920
4,0:53,2,7,,32,16,Blaine Gabbert sacked by Robert Quinn for -2 yards,1.920,0.960
4,0:29,3,9,ARI 48,32,16,Blaine Gabbert pass complete short right to Larry Fitzgerald for 10 yards (tackle by John Johnson),0.960,2.790
4,0:09,1,10,LAR 42,32,16,Blaine Gabbert pass complete short right to D.J. Foster for 16 yards (tackle by Bryce Hager),2.790,1.730
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
