Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
James Robinson,JAX,6,4,18,1,1,-9,-2.3,27,6.8,-0.2,1,4.0,0,0.0,0,109.7
Laviska Shenault Jr.,JAX,3,3,44,0,2,14,4.7,30,10.0,4.7,1,3.0,0,0.0,0,118.7
James O'Shaughnessy,JAX,3,3,32,0,1,24,8.0,8,2.7,8.0,0,,0,0.0,0,111.1
DJ Chark,JAX,7,1,26,0,1,26,26.0,0,0.0,16.9,0,,1,14.3,0,42.6
Collin Johnson,JAX,1,1,13,0,1,10,10.0,3,3.0,10.0,0,,0,0.0,0,118.7
Chris Conley,JAX,2,1,28,1,1,28,28.0,0,0.0,30.5,0,,0,0.0,0,135.4
Keelan Cole,JAX,2,1,12,0,,12,12.0,0,0.0,8.5,0,,0,0.0,0,68.7
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Keenan Allen,LAC,13,10,125,0,7,69,6.9,56,5.6,8.1,0,,0,0.0,0,106.2
Justin Jackson,LAC,6,5,43,0,2,-17,-3.4,60,12.0,-3.2,1,5.0,0,0.0,0,96.5
Joshua Kelley,LAC,5,5,24,0,2,-8,-1.6,32,6.4,-1.6,0,,0,0.0,0,86.7
Hunter Henry,LAC,7,3,23,0,1,16,5.3,7,2.3,7.7,0,,0,0.0,0,51.5
Jalen Guyton,LAC,3,2,84,1,2,44,22.0,40,20.0,18.0,0,,1,33.3,0,149.3
Virgil Green,LAC,2,1,26,1,1,26,26.0,0,0.0,21.5,0,,0,0.0,0,135.4
Donald Parham,LAC,1,1,22,1,1,22,22.0,0,0.0,22.0,0,,0,0.0,0,158.3
Mike Williams,LAC,3,1,4,0,,0,0.0,4,4.0,15.7,0,,0,0.0,0,42.4
Tyron Johnson,LAC,1,0,0,0,,0,,0,,44.0,0,,0,0.0,0,39.6
Gabe Nabers,LAC,1,0,0,0,,0,,0,,2.0,0,,1,100.0,0,39.6
