Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
James Robinson,JAX,22,119,1,6,56,2.5,63,2.9,3,7.3
Gardner Minshew II,JAX,4,21,0,0,19,4.8,2,0.5,0,
Laviska Shenault Jr.,JAX,1,0,0,0,0,0.0,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Joshua Kelley,LAC,12,29,0,3,13,1.1,16,1.3,0,
Justin Herbert,LAC,9,66,1,4,55,6.1,11,1.2,0,
Justin Jackson,LAC,5,12,0,1,8,1.6,4,0.8,0,
Tyron Johnson,LAC,2,10,0,,6,3.0,4,2.0,0,
Joe Reed,LAC,2,14,1,1,5,2.5,9,4.5,1,2.0
Troymaine Pope,LAC,1,6,0,,1,1.0,5,5.0,0,
Easton Stick,LAC,1,-2,0,,-2,-2.0,0,0.0,0,
