Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
C.J. Henderson,JAX,0,11,8,72.7%,103,12.9,9.4,0,101.7,8.3,55,48,0,0,0,0.0,0,8,0,0.0%
Quincy Williams,JAX,0,6,5,83.3%,34,6.8,5.7,0,90.3,3.0,3,31,4,1,0,0.0,1,7,3,30.0%
Joe Schobert,JAX,0,7,4,57.1%,68,17.0,9.7,2,129.8,12.1,39,29,4,0,0,0.0,0,9,1,10.0%
Dakota Allen,JAX,0,3,3,100.0%,16,5.3,5.3,0,88.9,-5.7,-17,33,0,0,0,0.0,0,2,1,33.3%
Tre Herndon,JAX,0,3,2,66.7%,81,40.5,27.0,1,149.3,15.3,36,45,2,0,0,0.0,0,5,1,16.7%
Josh Jones,JAX,0,3,2,66.7%,12,6.0,4.0,0,74.3,10.0,10,2,2,0,0,0.0,0,8,1,11.1%
Brandon Rusnak,JAX,0,5,1,20.0%,6,6.0,1.2,0,39.6,13.8,4,2,2,1,0,0.0,1,7,0,0.0%
Kamalei Correa,JAX,0,1,1,100.0%,10,10.0,10.0,0,108.3,6.0,6,4,5,0,0,0.0,0,2,0,0.0%
Josiah Scott,JAX,0,1,1,100.0%,3,3.0,3.0,0,79.2,2.0,2,1,0,0,0,0.0,0,1,0,0.0%
Sidney Jones,JAX,0,1,1,100.0%,4,4.0,4.0,0,83.3,0.0,0,4,0,0,0,0.0,0,1,0,0.0%
DaVon Hamilton,JAX,0,0,0,,,,,,,,,,0,0,2,0.0,2,8,0,0.0%
Dawuane Smoot,JAX,0,0,0,,,,,,,,,,0,0,1,0.5,2,2,0,0.0%
Josh Allen,JAX,0,0,0,,,,,,,,,,0,1,1,0.0,2,0,0,
Taven Bryan,JAX,0,0,0,,,,,,,,,,0,0,0,0.5,1,2,0,0.0%
Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Rayshawn Jenkins,LAC,0,6,4,66.7%,87,21.8,14.5,0,109.7,10.3,54,33,1,0,0,0.0,0,8,1,11.1%
Kenneth Murray,LAC,0,4,3,75.0%,8,2.7,2.0,0,77.1,0.0,-5,13,1,0,0,0.0,0,5,1,16.7%
Kyzir White,LAC,0,4,2,50.0%,26,13.0,6.5,0,70.8,4.5,18,8,2,0,0,0.5,1,7,0,0.0%
Casey Hayward,LAC,0,5,2,40.0%,10,5.0,2.0,1,87.5,8.6,-4,14,0,0,0,0.0,0,2,2,50.0%
Desmond King,LAC,0,1,1,100.0%,4,4.0,4.0,0,83.3,4.0,4,0,5,0,0,1.0,1,4,0,0.0%
Denzel Perryman,LAC,0,1,1,100.0%,6,6.0,6.0,0,91.7,6.0,6,0,0,0,0,0.0,0,3,0,0.0%
Michael Davis,LAC,0,3,1,33.3%,28,28.0,9.3,1,108.3,24.7,28,0,1,0,0,0.0,0,1,0,0.0%
Nasir Adderley,LAC,0,3,1,33.3%,4,4.0,1.3,0,42.4,10.0,4,0,1,0,0,0.0,0,3,0,0.0%
Uchenna Nwosu,LAC,0,0,0,,,,,,,,,,2,1,0,1.5,3,5,0,0.0%
Melvin Ingram,LAC,0,0,0,,,,,,,,,,0,1,2,0.0,3,0,0,
Joey Bosa,LAC,0,0,0,,,,,,,,,,0,2,0,0.5,3,3,1,25.0%
Isaac Rochell,LAC,0,0,0,,,,,,,,,,0,0,0,0.5,1,2,0,0.0%
Linval Joseph,LAC,0,0,0,,,,,,,,,,0,1,0,0.0,1,5,0,0.0%
Justin Jones,LAC,0,0,0,,,,,,,,,,0,1,0,0.0,1,2,0,0.0%
Damion Square,LAC,0,0,0,,,,,,,,,,0,0,0,1.0,1,3,0,0.0%
Jerry Tillery,LAC,0,0,0,,,,,,,,,,0,1,0,0.0,1,1,1,50.0%
