Quarter,Time,Down,ToGo,Location,DET,ATL,Detail,EPB,EPA
1,8:04,2,5,DET 5,0,0,Michael Vick pass incomplete intended for Trevor Gaylor (defended by Kalimba Edwards),5.150,4.260
1,7:59,3,5,DET 5,0,0,Michael Vick pass incomplete intended for Trevor Gaylor,4.260,3.010
1,7:54,4,5,DET 5,0,3,Jay Feely 23 yard field goal good,3.010,3.000
1,7:54,,,ATL 30,0,3,"Jay Feely kicks off 65 yards, returned by Eddie Drummond for 15 yards (tackle by Johndale Carty)",0.000,0.280
1,7:45,1,10,DET 20,0,3,Mike McMahon sacked by Sam Rogers for -8 yards,0.280,-1.360
1,7:21,2,18,DET 12,0,3,James Stewart middle for no gain (tackle by Keith Brooking),-1.360,-2.360
1,6:41,3,18,DET 12,0,3,Mike McMahon pass complete to Bill Schroeder for 46 yards,-2.360,2.790
1,6:16,1,10,ATL 42,0,3,James Stewart right end for 7 yards (tackle by Kevin McCadam),2.790,3.190
1,5:51,2,3,ATL 35,0,3,Mike McMahon pass complete to James Stewart for 9 yards (tackle by Chris Draft),3.190,3.840
1,5:11,1,10,ATL 26,0,3,Mike McMahon pass incomplete intended for Scotty Anderson,3.840,3.300
1,5:06,2,10,ATL 26,0,3,Mike McMahon pass incomplete intended for Bill Schroeder (defended by Keion Carpenter),3.300,2.610
1,5:01,3,10,ATL 26,0,3,Mike McMahon pass incomplete intended for Germane Crowell,2.610,1.740
1,4:55,4,10,ATL 26,0,3,Jason Hanson 44 yard field goal no good,1.740,-1.200
1,4:51,1,10,ATL 34,0,3,Warrick Dunn middle for 4 yards (tackle by Robert Porcher),1.200,1.200
1,4:17,2,6,ATL 38,0,3,Michael Vick pass incomplete intended for Quentin McCord,1.200,0.500
1,4:12,3,6,ATL 38,0,3,Michael Vick pass complete to Warrick Dunn for 9 yards (tackle by Jeff Gooch),0.500,2.060
1,3:50,1,10,ATL 47,0,3,Michael Vick pass incomplete intended for Brian Finneran,2.060,1.520
1,3:43,2,10,ATL 47,0,3,Michael Vick pass complete to Quentin McCord for 18 yards (tackle by Chris Cash),1.520,3.250
1,3:02,1,10,DET 35,0,3,Warrick Dunn middle for 2 yards (tackle by Kelvin Pritchett),3.250,2.970
1,2:23,2,8,DET 33,0,3,"Michael Vick pass incomplete intended for Alge Crumpler. Penalty on Kelvin Pritchett: Defensive Offside, 5 yards (no play)",2.970,3.650
1,2:15,2,3,DET 28,0,3,Michael Vick pass incomplete intended for Warrick Dunn,3.650,2.940
1,2:11,3,3,DET 28,0,3,Michael Vick pass incomplete intended for Brian Finneran is intercepted by Jeff Gooch at DET-27 and returned for 3 yards,2.940,-0.940
1,2:03,1,10,DET 30,0,3,James Stewart right tackle for 6 yards (tackle by Kevin McCadam),0.940,1.200
1,1:32,2,4,DET 36,0,3,Cory Schlesinger middle for 2 yards (tackle by Travis Hall),1.200,0.760
1,0:55,3,2,DET 38,0,3,Mike McMahon pass complete to Cory Schlesinger for 21 yards (tackle by Keion Carpenter),0.760,2.850
1,0:15,1,10,ATL 41,0,3,James Stewart right end for -1 yards (tackle by Matt Stewart and Travis Hall),2.850,2.170
Quarter,Time,Down,ToGo,Location,DET,ATL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,11,ATL 42,0,3,Mike McMahon pass incomplete,2.170,1.490
2,14:54,3,11,ATL 42,0,3,"Penalty on Mike McMahon: Delay of Game, 5 yards (no play)",1.490,0.830
2,14:54,3,16,ATL 47,0,3,Mike McMahon pass complete to James Stewart for no gain,0.830,0.130
2,14:36,4,16,ATL 47,0,3,John Jett punts 33 yards,0.130,0.280
2,14:22,1,10,ATL 14,0,3,Warrick Dunn middle for 3 yards (tackle by James Hall),-0.280,-0.370
2,13:50,2,7,ATL 17,0,3,Michael Vick pass complete to Warrick Dunn for 5 yards (tackle by Corey Harris and Chris Claiborne),-0.370,-0.440
2,13:11,3,2,ATL 22,0,3,Michael Vick pass incomplete intended for Trevor Gaylor (defended by Andre' Goodman),-0.440,-1.900
2,13:06,4,2,ATL 22,0,3,"Chris Mohr punts 38 yards, fair catch by Eddie Drummond",-1.900,-1.600
2,12:57,1,10,DET 40,0,3,Mike McMahon pass complete to Scotty Anderson for 18 yards (tackle by Juran Bolden),1.600,2.790
2,12:26,1,10,ATL 42,0,3,James Stewart middle for -1 yards (tackle by Chris Draft),2.790,2.110
2,11:48,2,11,ATL 43,0,3,Mike McMahon pass incomplete intended for Aveion Cason,2.110,1.420
2,11:43,3,11,ATL 43,0,3,Mike McMahon sacked by Ellis Johnson for -8 yards,1.420,-0.130
2,11:22,4,19,DET 49,0,3,"John Jett punts 36 yards, fair catch by Allen Rossum",-0.130,0.220
2,11:14,1,10,ATL 15,0,3,Warrick Dunn right end for 3 yards (tackle by Donte Curry),-0.220,-0.280
2,10:49,2,7,ATL 18,0,3,Michael Vick pass complete to Reggie Kelly for 21 yards (tackle by Donte Curry),-0.280,1.530
2,10:17,1,10,ATL 39,0,3,Warrick Dunn right end for 3 yards (tackle by Chris Claiborne),1.530,1.390
2,9:33,2,7,ATL 42,0,3,Warrick Dunn right tackle for 2 yards (tackle by Travis Kirschke),1.390,0.960
2,8:53,3,5,ATL 44,0,3,Michael Vick pass complete to Quentin McCord for 6 yards (tackle by Lamar Campbell),0.960,2.260
2,8:32,1,10,,0,3,Warrick Dunn left end for -4 yards (tackle by Chris Claiborne),2.260,1.170
2,8:06,2,14,ATL 46,0,3,"Michael Vick pass complete to Quentin McCord for 41 yards (tackle by Andre' Goodman). Penalty on Andre' Goodman: Face Mask (15 Yards), 7 yards",1.170,5.830
2,7:40,1,6,DET 6,0,3,Warrick Dunn left end for -3 yards (tackle by Barrett Green),5.830,4.380
2,6:56,1,6,DET 6,,,Timeout #1 by Atlanta Falcons,5.830,4.380
2,6:56,2,9,DET 9,0,3,Warrick Dunn middle for 4 yards (tackle by Corey Harris),4.380,4.260
2,6:17,3,5,DET 5,0,3,Michael Vick pass incomplete intended for Quentin McCord,4.260,3.010
2,6:10,4,5,DET 5,0,6,Jay Feely 23 yard field goal good,3.010,3.000
2,6:10,,,ATL 30,0,6,"Jay Feely kicks off 70 yards, touchback",0.000,0.280
2,6:06,1,10,DET 20,0,6,Rafael Cooper left tackle for 3 yards (tackle by Keith Brooking),0.280,0.140
2,5:29,2,7,DET 23,0,6,Cory Schlesinger middle for 4 yards (tackle by Ed Jasper),0.140,-0.030
2,4:52,3,3,DET 27,0,6,Mike McMahon pass complete to Mikhael Ricks for 5 yards (tackle by Chris Draft),-0.030,1.070
2,4:28,1,10,DET 32,0,6,Mike McMahon pass incomplete intended for Mikhael Ricks,1.070,0.530
2,4:24,2,10,DET 32,0,6,Rafael Cooper middle for 2 yards (tackle by Patrick Kerney),0.530,0.100
2,3:45,3,8,DET 34,0,6,"Penalty on Mikhael Ricks: False Start, 5 yards (no play)",0.100,-0.560
2,3:23,3,13,DET 29,0,6,Mike McMahon pass incomplete intended for Bill Schroeder (defended by Kevin Mathis),-0.560,-1.440
2,3:17,4,13,DET 29,0,6,"John Jett punts 45 yards, fair catch by Allen Rossum",-1.440,-0.670
2,3:09,1,10,ATL 26,0,6,"Michael Vick for 3 yards. Penalty on Bob Whitfield: Offensive Holding, 10 yards (no play)",0.670,-0.300
2,2:46,1,20,ATL 16,0,6,Michael Vick pass complete to Brian Finneran for 6 yards (tackle by Todd Lyght),-0.300,-0.410
2,2:11,2,14,ATL 22,0,6,Michael Vick pass incomplete intended for Trevor Gaylor,-0.410,-1.090
2,2:04,3,14,ATL 22,0,6,Michael Vick pass incomplete intended for Brian Finneran (defended by Andre' Goodman),-1.090,-1.900
2,1:57,4,14,ATL 22,0,6,"Chris Mohr punts 39 yards, returned by Eddie Drummond for no gain",-1.900,-1.530
2,1:46,1,10,DET 39,0,6,Mike McMahon left tackle for 21 yards,1.530,2.920
2,1:24,1,10,ATL 40,0,6,Mike McMahon pass incomplete is intercepted by Ashley Ambrose at ATL-36 and returned for 1 yard,2.920,-1.400
2,1:16,1,10,ATL 37,0,6,Michael Vick pass incomplete intended for Trevor Gaylor,1.400,0.860
2,1:07,2,10,ATL 37,0,6,Michael Vick pass complete to Warrick Dunn for 17 yards (tackle by Barrett Green),0.860,2.520
2,0:54,2,10,ATL 37,,,Timeout #2 by Atlanta Falcons,0.860,2.520
2,0:54,1,10,DET 46,0,6,Michael Vick for 6 yards (tackle by Corey Harris),2.520,2.790
2,0:47,2,4,DET 40,0,6,Michael Vick pass incomplete intended for Trevor Gaylor,2.790,2.080
2,0:43,3,4,DET 40,0,6,Michael Vick for 20 yards (tackle by Eric Davis),2.080,4.240
2,0:24,1,10,DET 20,0,6,Michael Vick pass incomplete,4.240,3.690
2,0:23,2,10,DET 20,0,12,"Michael Vick pass complete to Quentin McCord for 20 yards, touchdown",3.690,7.000
2,0:23,,,DET 20,0,13,Jay Feely kicks extra point good,0.000,0.000
2,0:23,,,ATL 30,0,13,"Jay Feely kicks off 61 yards, returned by Eddie Drummond for 14 yards (tackle by Artie Ulmer)",0.000,0.480
2,0:13,1,10,DET 23,0,13,James Stewart left tackle for 6 yards (tackle by Keith Brooking),0.480,0.740
Quarter,Time,Down,ToGo,Location,DET,ATL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DET 30,0,13,"Jason Hanson kicks off 70 yards, returned by Allen Rossum for 19 yards (tackle by Lamar Campbell)",0.000,0.150
3,14:55,1,10,ATL 19,0,13,"Penalty on Todd Weiner: False Start, 5 yards (no play)",0.150,-0.390
3,14:55,1,15,ATL 14,0,13,Warrick Dunn right tackle for 5 yards (tackle by Kelvin Pritchett),-0.390,-0.390
3,14:16,2,10,ATL 19,0,13,Michael Vick pass complete to Quentin McCord for 11 yards (tackle by Barrett Green),-0.390,0.940
3,13:38,1,10,ATL 30,0,13,Warrick Dunn left tackle for 3 yards (tackle by Chris Claiborne and Kelvin Pritchett),0.940,0.800
3,12:59,2,7,ATL 33,0,13,Michael Vick pass complete to Quentin McCord for 60 yards,0.800,6.510
3,12:23,1,3,DET 3,0,13,Warrick Dunn right tackle for -1 yards (tackle by Barrett Green),6.510,5.340
3,11:46,2,4,DET 4,0,13,Warrick Dunn middle for 1 yard (tackle by Jimmy Wyrick),5.340,4.720
3,11:05,3,3,DET 3,0,13,"Michael Vick pass incomplete intended for Alge Crumpler. Penalty on Alge Crumpler: Personal Foul, 15 yards",4.720,2.250
3,11:01,4,18,DET 18,0,16,Jay Feely 36 yard field goal good,2.250,3.000
3,11:01,,,ATL 30,0,16,"Jay Feely kicks off 59 yards, returned by Eddie Drummond for 16 yards (tackle by Johndale Carty)",0.000,0.740
3,10:49,1,10,DET 27,0,16,James Stewart right tackle for 1 yard (tackle by Matt Stewart),0.740,0.330
3,10:14,2,9,DET 28,0,16,Mike McMahon pass incomplete intended for Mikhael Ricks (defended by Johndale Carty),0.330,-0.360
3,10:10,3,9,DET 28,0,16,Mike McMahon pass incomplete is intercepted by Juran Bolden at DET-44 and returned for 22 yards,-0.360,-4.110
3,9:58,1,10,DET 22,0,16,Michael Vick pass complete to Bob Christian for 13 yards,4.110,5.140
3,9:15,1,9,DET 9,0,16,Warrick Dunn right tackle for 6 yards,5.140,5.530
3,8:31,2,3,DET 3,0,16,Michael Vick for 2 yards (tackle by Barrett Green),5.530,5.170
3,8:05,2,3,DET 3,,,Timeout #1 by Atlanta Falcons,5.530,5.170
3,8:05,3,1,DET 1,0,16,Michael Vick sacked by Barrett Green for -1 yards,5.170,3.250
3,7:24,4,2,DET 2,0,19,Jay Feely 20 yard field goal good,3.250,3.000
3,7:24,,,ATL 30,0,19,"Jay Feely kicks off 70 yards, touchback",0.000,0.280
3,7:20,1,10,DET 20,0,19,Mike McMahon pass incomplete intended for James Stewart (defended by Ellis Johnson),0.280,-0.270
3,7:14,2,10,DET 20,0,19,Mike McMahon pass complete to Bill Schroeder for 14 yards (tackle by Keion Carpenter),-0.270,1.200
3,6:40,1,10,DET 34,0,19,James Stewart middle for 1 yard (tackle by Patrick Kerney),1.200,0.790
3,6:06,2,9,DET 35,0,19,Mike McMahon pass incomplete intended for Cory Schlesinger,0.790,0.100
3,5:58,3,9,DET 35,0,19,Mike McMahon pass complete to Cory Schlesinger for 18 yards (tackle by Keion Carpenter),0.100,2.460
3,5:15,1,10,ATL 47,0,19,"Penalty on John Owens: False Start, 5 yards (no play)",2.460,2.130
3,4:58,1,15,DET 48,0,19,Mike McMahon pass incomplete intended for James Stewart,2.130,1.240
3,4:51,2,15,DET 48,0,19,James Stewart middle for no gain (tackle by Brady Smith),1.240,0.560
3,4:13,3,15,DET 48,0,19,Mike McMahon pass incomplete intended for Larry Foster,0.560,-0.190
3,4:05,4,15,DET 48,0,19,"John Jett punts 37 yards, returned by Allen Rossum for no gain",-0.190,0.220
3,3:56,1,10,ATL 15,0,19,Michael Vick pass complete to Trevor Gaylor for 11 yards (tackle by Andre' Goodman),-0.220,0.670
3,3:20,1,10,ATL 26,0,19,Warrick Dunn right tackle for 6 yards,0.670,0.940
3,2:38,2,4,ATL 32,0,19,Bob Christian middle for 16 yards,0.940,2.130
3,1:55,1,10,ATL 48,0,19,Warrick Dunn left tackle for 5 yards,2.130,2.260
3,1:14,2,5,DET 47,0,19,Michael Vick pass complete to Trevor Gaylor for 5 yards (tackle by Andre' Goodman),2.260,2.790
3,0:29,1,10,DET 42,0,19,Michael Vick pass incomplete intended for Trevor Gaylor,2.790,2.240
3,0:22,2,10,DET 42,0,19,Michael Vick pass complete to Brian Finneran for 14 yards (tackle by Corey Harris),2.240,3.710
Quarter,Time,Down,ToGo,Location,DET,ATL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,DET 28,0,19,Warrick Dunn middle for -3 yards (tackle by Jimmy Wyrick),3.710,2.760
4,14:20,2,13,DET 31,0,19,Michael Vick pass incomplete intended for Trevor Gaylor,2.760,2.080
4,14:17,3,13,DET 31,0,19,Michael Vick for 10 yards (tackle by Jimmy Wyrick),2.080,2.160
4,13:36,4,3,DET 21,0,22,Jay Feely 39 yard field goal good,2.160,3.000
4,13:36,,,ATL 30,0,22,"Jay Feely kicks off 73 yards, returned by Eddie Drummond for 88 yards (tackle by Fred Weary)",0.000,4.580
4,13:17,1,10,ATL 15,0,22,Mike McMahon middle for 4 yards (tackle by Keith Brooking),4.580,4.640
4,12:37,2,6,ATL 11,0,22,James Stewart right tackle for 10 yards (tackle by Keith Brooking),4.640,6.970
4,12:04,1,1,ATL 1,0,22,James Stewart right tackle for no gain (tackle by Johndale Carty),6.970,5.910
4,11:26,2,1,ATL 1,0,22,Cory Schlesinger middle for no gain (tackle by Mark Simoneau),5.910,5.170
4,10:46,3,1,ATL 1,0,22,Cory Schlesinger middle for no gain (tackle by Johndale Carty),5.170,3.550
4,10:01,4,1,ATL 1,6,22,"Mike McMahon pass complete to James Stewart for 1 yard, touchdown",3.550,7.000
4,10:01,4,,ATL 1,8,22,"Two Point Attempt: Mike McMahon pass complete to Bill Schroeder, conversion succeeds. Penalty on ATL: Defensive 12 On-field, 5 yards",1.000,1.000
4,10:01,,,DET 35,8,22,"Jason Hanson kicks off 65 yards, touchback",0.000,0.280
4,9:53,1,10,ATL 20,8,22,"Michael Vick pass complete to Bob Christian for 14 yards (tackle by Barrett Green). Bob Christian fumbles (forced by Barrett Green), recovered by Andre' Goodman at ATL-35 and returned for 20 yards (tackle by Trevor Gaylor)",0.280,-4.580
4,9:41,1,10,ATL 15,8,22,Mike McMahon pass incomplete,4.580,3.950
4,9:37,2,10,ATL 15,14,22,"Mike McMahon pass complete to Aveion Cason for 15 yards, touchdown",3.950,7.000
4,9:37,,,ATL 15,15,22,Jason Hanson kicks extra point good,0.000,0.000
4,9:37,,,DET 30,15,22,"Jason Hanson kicks off 64 yards, returned by Allen Rossum for 17 yards (tackle by Josh Thornhill). Penalty on Johndale Carty: Offensive Holding, 10 yards",0.000,-0.350
4,9:25,1,10,ATL 12,15,22,Warrick Dunn middle for 22 yards,-0.350,1.200
4,8:56,1,10,ATL 34,15,22,Michael Vick pass incomplete intended for Brian Kozlowski,1.200,0.660
,,,,,,,"DET challenged the ruling, and the play was upheld.",,
4,8:49,2,10,ATL 34,15,22,Michael Vick pass complete to Warrick Dunn for no gain,0.660,-0.030
4,8:09,3,10,ATL 34,15,22,Michael Vick pass incomplete intended for Quentin McCord,-0.030,3.710
4,8:00,1,10,DET 28,15,22,Warrick Dunn left tackle for 6 yards (tackle by Corey Harris and Donte Curry),3.710,3.980
4,7:14,2,4,DET 22,15,22,Warrick Dunn right tackle for 1 yard (tackle by Corey Harris and Lamar Campbell),3.980,3.400
4,6:30,3,3,DET 21,15,22,Michael Vick for 4 yards (tackle by Lamar Campbell),3.400,4.440
4,6:00,1,10,DET 17,15,22,Warrick Dunn left tackle for 6 yards (tackle by Jeff Gooch),4.440,4.890
4,5:20,2,4,DET 11,15,22,Warrick Dunn left tackle for 3 yards (tackle by Donte Curry),4.890,4.800
4,4:36,3,1,DET 8,15,22,George Layne middle for 5 yards (tackle by Kalimba Edwards),4.800,6.510
4,3:53,1,3,DET 3,15,28,"Warrick Dunn middle for 3 yards, touchdown",6.510,7.000
4,3:53,,,DET 3,15,29,Jay Feely kicks extra point good,0.000,0.000
4,3:53,,,ATL 30,15,29,"Jay Feely kicks off 60 yards, returned by Cory Schlesinger for 15 yards (tackle by Artie Ulmer)",0.000,0.610
4,3:42,1,10,DET 25,15,29,Mike McMahon pass incomplete intended for Scotty Anderson,0.610,0.060
4,3:38,2,10,DET 25,15,29,Mike McMahon pass incomplete intended for James Stewart,0.060,-0.620
4,3:33,3,10,DET 25,15,29,Mike McMahon pass incomplete is intercepted by Kevin Mathis at DET-37,-0.620,-3.120
4,3:27,1,10,DET 37,15,29,Warrick Dunn left end for 4 yards (tackle by Travis Kirschke),3.120,3.110
4,2:42,2,6,DET 33,15,29,Warrick Dunn right tackle for 5 yards (tackle by Kalimba Edwards),3.110,3.070
4,2:26,2,6,DET 33,,,Timeout #2 by Detroit Lions,3.110,3.070
4,2:26,3,1,DET 28,15,29,"Penalty on Reggie Kelly: False Start, 5 yards (no play)",3.070,2.410
4,2:26,3,6,DET 33,15,29,"Penalty on Kynan Forney: False Start, 5 yards (no play)",2.410,1.750
4,2:26,3,11,DET 38,15,29,Warrick Dunn middle for 4 yards (tackle by Chris Claiborne),1.750,1.060
4,2:00,4,7,DET 34,15,35,"Michael Vick pass complete to Brian Finneran for 34 yards, touchdown",1.060,7.000
4,2:00,,,DET 34,15,36,Jay Feely kicks extra point good,0.000,0.000
4,2:00,,,ATL 30,15,36,"Jay Feely kicks off 64 yards, returned by Eddie Drummond for 19 yards (tackle by Johndale Carty)",0.000,0.610
4,1:44,1,10,DET 25,15,36,Mike McMahon pass complete to Mikhael Ricks for 2 yards,0.610,0.330
4,1:39,2,8,DET 27,15,36,Mike McMahon pass incomplete intended for Mikhael Ricks,0.330,-0.360
4,1:35,3,8,DET 27,15,36,Mike McMahon pass incomplete intended for Scotty Anderson,-0.360,-1.570
4,1:29,4,8,DET 27,15,36,Mike McMahon sacked by Patrick Kerney for -12 yards,-1.570,-4.580
4,1:23,1,10,DET 15,15,36,Michael Vick kneels for -1 yards,4.580,3.810
4,0:41,2,11,DET 16,15,36,Michael Vick kneels for -1 yards,3.810,2.980
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
