#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,15:00,CHI 18,3,1:34,6,Punt
2,1,11:11,CHI 23,3,1:36,7,Punt
3,1,8:02,CHI 16,3,1:34,-2,Interception
4,1,4:20,CHI 18,7,2:58,39,Interception
5,2,13:49,CHI 3,3,1:35,5,Punt
6,2,8:53,CHI 26,9,4:12,74,Touchdown
7,2,2:56,OAK 35,5,2:38,28,Interception
8,2,0:02,,0,0:02,0,End of Half
9,3,11:08,CHI 20,5,2:46,8,Punt
10,3,6:44,CHI 17,3,1:12,-7,Punt
11,3,0:22,CHI 18,10,4:31,51,Field Goal
12,4,10:00,CHI 20,7,2:43,45,Field Goal
13,4,3:47,CHI 16,5,1:36,84,Touchdown
14,4,1:01,CHI 4,6,1:01,32,End of Game
