Quarter,Time,Down,ToGo,Location,CHI,MIN,Detail,EPB,EPA
3,13:12,2,4,MIN 45,11,6,David Montgomery left tackle for 6 yards (tackle by Stephen Weatherly and Kentrell Brothers),2.460,2.980
3,12:32,1,10,MIN 39,11,6,David Montgomery up the middle for 7 yards (tackle by Ifeadi Odenigbo),2.980,3.390
3,11:54,2,3,MIN 32,11,6,Ryan Nall up the middle for 7 yards (tackle by Jayron Kearse and Ifeadi Odenigbo),3.390,3.910
3,11:18,1,10,MIN 25,11,6,Ryan Nall up the middle for 1 yard (tackle by Eric Wilson and Armon Watts),3.910,3.500
3,10:39,2,9,MIN 24,11,6,Mitchell Trubisky pass complete short right to Riley Ridley for 10 yards (tackle by Kris Boyd),3.500,4.650
3,9:58,1,10,MIN 14,17,6,"David Montgomery up the middle for 14 yards, touchdown",4.650,7.000
3,9:49,,,MIN 15,18,6,Eddy Pineiro kicks extra point good,0.000,0.000
3,9:49,,,CHI 35,18,6,"Eddy Pineiro kicks off 65 yards, touchback.",0.000,0.610
3,9:49,1,10,MIN 25,18,6,Mike Boone left guard for 1 yard (tackle by Nick Williams and Kevin Pierre-Louis),0.610,0.200
3,9:10,2,9,MIN 26,18,6,Mike Boone right tackle for 8 yards (tackle by Kevin Pierre-Louis and Nick Kwiatkoski),0.200,0.560
3,8:30,3,1,MIN 34,18,6,"Mike Boone right end for 14 yards (tackle by Ha Ha Clinton-Dix). Penalty on Olisaemeka Udoh: Offensive Holding, 10 yards (no play)",0.560,-0.760
3,8:02,3,11,MIN 24,18,6,Sean Mannion pass incomplete short right intended for Laquon Treadwell,-0.760,-1.770
3,7:55,4,11,MIN 24,18,6,Britton Colquitt punts 52 yards out of bounds,-1.770,-0.540
3,7:48,1,10,CHI 24,18,6,David Montgomery left tackle for 7 yards (tackle by Jaleel Johnson and Kentrell Brothers),0.540,0.940
3,7:12,2,3,CHI 31,18,6,Mitchell Trubisky pass complete short right to Allen Robinson for -3 yards (tackle by Kris Boyd),0.940,-0.160
3,6:29,3,6,CHI 28,18,6,"Mitchell Trubisky pass complete short right to Allen Robinson for 8 yards (tackle by Kris Boyd). Penalty on Allen Robinson: Unsportsmanlike Conduct, 15 yards",-0.160,0.340
3,5:55,1,10,CHI 21,18,6,Mitchell Trubisky pass incomplete short right intended for Allen Robinson,0.340,-0.200
3,5:52,2,10,CHI 21,18,6,Mitchell Trubisky pass incomplete short right,-0.200,-0.890
3,5:48,3,10,CHI 21,18,6,Mitchell Trubisky pass complete short right to Tarik Cohen for 12 yards (tackle by Kris Boyd),-0.890,1.140
3,5:08,1,10,CHI 33,18,6,David Montgomery left guard for 8 yards (tackle by Cameron Smith),1.140,1.670
3,4:25,2,2,CHI 41,18,6,David Montgomery left tackle for 1 yard (tackle by Cameron Smith and Ifeadi Odenigbo),1.670,1.090
3,3:48,,,,,,Timeout #1 by Chicago Bears,,
3,3:48,3,1,CHI 42,18,6,David Montgomery up the middle for no gain (tackle by Jayron Kearse and Cameron Smith),1.090,-0.590
3,3:07,4,1,CHI 42,18,6,Mitchell Trubisky up the middle for no gain (tackle by Andrew Sendejo),-0.590,-2.720
3,3:00,1,10,CHI 43,18,6,Sean Mannion pass complete short left to Olabisi Johnson for 12 yards (tackle by Kevin Toliver),2.720,3.510
3,2:24,1,10,CHI 31,18,6,Sean Mannion pass complete short right to Mike Boone for 5 yards (tackle by Kyle Fuller and Isaiah Irving),3.510,3.640
3,1:44,2,5,CHI 26,18,6,Sean Mannion pass incomplete short left intended for C.J. Ham,3.640,2.940
3,1:39,3,5,CHI 26,18,6,Sean Mannion pass complete short left to Olabisi Johnson for 8 yards (tackle by Buster Skrine),2.940,4.370
3,1:06,1,10,CHI 18,18,6,Ameer Abdullah right guard for 11 yards (tackle by Kevin Toliver),4.370,5.600
3,0:22,1,7,CHI 7,18,6,Mike Boone up the middle for 2 yards (tackle by Ha Ha Clinton-Dix),5.600,5.150
Quarter,Time,Down,ToGo,Location,CHI,MIN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,5,CHI 5,18,6,Mike Boone left guard for 4 yards (tackle by Nick Kwiatkoski and Brent Urban),5.150,5.170
4,14:17,3,1,CHI 1,18,12,"Mike Boone right guard for 1 yard, touchdown",5.170,7.000
4,14:13,,,CHI 15,18,13,Dan Bailey kicks extra point good,0.000,0.000
4,14:13,,,MIN 35,18,13,"Dan Bailey kicks off 65 yards, touchback.",0.000,0.610
4,14:13,1,10,CHI 25,18,13,Mitchell Trubisky pass incomplete short middle intended for Javon Wims,0.610,0.060
4,14:10,,,,,,Timeout #2 by Chicago Bears,,
4,14:10,2,10,CHI 25,18,13,Mitchell Trubisky pass incomplete short middle intended for Riley Ridley,0.060,-0.620
4,14:07,3,10,CHI 25,18,13,Mitchell Trubisky pass complete short left to Tarik Cohen for 9 yards (tackle by Kentrell Brothers),-0.620,-1.110
4,13:27,4,1,CHI 34,18,13,"Pat O'Donnell punts 54 yards, returned by Olabisi Johnson for 8 yards (tackle by Ryan Nall)",-1.110,-0.280
4,13:14,1,10,MIN 20,18,13,Sean Mannion pass complete short right to Tyler Conklin for 9 yards (tackle by Ha Ha Clinton-Dix),0.280,0.950
4,12:39,2,1,MIN 29,18,13,Mike Boone right guard for 1 yard (tackle by Roy Robertson-Harris and Leonard Floyd),0.950,0.940
4,12:01,1,10,MIN 30,18,13,Mike Boone up the middle for 1 yard (tackle by Abdullah Anderson and Khalil Mack),0.940,0.530
4,11:26,2,9,MIN 31,18,13,Sean Mannion pass complete short left to Ameer Abdullah for 7 yards (tackle by Roy Robertson-Harris),0.530,0.760
4,10:48,3,2,MIN 38,18,13,"Sean Mannion pass incomplete deep left intended for Alexander Hollins. Penalty on Ha Ha Clinton-Dix: Unnecessary Roughness, 14 yards (no play)",0.760,2.390
4,10:43,1,10,CHI 48,18,13,Sean Mannion pass complete deep left to Alexander Hollins for 35 yards,2.390,4.710
4,10:13,1,10,CHI 13,18,13,Mike Boone left end for no gain (tackle by Nick Kwiatkoski),4.710,4.050
4,9:30,2,10,CHI 13,18,13,"Sean Mannion pass complete short middle to Mike Boone for 7 yards (tackle by Buster Skrine). Penalty on Olisaemeka Udoh: Unnecessary Roughness, 15 yards",4.050,2.410
4,9:02,3,18,CHI 21,18,13,Sean Mannion pass incomplete short right intended for Laquon Treadwell (defended by Leonard Floyd),2.410,2.060
4,8:59,4,18,CHI 21,18,16,Dan Bailey 39 yard field goal good,2.060,3.000
4,8:54,,,MIN 35,18,16,"Dan Bailey kicks off 65 yards, touchback.",0.000,0.610
4,8:54,1,10,CHI 25,18,16,David Montgomery up the middle for 4 yards (tackle by Stephen Weatherly and Ifeadi Odenigbo),0.610,0.600
4,8:19,2,6,CHI 29,18,16,David Montgomery left end for 6 yards (tackle by Mackensie Alexander),0.600,1.270
4,7:37,1,10,CHI 35,18,16,David Montgomery left end for 2 yards (tackle by Stephen Weatherly and Armon Watts),1.270,0.990
4,6:53,2,8,CHI 37,18,16,"Mitchell Trubisky sacked by Armon Watts for -8 yards. Mitchell Trubisky fumbles (forced by Armon Watts), recovered by Mitchell Trubisky at CHI-30",0.990,-0.760
4,6:25,3,16,CHI 29,18,16,"Mitchell Trubisky sacked by Ifeadi Odenigbo for -6 yards. Mitchell Trubisky fumbles (forced by Ifeadi Odenigbo), recovered by Ifeadi Odenigbo at CHI-23 (tackle by Ted Larsen)",-0.760,-4.040
4,6:20,1,10,CHI 23,18,16,Mike Boone left tackle for 4 yards (tackle by Nick Williams and Kevin Pierre-Louis),4.040,4.050
4,5:39,2,6,CHI 19,18,16,Ameer Abdullah left tackle for 3 yards (tackle by Nick Williams),4.050,3.850
4,5:00,3,3,CHI 16,18,16,Sean Mannion pass incomplete short left intended for Alexander Hollins,3.850,2.480
4,4:57,4,3,CHI 16,18,19,Dan Bailey 34 yard field goal good,2.480,3.000
4,4:53,,,MIN 35,18,19,"Dan Bailey kicks off 65 yards, touchback.",0.000,0.610
4,4:53,1,10,CHI 25,18,19,Mitchell Trubisky pass complete short left to Tarik Cohen for 6 yards (tackle by Eric Wilson),0.610,0.870
4,4:30,2,4,CHI 31,18,19,Mitchell Trubisky pass complete short middle to Javon Wims for 6 yards (tackle by Kentrell Brothers),0.870,1.400
4,4:05,1,10,CHI 37,18,19,Mitchell Trubisky pass complete short right to Tarik Cohen for 6 yards (tackle by Kris Boyd),1.400,1.670
4,4:00,2,4,CHI 43,18,19,David Montgomery left guard for 5 yards (tackle by Jayron Kearse and Eric Wilson),1.670,2.130
4,3:22,1,10,CHI 48,18,19,Mitchell Trubisky pass incomplete short right intended for Allen Robinson,2.130,1.580
4,3:17,2,10,CHI 48,18,19,Mitchell Trubisky up the middle for 1 yard (tackle by Eric Wilson),1.580,1.020
4,2:39,3,9,CHI 49,18,19,Mitchell Trubisky pass incomplete short middle intended for Tarik Cohen (defended by Hercules Mata'afa),1.020,-0.130
4,2:36,4,9,CHI 49,18,19,Mitchell Trubisky pass complete deep right to Riley Ridley for 32 yards (tackle by Kris Boyd),-0.130,4.310
4,2:00,1,10,MIN 19,18,19,David Montgomery right guard for 5 yards (tackle by Stephen Weatherly and Jaleel Johnson),4.310,4.530
4,1:56,,,,,,Timeout #1 by Minnesota Vikings,,
4,1:56,2,5,MIN 14,18,19,David Montgomery right tackle for 3 yards (tackle by Eric Wilson and Jaleel Johnson),4.530,4.430
4,1:51,,,,,,Timeout #2 by Minnesota Vikings,,
4,1:51,3,2,MIN 11,18,19,Mitchell Trubisky pass complete short left to Allen Robinson for 3 yards (tackle by Kris Boyd),4.430,5.370
4,1:47,1,8,MIN 8,18,19,David Montgomery left tackle for 1 yard (tackle by Holton Hill),5.370,4.760
4,1:43,,,,,,Timeout #3 by Minnesota Vikings,,
4,1:43,2,7,MIN 7,18,19,David Montgomery left end for 2 yards (tackle by Ifeadi Odenigbo),4.760,4.260
4,0:58,3,5,MIN 5,18,19,David Montgomery right guard for 1 yard (tackle by Stephen Weatherly and Cameron Smith),4.260,3.030
4,0:12,,,,,,Timeout #3 by Chicago Bears,,
4,0:12,4,4,MIN 4,21,19,Eddy Pineiro 22 yard field goal good,3.030,3.000
4,0:10,,,CHI 35,21,19,"Eddy Pineiro kicks off 64 yards, returned by Ameer Abdullah for 28 yards (tackle by Isaiah Irving)",0.000,0.870
4,0:04,1,10,MIN 29,21,19,Sean Mannion pass deep right is intercepted by Eddie Jackson at CHI-10 and returned for 14 yards,0.870,3.970
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
