Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Tarik Cohen,CHI,10,9,44,0,1,-9,-1.0,53,5.9,-0.9,1,9.0,0,0.0,0,85.0
Allen Robinson,CHI,12,9,71,0,6,53,5.9,18,2.0,6.9,0,,0,0.0,0,89.2
Riley Ridley,CHI,4,3,54,0,3,39,13.0,15,5.0,11.8,0,,0,0.0,0,116.7
Javon Wims,CHI,7,3,23,0,2,17,5.7,6,2.0,11.6,0,,0,0.0,0,51.5
Anthony Miller,CHI,1,1,5,0,,5,5.0,0,0.0,5.0,0,,0,0.0,0,87.5
Eric Saubert,CHI,1,1,10,0,1,-1,-1.0,11,11.0,-1.0,0,,0,0.0,0,108.3
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Ameer Abdullah,MIN,4,3,14,0,0,0,0.0,14,4.7,-1.0,0,,0,0.0,0,79.2
Olabisi Johnson,MIN,4,3,34,0,3,16,5.3,18,6.0,3.8,0,,0,0.0,0,100.0
Mike Boone,MIN,3,2,12,0,0,-2,-1.0,14,7.0,0.7,1,2.0,1,33.3,1,34.7
Alexander Hollins,MIN,3,2,46,0,2,40,20.0,6,3.0,16.0,0,,1,33.3,0,109.7
Tyler Conklin,MIN,1,1,9,0,,9,9.0,0,0.0,9.0,0,,0,0.0,0,104.2
Irv Smith Jr.,MIN,2,1,11,0,1,-3,-3.0,14,14.0,-1.5,0,,0,0.0,0,66.7
C.J. Ham,MIN,1,0,0,0,0,0,,0,,1.0,0,,0,0.0,0,39.6
Laquon Treadwell,MIN,2,0,0,0,,0,,0,,1.5,0,,1,50.0,0,39.6
