Quarter,Time,Down,ToGo,Location,MIN,SFO,Detail,EPB,EPA
1,5:48,2,8,SFO 32,7,0,Tarvaris Jackson pass complete short right to Visanthe Shiancoe for 2 yards,3.040,2.610
1,5:19,3,6,SFO 30,7,0,Tarvaris Jackson pass incomplete short left intended for Sidney Rice,2.610,1.430
1,5:13,4,6,SFO 30,10,0,Ryan Longwell 48 yard field goal good,1.430,3.000
1,,,,MIN 30,10,0,"Ryan Longwell kicks off 63 yards, returned by Maurice Hicks for 15 yards (tackle by Heath Farwell)",0.000,0.410
1,5:02,1,10,SFO 22,10,0,Trent Dilfer pass incomplete short right intended for Vernon Davis,0.410,-0.130
1,5:00,2,10,SFO 22,10,0,"Penalty on Vernon Davis: False Start, 5 yards (no play)",-0.130,-0.940
1,5:00,2,15,SFO 17,10,0,Frank Gore left tackle for 8 yards (tackle by Ben Leber),-0.940,-0.430
1,4:20,3,7,SFO 25,10,0,Trent Dilfer pass complete short middle to Maurice Hicks for 11 yards (tackle by Ben Leber),-0.430,1.330
1,3:37,1,10,SFO 36,10,0,"Trent Dilfer for no gain. Trent Dilfer fumbles, recovered by Trent Dilfer at SFO-27",1.330,-0.430
1,2:55,2,19,SFO 27,10,0,Michael Robinson right guard for 1 yard (tackle by Jayme Mitchell and Adrian Peterson),-0.430,-0.960
1,2:13,3,18,SFO 28,10,0,Trent Dilfer pass incomplete short left intended for Arnaz Battle (defended by Cedric Griffin),-0.960,-1.500
1,2:06,4,18,SFO 28,10,0,Andy Lee punts 30 yards,-1.500,-1.730
1,1:58,1,10,MIN 42,10,0,Adrian Peterson up the middle for 4 yards (tackle by Isaac Sopoaga),1.730,1.730
1,1:18,2,6,MIN 46,10,0,Tarvaris Jackson pass complete short left to Robert Ferguson for 23 yards (tackle by Walt Harris),1.730,3.510
1,0:32,1,10,SFO 31,10,0,Tarvaris Jackson pass incomplete short right intended for Sidney Rice,3.510,2.970
1,0:26,2,10,SFO 31,10,0,Tarvaris Jackson pass complete short right to Visanthe Shiancoe for 9 yards (tackle by Derek Smith),2.970,3.470
Quarter,Time,Down,ToGo,Location,MIN,SFO,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,1,SFO 22,10,0,Adrian Peterson up the middle for 3 yards (tackle by Patrick Willis),3.470,4.310
2,14:24,1,10,SFO 19,10,0,Tarvaris Jackson pass incomplete deep middle intended for Visanthe Shiancoe,4.310,3.750
2,14:19,2,10,SFO 19,16,0,"Tarvaris Jackson pass complete short right to Robert Ferguson for 19 yards, touchdown",3.750,7.000
2,,,,SFO 2,17,0,Ryan Longwell kicks extra point good,0.000,0.000
2,,,,MIN 30,17,0,"Ryan Longwell kicks off 69 yards, returned by Maurice Hicks for 55 yards (tackle by Charles Gordon)",0.000,2.650
2,14:03,1,10,MIN 44,17,0,Frank Gore left tackle for 2 yards (tackle by Pat Williams),2.650,2.380
2,13:25,2,8,MIN 42,17,0,Trent Dilfer pass complete short right to Darrell Jackson for -1 yards (tackle by Pat Williams),2.380,1.550
2,12:36,3,9,MIN 43,17,0,Trent Dilfer pass incomplete short right intended for Darrell Jackson,1.550,0.400
2,12:31,4,9,MIN 43,17,0,"Andy Lee punts 33 yards, fair catch by Bobby Wade",0.400,0.380
2,12:25,1,10,MIN 10,17,0,"Chester Taylor right end for 11 yards (tackle by Nate Clements and Patrick Willis). Penalty on Visanthe Shiancoe: Offensive Holding, 5 yards (no play)",-0.380,-0.570
2,12:08,1,15,MIN 5,17,0,Chester Taylor left guard for 5 yards (tackle by Aubrayo Franklin),-0.570,-0.780
2,11:24,2,10,MIN 10,17,0,Chester Taylor up the middle for 3 yards (tackle by Marques Douglas and Patrick Willis),-0.780,-1.070
2,10:42,3,7,MIN 13,17,0,Tarvaris Jackson pass complete short left to Sidney Rice for 9 yards (tackle by Mark Roman),-1.070,0.410
2,10:02,1,10,MIN 22,17,0,Tarvaris Jackson up the middle for 2 yards (tackle by Ronald Fields and Parys Haralson),0.410,0.140
2,9:18,2,8,MIN 24,17,0,Tarvaris Jackson pass incomplete short left intended for Aundrae Allison,0.140,-0.560
2,9:13,3,8,MIN 24,17,0,Tarvaris Jackson pass complete short right to Bobby Wade for 5 yards (tackle by Michael Lewis),-0.560,-1.440
2,9:07,4,3,MIN 29,17,0,"Chris Kluwe punts 53 yards, returned by Nate Clements for 16 yards (tackle by Heath Farwell)",-1.440,-1.200
2,8:55,1,10,SFO 34,17,0,"Frank Gore up the middle for 5 yards (tackle by Conrad Bolston). Frank Gore fumbles (forced by Conrad Bolston), recovered by E.J. Henderson at SFO-39 and returned for 16 yards (tackle by Trent Dilfer)",1.200,-4.040
2,8:47,1,10,SFO 23,17,0,Adrian Peterson right end for -6 yards (tackle by Nate Clements),4.040,2.690
2,8:08,2,16,SFO 29,17,0,Tarvaris Jackson up the middle for 1 yard (tackle by Ronald Fields),2.690,2.150
2,7:25,3,15,SFO 28,17,0,Tarvaris Jackson pass incomplete short left intended for Chester Taylor,2.150,1.590
2,7:20,4,15,SFO 28,20,0,Ryan Longwell 46 yard field goal good,1.590,3.000
2,,,,MIN 30,20,0,"Ryan Longwell kicks off 70 yards, returned by Maurice Hicks for 55 yards (tackle by Ryan Longwell)",0.000,2.590
2,7:07,1,10,MIN 45,20,0,Trent Dilfer pass incomplete deep middle intended for Ashley Lelie (defended by Cedric Griffin),2.590,2.040
2,7:02,2,10,MIN 45,20,0,Trent Dilfer pass incomplete short middle intended for Vernon Davis (defended by E.J. Henderson),2.040,1.360
2,6:59,3,10,MIN 45,20,0,Trent Dilfer pass incomplete short right intended for Ashley Lelie,1.360,0.270
2,6:54,4,10,MIN 45,20,0,Andy Lee punts 26 yards,0.270,-0.150
2,6:45,1,10,MIN 19,20,0,Adrian Peterson up the middle for -3 yards (tackle by Parys Haralson),0.150,-0.870
2,6:07,2,13,MIN 16,26,0,"Chester Taylor left end for 84 yards, touchdown",-0.870,7.000
2,,,,SFO 2,27,0,Ryan Longwell kicks extra point good,0.000,0.000
2,,,,MIN 30,27,0,Ryan Longwell kicks off 57 yards,0.000,1.600
2,5:52,1,10,SFO 40,27,0,Trent Dilfer pass complete short middle to Frank Gore for 6 yards (tackle by Chad Greenway),1.600,1.860
2,5:16,2,4,SFO 46,27,0,Trent Dilfer pass incomplete short right intended for Ashley Lelie,1.860,1.160
2,5:07,3,4,SFO 46,27,0,Trent Dilfer pass complete short left to Darrell Jackson for 7 yards (tackle by Charles Gordon),1.160,2.460
2,4:23,1,10,MIN 47,27,0,Trent Dilfer sacked by Pat Williams for -9 yards,2.460,0.700
2,3:51,2,19,SFO 44,27,0,Frank Gore left tackle for 2 yards (tackle by Chad Greenway),0.700,0.300
2,3:09,3,17,SFO 46,27,0,Trent Dilfer pass incomplete short middle intended for Ashley Lelie,0.300,-0.320
2,3:01,4,17,SFO 46,27,0,"Andy Lee punts 46 yards, returned by Bobby Wade for 6 yards (tackle by Maurice Hicks)",-0.320,0.280
2,2:48,1,10,MIN 14,27,0,"Tarvaris Jackson pass complete short left to Aundrae Allison for 14 yards (tackle by Walt Harris). Aundrae Allison fumbles (forced by Walt Harris), recovered by Patrick Willis at MIN-28 (tackle by Aundrae Allison)",-0.280,-3.710
2,2:39,1,10,MIN 28,27,0,Frank Gore up the middle for 4 yards (tackle by Brian Robison),3.710,3.710
2,2:00,2,6,MIN 24,27,0,Trent Dilfer pass complete short middle to Darrell Jackson for 7 yards (tackle by Antoine Winfield),3.710,4.440
2,1:24,1,10,MIN 17,27,0,Trent Dilfer pass incomplete deep middle intended for Darrell Jackson,4.440,3.850
2,1:18,2,10,MIN 17,27,0,Frank Gore right guard for 3 yards (tackle by Jayme Mitchell and E.J. Henderson),3.850,3.500
2,0:52,3,7,MIN 14,27,0,Trent Dilfer pass complete short middle to Frank Gore for 5 yards (tackle by Chad Greenway),3.500,2.950
2,0:28,,,,27,0,Timeout #2 by San Francisco 49ers,0.000,2.950
2,0:28,4,2,MIN 9,27,0,Trent Dilfer left end for 1 yard (tackle by Charles Gordon),2.950,0.380
2,0:19,1,10,MIN 8,27,0,Tarvaris Jackson kneels for -1 yards,-0.380,-0.850
Quarter,Time,Down,ToGo,Location,MIN,SFO,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SFO 30,27,0,"Joe Nedney kicks off 72 yards, touchback",0.000,0.280
3,15:00,1,10,MIN 20,27,0,Tarvaris Jackson pass incomplete,0.280,-0.270
3,14:54,2,10,MIN 20,27,0,Adrian Peterson up the middle for no gain (tackle by Bryant Young),-0.270,-0.960
3,14:26,3,10,MIN 20,27,0,Tarvaris Jackson pass complete short right to Chester Taylor for 4 yards (tackle by Patrick Willis),-0.960,-1.770
3,13:53,4,6,MIN 24,27,0,"Chris Kluwe punts 50 yards, returned by Nate Clements for 13 yards (tackle by Chad Greenway)",-1.770,-1.530
3,13:37,1,10,SFO 39,27,0,Shaun Hill pass complete short right to Delanie Walker for 9 yards (tackle by Dwight Smith),1.530,2.200
3,13:21,2,1,SFO 48,27,0,Frank Gore right guard for 5 yards (tackle by Chad Greenway and Brian Robison),2.200,2.460
3,12:28,1,10,MIN 47,27,0,Shaun Hill pass complete short left to Darrell Jackson for 11 yards (tackle by Darren Sharper),2.460,3.180
3,11:53,1,10,MIN 36,27,0,Frank Gore up the middle for -1 yards (tackle by Brian Robison),3.180,2.500
3,11:14,2,11,MIN 37,27,0,Shaun Hill pass complete short middle to Vernon Davis for 7 yards (tackle by Cedric Griffin),2.500,2.740
3,10:28,3,4,MIN 30,27,0,Shaun Hill pass complete short left to Arnaz Battle for 8 yards (tackle by Dwight Smith),2.740,4.110
3,9:47,1,10,MIN 22,27,0,Shaun Hill pass incomplete short middle intended for Frank Gore,4.110,3.560
3,9:36,2,10,MIN 22,27,0,Frank Gore left guard for 9 yards (tackle by Darren Sharper),3.560,4.390
3,9:00,3,1,MIN 13,27,0,Frank Gore up the middle for 2 yards (tackle by E.J. Henderson),4.390,4.840
3,8:15,1,10,MIN 11,27,0,Shaun Hill pass complete short right to Delanie Walker for 5 yards (tackle by Chad Greenway),4.840,5.080
3,7:51,2,5,MIN 6,27,0,Frank Gore right tackle for 1 yard (tackle by Antoine Winfield),5.080,4.440
3,7:12,3,4,MIN 5,27,6,"Shaun Hill pass complete short left to Arnaz Battle for 5 yards, touchdown",4.440,7.000
3,,,,MIN 2,27,7,Joe Nedney kicks extra point good,0.000,0.000
3,,,,SFO 30,27,7,"Joe Nedney kicks off 72 yards, returned by Aundrae Allison for 22 yards (tackle by Bryan Gilmore)",0.000,0.280
3,7:00,1,10,MIN 20,27,7,Adrian Peterson up the middle for 3 yards (tackle by Parys Haralson),0.280,0.140
3,6:25,2,7,MIN 23,27,7,Tarvaris Jackson pass complete short right to Bobby Wade for 6 yards (tackle by Nate Clements),0.140,0.230
3,5:45,3,1,MIN 29,27,7,Tarvaris Jackson pass complete short left to Robert Ferguson for 6 yards (tackle by Walt Harris),0.230,1.270
3,5:15,1,10,MIN 35,27,7,Adrian Peterson right end for no gain (tackle by Nate Clements),1.270,0.720
3,4:45,2,10,MIN 35,27,7,Adrian Peterson up the middle for 1 yard (tackle by Patrick Willis),0.720,0.170
3,4:02,3,9,MIN 36,27,7,Tarvaris Jackson up the middle for 2 yards (tackle by Tully Banta-Cain),0.170,-0.850
3,3:28,4,7,MIN 38,27,7,"Chris Kluwe punts 37 yards, returned by Nate Clements for no gain",-0.850,-0.610
3,3:17,1,10,SFO 25,27,7,Shaun Hill pass complete short middle to Delanie Walker for 26 yards (tackle by Darren Sharper),0.610,2.320
3,2:48,1,10,MIN 49,27,7,Frank Gore left end for 8 yards (tackle by Darren Sharper),2.320,2.860
3,2:14,2,2,MIN 41,27,7,Shaun Hill pass incomplete short middle intended for Ashley Lelie is intercepted by Pat Williams at MIN-44 and returned for 1 yard (tackle by Shaun Hill),2.860,-1.930
3,2:07,1,10,MIN 45,27,7,Tarvaris Jackson pass incomplete short middle intended for Robert Ferguson,1.930,1.380
3,2:00,2,10,MIN 45,27,7,Chester Taylor left end for 6 yards (tackle by Donald Strickland),1.380,1.490
3,1:15,3,4,SFO 49,27,7,Tarvaris Jackson pass complete short middle to Bobby Wade for 14 yards (tackle by Dashon Goldson),1.490,3.250
3,0:39,1,10,SFO 35,27,7,Chester Taylor up the middle for -4 yards (tackle by Nate Clements),3.250,2.160
Quarter,Time,Down,ToGo,Location,MIN,SFO,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,14,SFO 39,27,7,Tarvaris Jackson pass incomplete short middle intended for Bobby Wade,2.160,1.490
4,14:55,3,14,SFO 39,27,7,Adrian Peterson right end for -1 yards (tackle by Walt Harris),1.490,0.590
4,14:17,4,15,SFO 40,27,7,Chris Kluwe punts 34 yards,0.590,0.380
4,14:09,1,10,SFO 6,27,7,Frank Gore up the middle for 3 yards (tackle by Brian Robison),-0.380,-0.560
4,13:33,2,7,SFO 9,27,7,Shaun Hill right end for 3 yards (tackle by Chad Greenway),-0.560,-0.720
4,12:48,3,4,SFO 12,27,7,Shaun Hill pass incomplete deep right intended for Darrell Jackson,-0.720,-2.490
4,12:43,4,4,SFO 12,27,7,"Andy Lee punts 60 yards, returned by Mewelde Moore for 3 yards (tackle by Michael Robinson). Penalty on Jeff Ulbrich: Ineligible Downfield Kick, 5 yards (no play)",-2.490,-2.490
4,12:31,4,9,SFO 7,27,7,Andy Lee punts 36 yards,-2.490,-2.720
4,12:23,1,10,SFO 43,27,7,"Adrian Peterson right end for 21 yards (tackle by Michael Lewis). Penalty on Matt Birk: Offensive Holding, 10 yards (no play)",2.720,2.060
4,12:00,1,20,MIN 47,27,7,Tarvaris Jackson pass complete short left to Robert Ferguson for 9 yards (tackle by Mark Roman),2.060,2.040
4,11:27,2,11,SFO 44,27,7,Adrian Peterson left end for -1 yards (tackle by Mark Roman and Patrick Willis),2.040,1.220
4,10:40,3,12,SFO 45,27,7,Tarvaris Jackson pass complete short middle to Chester Taylor for 9 yards (tackle by Marques Douglas),1.220,0.890
4,9:59,4,3,SFO 36,27,7,"Chris Kluwe punts 29 yards (tackle by Heath Farwell). Penalty on Cullen Loeffler: Offensive Holding, 10 yards",0.890,-0.610
4,9:51,1,10,SFO 25,27,7,Shaun Hill pass complete short right to Vernon Davis for 5 yards (tackle by E.J. Henderson),0.610,0.740
4,9:29,2,5,SFO 30,27,7,Shaun Hill pass incomplete short middle intended for Vernon Davis,0.740,0.040
4,9:22,3,5,SFO 30,27,7,Shaun Hill pass complete short middle to Vernon Davis for 8 yards (tackle by Antoine Winfield),0.040,1.470
4,8:44,1,10,SFO 38,27,7,"Shaun Hill pass complete short left to Ashley Lelie for 7 yards (tackle by Cedric Griffin). Ashley Lelie fumbles (forced by Cedric Griffin), recovered by Ashley Lelie at SFO-45",1.470,1.870
4,8:08,2,3,SFO 45,27,7,Shaun Hill pass incomplete short left intended for Frank Gore,1.870,1.160
4,8:04,3,3,SFO 45,27,7,Shaun Hill pass incomplete short middle intended for Delanie Walker (defended by Cedric Griffin),1.160,-0.390
4,8:00,4,3,SFO 45,27,7,Shaun Hill pass complete short middle to Delanie Walker for 11 yards (tackle by Cedric Griffin),-0.390,2.650
4,7:24,1,10,MIN 44,27,7,"Penalty on David Baas: False Start, 5 yards (no play)",2.650,2.320
4,7:09,1,15,MIN 49,27,7,Shaun Hill pass complete short right to Delanie Walker for 1 yard (tackle by Charles Gordon),2.320,1.710
4,6:35,2,13,MIN 47,27,7,"Penalty on Adam Snyder: False Start, 5 yards (no play)",1.710,1.030
4,6:08,2,18,SFO 48,27,7,Shaun Hill pass complete short right to Delanie Walker for 13 yards (tackle by Antoine Winfield),1.030,2.080
4,6:08,3,5,MIN 39,27,7,Shaun Hill pass complete to Frank Gore for 6 yards (tackle by Ben Leber),2.080,3.380
4,6:08,1,10,MIN 33,27,7,"Shaun Hill pass complete to Frank Gore for 5 yards (tackle by Ben Leber). Frank Gore fumbles (forced by Ben Leber), recovered by E.J. Henderson at MIN-28 (tackle by Delanie Walker)",3.380,-0.810
4,4:56,1,10,MIN 28,27,7,Adrian Peterson right end for -1 yards (tackle by Nate Clements),0.810,0.130
4,4:47,,,,27,7,Timeout #1 by San Francisco 49ers,0.000,0.130
4,4:47,2,11,MIN 27,27,7,Adrian Peterson right guard for 4 yards (tackle by Patrick Willis),0.130,-0.030
4,4:40,,,,27,7,Timeout #2 by San Francisco 49ers,0.000,-0.030
4,4:40,3,7,MIN 31,27,7,Tarvaris Jackson up the middle for no gain (tackle by Patrick Willis),-0.030,-1.310
4,4:34,,,,27,7,Timeout #3 by San Francisco 49ers,0.000,-1.310
4,4:34,4,7,MIN 31,27,7,"Chris Kluwe punts 48 yards, returned by Nate Clements for 3 yards (tackle by Jeff Dugan)",-1.310,-0.540
4,4:22,1,10,SFO 24,27,7,Shaun Hill pass complete short middle to Vernon Davis for 13 yards (tackle by E.J. Henderson),0.540,1.400
4,3:57,1,10,SFO 37,27,7,Shaun Hill pass complete short middle to Frank Gore for 9 yards (tackle by Chad Greenway),1.400,2.070
4,3:34,2,1,SFO 46,27,7,Shaun Hill pass complete short middle to Frank Gore for 2 yards (tackle by Darren Sharper),2.070,2.130
4,3:07,1,10,SFO 48,27,7,"Shaun Hill pass complete to Vernon Davis for 4 yards (tackle by Cedric Griffin). Penalty on Delanie Walker: Illegal Motion, 5 yards (no play)",2.130,1.800
4,3:02,1,15,SFO 43,27,7,Shaun Hill pass complete short middle to Frank Gore for 6 yards (tackle by Kenechi Udeze),1.800,1.720
4,2:40,2,9,SFO 49,27,7,"Penalty on Kwame Harris: False Start, 5 yards (no play)",1.720,1.040
4,2:37,2,14,SFO 44,27,7,Shaun Hill pass complete short middle to Vernon Davis for 9 yards (tackle by Chad Greenway),1.040,1.550
4,2:13,3,5,MIN 47,27,7,Shaun Hill pass complete short middle to Frank Gore for 10 yards (tackle by Charles Gordon),1.550,3.120
4,2:00,1,10,MIN 37,27,7,Shaun Hill pass complete short left to Michael Robinson for 4 yards (tackle by Dwight Smith),3.120,3.110
4,1:42,2,6,MIN 33,27,7,"Shaun Hill sacked by Otis Grigsby for -6 yards. Shaun Hill fumbles (forced by Otis Grigsby), recovered by Spencer Johnson at MIN-38 (tackle by Larry Allen)",3.110,-1.470
4,1:36,1,10,MIN 38,27,7,Tarvaris Jackson kneels for -1 yards,1.470,0.790
4,1:06,2,11,MIN 37,27,7,Tarvaris Jackson kneels for -1 yards,0.790,-0.030
4,0:36,3,12,MIN 36,27,7,Tarvaris Jackson kneels for -1 yards,-0.030,-1.040
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
