Quarter,Time,Tm,Detail,NYJ,MIA
1.0,8:42,Jets,Jerricho Cotchery 56 yard pass from Brett Favre (Mike Nugent kick),7,0
2.0,12:41,Dolphins,Anthony Fasano 5 yard pass from Chad Pennington (Dan Carpenter kick),7,7
,6:52,Jets,Chansi Stuckey 22 yard pass from Brett Favre (pass failed),13,7
3.0,1:08,Jets,Thomas Jones 6 yard rush (Mike Nugent kick),20,7
4.0,3:27,Dolphins,David Martin 11 yard pass from Chad Pennington (Dan Carpenter kick),20,14
