Quarter,Time,Tm,Detail,ATL,TAM
1.0,1:01,Buccaneers,Jameis Winston 5 yard rush (Connor Barth kick),0,7
2.0,9:36,Falcons,Shayne Graham 28 yard field goal,3,7
,1:01,Falcons,Shayne Graham 47 yard field goal,6,7
,0:00,Falcons,Shayne Graham 52 yard field goal,9,7
3.0,8:35,Falcons,Shayne Graham 29 yard field goal,12,7
,3:35,Buccaneers,Doug Martin 1 yard rush (pass failed),12,13
,1:21,Buccaneers,Connor Barth 23 yard field goal,12,16
4.0,10:41,Falcons,Nick Williams 5 yard pass from Matt Ryan (Shayne Graham kick),19,16
,1:39,Buccaneers,Mike Evans 6 yard pass from Jameis Winston (Connor Barth kick),19,23
