Quarter,Time,Down,ToGo,Location,CIN,JAX,Detail,EPB,EPA
1,5:30,2,10,JAX 41,0,7,Cedric Benson right guard for 8 yards (tackle by C.J. Mosley),2.310,2.680
1,4:43,3,2,JAX 33,0,7,Cedric Benson left end for 3 yards (tackle by Terrance Knighton),2.680,3.580
1,4:02,1,10,JAX 30,0,7,Andy Dalton sacked by Jeremy Mincey for -7 yards,3.580,2.090
1,3:30,2,17,JAX 37,0,7,Andy Dalton pass incomplete short left intended for Jerome Simpson (defended by Drew Coleman),2.090,1.420
1,3:25,3,17,JAX 37,6,7,"Andy Dalton pass complete deep right to A.J. Green for 37 yards, touchdown",1.420,7.000
1,3:25,,,JAX 37,7,7,Mike Nugent kicks extra point good,0.000,0.000
1,3:25,,,CIN 35,7,7,"Mike Nugent kicks off 65 yards, touchback",0.000,0.280
1,3:17,1,10,JAX 20,7,7,Maurice Jones-Drew middle for 2 yards (tackle by Domata Peko),0.280,0.000
1,2:37,2,8,JAX 22,7,7,Blaine Gabbert sacked by Pat Sims for -5 yards,0.000,-1.510
1,2:02,3,13,JAX 17,7,7,Blaine Gabbert pass complete short right to Deji Karim for 20 yards (tackle by Morgan Trent),-1.510,1.400
1,1:12,1,10,JAX 37,7,7,Maurice Jones-Drew middle for 4 yards (tackle by Manny Lawson),1.400,1.400
1,0:30,2,6,JAX 41,7,7,Maurice Jones-Drew middle for -1 yards (tackle by Frostee Rucker),1.400,0.560
Quarter,Time,Down,ToGo,Location,CIN,JAX,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,7,JAX 40,7,7,Blaine Gabbert right end for 4 yards (tackle by Reggie Nelson),0.560,-0.460
2,14:38,4,3,JAX 44,7,7,"Matt Turk punts 51 yards, returned by Brandon Tate for 2 yards (tackle by Kevin Rutland)",-0.460,0.380
2,14:26,1,10,CIN 7,7,7,Bernard Scott middle for no gain (tackle by D'Anthony Smith),-0.380,-0.780
2,13:47,2,10,CIN 7,7,7,Andy Dalton pass incomplete deep left intended for A.J. Green is intercepted by Dwight Lowery at CIN-32 and returned for 30 yards,-0.780,-6.740
2,13:34,1,2,CIN 2,7,7,Blaine Gabbert pass incomplete short right intended for Marcedes Lewis (defended by Rey Maualuga),6.740,5.720
2,13:29,2,2,CIN 2,7,7,Maurice Jones-Drew left end for -7 yards (tackle by Thomas Howard),5.720,3.360
2,12:46,3,9,CIN 9,7,7,Blaine Gabbert pass complete short left to Mike Thomas for 8 yards (tackle by Leon Hall),3.360,3.550
2,12:05,4,1,CIN 1,7,10,Josh Scobee 19 yard field goal good,3.550,3.000
2,12:05,,,JAX 35,7,10,"Josh Scobee kicks off 65 yards, touchback",0.000,0.280
2,12:01,1,10,CIN 20,7,10,Bernard Scott left end for 1 yard (tackle by William Middleton),0.280,-0.130
2,11:23,2,9,CIN 21,7,10,Andy Dalton pass complete short left to Bernard Scott for -5 yards (tackle by D'Anthony Smith). Penalty on Jerome Simpson: Offensive Pass Interference (Declined),-0.130,-1.690
2,10:43,3,14,CIN 16,7,10,Andy Dalton sacked by John Chick for -10 yards,-1.690,-2.490
2,10:24,4,24,CIN 6,7,10,"Kevin Huber punts 34 yards. Penalty on Russell Allen: Offensive Holding, 10 yards",-2.490,-2.260
2,10:14,1,10,,7,10,Blaine Gabbert pass incomplete short middle intended for Mike Thomas,2.260,1.710
2,10:10,2,10,,7,10,Blaine Gabbert for 6 yards,1.710,1.820
2,9:35,3,4,CIN 44,7,10,Blaine Gabbert pass complete short left to Mike Thomas for 14 yards (tackle by Nate Clements),1.820,3.580
2,8:53,1,10,CIN 30,7,10,Maurice Jones-Drew right end for 25 yards (tackle by Chris Crocker),3.580,6.060
2,8:21,1,5,CIN 5,7,10,Blaine Gabbert for 2 yards,6.060,5.530
2,7:53,2,3,CIN 3,7,10,Blaine Gabbert pass incomplete short left intended for Marcedes Lewis,5.530,4.720
2,7:47,3,3,CIN 3,7,10,Blaine Gabbert pass complete short left to Deji Karim for 1 yard (tackle by Reggie Nelson),4.720,3.250
2,7:09,4,2,CIN 2,7,13,Josh Scobee 20 yard field goal good,3.250,3.000
2,7:09,,,JAX 35,7,13,"Josh Scobee kicks off 66 yards, returned by Brandon Tate for 17 yards (tackle by Russell Allen). Penalty on Manny Lawson: Illegal Block Above the Waist, 8 yards",0.000,-0.380
2,7:01,1,10,CIN 8,7,13,Cedric Benson right end for 2 yards (tackle by C.J. Mosley),-0.380,-0.630
2,6:28,2,8,CIN 10,7,13,Andy Dalton pass complete short right to Jermaine Gresham for 6 yards (tackle by D'Anthony Smith),-0.630,-0.480
2,5:49,3,2,CIN 16,7,13,Cedric Benson right end for -3 yards (tackle by William Middleton),-0.480,-2.490
2,5:09,4,5,CIN 13,7,13,"Kevin Huber punts 55 yards, returned by Cecil Shorts for -1 yards (tackle by Cedric Peerman)",-2.490,-1.000
2,4:57,1,10,JAX 31,7,13,Deji Karim right end for 3 yards (tackle by Geno Atkins),1.000,0.870
2,4:19,2,7,JAX 34,7,13,Blaine Gabbert pass incomplete short right intended for Mike Thomas,0.870,0.170
2,4:13,3,7,JAX 34,7,13,Blaine Gabbert pass incomplete short right intended for Deji Karim,0.170,-1.110
2,4:07,4,7,JAX 34,7,13,"Matt Turk punts 40 yards, returned by Brandon Tate for 22 yards (tackle by Matt Turk)",-1.110,-2.130
2,3:56,1,10,CIN 48,7,13,Andy Dalton pass complete short right to A.J. Green for 14 yards (tackle by Paul Posluszny),2.130,3.050
2,3:23,1,10,JAX 38,7,13,"Cedric Benson middle for 2 yards (tackle by Jeremy Mincey). Penalty on Nate Livings: Offensive Holding, 10 yards (no play)",3.050,2.390
2,3:08,1,20,JAX 48,7,13,Bernard Scott middle for 9 yards (tackle by Paul Posluszny),2.390,2.370
2,2:32,2,11,JAX 39,7,13,Andy Dalton pass complete short middle to Andre Caldwell for 5 yards (tackle by Drew Coleman and Paul Posluszny),2.370,2.340
2,2:01,3,6,JAX 34,7,13,Andy Dalton pass incomplete short middle intended for Andre Caldwell (defended by Drew Coleman),2.340,1.070
2,1:56,4,6,JAX 34,7,13,Andy Dalton pass complete short left to A.J. Green for 13 yards (tackle by Dwight Lowery),1.070,4.170
2,1:32,1,10,JAX 21,7,13,"Penalty on Kyle Cook: False Start, 5 yards (no play)",4.170,3.840
2,1:32,1,15,JAX 26,7,13,Andy Dalton pass complete short right to Andrew Hawkins for 9 yards (tackle by Paul Posluszny),3.840,4.200
2,1:04,2,6,JAX 17,7,13,Andy Dalton pass complete short right to Brian Leonard for 10 yards (tackle by Dawan Landry),4.200,5.600
2,0:34,1,7,JAX 7,7,13,Brian Leonard middle for 4 yards (tackle by Dwight Lowery),5.600,5.530
2,0:26,1,7,JAX 7,7,13,Timeout #2 by Cincinnati Bengals,5.600,5.530
2,0:26,2,3,JAX 3,7,13,Andy Dalton pass incomplete short middle intended for Brian Leonard (defended by Paul Posluszny),5.530,4.720
2,0:21,3,3,JAX 3,13,13,"Andy Dalton pass complete short right to Jermaine Gresham for 3 yards, touchdown",4.720,7.000
2,0:21,,,JAX 3,13,13,Mike Nugent kicks extra point no good,0.000,-1.000
2,0:21,,,CIN 35,13,13,"Mike Nugent kicks off 65 yards, touchback",0.000,0.280
2,0:14,1,10,JAX 20,13,13,Blaine Gabbert kneels for -1 yards,0.280,-0.460
Quarter,Time,Down,ToGo,Location,CIN,JAX,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,JAX 35,13,13,"Josh Scobee kicks off 73 yards, returned by Brandon Tate for 22 yards (tackle by Austen Lane)",0.000,-0.280
3,14:55,1,10,CIN 14,13,13,Cedric Benson middle for 2 yards (tackle by Clint Session and Tyson Alualu),-0.280,-0.510
3,14:15,2,8,CIN 16,13,13,Cedric Benson left end for 3 yards (tackle by Dawan Landry),-0.510,-0.800
3,13:32,3,5,CIN 19,13,13,Andy Dalton pass complete short left to Jerome Simpson for 6 yards (tackle by William Middleton),-0.800,0.610
3,12:57,1,10,CIN 25,13,13,Cedric Benson right end for 1 yard (tackle by Austen Lane),0.610,0.200
3,12:28,2,9,CIN 26,13,13,"Cedric Benson left end for 8 yards (tackle by Dawan Landry). Penalty on Andre Caldwell: Offensive Holding, 10 yards (no play)",0.200,-1.290
3,12:00,2,19,CIN 16,13,13,Andy Dalton pass complete short right to Bernard Scott for 4 yards (tackle by D'Anthony Smith),-1.290,-1.290
3,11:17,3,15,CIN 20,13,13,Andy Dalton pass complete short right to A.J. Green for 13 yards (tackle by Paul Posluszny),-1.290,-1.180
3,10:40,4,2,CIN 33,13,13,"Kevin Huber punts 33 yards, returned by Cecil Shorts for 4 yards (tackle by Gibril Wilson)",-1.180,-1.470
3,10:30,1,10,JAX 38,13,13,Maurice Jones-Drew middle for 2 yards (tackle by Rey Maualuga),1.470,1.190
3,9:54,2,8,JAX 40,13,13,Maurice Jones-Drew right end for 1 yard (tackle by Nate Clements),1.190,0.630
3,9:10,3,7,JAX 41,13,13,Blaine Gabbert pass incomplete short right intended for Jason Hill,0.630,-0.650
3,9:02,4,7,JAX 41,13,13,"Matt Turk punts 56 yards, out of bounds",-0.650,0.380
3,8:54,1,10,CIN 3,13,13,Cedric Benson right end for 6 yards (tackle by Paul Posluszny and Dwight Lowery),-0.380,-0.340
3,8:15,2,4,CIN 9,13,13,Cedric Benson right end for 1 yard (tackle by William Middleton),-0.340,-0.600
3,7:37,2,4,CIN 9,13,13,Timeout #1 by Jacksonville Jaguars,-0.340,-0.600
3,7:36,3,3,CIN 10,13,13,Andy Dalton pass complete short middle to A.J. Green for 13 yards (tackle by Dawan Landry),-0.600,0.480
3,7:07,1,10,CIN 23,13,13,Cedric Benson left end for no gain (tackle by Jeremy Mincey),0.480,-0.070
3,6:31,2,10,CIN 23,13,13,Andy Dalton pass complete short left to Andrew Hawkins for -3 yards (tackle by Drew Coleman),-0.070,-1.150
3,5:49,3,13,CIN 20,13,13,Andy Dalton pass complete short right to Jermaine Gresham for 3 yards (tackle by D'Anthony Smith),-1.150,-1.830
3,5:22,4,10,CIN 23,13,13,"Kevin Huber punts 39 yards, out of bounds",-1.830,-1.470
3,5:13,1,10,JAX 38,13,13,Blaine Gabbert sacked by Frostee Rucker for -9 yards,1.470,-0.290
3,4:41,2,19,JAX 29,13,13,Blaine Gabbert pass complete short middle to Brock Bolen for 4 yards (tackle by Thomas Howard),-0.290,-0.430
3,4:02,3,15,JAX 33,13,13,Blaine Gabbert pass complete short right to Deji Karim for 6 yards (tackle by Thomas Howard),-0.430,-0.780
3,3:25,4,9,JAX 39,13,13,"Matt Turk punts 32 yards, out of bounds",-0.780,-0.870
3,3:17,1,10,CIN 29,13,13,Andy Dalton pass incomplete short right intended for Jermaine Gresham,0.870,0.330
3,3:13,2,10,CIN 29,13,13,Andy Dalton pass incomplete short middle intended for Jermaine Gresham (defended by D'Anthony Smith),0.330,-0.360
3,3:09,3,10,CIN 29,13,13,Andy Dalton pass complete short right to Jermaine Gresham for no gain,-0.360,-1.440
3,2:49,4,10,CIN 29,13,13,"Kevin Huber punts 71 yards, touchback",-1.440,-0.280
3,2:37,1,10,JAX 20,13,13,Maurice Jones-Drew middle for 3 yards (tackle by Domata Peko),0.280,0.140
3,1:59,2,7,JAX 23,13,13,Blaine Gabbert pass incomplete short left intended for Mike Thomas,0.140,-0.560
3,1:53,3,7,JAX 23,13,13,Blaine Gabbert pass complete short left to Jason Hill for 17 yards (tackle by Morgan Trent),-0.560,1.600
3,1:03,1,10,JAX 40,13,13,Blaine Gabbert pass incomplete short left intended for Chastin West,1.600,1.050
3,0:56,2,10,JAX 40,13,13,Maurice Jones-Drew middle for 6 yards (tackle by Rey Maualuga and Pat Sims),1.050,1.160
3,0:21,3,4,JAX 46,13,13,Maurice Jones-Drew middle for 6 yards (tackle by Thomas Howard and Morgan Trent),1.160,2.390
Quarter,Time,Down,ToGo,Location,CIN,JAX,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,CIN 48,13,13,Deji Karim middle for 1 yard (tackle by Frostee Rucker),2.390,1.980
4,14:19,2,9,CIN 47,13,13,Blaine Gabbert pass incomplete short middle intended for Mike Thomas,1.980,1.290
4,14:14,3,9,CIN 47,13,13,Blaine Gabbert pass incomplete short left intended for Jason Hill,1.290,0.130
4,14:08,4,9,CIN 47,13,13,"Matt Turk punts 23 yards, out of bounds",0.130,-0.540
4,14:00,1,10,CIN 24,13,13,Cedric Benson left end for 5 yards (tackle by Jeremy Mincey),0.540,0.670
4,13:23,2,5,CIN 29,13,13,Cedric Benson left end for 2 yards (tackle by Jeremy Mincey),0.670,0.230
4,12:41,3,3,CIN 31,13,13,Andy Dalton pass incomplete short middle intended for Brian Leonard (defended by John Chick),0.230,-1.310
4,12:36,4,3,CIN 31,13,13,"Kevin Huber punts 44 yards, returned by Cecil Shorts for no gain",-1.310,-0.610
4,12:28,1,10,JAX 25,13,13,Blaine Gabbert pass incomplete short left intended for Jason Hill,0.610,0.060
4,12:24,2,10,JAX 25,13,13,Maurice Jones-Drew left end for -2 yards (tackle by Geno Atkins),0.060,-0.890
4,11:42,3,12,JAX 23,13,13,Blaine Gabbert sacked by Jonathan Fanene for -7 yards,-0.890,-2.390
4,11:19,4,19,JAX 16,13,13,"Matt Turk punts 40 yards, returned by Brandon Tate for 19 yards (tackle by Chris Prosinski)",-2.390,-3.120
4,11:07,1,10,JAX 37,13,13,Bernard Scott right end for 7 yards (tackle by Paul Posluszny),3.120,3.520
4,10:29,2,3,JAX 30,13,13,Bernard Scott middle for 1 yard (tackle by D'Anthony Smith),3.520,2.940
4,9:50,3,2,JAX 29,13,13,Andy Dalton pass incomplete short left intended for A.J. Green,2.940,1.600
4,9:46,4,2,JAX 29,16,13,Mike Nugent 47 yard field goal good,1.600,3.000
4,9:46,,,CIN 35,16,13,"Mike Nugent kicks off 65 yards, touchback",0.000,0.280
4,9:41,1,10,JAX 20,16,13,Blaine Gabbert pass complete short right to Greg Jones for 10 yards (tackle by Domata Peko),0.280,0.940
4,9:04,1,10,JAX 30,16,13,Mike Thomas left end for -4 yards (tackle by Rey Maualuga and Manny Lawson). Penalty on Brad Meester: Offensive Holding (Declined),0.940,-0.150
4,8:37,2,14,JAX 26,16,19,"Blaine Gabbert pass complete deep left to Jason Hill for 74 yards, touchdown",-0.150,7.000
4,8:37,,,CIN 26,16,20,Josh Scobee kicks extra point good,0.000,0.000
4,8:37,,,JAX 35,16,20,"Josh Scobee kicks off 65 yards, touchback",0.000,0.280
4,8:24,1,10,CIN 20,16,20,Andy Dalton pass complete short right to Jerome Simpson for 17 yards (tackle by Dawan Landry),0.280,1.400
4,7:56,1,10,CIN 37,16,20,Cedric Benson middle for 3 yards (tackle by Jeremy Mincey),1.400,1.260
4,7:20,2,7,CIN 40,16,20,Andy Dalton pass incomplete deep left intended for Andre Caldwell,1.260,0.560
4,7:11,3,7,CIN 40,16,20,Andy Dalton pass incomplete deep left intended for Jerome Simpson,0.560,-0.720
4,7:05,4,7,CIN 40,16,20,Kevin Huber punts 58 yards,-0.720,0.380
4,6:52,1,10,JAX 2,16,20,Maurice Jones-Drew middle for 2 yards (tackle by Robert Geathers),-0.380,-0.630
4,6:07,2,8,JAX 4,16,20,Maurice Jones-Drew middle for 2 yards (tackle by Pat Sims),-0.630,-0.950
4,5:27,3,6,JAX 6,16,20,Blaine Gabbert pass incomplete short middle intended for Marcedes Lewis (defended by Manny Lawson),-0.950,-2.490
4,5:23,4,6,JAX 6,16,20,"Matt Turk punts 22 yards, out of bounds. Penalty on Rod Issac: Player Out of Bounds on Punt, 5 yards",-2.490,-4.040
4,5:14,1,10,JAX 23,16,20,Cedric Benson middle for 3 yards (tackle by Dawan Landry),4.040,3.900
4,4:38,2,7,JAX 20,16,20,Cedric Benson left end for 1 yard (tackle by Paul Posluszny and Clint Session),3.900,3.340
4,4:02,2,7,JAX 20,16,20,Timeout #1 by Cincinnati Bengals,3.900,3.340
4,4:02,3,6,JAX 19,16,20,Andy Dalton pass incomplete deep right intended for A.J. Green. Penalty on Dennis Roland: Illegal Formation (Declined),3.340,2.210
4,3:53,4,6,JAX 19,16,20,Andy Dalton pass complete short right to Jermaine Gresham for 9 yards (tackle by Dawan Landry),2.210,4.910
4,3:15,1,10,JAX 10,16,20,Cedric Benson middle for no gain (tackle by D'Anthony Smith),4.910,4.190
4,2:37,2,10,JAX 10,16,20,Andy Dalton pass complete short middle to Andre Caldwell for 8 yards (tackle by William Middleton and D'Anthony Smith),4.190,4.950
4,2:00,3,2,JAX 2,22,20,"Bernard Scott middle for 2 yards, touchdown",4.950,7.000
4,2:00,,,JAX 2,23,20,Mike Nugent kicks extra point good,0.000,0.000
4,2:00,,,CIN 35,23,20,"Mike Nugent kicks off 65 yards, returned by Deji Karim for 33 yards (tackle by Gibril Wilson)",0.000,1.140
4,1:49,1,10,JAX 33,23,20,Blaine Gabbert pass complete short right to Jarett Dillard for 3 yards (tackle by Nate Clements),1.140,1.000
4,1:44,2,7,JAX 36,23,20,Blaine Gabbert pass complete short left to Marcedes Lewis for 6 yards (tackle by Rey Maualuga),1.000,1.090
4,1:19,3,1,JAX 42,23,20,"Blaine Gabbert for no gain. Blaine Gabbert fumbles, recovered by Nate Clements at JAX-19 (tackle by Blaine Gabbert). Penalty on Marcedes Lewis: Illegal Motion (Declined)",1.090,-4.310
4,1:13,1,10,JAX 19,23,20,Cedric Benson middle for 1 yard (tackle by C.J. Mosley),4.310,3.880
4,1:04,1,10,JAX 19,23,20,Timeout #2 by Jacksonville Jaguars,4.310,3.880
4,1:04,2,9,JAX 18,23,20,Cedric Benson middle for 3 yards (tackle by Terrance Knighton and Tyson Alualu),3.880,3.580
4,0:58,2,9,JAX 18,23,20,Timeout #3 by Jacksonville Jaguars,3.880,3.580
4,0:58,3,6,JAX 15,23,20,Cedric Benson middle for no gain (tackle by Terrance Knighton),3.580,2.470
4,0:12,3,6,JAX 15,23,20,Timeout #2 by Cincinnati Bengals,3.580,2.470
4,0:12,4,6,JAX 15,23,20,Cedric Benson left end for 1 yard (tackle by C.J. Mosley),2.470,0.280
4,0:07,1,10,JAX 14,29,20,"Blaine Gabbert pass complete short right to Jason Hill for 13 yards, lateral to Mike Thomas for 7 yards. Mike Thomas fumbles, recovered by Maurice Jones-Drew at -37, lateral to Blaine Gabbert for -3 yards (tackle by Gibril Wilson). Blaine Gabbert fumbles (forced by Gibril Wilson), recovered by Geno Atkins at -10 and returned for 10 yards. Maurice Jones-Drew fumbles, recovered by Jarett Dillard at -21, touchdown",-0.280,-7.000
4,0:00,,,JAX 14,30,20,Mike Nugent kicks extra point good,0.000,0.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
