Unnamed: 0_level_0,Unnamed: 1_level_0,Off.,Off.,Def.,Def.,ST,ST
Player,Pos,Num,Pct,Num,Pct,Num,Pct
Charles Leno Jr.,T,63,100%,0,0%,3,12%
Matt Slauson,C,63,100%,0,0%,3,12%
Patrick Omameh,G,63,100%,0,0%,3,12%
Kyle Long,T,63,100%,0,0%,3,12%
Hroniss Grasu,C,63,100%,0,0%,0,0%
Martellus Bennett,TE,63,100%,0,0%,0,0%
Jay Cutler,QB,63,100%,0,0%,0,0%
Marquess Wilson,WR,55,87%,0,0%,0,0%
Zach Miller,TE,53,84%,0,0%,10,40%
Jeremy Langford,RB,50,79%,0,0%,0,0%
Josh Bellamy,WR,43,68%,0,0%,17,68%
Cameron Meredith,WR,19,30%,0,0%,0,0%
Ka'Deem Carey,RB,13,21%,0,0%,2,8%
Marc Mariani,WR,10,16%,0,0%,8,32%
Khari Lee,TE,8,13%,0,0%,11,44%
Mitch Unrein,DT,1,2%,27,39%,12,48%
Adrian Amos,S,0,0%,69,100%,10,40%
Kyle Fuller,CB,0,0%,69,100%,8,32%
Shea McClellin,LB,0,0%,69,100%,5,20%
Chris Prosinski,FS,0,0%,66,96%,15,60%
Tracy Porter,CB,0,0%,64,93%,1,4%
Jarvis Jenkins,DE,0,0%,52,75%,1,4%
Sam Acho,LB,0,0%,46,67%,11,44%
Will Sutton,DE,0,0%,45,65%,5,20%
Christian Jones,LB,0,0%,42,61%,10,40%
Willie Young,LB,0,0%,41,59%,4,16%
Eddie Goldman,NT,0,0%,40,58%,5,20%
Pernell McPhee,LB,0,0%,38,55%,1,4%
Jonathan Anderson,LB,0,0%,24,35%,10,40%
Bryce Callahan,CB,0,0%,24,35%,6,24%
Bruce Gaston,DT,0,0%,20,29%,0,0%
Lamarr Houston,LB,0,0%,14,20%,0,0%
Alan Ball,CB,0,0%,8,12%,6,24%
Sherrod Martin,FS,0,0%,1,1%,15,60%
Sherrick McManis,CB,0,0%,0,0%,20,80%
Lamin Barrow,LB,0,0%,0,0%,17,68%
Antone Smith,RB,0,0%,0,0%,10,40%
Robbie Gould,K,0,0%,0,0%,8,32%
Pat O'Donnell,P,0,0%,0,0%,7,28%
Thomas Gafford,LS,0,0%,0,0%,7,28%
Harold Jones-Quartey,S,0,0%,0,0%,7,28%
LaRoy Reynolds,LB,0,0%,0,0%,5,20%
Jermon Bushrod,T,0,0%,0,0%,3,12%
Vlad Ducasse,G,0,0%,0,0%,3,12%
Deonte Thompson,WR,0,0%,0,0%,3,12%
