Quarter,Time,Down,ToGo,Location,NWE,WAS,Detail,EPB,EPA
1,6:46,4,6,NWE 6,7,3,Graham Gano 24 yard field goal good,2.990,3.000
1,,,,WAS 35,7,3,Graham Gano kicks off 62 yards,0.000,1.600
1,6:40,1,10,NWE 40,7,3,Tom Brady pass complete short right to Rob Gronkowski for 49 yards (tackle by Josh Wilson and DeAngelo Hall),1.600,4.840
,,,,,,,"WAS challenged the runner was down by contact ruling, and the play was upheld.",,
1,5:54,1,10,WAS 11,13,3,"Tom Brady pass complete short middle to Rob Gronkowski for 11 yards, touchdown",4.840,7.000
1,,,,WAS 2,14,3,Stephen Gostkowski kicks extra point good,0.000,0.000
1,,,,NWE 35,14,3,"Stephen Gostkowski kicks off 65 yards, returned by Brandon Banks for 16 yards (tackle by Julian Edelman)",0.000,-0.140
1,5:45,1,10,WAS 16,14,3,Roy Helu left tackle for no gain (tackle by Mark Anderson and Tony Carter),-0.140,-0.660
1,5:10,2,10,WAS 16,14,3,"Roy Helu right guard for 2 yards (tackle by Mark Anderson and Tony Carter). Penalty on Maurice Hurt: Offensive Holding, 8 yards (no play)",-0.660,-1.360
1,4:41,2,18,WAS 8,14,3,Rex Grossman pass incomplete deep middle intended for David Anderson,-1.360,-2.360
1,4:36,3,18,WAS 8,14,3,"Rex Grossman pass incomplete short right intended for Jabar Gaffney (defended by Devin McCourty). Penalty on Devin McCourty: Defensive Pass Interference, 11 yards (no play)",-2.360,0.150
1,4:32,1,10,WAS 19,14,3,Rex Grossman pass complete deep middle to Jabar Gaffney for 24 yards (tackle by Kyle Arrington),0.150,1.800
1,3:55,1,10,WAS 43,14,3,Roy Helu left tackle for no gain (tackle by Vince Wilfork and Tracy White),1.800,1.250
1,3:22,2,10,WAS 43,14,3,Rex Grossman pass complete deep middle to Santana Moss for 18 yards (tackle by Jerod Mayo),1.250,2.980
1,2:44,1,10,NWE 39,14,3,Roy Helu left end for 26 yards (tackle by Kyle Arrington),2.980,4.710
1,2:04,,,,14,3,Timeout #1 by New England Patriots,0.000,4.710
1,2:04,1,10,NWE 13,14,3,Roy Helu up the middle for 4 yards (tackle by James Ihedigbo),4.710,4.770
1,1:26,2,6,NWE 9,14,9,"Rex Grossman pass complete short right to Jabar Gaffney for 9 yards, touchdown",4.770,7.000
1,,,,NWE 2,14,10,Graham Gano kicks extra point good,0.000,0.000
1,,,,WAS 35,14,10,"Graham Gano kicks off 68 yards, returned by Danny Woodhead for 18 yards (tackle by Perry Riley)",0.000,-0.220
1,1:15,1,10,NWE 15,14,10,BenJarvus Green-Ellis up the middle for 1 yard (tackle by Dejon Gomes and Perry Riley),-0.220,-0.580
1,0:39,2,9,NWE 16,14,10,Tom Brady pass incomplete short left intended for BenJarvus Green-Ellis,-0.580,-1.250
1,0:34,3,9,NWE 16,14,10,Tom Brady sacked by Stephen Bowen and Barry Cofield for -5 yards,-1.250,-2.490
1,0:09,4,14,NWE 11,14,10,"Zoltan Mesko punts 38 yards, fair catch by Brandon Banks",-2.490,-2.320
Quarter,Time,Down,ToGo,Location,NWE,WAS,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,NWE 49,14,16,"Brandon Banks pass complete deep left to Santana Moss for 49 yards, touchdown",2.320,7.000
,,,,,,,"Replay Assistant challenged the runner broke the plane ruling, and the play was upheld.",,
2,,,,NWE 2,14,17,Graham Gano kicks extra point good,0.000,0.000
2,,,,WAS 35,14,17,"Graham Gano kicks off 63 yards, returned by Danny Woodhead for 21 yards (tackle by Darrel Young)",0.000,0.480
2,14:43,1,10,NWE 23,14,17,BenJarvus Green-Ellis left end for 13 yards (tackle by DeAngelo Hall),0.480,1.330
2,14:13,1,10,NWE 36,14,17,BenJarvus Green-Ellis left tackle for 5 yards (tackle by Ryan Kerrigan),1.330,1.470
2,13:33,2,5,NWE 41,14,17,BenJarvus Green-Ellis left tackle for no gain (tackle by Stephen Bowen),1.470,0.760
2,12:47,,,,14,17,Timeout #2 by New England Patriots,0.000,0.760
2,12:47,3,5,NWE 41,14,17,Tom Brady pass complete short middle to Wes Welker for 8 yards (tackle by Perry Riley),0.760,2.190
2,12:19,1,10,NWE 49,14,17,Tom Brady pass incomplete short left intended for Wes Welker,2.190,1.650
2,12:17,2,10,NWE 49,14,17,Danny Woodhead left guard for 12 yards (tackle by London Fletcher),1.650,2.980
2,11:51,1,10,WAS 39,14,17,Tom Brady pass incomplete short left intended for Deion Branch,2.980,2.440
2,11:48,2,10,WAS 39,14,17,Tom Brady pass incomplete short right intended for Danny Woodhead,2.440,1.750
2,11:41,3,10,WAS 39,14,17,Tom Brady pass complete short left to Chad Johnson for 15 yards (tackle by Josh Wilson),1.750,3.970
2,11:00,1,10,WAS 24,14,17,Tom Brady pass incomplete deep left intended for Rob Gronkowski (defended by Dejon Gomes),3.970,3.430
2,10:53,2,10,WAS 24,14,17,Tom Brady pass complete short right to Rob Gronkowski for 8 yards (tackle by Dejon Gomes),3.430,3.950
2,10:15,3,2,WAS 16,14,17,Danny Woodhead left end for 3 yards (tackle by Brian Orakpo),3.950,4.710
2,9:48,1,10,WAS 13,14,17,Danny Woodhead up the middle for 8 yards (tackle by Kevin Barnes),4.710,5.540
2,9:10,2,2,WAS 5,14,17,Tom Brady pass incomplete short middle intended for Rob Gronkowski (defended by Perry Riley),5.540,4.780
2,9:03,3,2,WAS 5,14,17,Tom Brady pass incomplete short left intended for Aaron Hernandez,4.780,3.030
2,8:58,4,2,WAS 5,17,17,Stephen Gostkowski 23 yard field goal good,3.030,3.000
2,,,,NWE 35,17,17,"Stephen Gostkowski kicks off 66 yards, returned by Brandon Banks for 23 yards (tackle by Niko Koutouvides)",0.000,0.410
2,8:48,1,10,WAS 22,17,17,Rex Grossman pass complete short middle to Donte Stallworth for 23 yards (tackle by Devin McCourty and Julian Edelman),0.410,1.930
2,8:14,1,10,WAS 45,17,17,Roy Helu up the middle for 8 yards (tackle by Jerod Mayo),1.930,2.460
2,7:35,2,2,NWE 47,17,17,Roy Helu left guard for 2 yards (tackle by Dane Fletcher and Shaun Ellis),2.460,2.590
2,6:55,1,10,NWE 45,17,17,Rex Grossman pass complete short left to Darrel Young for 8 yards (tackle by Dane Fletcher and Jerod Mayo),2.590,3.120
2,6:13,2,2,NWE 37,17,17,Roy Helu up the middle for 14 yards (tackle by Kyle Arrington),3.120,4.040
2,5:37,1,10,NWE 23,17,17,Evan Royster right guard for 4 yards (tackle by Devin McCourty and Tracy White),4.040,4.050
2,5:02,2,6,NWE 19,17,17,Rex Grossman sacked by Brandon Deaderick for -3 yards,4.050,2.940
2,4:26,3,9,NWE 22,17,17,"Rex Grossman pass incomplete short right intended for Evan Royster is intercepted by Devin McCourty at NWE-17 and returned for 21 yards. Penalty on Tony Carter: Roughing the Passer, 11 yards (no play)",2.940,4.840
2,4:16,1,10,NWE 11,17,17,Roy Helu left end for 1 yard (tackle by Tony Carter),4.840,4.320
2,3:41,2,9,NWE 10,17,17,Rex Grossman pass complete short middle to Roy Helu for -2 yards (tackle by Tracy White and Jerod Mayo),4.320,3.110
2,3:00,3,11,NWE 12,17,17,Rex Grossman pass complete short middle to Jabar Gaffney for 5 yards (tackle by Julian Edelman),3.110,2.980
2,2:18,4,6,NWE 7,17,20,Graham Gano 25 yard field goal good,2.980,3.000
2,,,,WAS 35,17,20,"Graham Gano kicks off 70 yards, touchback",0.000,0.280
2,2:13,1,10,NWE 20,17,20,Tom Brady pass complete short left to Kevin Faulk for 1 yard (tackle by Perry Riley),0.280,-0.130
2,2:00,2,9,NWE 21,17,20,Tom Brady pass complete short middle to Rob Gronkowski for 50 yards (tackle by Perry Riley),-0.130,3.640
2,1:28,1,10,WAS 29,17,20,Kevin Faulk right tackle for 6 yards (tackle by Dejon Gomes),3.640,3.910
2,1:07,2,4,WAS 23,17,20,"Tom Brady up the middle for 3 yards (tackle by London Fletcher). Penalty on London Fletcher: Unnecessary Roughness, 10 yards",3.910,4.910
2,0:57,1,10,WAS 10,17,20,Kevin Faulk right tackle for no gain (tackle by London Fletcher),4.910,4.190
2,0:03,2,10,WAS 10,17,20,Tom Brady left end for 5 yards,4.190,4.260
2,0:03,3,5,WAS 5,17,20,Tom Brady pass incomplete short left intended for Rob Gronkowski,4.260,3.010
2,0:03,4,5,WAS 5,20,20,Stephen Gostkowski 24 yard field goal good,3.010,3.000
Quarter,Time,Down,ToGo,Location,NWE,WAS,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,WAS 35,20,20,"Graham Gano kicks off 65 yards, touchback",0.000,0.280
3,15:00,1,10,NWE 20,20,20,Tom Brady pass incomplete short right intended for Wes Welker (defended by Stephen Bowen),0.280,-0.270
3,14:56,2,10,NWE 20,20,20,Tom Brady pass complete short left to Wes Welker for 14 yards (tackle by Perry Riley),-0.270,1.200
3,14:21,1,10,NWE 34,20,20,"Tom Brady pass incomplete deep middle intended for Rob Gronkowski (defended by Dejon Gomes). Penalty on DeAngelo Hall: Defensive Holding, 5 yards, Penalty on DeAngelo Hall: Unsportsmanlike Conduct, 15 yards (no play)",1.200,2.520
3,14:21,1,10,WAS 46,20,20,Tom Brady pass complete short left to Wes Welker for 9 yards (tackle by DeAngelo Hall),2.520,3.190
3,14:21,2,1,WAS 37,20,20,Danny Woodhead up the middle for 2 yards (tackle by Barry Cofield),3.190,3.250
3,13:10,1,10,WAS 35,20,20,Tom Brady pass complete short right to Wes Welker for 8 yards (tackle by DeAngelo Hall and London Fletcher),3.250,3.780
3,12:46,2,2,WAS 27,20,20,"Danny Woodhead left end for no gain (tackle by Reed Doughty and Perry Riley). Penalty on Matt Light: Offensive Holding, 10 yards (no play)",3.780,2.430
3,12:20,2,12,WAS 37,20,20,Tom Brady pass incomplete deep middle intended for Rob Gronkowski,2.430,1.750
3,12:14,3,12,WAS 37,26,20,"Tom Brady pass complete short middle to Rob Gronkowski for 37 yards, touchdown. Penalty on Ryan Kerrigan: Defensive Holding (Declined)",1.750,7.000
3,,,,WAS 2,27,20,Stephen Gostkowski kicks extra point good,0.000,0.000
3,,,,NWE 35,27,20,"Stephen Gostkowski kicks off 60 yards, returned by Brandon Banks for 23 yards (tackle by Tracy White)",0.000,0.810
3,11:57,1,10,WAS 28,27,20,Rex Grossman pass complete deep middle to Jabar Gaffney for 22 yards (tackle by Devin McCourty),0.810,2.260
3,11:27,1,10,,27,20,Roy Helu left end for 8 yards (tackle by Dane Fletcher),2.260,2.790
3,10:57,2,2,NWE 42,27,20,"Rex Grossman for no gain. Rex Grossman fumbles, recovered by Roy Helu at NWE-43",2.790,1.950
3,10:16,3,3,NWE 43,27,20,Rex Grossman pass complete short right to Santana Moss for 14 yards (tackle by Tracy White),1.950,3.640
3,9:36,1,10,NWE 29,27,20,Rex Grossman pass incomplete short right intended for Santana Moss,3.640,3.100
3,9:30,2,10,NWE 29,27,20,"Rex Grossman pass complete short right to Evan Royster for -4 yards (tackle by Vince Wilfork). Penalty on Vince Wilfork: Unnecessary Roughness, 15 yards",3.100,4.370
3,9:05,1,10,NWE 18,27,20,Roy Helu left end for 12 yards (tackle by Kyle Arrington and Nate Jones),4.370,5.830
3,8:25,1,6,NWE 6,27,20,Roy Helu right end for 1 yard (tackle by Jerod Mayo and Rob Ninkovich),5.830,5.150
3,7:46,2,5,NWE 5,27,20,Roy Helu up the middle for -1 yards (tackle by Vince Wilfork and James Ihedigbo),5.150,4.040
3,7:05,3,6,NWE 6,27,26,"Rex Grossman pass complete short right to David Anderson for 6 yards, touchdown",4.040,7.000
3,,,,NWE 2,27,27,Graham Gano kicks extra point good,0.000,0.000
3,,,,WAS 35,27,27,"Graham Gano kicks off 73 yards, touchback",0.000,0.280
3,6:58,1,10,NWE 20,27,27,Tom Brady pass complete short middle to Aaron Hernandez for 4 yards (tackle by London Fletcher),0.280,0.270
3,6:32,2,6,NWE 24,27,27,Kevin Faulk up the middle for 5 yards (tackle by London Fletcher and Dejon Gomes),0.270,0.230
3,6:08,3,1,NWE 29,27,27,Tom Brady right guard for 2 yards (tackle by Adam Carriker and London Fletcher),0.230,1.000
3,5:34,1,10,NWE 31,27,27,Tom Brady pass complete short middle to Aaron Hernandez for 29 yards (tackle by London Fletcher),1.000,2.920
3,5:05,1,10,WAS 40,27,27,Tom Brady pass complete short middle to Wes Welker for 16 yards (tackle by Dejon Gomes),2.920,3.970
3,4:37,1,10,WAS 24,33,27,"Tom Brady pass complete deep middle to Wes Welker for 24 yards, touchdown",3.970,7.000
3,,,,WAS 2,34,27,Stephen Gostkowski kicks extra point good,0.000,0.000
3,,,,NWE 35,34,27,"Stephen Gostkowski kicks off 60 yards, returned by Brandon Banks for 23 yards (tackle by Julian Edelman). Penalty on Reed Doughty: Offensive Holding, 10 yards",0.000,-0.350
3,4:19,1,10,WAS 12,34,27,Rex Grossman pass complete short middle to Jabar Gaffney for 9 yards (tackle by Rob Ninkovich),-0.350,0.420
3,3:45,2,1,WAS 21,34,27,Roy Helu up the middle for 5 yards (tackle by Jerod Mayo),0.420,0.670
3,3:09,1,10,WAS 26,34,27,Evan Royster left end for 15 yards (tackle by Kyle Arrington),0.670,1.660
3,2:30,1,10,WAS 41,34,27,Evan Royster left end for 3 yards (tackle by Jerod Mayo),1.660,1.530
3,1:52,2,7,WAS 44,34,27,Rex Grossman pass incomplete short right intended for Jabar Gaffney,1.530,0.830
3,1:49,3,7,WAS 44,34,27,Rex Grossman pass complete short left to Evan Royster for 10 yards (tackle by Kyle Arrington). Penalty on Julian Edelman: Defensive Holding (Declined),0.830,2.520
3,1:17,1,10,NWE 46,34,27,Evan Royster up the middle for 2 yards (tackle by Jerod Mayo),2.520,2.250
3,0:47,2,8,NWE 44,34,27,Rex Grossman pass incomplete short middle intended for Donte Stallworth (defended by Devin McCourty),2.250,1.550
3,0:43,3,8,NWE 44,34,27,Rex Grossman pass incomplete short left intended for Santana Moss,1.550,0.330
3,0:37,4,8,NWE 44,34,27,"Saverio Rocca punts 26 yards, fair catch by Wes Welker",0.330,-0.040
3,0:28,1,10,NWE 18,34,27,Tom Brady pass complete short middle to Wes Welker for 7 yards (tackle by London Fletcher),0.040,0.550
Quarter,Time,Down,ToGo,Location,NWE,WAS,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,3,NWE 25,34,27,Tom Brady pass complete short left to Rob Gronkowski for 5 yards (tackle by Reed Doughty and Barry Cofield),0.550,0.940
4,14:33,1,10,NWE 30,34,27,Tom Brady pass complete short left to Tiquan Underwood for 7 yards (tackle by Josh Wilson),0.940,1.340
4,14:08,2,3,NWE 37,34,27,Danny Woodhead left tackle for 2 yards (tackle by Barry Cofield and Stephen Bowen),1.340,0.890
4,13:31,3,1,NWE 39,34,27,BenJarvus Green-Ellis left end for no gain (tackle by Reed Doughty and Stephen Bowen),0.890,-0.780
4,12:53,4,1,NWE 39,34,27,"Zoltan Mesko punts 61 yards, touchback",-0.780,-0.280
4,12:43,1,10,WAS 20,34,27,"Rex Grossman pass complete deep middle to Santana Moss for 26 yards (tackle by James Ihedigbo and Dane Fletcher). Penalty on Maurice Hurt: Offensive Holding, 10 yards (no play)",0.280,-0.760
4,12:09,1,20,WAS 10,34,27,Rex Grossman pass complete short middle to Roy Helu for 8 yards (tackle by Dane Fletcher),-0.760,-0.630
4,11:31,2,12,WAS 18,34,27,Roy Helu right end for 2 yards (tackle by Kyle Love),-0.630,-0.960
4,10:51,3,10,WAS 20,34,27,Rex Grossman pass incomplete short right intended for Jabar Gaffney (defended by Devin McCourty),-0.960,-2.030
4,10:34,4,10,WAS 20,34,27,"Saverio Rocca punts 45 yards, returned by Julian Edelman for 16 yards (tackle by Niles Paul)",-2.030,-2.320
4,10:34,1,10,WAS 49,34,27,Danny Woodhead left end for no gain (tackle by Barry Cofield),2.320,1.780
4,9:51,2,10,WAS 49,34,27,Tom Brady pass complete short middle to Aaron Hernandez for 13 yards (tackle by Kevin Barnes and O.J. Atogwe),1.780,3.180
4,9:05,1,10,WAS 36,34,27,Tom Brady pass complete short right to Danny Woodhead for 4 yards (tackle by DeAngelo Hall),3.180,3.180
4,8:22,2,6,WAS 32,34,27,Tom Brady pass complete short left to Aaron Hernandez for 14 yards (tackle by Josh Wilson),3.180,4.370
4,7:47,1,10,WAS 18,34,27,Danny Woodhead right end for 12 yards (tackle by London Fletcher),4.370,5.830
4,7:17,1,6,WAS 6,34,27,Danny Woodhead left tackle for 2 yards (tackle by Perry Riley),5.830,5.340
4,6:42,2,4,WAS 4,34,27,Tom Brady pass incomplete short middle intended for Wes Welker,5.340,4.490
4,6:37,3,4,WAS 4,34,27,Tom Brady pass incomplete short middle intended for Tiquan Underwood is intercepted by Josh Wilson,4.490,-0.280
4,6:30,1,10,WAS 20,34,27,Roy Helu left end for 1 yard (tackle by Brandon Deaderick),0.280,-0.130
4,5:52,2,9,WAS 21,34,27,Rex Grossman pass incomplete short middle intended for Roy Helu,-0.130,-0.820
4,5:47,3,9,WAS 21,34,27,Rex Grossman pass complete short middle to Donte Stallworth for 13 yards (tackle by Devin McCourty),-0.820,1.200
4,5:10,1,10,WAS 34,34,27,Evan Royster right guard for 14 yards (tackle by James Ihedigbo),1.200,2.130
4,4:35,1,10,WAS 48,34,27,Evan Royster left end for 6 yards (tackle by Dane Fletcher and Jerod Mayo),2.130,2.390
4,4:03,2,4,NWE 46,34,27,Roy Helu left guard for 2 yards (tackle by Shaun Ellis),2.390,1.950
4,3:29,,,,34,27,Timeout #1 by Washington Redskins,0.000,1.950
4,3:29,3,2,NWE 44,34,27,Rex Grossman pass complete deep right to Jabar Gaffney for 23 yards (tackle by James Ihedigbo and Rob Ninkovich),1.950,4.170
4,2:51,1,10,NWE 21,34,27,Roy Helu right guard for 9 yards (tackle by Brandon Deaderick and Matt Slater),4.170,5.160
4,2:14,2,1,NWE 12,34,27,Roy Helu left guard for 3 yards (tackle by Brandon Deaderick and Tony Carter),5.160,5.140
4,2:00,1,9,NWE 9,34,27,Roy Helu left guard for 4 yards (tackle by Brandon Deaderick and Rob Ninkovich),5.140,5.150
4,1:15,,,,34,27,Timeout #2 by Washington Redskins,0.000,5.150
4,1:15,2,5,NWE 5,34,27,"Rex Grossman pass complete short right to Santana Moss for 5 yards. Penalty on Santana Moss: Offensive Pass Interference, 10 yards (no play)",5.150,3.460
4,1:09,2,15,NWE 15,34,27,Rex Grossman pass complete short right to David Anderson for 6 yards (tackle by Devin McCourty and Julian Edelman),3.460,3.360
4,0:29,3,9,NWE 9,34,27,Rex Grossman pass incomplete short middle intended for Santana Moss is intercepted by Jerod Mayo at NWE-5 and returned for 2 yards (tackle by Will Montgomery),3.360,0.380
,,,,,,,"Replay Assistant challenged the incomplete pass ruling, and the play was upheld.",,
4,0:20,1,10,NWE 7,34,27,Tom Brady kneels for -2 yards,-0.380,-0.930
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
