Quarter,Time,Down,ToGo,Location,TAM,WAS,Detail,EPB,EPA
1,5:24,3,13,WAS 13,7,0,Jason Campbell pass incomplete short middle intended for Chris Cooley,-1.750,-2.490
1,5:19,4,13,WAS 13,7,0,Shaun Suisham punts 31 yards,-2.490,-2.920
1,5:10,1,10,WAS 40,7,0,Cadillac Williams left tackle for 9 yards (tackle by LaRon Landry),2.920,3.590
1,4:26,2,1,WAS 31,7,0,Cadillac Williams left guard for 4 yards (tackle by London Fletcher),3.590,3.780
1,3:49,1,10,WAS 27,7,0,Cadillac Williams middle for 1 yard (tackle by LaRon Landry),3.780,3.370
1,3:08,2,9,WAS 26,7,0,Josh Johnson pass incomplete short left intended for Michael Clayton (defended by Carlos Rogers),3.370,2.680
1,3:05,3,9,WAS 26,7,0,"Penalty on Josh Johnson: Delay of Game, 5 yards (no play)",2.680,2.020
1,3:05,3,14,WAS 31,7,0,Josh Johnson pass incomplete short middle intended for Earnest Graham (defended by Albert Haynesworth),2.020,1.320
1,3:01,4,14,WAS 31,7,0,Mike Nugent 49 yard field goal no good,1.320,-1.600
1,2:55,1,10,WAS 40,7,0,Jason Campbell pass complete short middle to Chris Cooley for 17 yards (tackle by Barrett Ruud and Sabby Piscitelli),1.600,2.720
1,2:22,1,10,TAM 43,7,0,Clinton Portis right end for 2 yards (tackle by Tim Crowder),2.720,2.450
1,1:49,2,8,TAM 41,7,0,Clinton Portis middle for 4 yards (tackle by Stylez G. White and Quincy Black),2.450,2.280
1,1:12,3,4,TAM 37,7,0,Jason Campbell pass incomplete short middle intended for Antwaan Randle El (defended by Will Allen),2.280,0.790
1,1:07,4,4,TAM 37,7,0,Jason Campbell pass incomplete short middle intended for Malcolm Kelly is intercepted by Aqib Talib at TAM-30 and returned for 16 yards,0.790,-1.990
1,0:55,1,10,TAM 46,7,0,Cadillac Williams left guard for 4 yards (tackle by Brian Orakpo and Andre Carter),1.990,1.990
1,0:22,2,6,,7,0,"Josh Johnson right end for 7 yards (tackle by Brian Orakpo). Penalty on Davin Joseph: Offensive Holding, 10 yards (no play)",1.990,0.640
Quarter,Time,Down,ToGo,Location,TAM,WAS,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,16,TAM 40,7,0,Josh Johnson pass complete short left to Earnest Graham for 5 yards (tackle by Reed Doughty and Brian Orakpo),0.640,0.630
2,14:17,3,11,TAM 45,7,0,Josh Johnson sacked by Justin Tryon for -4 yards,0.630,-0.650
2,13:41,4,15,TAM 41,7,0,"Dirk Johnson punts 46 yards, returned by Antwaan Randle El for 11 yards (tackle by Maurice Stovall)",-0.650,-0.540
2,13:31,1,10,WAS 24,7,0,Clinton Portis left end for 6 yards (tackle by Quincy Black),0.540,0.810
2,12:59,2,4,WAS 30,7,0,"Jason Campbell pass incomplete short left intended for Chris Cooley. Penalty on Casey Rabach: Offensive Holding, 10 yards (no play)",0.810,-0.540
2,12:55,2,14,WAS 20,7,0,Jason Campbell pass complete short middle to Santana Moss for 15 yards (tackle by Barrett Ruud and Ronde Barber),-0.540,1.270
2,12:21,1,10,WAS 35,7,0,Clinton Portis right tackle for 7 yards (tackle by Quincy Black and Tim Crowder),1.270,1.670
2,11:47,2,3,WAS 42,7,0,Clinton Portis left end for 4 yards (tackle by Ryan Sims),1.670,1.990
2,11:07,1,10,WAS 46,7,0,Jason Campbell pass incomplete short right intended for Chris Cooley,1.990,1.450
2,11:00,2,10,WAS 46,7,0,Marcus Mason right tackle for 8 yards (tackle by Tim Crowder),1.450,1.820
2,10:15,,,,7,0,Timeout #1 by Washington Redskins,0.000,1.820
2,10:15,3,2,TAM 46,7,0,Jason Campbell pass incomplete deep right intended for Malcolm Kelly is intercepted by Aqib Talib at TAM-11 and returned for 32 yards,1.820,-1.800
2,10:02,1,10,TAM 43,7,0,Josh Johnson pass complete deep middle to Antonio Bryant for 27 yards (tackle by LaRon Landry),1.800,3.580
2,9:23,1,10,WAS 30,7,0,Earnest Graham right end for 2 yards (tackle by London Fletcher and DeAngelo Hall),3.580,3.300
2,8:45,2,8,WAS 28,7,0,Earnest Graham left end for -2 yards (tackle by London Fletcher). Penalty on John Gilmore: Illegal Motion (Declined),3.300,2.340
2,8:06,3,10,WAS 30,7,0,Josh Johnson pass incomplete short middle intended for Michael Clayton (defended by Rocky McIntosh),2.340,1.410
2,8:01,4,10,WAS 30,7,0,Mike Nugent 48 yard field goal no good,1.410,-1.530
2,7:56,1,10,WAS 39,7,0,"Clinton Portis left end for 7 yards (tackle by Sabby Piscitelli and Roy Miller). Penalty on Malcolm Kelly: Offensive Holding, 10 yards",1.530,1.330
2,7:35,1,13,WAS 36,7,0,Clinton Portis left end for -1 yards (tackle by Gaines Adams),1.330,0.450
2,7:01,2,14,WAS 35,7,0,Clinton Portis left tackle for 8 yards (tackle by Will Allen and Barrett Ruud),0.450,0.830
2,6:21,3,6,WAS 43,7,0,Jason Campbell pass complete short right to Ladell Betts for 12 yards (tackle by Aqib Talib),0.830,2.590
2,5:59,1,10,TAM 45,7,0,Jason Campbell pass complete short left to Mike Sellers for 11 yards (tackle by Barrett Ruud),2.590,3.310
2,5:37,1,10,TAM 34,7,0,Marcus Mason right tackle for no gain (tackle by Ryan Sims and Geno Hayes),3.310,2.770
2,4:57,2,10,TAM 34,7,0,Jason Campbell pass incomplete short middle intended for Chris Cooley,2.770,2.080
2,4:48,3,10,TAM 34,7,0,Jason Campbell sacked by Quincy Black for -4 yards,2.080,0.720
2,4:42,4,14,TAM 38,7,0,"Shaun Suisham punts 17 yards, fair catch by Clifton Smith",0.720,-0.340
2,4:34,1,10,TAM 21,7,0,Josh Johnson left guard for 5 yards (tackle by LaRon Landry),0.340,0.480
2,3:58,2,5,TAM 26,7,0,Earnest Graham left end for 3 yards (tackle by Brian Orakpo and London Fletcher),0.480,0.170
2,3:20,3,2,TAM 29,7,0,Josh Johnson pass complete short middle to Kellen Winslow for 6 yards (tackle by Justin Tryon),0.170,1.270
2,2:39,1,10,TAM 35,7,0,Josh Johnson pass complete short left to Sammie Stroughter for 10 yards (tackle by Rocky McIntosh and LaRon Landry),1.270,1.930
2,2:08,1,10,TAM 45,7,0,Earnest Graham middle for 3 yards (tackle by Chris Wilson and Kedric Golston),1.930,1.790
2,1:59,2,7,TAM 48,7,0,Josh Johnson pass complete short left to Kellen Winslow for 15 yards (tackle by Chris Horton),1.790,3.120
2,1:27,1,10,WAS 37,7,0,Josh Johnson pass incomplete short right intended for Sammie Stroughter,3.120,2.570
2,1:24,2,10,WAS 37,7,0,Josh Johnson middle for 15 yards (tackle by Reed Doughty and Chris Horton),2.570,4.110
2,0:56,1,10,WAS 22,7,0,Josh Johnson pass complete short left to Earnest Graham for 4 yards (tackle by Reed Doughty),4.110,4.130
2,0:31,2,6,WAS 18,7,0,Josh Johnson pass incomplete short left intended for Clifton Smith (defended by Carlos Rogers),4.130,3.400
2,0:26,3,6,WAS 18,7,0,Josh Johnson sacked by Brian Orakpo for -1 yards,3.400,2.180
2,0:02,,,,7,0,Timeout #3 by Tampa Bay Buccaneers,0.000,2.180
2,0:02,4,7,WAS 19,10,0,Mike Nugent 37 yard field goal good,2.180,3.000
Quarter,Time,Down,ToGo,Location,TAM,WAS,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,WAS 30,10,0,"Shaun Suisham kicks off 66 yards, returned by Clifton Smith for 36 yards (tackle by Reed Doughty)",0.000,1.600
3,14:53,1,10,TAM 40,10,0,Josh Johnson pass incomplete short right intended for Jerramy Stevens,1.600,1.050
3,14:49,2,10,TAM 40,10,0,Cadillac Williams left end for 3 yards (tackle by Rocky McIntosh and London Fletcher),1.050,0.760
3,14:11,3,7,TAM 43,10,0,Josh Johnson pass incomplete deep right intended for Antonio Bryant is intercepted by DeAngelo Hall at WAS-37 and returned for 22 yards,0.760,-2.850
3,13:55,1,10,TAM 41,10,0,Clinton Portis middle for 1 yard (tackle by Barrett Ruud and Barrett Ruud),2.850,2.440
3,13:23,2,9,TAM 40,10,0,Jason Campbell pass complete short right to Chris Cooley for 2 yards (tackle by Ronde Barber and Ryan Sims),2.440,2.020
3,12:38,3,7,TAM 38,10,0,Jason Campbell middle for 9 yards (tackle by Sabby Piscitelli and Stylez G. White),2.020,3.640
3,12:01,1,10,TAM 29,10,0,Clinton Portis right tackle for 2 yards (tackle by Ryan Sims),3.640,3.370
3,11:28,2,8,TAM 27,10,0,Clinton Portis left tackle for 4 yards (tackle by Roy Miller and Geno Hayes),3.370,3.200
3,10:47,3,4,TAM 23,10,0,Jason Campbell pass incomplete short left intended for Santana Moss,3.200,2.000
3,10:41,4,4,TAM 23,10,3,Shaun Suisham 42 yard field goal good,2.000,3.000
3,,,,WAS 30,10,3,"Shaun Suisham kicks off 73 yards, returned by Clifton Smith for 32 yards (tackle by Rock Cartwright). Penalty on Quincy Black: Offensive Holding, 10 yards",0.000,-0.320
3,10:29,1,10,TAM 13,10,3,Cadillac Williams left end for 2 yards (tackle by Cornelius Griffin and Phillip Daniels),-0.320,-0.570
3,9:51,2,8,TAM 15,10,3,Cadillac Williams middle for 3 yards (tackle by Brian Orakpo),-0.570,-0.830
3,9:13,3,5,TAM 18,10,3,Josh Johnson pass incomplete short middle intended for Kellen Winslow (defended by Carlos Rogers),-0.830,-2.240
3,9:08,4,5,TAM 18,10,3,Dirk Johnson punts 51 yards,-2.240,-1.000
3,8:56,1,10,WAS 31,10,3,Clinton Portis left end for 8 yards (tackle by Barrett Ruud),1.000,1.540
3,8:32,2,2,WAS 39,10,3,Jason Campbell pass complete short right to Chris Cooley for 17 yards (tackle by Geno Hayes),1.540,2.650
3,7:54,1,10,TAM 44,10,3,Clinton Portis middle for 2 yards (tackle by Gaines Adams),2.650,2.380
3,7:20,2,8,TAM 42,10,3,Clinton Portis middle for 2 yards (tackle by Tim Crowder),2.380,1.950
3,6:37,3,6,TAM 40,10,3,Jason Campbell pass complete short right to Ladell Betts for 4 yards (tackle by Jimmy Wilkerson and Barrett Ruud),1.950,0.890
3,6:10,,,,10,3,Timeout #1 by Washington Redskins,0.000,0.890
3,6:10,4,2,TAM 36,10,3,Jason Campbell pass complete short middle to Chris Cooley for 12 yards (tackle by Aqib Talib),0.890,3.970
3,5:32,1,10,TAM 24,10,3,Jason Campbell pass incomplete deep left intended for Chris Cooley (defended by Ronde Barber),3.970,3.430
3,5:27,2,10,TAM 24,10,3,Jason Campbell pass complete short right to Fred Davis for -1 yards (tackle by Quincy Black),3.430,2.610
3,4:47,3,11,TAM 25,10,3,Jason Campbell right end for 13 yards (tackle by Quincy Black),2.610,4.780
3,4:02,1,10,TAM 12,10,3,"Penalty on Santana Moss: False Start, 5 yards (no play)",4.780,4.320
3,3:38,1,15,TAM 17,10,9,"Jason Campbell pass complete deep middle to Chris Cooley for 17 yards, touchdown",4.320,7.000
3,,,,TAM 2,10,9,Shaun Suisham kicks extra point no good,0.000,-1.000
3,,,,WAS 30,10,9,"Shaun Suisham kicks off 70 yards, touchback",0.000,0.280
3,3:32,1,10,TAM 20,10,9,Josh Johnson pass complete short middle to Antonio Bryant for 6 yards (tackle by Rocky McIntosh and London Fletcher),0.280,0.540
3,2:54,2,4,TAM 26,10,9,Cadillac Williams right end for 1 yard (tackle by Rocky McIntosh and Cornelius Griffin),0.540,-0.030
3,2:10,3,3,TAM 27,10,9,Josh Johnson sacked by London Fletcher for -1 yards,-0.030,-1.630
3,1:41,4,4,TAM 26,10,9,"Dirk Johnson punts 37 yards, returned by Santana Moss for 4 yards (tackle by Maurice Stovall)",-1.630,-1.660
3,1:29,1,10,WAS 41,10,15,"Jason Campbell pass complete deep right to Santana Moss for 59 yards, touchdown",1.660,7.000
3,,,,TAM 2,10,16,Shaun Suisham kicks extra point good,0.000,0.000
3,,,,WAS 30,10,16,"Shaun Suisham kicks off 70 yards, touchback",0.000,0.280
3,1:22,1,10,TAM 20,10,16,Josh Johnson right end for 6 yards (tackle by Reed Doughty),0.280,0.540
3,0:49,2,4,TAM 26,10,16,Cadillac Williams right tackle for 1 yard (tackle by Brian Orakpo),0.540,-0.030
Quarter,Time,Down,ToGo,Location,TAM,WAS,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,3,TAM 27,10,16,Josh Johnson right end for 1 yard (tackle by Jeremy Jarmon),-0.030,-1.500
4,14:28,4,2,TAM 28,10,16,Dirk Johnson punts 38 yards,-1.500,-1.200
4,14:16,1,10,WAS 34,10,16,Clinton Portis right end for 6 yards (tackle by Barrett Ruud and Chris Hovan),1.200,1.470
4,13:43,2,4,WAS 40,10,16,Clinton Portis right guard for 7 yards (tackle by Sabby Piscitelli),1.470,2.060
4,13:08,1,10,WAS 47,10,16,Clinton Portis right end for 1 yard (tackle by Roy Miller),2.060,1.650
4,12:26,2,9,WAS 48,10,16,"Jason Campbell pass incomplete deep right intended for Santana Moss is intercepted by Aqib Talib at TAM-20 and returned for 13 yards. Penalty on Casey Rabach: Chop Block, 15 yards",1.650,-2.130
4,12:14,1,10,TAM 48,10,16,Josh Johnson pass complete short right to Cadillac Williams for 5 yards (tackle by Reed Doughty and Kedric Golston),2.130,2.260
4,11:29,2,5,WAS 47,10,16,Josh Johnson pass incomplete short middle intended for Cadillac Williams,2.260,1.550
4,11:22,3,5,WAS 47,10,16,Josh Johnson pass complete short right to Cadillac Williams for 5 yards (tackle by DeAngelo Hall and Reed Doughty),1.550,2.790
4,10:39,1,10,WAS 42,10,16,Josh Johnson pass complete short left to Cadillac Williams for 6 yards (tackle by Rocky McIntosh),2.790,3.050
4,9:58,2,4,WAS 36,10,16,Cadillac Williams right end for 7 yards (tackle by LaRon Landry),3.050,3.640
4,9:21,1,10,WAS 29,10,16,Clifton Smith right end for 2 yards (tackle by Lorenzo Alexander),3.640,3.370
4,8:36,,,,10,16,Timeout #1 by Tampa Bay Buccaneers,0.000,3.370
4,8:36,2,8,WAS 27,10,16,Cadillac Williams right end for 8 yards (tackle by London Fletcher),3.370,4.310
4,8:36,1,10,WAS 19,10,16,"Penalty on Jeremy Trueblood: False Start, 5 yards (no play)",4.310,3.970
4,7:24,1,15,WAS 24,10,16,Cadillac Williams right tackle for 17 yards (tackle by Rocky McIntosh and DeAngelo Hall),3.970,5.600
4,6:37,1,7,WAS 7,10,16,Earnest Graham right guard for 2 yards (tackle by Cornelius Griffin),5.600,5.150
4,5:56,2,5,WAS 5,10,16,Cadillac Williams right end for -3 yards (tackle by LaRon Landry),5.150,3.580
4,5:13,3,8,WAS 8,10,16,Josh Johnson left end for 4 yards (tackle by Justin Tryon and London Fletcher),3.580,3.030
4,4:30,4,4,WAS 4,13,16,Mike Nugent 22 yard field goal good,3.030,3.000
4,,,,TAM 30,13,16,"Mike Nugent kicks off 64 yards, returned by Rock Cartwright for 24 yards (tackle by Rod Wilson)",0.000,0.940
4,4:20,1,10,WAS 30,13,16,Clinton Portis right tackle for 10 yards (tackle by Aqib Talib),0.940,1.600
4,3:36,1,10,WAS 40,13,16,Clinton Portis left end for 1 yard (tackle by Geno Hayes and Quincy Black),1.600,1.190
4,2:55,2,9,WAS 41,13,16,Jason Campbell left tackle for 4 yards (tackle by Jimmy Wilkerson and Geno Hayes),1.190,1.030
4,2:09,3,5,WAS 45,13,16,Clinton Portis left tackle for 4 yards (tackle by Quincy Black),1.030,-0.130
4,2:00,4,1,WAS 49,13,16,Shaun Suisham punts 32 yards,-0.130,-0.150
4,1:52,1,10,TAM 19,13,16,Josh Johnson pass complete short right to Antonio Bryant for 3 yards (tackle by Chris Horton),0.150,0.070
4,1:24,2,7,TAM 22,13,16,Josh Johnson middle for 6 yards (tackle by Reed Doughty and Justin Tryon),0.070,0.100
4,0:55,3,1,TAM 28,13,16,"Clifton Smith middle for 1 yard (tackle by Jeremy Jarmon). Clifton Smith fumbles (forced by Jeremy Jarmon), recovered by Chris Horton at TAM-29",0.100,-3.640
4,0:48,1,10,TAM 29,13,16,Jason Campbell kneels for -1 yards,3.640,2.970
4,0:46,,,,13,16,Timeout #2 by Tampa Bay Buccaneers,0.000,2.970
4,0:46,2,11,TAM 30,13,16,Jason Campbell kneels for -3 yards,2.970,1.880
4,0:40,,,,13,16,Timeout #3 by Tampa Bay Buccaneers,0.000,1.880
4,0:40,3,14,TAM 33,13,16,Jason Campbell kneels for -2 yards,1.880,0.970
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
