Quarter,Time,Tm,Detail,PIT,CLE
1.0,14:17,Steelers,Mike Wallace 56 yard pass from Ben Roethlisberger (Shaun Suisham kick),7,0
,6:57,Steelers,Rashard Mendenhall 1 yard rush (Shaun Suisham kick),14,0
2.0,14:43,Browns,Phil Dawson 19 yard field goal,14,3
,7:51,Steelers,Rashard Mendenhall 1 yard rush (Shaun Suisham kick),21,3
,4:53,Steelers,Heath Miller 4 yard pass from Ben Roethlisberger (Shaun Suisham kick),28,3
,1:30,Steelers,Shaun Suisham 41 yard field goal,31,3
3.0,7:18,Steelers,Hines Ward 3 yard pass from Antwaan Randle El (Shaun Suisham kick),38,3
4.0,12:32,Steelers,Shaun Suisham 24 yard field goal,41,3
,6:33,Browns,Brian Robiskie 20 yard pass from Colt McCoy (pass failed),41,9
