Quarter,Time,Down,ToGo,Location,CLE,PIT,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Browns won the coin toss, Browns to receive the opening kickoff.",,
1,15:00,,,PIT 30,0,0,"Jeff Reed kicks off 61 yards, returned by Josh Cribbs for 25 yards (tackle by Sean Morey)",0.000,1.200
1,14:54,1,10,CLE 34,0,0,Reuben Droughns up the middle for 2 yards (tackle by Aaron Smith),1.200,0.930
1,14:15,2,8,CLE 36,0,0,Reuben Droughns up the middle for no gain (tackle by Troy Polamalu and Aaron Smith),0.930,0.230
1,13:31,3,8,CLE 36,0,0,Trent Dilfer pass complete to Antonio Bryant for 9 yards (tackle by Tyrone Carter and Larry Foote),0.230,1.930
1,12:50,1,10,CLE 45,0,0,Reuben Droughns right guard for 3 yards (tackle by Clint Kriewaldt and Clark Haggans),1.930,1.790
1,12:08,2,7,CLE 48,0,0,Trent Dilfer pass incomplete intended for Antonio Bryant,1.790,1.090
1,12:02,3,7,CLE 48,0,0,Trent Dilfer pass complete to Antonio Bryant for 35 yards (tackle by Troy Polamalu and Ricardo Colclough),1.090,4.440
1,11:20,1,10,PIT 17,0,0,Reuben Droughns up the middle for 5 yards (tackle by Troy Polamalu),4.440,4.690
1,10:41,2,5,PIT 12,0,0,Trent Dilfer pass complete to Dennis Northcutt for 7 yards (tackle by Larry Foote),4.690,6.060
1,10:04,1,5,PIT 5,0,0,Trent Dilfer pass incomplete intended for Antonio Bryant (defended by Deshea Townsend),6.060,5.150
1,9:58,2,5,PIT 5,6,0,"Reuben Droughns left end for 5 yards, touchdown",5.150,7.000
1,,,,PIT 2,7,0,Phil Dawson kicks extra point good,0.000,0.000
1,,,,CLE 30,7,0,"Phil Dawson kicks off 57 yards, returned by Quincy Morgan for 15 yards (tackle by Josh Cribbs)",0.000,0.810
1,9:49,1,10,PIT 28,7,0,"Charlie Batch pass incomplete intended for Hines Ward. Penalty on Ben Taylor: Face Mask (15 Yards), 15 yards, Penalty on Leigh Bodden: Illegal Contact (Declined) (no play)",0.810,1.800
1,9:43,1,10,PIT 43,7,0,Duce Staley up the middle for 2 yards (tackle by Jason Fisk),1.800,1.520
1,9:04,2,8,PIT 45,7,0,Charlie Batch pass complete to Antwaan Randle El for 15 yards (tackle by Daylon McCutcheon),1.520,2.920
1,8:48,1,10,CLE 40,7,0,Duce Staley right guard for 3 yards (tackle by Orpheus Roye and Matt Stewart),2.920,2.780
1,8:11,2,7,CLE 37,7,0,Charlie Batch pass complete to Hines Ward for 17 yards (tackle by Daylon McCutcheon),2.780,4.240
1,7:28,1,10,CLE 20,7,0,Charlie Batch pass incomplete intended for Hines Ward (defended by Daylon McCutcheon),4.240,3.690
,,,,,,,"CLE challenged the ruling, and the original play was overturned.",,
1,7:22,2,10,CLE 20,7,0,Charlie Batch pass complete to Duce Staley for 9 yards (tackle by Matt Stewart and Ben Taylor),3.690,4.590
1,6:39,3,1,CLE 11,7,0,Jerome Bettis up the middle for no gain (tackle by Alvin McKinley and Kenard Lang),4.590,2.850
1,6:12,4,1,CLE 11,7,0,Charlie Batch up the middle for no gain (tackle by Ben Taylor),2.850,0.370
1,6:07,1,10,CLE 11,7,0,Reuben Droughns left tackle for no gain (tackle by Clint Kriewaldt). Penalty on Antonio Bryant: Illegal Block Above the (Declined),-0.370,-0.780
1,6:07,2,10,CLE 11,7,0,Trent Dilfer pass complete to Dennis Northcutt for 6 yards (tackle by Ike Taylor),-0.780,-0.720
1,4:59,3,4,CLE 17,7,0,Trent Dilfer pass incomplete intended for Braylon Edwards,-0.720,-2.320
1,4:57,4,4,CLE 17,7,0,"Kyle Richardson punts 46 yards, returned by Antwaan Randle El for 8 yards (tackle by Sean Jones)",-2.320,-1.930
1,4:48,1,10,PIT 45,7,0,Duce Staley up the middle for 5 yards (tackle by Brian Russell and Ben Taylor),1.930,2.060
1,4:13,2,5,PIT 50,7,0,Charlie Batch pass complete to Cedrick Wilson for no gain,2.060,1.360
1,3:31,3,5,PIT 50,7,0,"Penalty on Jeff Hartings: False Start, 5 yards (no play)",1.360,0.700
1,3:16,3,10,PIT 45,7,0,Charlie Batch pass incomplete intended for Hines Ward,0.700,-0.390
1,3:13,4,10,PIT 45,7,0,Chris Gardocki punts 54 yards,-0.390,0.380
1,3:02,1,10,CLE 1,7,0,Terrelle Smith up the middle for no gain,-0.380,-0.780
1,2:25,2,10,CLE 1,7,0,Reuben Droughns left tackle for 9 yards (tackle by Joey Porter and Deshea Townsend),-0.780,-0.370
1,1:56,3,1,CLE 10,7,0,Reuben Droughns up the middle for 2 yards (tackle by Casey Hampton),-0.370,-0.350
1,1:14,1,10,CLE 12,7,0,Trent Dilfer pass complete to Dennis Northcutt for 11 yards (tackle by James Harrison),-0.350,0.480
1,0:36,1,10,CLE 23,7,0,Reuben Droughns right guard for 5 yards (tackle by Casey Hampton),0.480,0.610
Quarter,Time,Down,ToGo,Location,CLE,PIT,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,5,CLE 28,7,0,Trent Dilfer pass complete to Reuben Droughns for 22 yards (tackle by Chris Hope and James Harrison),0.610,2.260
2,14:20,1,10,PIT 50,7,0,Reuben Droughns right tackle for -1 yards (tackle by Larry Foote),2.260,1.580
2,13:36,2,11,CLE 49,7,0,Trent Dilfer pass incomplete intended for Reuben Droughns,1.580,0.890
2,13:32,3,11,CLE 49,7,0,Trent Dilfer left end for 5 yards (tackle by Troy Polamalu),0.890,0.200
2,13:08,4,6,PIT 46,7,0,"Kyle Richardson punts 32 yards, returned by Antwaan Randle El for 6 yards (tackle by Mason Unck)",0.200,-0.280
2,12:59,1,10,PIT 20,7,0,Charlie Batch left guard for 15 yards (tackle by Orpheus Roye and Ben Taylor),0.280,1.270
2,12:19,1,10,PIT 35,7,0,Charlie Batch pass complete to Cedrick Wilson for 5 yards (tackle by Leigh Bodden),1.270,1.400
2,11:45,2,5,PIT 40,7,0,Jerome Bettis up the middle for 5 yards (tackle by Matt Stewart and Ethan Kelley),1.400,1.930
2,11:06,1,10,PIT 45,7,0,Jerome Bettis right tackle for no gain (tackle by Matt Stewart and Orpheus Roye),1.930,1.380
2,10:27,2,10,PIT 45,7,0,Charlie Batch pass complete to Cedrick Wilson for 43 yards (tackle by Michael Lehan and Chris Crocker),1.380,4.780
2,9:40,1,10,CLE 12,7,0,Jerome Bettis up the middle for 10 yards (tackle by Chaun Thompson and Ben Taylor),4.780,6.740
2,9:02,1,2,CLE 2,7,0,Jerome Bettis left guard for 1 yard,6.740,5.910
2,8:25,2,1,CLE 1,7,6,"Jerome Bettis left tackle for 1 yard, touchdown",5.910,7.000
2,,,,CLE 2,7,7,Jeff Reed kicks extra point good,0.000,0.000
2,,,,PIT 30,7,7,"Jeff Reed kicks off 50 yards, returned by Aaron Shea for 13 yards (tackle by Rian Wallace)",0.000,1.140
2,8:15,1,10,CLE 33,7,7,Reuben Droughns up the middle for 1 yard,1.140,0.730
2,7:35,2,9,CLE 34,7,7,"Penalty on Mike Pucillo: False Start, 5 yards (no play)",0.730,0.050
2,7:17,2,14,CLE 29,7,7,Trent Dilfer pass complete to Steve Heiden for no gain,0.050,-0.620
2,6:34,3,14,CLE 29,7,7,Trent Dilfer pass incomplete intended for Dennis Northcutt,-0.620,-1.440
2,6:29,4,14,CLE 29,7,7,"Kyle Richardson punts 42 yards, returned by Antwaan Randle El for 2 yards (tackle by Josh Cribbs)",-1.440,-1.000
2,6:17,1,10,PIT 31,7,7,"Jerome Bettis left end for no gain. Penalty on Kenard Lang: Defensive Offside, 5 yards (no play)",1.000,1.730
2,5:57,1,5,PIT 36,7,7,Charlie Batch pass complete to Hines Ward for 7 yards (tackle by Chris Crocker),1.730,1.800
2,5:27,1,10,PIT 43,7,7,Jerome Bettis left guard for 7 yards (tackle by Kenard Lang),1.800,2.200
2,4:57,2,3,PIT 50,7,7,Jerome Bettis up the middle for 9 yards (tackle by Jason Fisk and Orpheus Roye),2.200,2.850
2,4:18,1,10,CLE 41,7,7,Charlie Batch pass complete to Hines Ward for 15 yards (tackle by Ray Mickens),2.850,3.840
2,3:29,1,10,CLE 26,7,7,Duce Staley left tackle for 3 yards (tackle by Chaun Thompson),3.840,3.700
2,3:00,2,7,CLE 23,7,7,Duce Staley right tackle for -1 yards (tackle by Ethan Kelley and Ryan Pontbriand),3.700,2.870
2,2:21,3,8,CLE 24,7,7,Charlie Batch pass incomplete intended for Hines Ward (defended by Brodney Pool),2.870,1.870
2,2:16,4,8,CLE 24,7,10,Jeff Reed 42 yard field goal good,1.870,3.000
2,,,,PIT 30,7,10,"Jeff Reed kicks off 69 yards, returned by Josh Cribbs for 19 yards (tackle by James Harrison). Penalty on Simon Fraser: Offensive Holding, 10 yards",0.000,-0.380
2,2:05,1,10,CLE 10,7,10,Reuben Droughns right tackle for 4 yards (tackle by Aaron Smith and Tyrone Carter),-0.380,-0.460
2,1:59,2,6,CLE 14,7,10,Trent Dilfer pass complete to Antonio Bryant for 8 yards (tackle by Chris Hope),-0.460,0.410
2,1:36,1,10,CLE 22,7,10,Trent Dilfer pass incomplete intended for Antonio Bryant,0.410,-0.130
2,1:29,2,10,CLE 22,7,10,"Trent Dilfer pass incomplete intended for Dennis Northcutt is intercepted by Joey Porter at CLE-34 and returned for 9 yards. Penalty on Larry Foote: Unnecessary Roughness, 15 yards",-0.130,-2.920
2,1:19,1,10,CLE 40,7,10,Charlie Batch pass complete to Verron Haynes for 7 yards (tackle by Chaun Thompson),2.920,3.320
2,1:09,,,,7,10,Timeout #1 by Pittsburgh Steelers,0.000,3.320
2,1:09,2,3,CLE 33,7,10,Charlie Batch pass incomplete intended for Verron Haynes,3.320,2.610
2,1:02,3,3,CLE 33,7,10,Charlie Batch pass complete to Hines Ward for 14 yards (tackle by Ray Mickens and Brian Russell),2.610,4.310
2,0:55,,,,7,10,Timeout #2 by Pittsburgh Steelers,0.000,4.310
2,0:55,1,10,CLE 19,7,10,Charlie Batch pass incomplete intended for Antwaan Randle El,4.310,3.750
2,0:48,2,10,CLE 19,7,10,Charlie Batch pass complete to Duce Staley for 7 yards (tackle by Kenard Lang and Ray Mickens),3.750,4.190
2,0:40,,,,7,10,Timeout #3 by Pittsburgh Steelers,0.000,4.190
2,0:40,3,3,CLE 12,7,10,Charlie Batch pass complete to Hines Ward for 5 yards (tackle by Leigh Bodden),4.190,5.600
2,0:26,1,7,CLE 7,7,10,Charlie Batch spiked the ball,5.600,4.760
2,0:16,2,7,CLE 7,7,10,Charlie Batch pass complete to Hines Ward for 6 yards (tackle by Ray Mickens),4.760,5.170
2,0:09,3,1,CLE 1,7,16,"Charlie Batch up the middle for 1 yard, touchdown",5.170,7.000
2,,,,CLE 2,7,17,Jeff Reed kicks extra point good,0.000,0.000
2,,,,PIT 30,7,17,"Jeff Reed kicks off 33 yards, returned by Terrelle Smith for 11 yards (tackle by James Harrison)",0.000,2.130
2,0:01,1,10,CLE 48,7,17,Trent Dilfer sacked by Clark Haggans for -4 yards,2.130,1.040
Quarter,Time,Down,ToGo,Location,CLE,PIT,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CLE 30,7,17,"Phil Dawson kicks off 57 yards, returned by Ricardo Colclough for no gain. Penalty on Sean Jones: Offside on Free Kick, 5 yards (no play)",0.000,0.000
3,,,,CLE 25,7,17,"Phil Dawson kicks off 65 yards, returned by Ricardo Colclough for 29 yards (tackle by Josh Cribbs)",0.000,1.530
3,14:48,1,10,PIT 39,7,17,Duce Staley left end for 6 yards (tackle by Ben Taylor),1.530,1.800
3,14:14,2,4,PIT 45,7,17,Tommy Maddox pass complete to Antwaan Randle El for 4 yards (tackle by Leigh Bodden and Brian Russell),1.800,2.190
3,13:30,1,10,PIT 49,7,23,"Antwaan Randle El pass complete to Hines Ward for 51 yards, touchdown",2.190,7.000
3,,,,CLE 2,7,24,Jeff Reed kicks extra point good,0.000,0.000
3,,,,PIT 30,7,24,"Jeff Reed kicks off 57 yards, returned by Josh Cribbs for 21 yards (tackle by Chidi Iwuoma)",0.000,1.200
3,13:13,1,10,CLE 34,7,24,Trent Dilfer sacked by Joey Porter for -7 yards,1.200,-0.290
3,12:43,2,17,CLE 27,7,24,Trent Dilfer pass incomplete intended for Antonio Bryant,-0.290,-0.960
3,12:39,3,17,CLE 27,7,24,Trent Dilfer pass complete to Reuben Droughns for 19 yards (tackle by Bryant McFadden),-0.960,1.990
3,12:01,1,10,CLE 46,7,24,Reuben Droughns up the middle for 5 yards (tackle by Larry Foote and Clint Kriewaldt),1.990,2.130
3,11:25,2,5,PIT 49,7,24,Reuben Droughns up the middle for 2 yards (tackle by Larry Foote and Chris Hope),2.130,1.690
3,10:43,3,3,PIT 47,7,24,Reuben Droughns right guard for 3 yards (tackle by Brett Keisel),1.690,2.650
3,10:04,1,10,PIT 44,7,24,Trent Dilfer pass incomplete intended for Antonio Bryant (defended by Clint Kriewaldt),2.650,2.110
3,9:58,2,10,PIT 44,7,24,Reuben Droughns left tackle for 5 yards (tackle by Larry Foote and Chris Hope),2.110,2.080
3,9:13,3,5,PIT 39,7,24,Trent Dilfer pass incomplete intended for Dennis Northcutt (defended by Deshea Townsend),2.080,0.660
3,9:08,4,5,PIT 39,7,24,"Kyle Richardson punts 28 yards, fair catch by Antwaan Randle El",0.660,0.370
3,9:00,1,10,PIT 11,7,24,Duce Staley left guard for 3 yards (tackle by Ben Taylor),-0.370,-0.530
3,8:21,2,7,PIT 14,7,24,Duce Staley left tackle for 10 yards (tackle by Matt Stewart and Chris Crocker),-0.530,0.540
3,7:37,1,10,PIT 24,7,24,Duce Staley right guard for 6 yards (tackle by Brian Russell and Orpheus Roye),0.540,0.810
3,6:54,2,4,PIT 30,7,24,Duce Staley up the middle for 1 yard (tackle by Ethan Kelley and Nick Eason),0.810,0.230
3,6:09,3,3,PIT 31,7,24,Antwaan Randle El right end for 12 yards (tackle by Brodney Pool),0.230,1.800
3,5:43,1,10,PIT 43,7,24,Duce Staley left guard for 2 yards (tackle by Alvin McKinley),1.800,1.520
3,5:04,2,8,PIT 45,7,24,Duce Staley up the middle for 11 yards (tackle by Chris Crocker),1.520,2.650
3,4:20,1,10,CLE 44,7,24,Duce Staley left tackle for -1 yards,2.650,1.980
3,3:42,2,11,CLE 45,7,24,"Tommy Maddox pass incomplete intended for Cedrick Wilson is intercepted by Brian Russell at CLE-17 and returned for 31 yards. Penalty on Alvin McKinley: Face Mask (15 Yards), 15 yards (no play)",1.980,3.580
3,3:22,1,10,CLE 30,7,24,Antwaan Randle El left end for -2 yards (tackle by Chaun Thompson),3.580,2.760
3,2:48,2,12,CLE 32,7,24,Jerome Bettis up the middle for -5 yards (tackle by Ethan Kelley),2.760,1.420
3,1:02,3,17,CLE 37,7,24,Tommy Maddox pass complete to Verron Haynes for 3 yards (tackle by Matt Stewart),1.420,1.060
3,1:02,4,14,CLE 34,7,24,"Penalty on Tommy Maddox: Delay of Game, 5 yards (no play)",1.060,0.660
3,1:02,4,19,CLE 39,7,24,Chris Gardocki punts 33 yards,0.660,0.380
3,0:51,1,10,CLE 6,7,24,"Trent Dilfer pass complete to Antonio Bryant for 21 yards (tackle by Chris Hope). Antonio Bryant fumbles (forced by Chris Hope), recovered by Bryant McFadden at CLE-27 and returned for 9 yards (tackle by Reuben Droughns)",-0.380,-4.370
,,,,,,,"CLE challenged the ruling, and the play was upheld.",,
3,0:41,1,10,CLE 18,7,24,Duce Staley left tackle for 3 yards,4.370,4.250
Quarter,Time,Down,ToGo,Location,CLE,PIT,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,7,CLE 15,7,24,Tommy Maddox pass incomplete intended for Heath Miller,4.250,3.460
4,14:56,,,,7,24,Timeout #1 by Pittsburgh Steelers,0.000,3.460
4,14:56,3,7,CLE 15,7,24,Tommy Maddox pass incomplete intended for Hines Ward,3.460,2.440
4,14:52,4,7,CLE 15,7,27,Jeff Reed 33 yard field goal good,2.440,3.000
4,,,,PIT 30,7,27,"Jeff Reed kicks off 66 yards, returned by Jason Wright for 17 yards (tackle by Chidi Iwuoma)",0.000,0.340
4,14:43,1,10,CLE 21,7,27,Trent Dilfer pass complete to Dennis Northcutt for 7 yards (tackle by Deshea Townsend),0.340,0.750
4,14:14,2,3,CLE 28,7,27,Trent Dilfer pass complete to Braylon Edwards for 27 yards (tackle by Deshea Townsend),0.750,2.590
4,13:35,1,10,PIT 45,7,27,Trent Dilfer pass complete to Terrelle Smith for 9 yards (tackle by Troy Polamalu),2.590,3.260
4,12:49,2,1,PIT 36,7,27,Reuben Droughns up the middle for 6 yards (tackle by Larry Foote and Ike Taylor),3.260,3.580
4,12:09,1,10,PIT 30,7,27,Trent Dilfer pass incomplete intended for Braylon Edwards,3.580,3.030
4,12:03,2,10,PIT 30,7,27,Trent Dilfer pass incomplete intended for Braylon Edwards,3.030,2.340
4,11:57,3,10,PIT 30,7,27,Trent Dilfer pass incomplete intended for Braylon Edwards (defended by Tyrone Carter),2.340,1.410
4,11:49,4,10,PIT 30,7,27,Trent Dilfer pass incomplete intended for Antonio Bryant,1.410,-0.940
4,11:42,1,10,PIT 30,7,27,Duce Staley left guard for no gain (tackle by Orpheus Roye),0.940,0.390
4,10:59,2,10,PIT 30,7,27,Duce Staley left end for 3 yards,0.390,0.100
4,10:16,3,7,PIT 33,7,27,Tommy Maddox pass complete to Hines Ward for 9 yards (tackle by Michael Lehan),0.100,1.730
4,9:29,1,10,PIT 42,7,27,"Duce Staley up the middle for 8 yards (tackle by Ben Taylor and Ray Mickens). Penalty on Ethan Kelley: Defensive Holding, 5 yards",1.730,2.590
4,8:58,,,,7,27,Timeout #2 by Pittsburgh Steelers,0.000,2.590
4,8:58,1,10,CLE 45,7,27,Tommy Maddox pass incomplete intended for Antwaan Randle El,2.590,2.040
4,8:50,2,10,CLE 45,7,27,"Duce Staley up the middle for no gain (tackle by Alvin McKinley). Penalty on Alvin McKinley: Defensive Offside, 5 yards (no play)",2.040,2.720
4,8:28,2,5,CLE 40,7,27,Verron Haynes up the middle for 4 yards (tackle by Orpheus Roye),2.720,2.540
4,7:47,3,1,CLE 36,7,27,Verron Haynes left tackle for 5 yards (tackle by Ben Taylor),2.540,3.510
4,7:01,1,10,CLE 31,7,27,Verron Haynes right tackle for 2 yards (tackle by Leigh Bodden),3.510,3.240
4,6:06,2,8,CLE 29,7,27,Verron Haynes right guard for 1 yard (tackle by Ethan Kelley and Ben Taylor),3.240,2.680
4,5:24,3,7,CLE 28,7,27,Tommy Maddox pass complete to Matt Kranchick for 6 yards (tackle by Ray Mickens),2.680,2.140
4,4:35,4,1,CLE 22,7,27,"Penalty on Tommy Maddox: Delay of Game, 5 yards (no play)",2.140,1.700
4,4:35,4,6,CLE 27,13,27,"Jeff Reed 44 yard field goal no good, blocked by Orpheus Roye, recovered by Leigh Bodden and returned for 59 yards, touchdown",1.700,-7.000
4,,,,PIT 2,14,27,Phil Dawson kicks extra point good,0.000,0.000
4,,,,CLE 30,14,27,Phil Dawson kicks onside 7 yards and returned for 8 yards,0.000,3.640
4,4:20,1,10,CLE 29,14,27,Verron Haynes right tackle for 20 yards (tackle by Brian Russell and Ben Taylor),3.640,5.140
4,3:32,1,9,CLE 9,14,27,Verron Haynes up the middle for -1 yards (tackle by Ray Mickens),5.140,4.190
4,2:48,2,10,CLE 10,14,27,Verron Haynes left end for 5 yards (tackle by Alvin McKinley and Chris Crocker),4.190,4.260
4,2:25,,,,14,27,Timeout #2 by Cleveland Browns,0.000,4.260
4,2:25,3,5,CLE 5,14,27,Verron Haynes right guard for -5 yards (tackle by Chris Crocker),4.260,2.760
4,2:00,4,10,CLE 10,14,33,"Verron Haynes right end for 10 yards, touchdown",2.760,7.000
4,,,,CLE 2,14,34,Jeff Reed kicks extra point good,0.000,0.000
4,,,,PIT 30,14,34,"Jeff Reed kicks off 45 yards, returned by Terrelle Smith for 13 yards (tackle by Ike Taylor). Penalty on Sean Jones: Offensive Holding, 10 yards",0.000,0.810
4,1:47,1,10,CLE 28,14,34,Trent Dilfer pass complete to Reuben Droughns for 11 yards (tackle by Deshea Townsend),0.810,1.530
4,1:20,1,10,CLE 39,14,34,Trent Dilfer pass complete to Braylon Edwards for 37 yards (tackle by Deshea Townsend),1.530,3.970
4,0:48,1,10,PIT 24,14,34,Trent Dilfer pass complete to Reuben Droughns for 15 yards (tackle by Ricardo Colclough),3.970,5.140
4,0:42,1,9,PIT 9,14,34,Trent Dilfer pass incomplete intended for Braylon Edwards,5.140,4.380
4,0:36,2,9,PIT 9,14,34,Trent Dilfer pass incomplete intended for Dennis Northcutt,4.380,3.360
4,0:31,3,9,PIT 9,14,34,Trent Dilfer pass incomplete intended for Braylon Edwards,3.360,2.830
4,0:27,4,9,PIT 9,20,34,"Trent Dilfer pass complete to Antonio Bryant for 9 yards, touchdown. Penalty on Ike Taylor: Defensive Pass Interfere (Declined)",2.830,7.000
4,,,,PIT 2,21,34,Phil Dawson kicks extra point good,0.000,0.000
4,,,,CLE 30,21,34,Phil Dawson kicks onside 12 yards,0.000,2.790
4,0:21,1,10,CLE 42,21,34,Tommy Maddox kneels for no gain,2.790,2.240
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
