Quarter,Time,Down,ToGo,Location,CIN,CAR,Detail,EPB,EPA
1,2:01,3,17,CIN 49,7,7,Andy Dalton pass deep right intended for John Ross is intercepted by Donte Jackson at CAR-33 and returned for no gain,0.500,-1.140
1,1:55,1,10,CAR 33,7,7,Cam Newton pass complete short right to D.J. Moore for 3 yards (tackle by Darqueze Dennard and Dre Kirkpatrick),1.140,1.000
1,1:33,2,7,CAR 36,7,7,Cam Newton pass complete short right to Ian Thomas for no gain (tackle by Nick Vigil),1.000,0.300
1,0:49,3,7,CAR 36,7,7,Cam Newton pass complete short right to Torrey Smith for 8 yards (tackle by Dre Kirkpatrick),0.300,1.860
1,0:09,1,10,CAR 44,7,7,Cam Newton right end for no gain (tackle by Carl Lawson),1.860,1.320
Quarter,Time,Down,ToGo,Location,CIN,CAR,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,10,CAR 44,7,7,Cam Newton pass complete deep left to Devin Funchess for 16 yards (tackle by Dre Kirkpatrick),1.320,2.920
2,14:18,1,10,CIN 40,7,7,Christian McCaffrey up the middle for 5 yards (tackle by Jessie Bates and Geno Atkins),2.920,3.050
2,13:37,2,5,CIN 35,7,7,Cam Newton pass complete short left to Devin Funchess for 27 yards (tackle by Nick Vigil),3.050,5.370
2,12:49,1,8,CIN 8,7,7,Christian McCaffrey up the middle for 4 yards (tackle by Nick Vigil),5.370,5.340
2,12:07,2,4,CIN 4,7,13,"Cam Newton pass complete short left to Devin Funchess for 4 yards, touchdown",5.340,7.000
2,12:03,,,CIN 15,7,14,Graham Gano kicks extra point good,0.000,0.000
2,12:03,,,CAR 35,7,14,"Graham Gano kicks off 65 yards, touchback.",0.000,0.610
2,12:03,1,10,CIN 25,7,14,Andy Dalton pass complete short left to Tyler Eifert for 13 yards (tackle by Mike Adams and Colin Jones),0.610,1.470
2,11:27,1,10,CIN 38,7,14,Tyler Boyd left end for 5 yards (tackle by Donte Jackson),1.470,1.600
2,10:52,2,5,CIN 43,7,14,Andy Dalton pass incomplete short right intended for John Ross,1.600,0.890
2,10:48,3,5,CIN 43,7,14,Andy Dalton pass complete short left to Tyler Eifert for 8 yards (tackle by Shaq Thompson),0.890,2.320
2,10:06,1,10,CAR 49,7,14,Andy Dalton pass incomplete deep right intended for John Ross,2.320,1.780
2,10:00,2,10,CAR 49,7,14,Andy Dalton pass incomplete short right intended for Giovani Bernard,1.780,1.090
2,9:57,3,10,CAR 49,7,14,Andy Dalton pass complete deep right to Tyler Boyd for 23 yards (tackle by Donte Jackson),1.090,3.840
2,9:27,1,10,CAR 26,7,14,Giovani Bernard right end for 12 yards (tackle by Luke Kuechly). Penalty on Julius Peppers: Defensive Offside (Declined),3.840,4.650
2,9:05,1,10,CAR 14,7,14,Andy Dalton pass complete short left to A.J. Green for 1 yard (tackle by James Bradberry),4.650,4.160
2,8:27,2,9,CAR 13,7,14,Giovani Bernard up the middle for 3 yards (tackle by Kawann Short and Dontari Poe),4.160,3.820
2,7:46,3,6,CAR 10,7,14,Andy Dalton pass complete short left to John Ross for 9 yards (tackle by Donte Jackson),3.820,6.970
2,7:04,1,1,CAR 1,13,14,"Andy Dalton pass complete short right to C.J. Uzomah for 1 yard, touchdown",6.970,7.000
2,6:59,,,CAR 15,14,14,Randy Bullock kicks extra point good,0.000,0.000
2,6:59,,,CIN 35,14,14,"Randy Bullock kicks off 65 yards, touchback.",0.000,0.610
2,6:59,1,10,CAR 25,14,14,Christian McCaffrey up the middle for 6 yards (tackle by Ryan Glasgow and Jessie Bates),0.610,0.870
2,6:22,2,4,CAR 31,14,14,Christian McCaffrey right end for 2 yards (tackle by Nick Vigil),0.870,0.430
2,5:37,3,2,CAR 33,14,14,Cam Newton pass complete short left to Torrey Smith for 4 yards (tackle by Darqueze Dennard),0.430,1.400
2,4:57,1,10,CAR 37,14,14,Cam Newton pass complete deep left to Ian Thomas for 18 yards (tackle by Shawn Williams),1.400,2.590
2,4:19,1,10,CIN 45,14,14,Christian McCaffrey up the middle for 15 yards (tackle by Darqueze Dennard),2.590,3.580
2,3:37,1,10,CIN 30,14,14,C.J. Anderson left guard for 6 yards (tackle by Sam Hubbard),3.580,3.840
2,2:56,2,4,CIN 24,14,20,"Cam Newton pass complete short left to C.J. Anderson for 24 yards, touchdown",3.840,7.000
2,2:47,,,CIN 15,14,21,Graham Gano kicks extra point good,0.000,0.000
2,2:47,,,CAR 35,14,21,"Graham Gano kicks off 65 yards, touchback.",0.000,0.610
2,2:47,1,10,CIN 25,14,21,Andy Dalton pass complete short right to Giovani Bernard for no gain (tackle by Shaq Thompson),0.610,0.060
2,2:21,2,10,CIN 25,14,21,Andy Dalton pass complete short right to A.J. Green for 11 yards (tackle by James Bradberry),0.060,1.330
2,2:00,1,10,CIN 36,14,21,Andy Dalton pass complete short right to Tyler Eifert for 11 yards (tackle by Bryan Cox),1.330,2.060
2,1:56,1,10,CIN 47,14,21,Andy Dalton pass incomplete short right intended for Giovani Bernard,2.060,1.520
2,1:52,2,10,CIN 47,14,21,Andy Dalton pass complete short right to Tyler Boyd for 3 yards (tackle by Donte Jackson),1.520,1.220
2,1:26,3,7,CIN 50,14,21,Andy Dalton pass incomplete deep left intended for Tyler Boyd,1.220,-0.060
2,1:19,4,7,CIN 50,14,21,Kevin Huber punts 48 yards downed by Cody Core,-0.060,0.380
2,1:09,1,10,CAR 2,14,21,Alex Armah up the middle for 1 yard (tackle by Nick Vigil and Geno Atkins),-0.380,-0.710
2,0:24,2,9,CAR 3,14,21,Christian McCaffrey left guard for 3 yards (tackle by Nick Vigil),-0.710,-0.950
2,0:19,,,,,,Timeout #3 by Cincinnati Bengals,,
2,0:19,3,6,CAR 6,14,21,Cam Newton kneels for -1 yards,-0.950,-2.490
Quarter,Time,Down,ToGo,Location,CIN,CAR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CAR 35,14,21,"Graham Gano kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,CIN 25,14,21,Giovani Bernard right tackle for 23 yards (tackle by Colin Jones),0.610,2.130
3,14:31,1,10,CIN 48,14,21,Andy Dalton pass complete short left to A.J. Green for 6 yards (tackle by Shaq Thompson),2.130,2.390
3,13:52,2,4,CAR 46,14,21,Andy Dalton pass incomplete short left intended for A.J. Green (defended by James Bradberry),2.390,1.680
3,13:48,3,4,CAR 46,14,21,Andy Dalton sacked by Mario Addison for -12 yards,1.680,-0.590
3,13:02,4,16,CIN 42,14,21,"Kevin Huber punts 38 yards, returned by D.J. Moore for 4 yards (tackle by Clayton Fejedelem)",-0.590,-0.540
3,12:50,1,10,CAR 24,14,21,Christian McCaffrey up the middle for 11 yards (tackle by Shawn Williams),0.540,1.270
3,12:10,1,10,CAR 35,14,21,Christian McCaffrey right guard for 19 yards (tackle by Shawn Williams and Jessie Bates),1.270,2.520
3,11:39,1,10,CIN 46,14,21,Cam Newton pass incomplete short right intended for Devin Funchess,2.520,1.980
3,11:32,2,10,CIN 46,14,21,Christian McCaffrey left guard for 1 yard (tackle by Darqueze Dennard),1.980,1.420
3,10:50,3,9,CIN 45,14,21,Cam Newton pass incomplete short right intended for Torrey Smith,1.420,0.270
3,10:44,4,9,CIN 45,14,21,"Michael Palardy punts 34 yards, fair catch by Alex Erickson at CIN-11",0.270,0.370
3,10:37,1,10,CIN 11,14,21,"Giovani Bernard left end for no gain (tackle by Luke Kuechly). Penalty on Cordy Glenn: Offensive Holding, 5 yards (no play)",-0.370,-0.570
3,10:13,1,15,CIN 6,14,21,Andy Dalton pass complete short left to C.J. Uzomah for 18 yards (tackle by Mike Adams),-0.570,0.540
3,9:35,1,10,CIN 24,14,21,Andy Dalton pass short right (defended by James Bradberry) intended for Josh Malone is intercepted by Efe Obada at CIN-26 and returned for no gain,0.540,-3.840
3,9:27,1,10,CIN 26,14,21,C.J. Anderson up the middle for 3 yards (tackle by Carlos Dunlap),3.840,3.700
3,8:45,2,7,CIN 23,14,21,Christian McCaffrey up the middle for 1 yard (tackle by Jordan Willis and Ryan Glasgow),3.700,3.140
3,8:02,3,6,CIN 22,14,21,Cam Newton right end for 7 yards (tackle by Nick Vigil),3.140,4.580
3,7:28,1,10,CIN 15,14,21,Christian McCaffrey left guard for 3 yards (tackle by Ryan Glasgow and Jessie Bates),4.580,4.450
3,6:45,2,7,CIN 12,14,21,"D.J. Moore left end for no gain (tackle by Jessie Bates). Penalty on Shawn Williams: Face Mask (15 Yards), 6 yards (no play)",4.450,5.830
3,6:22,1,6,CIN 6,14,21,Christian McCaffrey left guard for 1 yard (tackle by Hardy Nickerson),5.830,5.150
3,5:35,2,5,CIN 5,14,27,"Cam Newton up the middle for 5 yards, touchdown",5.150,7.000
3,5:34,,,CIN 15,14,28,Graham Gano kicks extra point good,0.000,0.000
3,5:34,,,CAR 35,14,28,"Graham Gano kicks off 65 yards, touchback.",0.000,0.610
3,5:34,1,10,CIN 25,14,28,Giovani Bernard right tackle for 22 yards (tackle by Colin Jones and David Mayo),0.610,2.060
3,4:51,1,10,CIN 47,14,28,Andy Dalton pass complete short left to John Ross for 4 yards (tackle by Donte Jackson),2.060,2.060
3,4:08,2,6,CAR 49,14,28,Andy Dalton pass complete deep left to Tyler Eifert for 20 yards (tackle by Colin Jones),2.060,3.640
3,3:30,1,10,CAR 29,14,28,Giovani Bernard left tackle for 2 yards (tackle by Mike Adams),3.640,3.370
3,3:03,2,8,CAR 27,20,28,"Andy Dalton pass complete deep left to Tyler Boyd for 27 yards, touchdown",3.370,7.000
3,2:53,,,CAR 15,21,28,Randy Bullock kicks extra point good,0.000,0.000
3,2:53,,,CIN 35,21,28,"Randy Bullock kicks off 65 yards, touchback.",0.000,0.610
3,2:53,1,10,CAR 25,21,28,Cam Newton pass complete short left to Ian Thomas for 2 yards (tackle by Nick Vigil),0.610,0.330
3,2:31,2,8,CAR 27,21,28,Cam Newton pass complete short left to Christian McCaffrey for 11 yards (tackle by Hardy Nickerson and Shawn Williams),0.330,1.470
3,1:49,1,10,CAR 38,21,28,"Cam Newton pass incomplete short right intended for Ian Thomas. Penalty on Shawn Williams: Unsportsmanlike Conduct, 15 yards",1.470,2.460
3,1:43,1,10,CIN 47,21,28,Christian McCaffrey right tackle for 2 yards (tackle by Ryan Glasgow and Jordan Evans),2.460,2.180
3,1:00,2,8,CIN 45,21,28,Christian McCaffrey right end for 5 yards (tackle by Nick Vigil),2.180,2.150
3,0:20,3,3,CIN 40,21,28,Cam Newton pass complete short left to Christian McCaffrey for -1 yards (tackle by William Jackson),2.150,0.530
Quarter,Time,Down,ToGo,Location,CIN,CAR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,4,CIN 41,21,28,Cam Newton pass incomplete short right intended for Ian Thomas (defended by Carlos Dunlap),0.530,-1.660
4,14:57,1,10,CIN 41,21,28,Giovani Bernard right guard for no gain (tackle by Luke Kuechly),1.660,1.120
4,14:18,2,10,CIN 41,21,28,Andy Dalton pass complete short left to John Ross for 3 yards (tackle by Donte Jackson),1.120,0.830
4,13:38,3,7,CIN 44,21,28,Andy Dalton pass incomplete short left intended for Giovani Bernard,0.830,-0.460
4,13:33,4,7,CIN 44,21,28,"Kevin Huber punts 46 yards, fair catch by D.J. Moore at CAR-10",-0.460,0.380
4,13:25,1,10,CAR 10,21,28,Cam Newton pass incomplete short right intended for Torrey Smith,-0.380,-0.780
4,13:22,2,10,CAR 10,21,28,Christian McCaffrey up the middle for 1 yard (tackle by Josh Tupou and Nick Vigil),-0.780,-1.300
4,12:38,3,9,CAR 11,21,28,Cam Newton pass complete deep left to Devin Funchess for 20 yards (tackle by Dre Kirkpatrick),-1.300,1.000
4,11:59,1,10,CAR 31,21,28,"Cam Newton sacked by Carlos Dunlap for -3 yards. Cam Newton fumbles (forced by Carlos Dunlap), recovered by Cam Newton at CAR-28",1.000,0.060
4,10:59,2,13,CAR 28,21,28,Christian McCaffrey right guard for 8 yards (tackle by Hardy Nickerson),0.060,0.430
4,10:13,3,5,CAR 36,21,28,Cam Newton pass incomplete short left intended for Devin Funchess,0.430,-0.980
4,10:08,4,5,CAR 36,21,28,"Michael Palardy punts 59 yards, returned by Alex Erickson for 9 yards (tackle by Alex Armah and Ben Jacobs)",-0.980,0.280
4,9:55,1,10,CIN 14,21,28,Andy Dalton pass complete short right to Tyler Kroft for 16 yards (tackle by Mike Adams and David Mayo),-0.280,0.940
4,9:17,1,10,CIN 30,21,28,Giovani Bernard left guard for -4 yards (tackle by Kawann Short),0.940,-0.150
4,8:36,2,14,CIN 26,21,28,Andy Dalton pass complete deep left to Tyler Boyd for 49 yards (tackle by James Bradberry),-0.150,3.910
4,7:55,1,10,CAR 25,21,28,"Mark Walton left guard for no gain (tackle by Mike Adams). Penalty on Alex Redmond: Offensive Holding, 10 yards (no play)",3.910,3.250
4,7:33,1,20,CAR 35,21,28,Andy Dalton pass incomplete short middle intended for Tyler Eifert,3.250,2.010
4,7:27,2,20,CAR 35,21,28,Andy Dalton pass incomplete short left intended for Josh Malone,2.010,1.350
4,7:19,3,20,CAR 35,21,28,Andy Dalton pass incomplete short middle intended for Giovani Bernard,1.350,0.970
4,7:19,4,20,CAR 35,21,28,Randy Bullock 53 yard field goal no good,0.970,-1.800
4,7:14,1,10,CAR 43,21,28,Christian McCaffrey left tackle for 8 yards (tackle by Jessie Bates),1.800,2.330
4,6:48,2,2,CIN 49,21,28,Christian McCaffrey up the middle for 11 yards (tackle by Carlos Dunlap),2.330,3.050
4,6:02,1,10,CIN 38,21,28,Christian McCaffrey left guard for -1 yards (tackle by Carlos Dunlap),3.050,2.370
4,5:28,2,11,CIN 39,21,28,Cam Newton right end for no gain (tackle by Nick Vigil),2.370,1.680
4,4:42,3,11,CIN 39,21,28,"Cam Newton right end for 7 yards (tackle by Sam Hubbard). Penalty on Cam Newton: Unsportsmanlike Conduct, 15 yards",1.680,0.130
4,4:28,4,19,CIN 47,21,28,"Michael Palardy punts 30 yards, fair catch by Alex Erickson at CIN-17",0.130,0.060
4,4:21,1,10,CIN 17,21,28,Andy Dalton sacked by Efe Obada for -10 yards,-0.060,-1.510
4,3:40,2,20,CIN 7,21,28,Andy Dalton pass deep left intended for John Ross is intercepted by Donte Jackson at CIN-7 and returned for no gain,-1.510,-2.260
4,3:33,1,10,CAR 50,21,28,Christian McCaffrey up the middle for 3 yards (tackle by Geno Atkins and Hardy Nickerson),2.260,2.120
4,3:27,,,,,,Timeout #1 by Cincinnati Bengals,,
4,3:27,2,7,CIN 47,21,28,Christian McCaffrey left guard for 10 yards (tackle by Jessie Bates),2.120,3.120
4,2:43,1,10,CIN 37,21,28,Cam Newton left end for 12 yards (tackle by Jessie Bates),3.120,3.910
4,2:31,,,,,,Timeout #2 by Cincinnati Bengals,,
4,2:31,1,10,CIN 25,21,28,Cam Newton left tackle for 1 yard (tackle by Vincent Rey),3.910,3.500
4,2:26,,,,,,Timeout #3 by Cincinnati Bengals,,
4,2:26,2,9,CIN 24,21,28,Christian McCaffrey right guard for 2 yards (tackle by Nick Vigil and Jordan Evans),3.500,3.070
4,2:00,3,7,CIN 22,21,28,Christian McCaffrey right guard for no gain (tackle by Carlos Dunlap and Darqueze Dennard),3.070,1.990
4,1:16,,,,,,Timeout #1 by Carolina Panthers,,
4,1:16,4,7,CIN 22,21,31,Graham Gano 40 yard field goal good,1.990,3.000
4,1:11,,,CAR 35,21,31,"Graham Gano kicks off 65 yards, touchback.",0.000,0.610
4,1:11,1,10,CIN 25,21,31,Andy Dalton pass complete short right to Tyler Eifert for 11 yards (tackle by Shaq Thompson),0.610,1.330
4,0:50,1,10,CIN 36,21,31,Andy Dalton pass complete short middle to Giovani Bernard for 4 yards (tackle by Luke Kuechly),1.330,1.330
4,0:27,2,6,CIN 40,21,31,Andy Dalton pass complete short left to Josh Malone for 12 yards (tackle by Donte Jackson),1.330,2.390
4,0:21,1,10,CAR 48,21,31,Andy Dalton pass complete short middle to Giovani Bernard for 8 yards (tackle by Shaq Thompson),2.390,2.930
4,0:03,2,2,CAR 40,21,31,Andy Dalton spiked the ball,2.930,2.210
4,0:03,3,2,CAR 40,21,31,Andy Dalton pass deep middle intended for Tyler Eifert is intercepted by Luke Kuechly at CAR-0 and returned for no gain,2.210,0.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
