Quarter,Time,Down,ToGo,Location,WAS,ATL,Detail,EPB,EPA
2,11:57,1,3,WAS 3,7,14,Steven Jackson left end for 2 yards (tackle by Nick Barnett and Rob Jackson),6.510,5.910
2,11:20,2,1,WAS 1,7,14,Steven Jackson left guard for -1 yards (tackle by DeAngelo Hall and Chris Baker),5.910,4.950
2,10:49,3,2,WAS 2,7,14,Matt Ryan pass incomplete short right intended for Levine Toilolo (defended by DeAngelo Hall),4.950,3.250
2,10:43,4,2,WAS 2,7,17,Matt Bryant 20 yard field goal good,3.250,3.000
2,10:43,,,ATL 35,7,17,"Matthew Bosher kicks off 65 yards, touchback",0.000,-0.280
2,10:38,1,10,WAS 20,7,17,Kirk Cousins pass complete deep right to Aldrick Robinson for 62 yards (tackle by Robert Alford),0.280,4.370
2,10:04,1,10,ATL 18,7,17,"Alfred Morris left end for -6 yards. Alfred Morris fumbles, recovered by Malliciah Goodman at ATL-24 and returned for 13 yards (tackle by Logan Paulsen)",4.370,-1.400
2,9:59,1,10,ATL 37,7,17,"Matt Ryan sacked by Ryan Kerrigan for -8 yards. Matt Ryan fumbles (forced by Ryan Kerrigan), recovered by Brian Orakpo at ATL-27 (tackle by Lamar Holmes). Penalty on Roddy White: Illegal Motion (Declined)",1.400,-3.780
2,9:51,1,10,ATL 27,7,17,"Kirk Cousins pass complete short middle to Santana Moss for 17 yards (tackle by Robert McClain). Santana Moss fumbles (forced by Robert McClain), recovered by William Moore at ATL-9 (tackle by Alfred Morris). Penalty on Sean Weatherspoon: Unnecessary Roughness, 4 yards, Penalty on Robert Alford: Unnecessary Roughness (Declined)",3.780,0.380
2,9:40,1,10,ATL 5,7,17,"Penalty on Ryan Schraeder: False Start, 2 yards (no play)",-0.380,-0.460
2,9:35,1,12,ATL 3,7,17,Matt Ryan pass complete short left to Tony Gonzalez for 9 yards (tackle by Brandon Meriweather and Reed Doughty),-0.460,-0.270
2,9:04,2,3,ATL 12,7,17,Steven Jackson left end for -1 yards (tackle by Brian Orakpo),-0.270,-0.720
2,8:22,3,4,ATL 11,7,17,Matt Ryan pass incomplete short middle intended for Tony Gonzalez,-0.720,-2.490
2,8:14,4,4,ATL 11,7,17,"Matthew Bosher punts 52 yards, returned by Santana Moss for 4 yards (tackle by Darius Johnson)",-2.490,-1.660
2,8:01,1,10,WAS 41,7,17,Alfred Morris left end for no gain (tackle by Corey Peters and Sean Weatherspoon),1.660,1.120
2,7:26,2,10,WAS 41,7,17,Kirk Cousins pass complete short middle to Santana Moss for 11 yards (tackle by Paul Worrilow),1.120,2.390
2,6:49,1,10,ATL 48,7,17,Kirk Cousins pass incomplete short left intended for Pierre Garcon,2.390,1.850
2,6:44,2,10,ATL 48,7,17,"Penalty on Kirk Cousins: False Start, 5 yards (no play)",1.850,1.170
2,6:44,2,15,WAS 47,13,17,"Kirk Cousins pass complete deep left to Pierre Garcon for 53 yards, touchdown. Penalty on Desmond Trufant: Illegal Contact (Declined)",1.170,7.000
2,6:44,,,ATL 2,14,17,Kai Forbath kicks extra point good,0.000,0.000
2,6:44,,,WAS 35,14,17,"Kai Forbath kicks off 65 yards, touchback",0.000,-0.280
2,6:35,1,10,ATL 20,14,17,"Matt Ryan pass complete short right to Tony Gonzalez for 10 yards (tackle by Brandon Meriweather and Perry Riley). Penalty on Roddy White: Offensive Pass Interference, 10 yards (no play)",0.280,-0.760
2,6:08,1,20,ATL 10,14,17,Matt Ryan pass incomplete short right intended for Roddy White,-0.760,-1.510
2,6:03,2,20,ATL 10,14,17,Matt Ryan pass complete short left to Harry Douglas for -1 yards (tackle by Brian Orakpo),-1.510,-2.710
2,5:25,3,21,ATL 9,14,17,Matt Ryan pass complete short middle to Darius Johnson for 3 yards (tackle by David Amerson),-2.710,-2.490
2,4:49,4,18,ATL 12,14,17,"Matthew Bosher punts 59 yards, returned by Santana Moss for 3 yards (tackle by Zeke Motta)",-2.490,-1.070
2,4:36,1,10,WAS 32,14,17,Alfred Morris left guard for 8 yards (tackle by Robert Alford and Peria Jerry),1.070,1.610
2,3:57,2,2,WAS 40,14,17,Alfred Morris right guard for 8 yards (tackle by Zeke Motta),1.610,2.130
2,3:51,1,10,WAS 48,14,17,"Penalty on Kory Lichtensteiger: False Start, 5 yards (no play)",2.130,1.800
2,2:54,1,15,WAS 43,14,17,Kirk Cousins pass complete short right to Pierre Garcon for 27 yards (tackle by Desmond Trufant and William Moore),1.800,3.580
2,2:17,1,10,ATL 30,14,17,"Alfred Morris right end for 2 yards (tackle by Robert Alford). Penalty on Fred Davis: Offensive Holding, 10 yards",3.580,3.050
2,2:01,1,18,ATL 38,14,17,Kirk Cousins pass complete short middle to Alfred Morris for 8 yards (tackle by Jonathan Massaquoi),3.050,3.030
2,1:52,2,10,ATL 30,14,17,Alfred Morris right tackle for 15 yards (tackle by Robert McClain and Robert Alford),3.030,4.580
2,1:14,1,10,ATL 15,14,17,Kirk Cousins pass incomplete short middle intended for Logan Paulsen,4.580,4.580
2,1:08,1,10,ATL 15,14,17,Timeout #1 by Washington Redskins,4.580,3.950
2,1:08,2,10,ATL 15,14,17,Kirk Cousins pass incomplete short middle intended for Logan Paulsen,3.950,3.100
2,1:00,3,10,ATL 15,14,17,Kirk Cousins pass incomplete short middle intended for Pierre Garcon,3.100,2.440
2,0:54,4,10,ATL 15,17,17,Kai Forbath 33 yard field goal good,2.440,3.000
2,0:54,,,WAS 35,17,17,"Kai Forbath kicks off 68 yards, returned by Jacquizz Rodgers for 35 yards (tackle by Josh Wilson). Penalty on Stansly Maponga: Illegal Block Above the Waist, 10 yards",0.000,0.380
2,0:43,1,10,ATL 10,17,17,Matt Ryan pass incomplete deep middle intended for Harry Douglas is intercepted by Jose Gumbs at ATL-40 and returned for 2 yards (tackle by Tony Gonzalez),-0.380,-3.050
2,0:35,1,10,ATL 38,17,17,Kirk Cousins pass complete short middle to Santana Moss for 7 yards (tackle by Robert McClain),3.050,3.050
2,0:21,1,10,ATL 38,17,17,Timeout #2 by Washington Redskins,3.050,3.450
2,0:21,2,3,ATL 31,17,17,Kirk Cousins pass complete short middle to Josh Morgan for 7 yards (tackle by Paul Worrilow),3.450,3.970
2,0:08,1,10,ATL 24,17,17,Kirk Cousins spiked the ball,3.970,3.430
2,0:07,2,10,ATL 24,17,17,Roy Helu right guard for 5 yards (tackle by Corey Peters),3.430,3.430
2,0:03,2,10,ATL 24,17,17,Timeout #3 by Washington Redskins,3.430,3.410
2,0:03,3,5,ATL 19,20,17,Kai Forbath 37 yard field goal good,3.410,3.000
Quarter,Time,Down,ToGo,Location,WAS,ATL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ATL 35,20,17,"Matthew Bosher kicks off no gain, touchback",0.000,0.280
3,15:00,1,10,WAS 20,20,17,Kirk Cousins pass incomplete short right intended for Fred Davis,0.280,-0.270
3,14:54,2,10,WAS 20,20,17,Alfred Morris left end for 5 yards (tackle by Jonathan Babineaux and Desmond Trufant),-0.270,-0.300
3,14:10,3,5,WAS 25,20,17,Kirk Cousins pass incomplete short right intended for Nick Williams (defended by Corey Peters),-0.300,-1.700
3,14:06,4,5,WAS 25,20,17,"Saverio Rocca punts 58 yards, returned by Robert McClain for 25 yards (tackle by Logan Paulsen)",-1.700,-1.730
3,13:53,1,10,ATL 42,20,17,Matt Ryan pass complete short middle to Patrick DiMarco for 7 yards (tackle by Brian Orakpo),1.730,2.130
3,13:20,2,3,ATL 49,20,17,"Steven Jackson left guard for no gain (tackle by Brandon Meriweather and London Fletcher). Penalty on Steven Jackson: Face Mask (15 Yards), 15 yards (no play)",2.130,0.110
3,12:49,2,18,ATL 34,20,17,Matt Ryan pass complete short left to Jacquizz Rodgers for 15 yards (tackle by Perry Riley),0.110,1.420
3,12:08,3,3,ATL 49,20,17,Matt Ryan pass complete short right to Harry Douglas for 6 yards (tackle by David Amerson),1.420,2.590
3,11:33,1,10,WAS 45,20,17,"Matt Ryan pass incomplete deep middle intended for Tony Gonzalez. Penalty on London Fletcher: Defensive Pass Interference, 18 yards (no play)",2.590,3.780
3,11:28,1,10,WAS 27,20,17,Matt Ryan pass complete short right to Roddy White for 7 yards (tackle by DeAngelo Hall),3.780,4.180
3,10:44,2,3,WAS 20,20,17,Matt Ryan pass incomplete short right intended for Roddy White,4.180,3.470
3,10:40,3,3,WAS 20,20,17,Matt Ryan pass complete short middle to Tony Gonzalez for 12 yards (tackle by Brandon Meriweather and E.J. Biggers),3.470,5.370
3,10:09,1,8,WAS 8,20,17,Steven Jackson left end for 2 yards (tackle by E.J. Biggers and Perry Riley),5.370,4.950
3,9:31,2,6,WAS 6,20,17,Matt Ryan pass incomplete short right intended for Steven Jackson,4.950,4.040
3,9:27,3,6,WAS 6,20,17,Matt Ryan pass complete short right to Tony Gonzalez for 5 yards (tackle by Josh Wilson),4.040,3.550
3,8:38,4,1,WAS 1,20,17,Penalty on Barry Cofield: Encroachment (no play),3.550,3.550
3,8:34,4,1,WAS 1,20,17,Steven Jackson right tackle for no gain (tackle by Perry Riley),3.550,0.380
3,8:27,1,10,WAS 1,20,17,Kirk Cousins pass incomplete short middle intended for Aldrick Robinson is intercepted by William Moore at WAS-16 and returned for 14 yards (tackle by Trent Williams),-0.380,-6.740
3,8:16,1,2,WAS 2,20,23,"Steven Jackson right guard for 2 yards, touchdown",6.740,7.000
3,8:16,,,WAS 2,20,24,Matt Bryant kicks extra point good,0.000,0.000
3,8:16,,,ATL 35,20,24,"Matthew Bosher kicks off 65 yards, touchback",0.000,-0.280
3,8:13,1,10,WAS 20,20,24,Alfred Morris left end for 1 yard (tackle by Corey Peters and Joplo Bartu),0.280,-0.130
3,7:33,2,9,WAS 21,20,24,Kirk Cousins pass complete short middle to Logan Paulsen for 6 yards (tackle by Joplo Bartu and Robert McClain),-0.130,-0.030
3,6:51,3,3,WAS 27,20,24,Kirk Cousins pass complete short right to Santana Moss for -3 yards (tackle by Osi Umenyiora),-0.030,-1.770
3,6:19,4,6,WAS 24,20,24,"Saverio Rocca punts 51 yards, muffed catch by Robert McClain, recovered by Robert McClain and returned for no gain",-1.770,-0.480
3,6:08,1,10,ATL 23,20,24,Jacquizz Rodgers right tackle for 11 yards (tackle by Nick Barnett),0.480,1.200
3,5:29,1,10,ATL 34,20,24,Jacquizz Rodgers left guard for 3 yards (tackle by Nick Barnett and Chris Neild),1.200,1.060
3,4:48,2,7,ATL 37,20,24,"Matt Ryan pass incomplete short left intended for Harry Douglas. Penalty on E.J. Biggers: Defensive Holding, 5 yards (no play)",1.060,1.730
3,4:44,1,10,ATL 42,20,24,"Matt Ryan pass complete short middle to Jason Snelling for 6 yards (tackle by DeAngelo Hall and London Fletcher). Penalty on Lamar Holmes: Clipping, 15 yards (no play)",1.730,0.740
3,4:17,1,25,ATL 27,20,24,Jason Snelling right tackle for no gain (tackle by Barry Cofield),0.740,-0.840
3,3:39,2,25,ATL 27,20,24,Matt Ryan pass complete short right to Darius Johnson for 10 yards,-0.840,-0.160
3,3:02,3,15,ATL 37,20,24,Matt Ryan pass complete short left to Roddy White for 12 yards (tackle by E.J. Biggers and Brandon Meriweather),-0.160,-0.130
3,2:24,4,3,ATL 49,20,24,"Matthew Bosher punts 36 yards, fair catch by Santana Moss",-0.130,0.220
3,2:16,1,10,WAS 15,20,24,Kirk Cousins pass incomplete short right intended for Logan Paulsen,-0.220,-0.710
3,2:08,2,10,WAS 15,20,24,Kirk Cousins pass incomplete short left intended for Josh Morgan (defended by Desmond Trufant),-0.710,-1.370
3,2:02,3,10,WAS 15,20,24,Kirk Cousins pass complete short left to Logan Paulsen for 4 yards (tackle by Joplo Bartu),-1.370,-2.140
3,1:55,4,6,WAS 19,20,24,"Saverio Rocca punts 47 yards, returned by Robert McClain for 2 yards (tackle by Perry Riley). Penalty on Dominique Franks: Unnecessary Roughness, 17 yards",-2.140,0.060
3,1:43,1,10,ATL 17,20,24,Matt Ryan pass complete short left to Steven Jackson for 2 yards (tackle by London Fletcher),-0.060,-0.250
3,0:57,2,8,ATL 19,20,24,Matt Ryan pass complete short right to Jacquizz Rodgers for 5 yards (tackle by DeAngelo Hall and Ryan Kerrigan),-0.250,-0.370
3,0:15,3,3,ATL 24,20,24,Matt Ryan sacked by Brian Orakpo and Jarvis Jenkins for -2 yards,-0.370,-1.900
Quarter,Time,Down,ToGo,Location,WAS,ATL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,5,ATL 22,20,24,"Matthew Bosher punts 50 yards, fair catch by Santana Moss",-1.900,-0.810
4,14:49,1,10,WAS 28,20,24,Alfred Morris right guard for 7 yards (tackle by Stephen Nicholas and Jonathan Massaquoi),0.810,1.210
4,14:19,2,3,WAS 35,20,24,Alfred Morris left guard for 4 yards (tackle by Stephen Nicholas and Paul Worrilow),1.210,1.530
4,13:42,1,10,WAS 39,20,24,Alfred Morris left end for 3 yards (tackle by William Moore),1.530,1.390
4,13:01,2,7,WAS 42,20,24,Kirk Cousins pass complete short middle to Santana Moss for 16 yards (tackle by Joplo Bartu),1.390,2.790
4,12:16,1,10,ATL 42,20,24,Roy Helu left end for 2 yards (tackle by Desmond Trufant and Jonathan Massaquoi),2.790,2.510
4,11:37,2,8,ATL 40,20,24,Roy Helu left end for -2 yards (tackle by Stephen Nicholas and Desmond Trufant),2.510,1.550
4,10:53,3,10,ATL 42,20,24,Kirk Cousins pass complete short right to Pierre Garcon for 14 yards (tackle by Robert Alford and Zeke Motta),1.550,3.710
4,10:07,1,10,ATL 28,20,24,Kirk Cousins pass complete short left to Pierre Garcon for 11 yards (tackle by Paul Worrilow),3.710,4.440
4,9:24,1,10,ATL 17,20,24,Alfred Morris right tackle for 4 yards (tackle by Paul Worrilow and Stephen Nicholas),4.440,4.500
4,8:49,2,6,ATL 13,20,24,"Alfred Morris right guard for -1 yards (tackle by Stephen Nicholas). Alfred Morris fumbles (forced by Stephen Nicholas), recovered by Jonathan Babineaux at ATL-14 and returned for 8 yards (tackle by Logan Paulsen). Penalty on Kory Lichtensteiger: Offensive Holding (Declined)",4.500,-0.410
4,8:39,1,10,ATL 22,20,24,Matt Ryan pass complete short left to Steven Jackson for 3 yards (tackle by London Fletcher),0.410,0.270
4,7:56,2,7,ATL 25,20,24,Matt Ryan pass complete short middle to Harry Douglas for 13 yards (tackle by Josh Wilson),0.270,1.470
4,7:23,1,10,ATL 38,20,24,Steven Jackson left guard for 1 yard (tackle by Jarvis Jenkins and Rob Jackson),1.470,1.060
4,6:45,2,9,ATL 39,20,24,Matt Ryan pass complete short middle to Steven Jackson for no gain,1.060,0.370
4,6:02,3,9,ATL 39,20,24,Matt Ryan pass incomplete short left intended for Darius Johnson,0.370,-0.780
4,5:58,4,9,ATL 39,20,24,"Matthew Bosher punts 51 yards, returned by Santana Moss for 8 yards (tackle by Akeem Dent)",-0.780,-0.040
4,5:45,1,10,WAS 18,20,24,Kirk Cousins pass incomplete deep middle intended for Pierre Garcon is intercepted by Desmond Trufant at WAS-39,0.040,-2.980
4,5:38,1,10,WAS 39,20,24,Jacquizz Rodgers right end for 1 yard (tackle by Perry Riley and Brian Orakpo),2.980,2.580
4,4:56,2,9,WAS 38,20,24,Matt Ryan pass complete short left to Jacquizz Rodgers for 2 yards (tackle by Brian Orakpo),2.580,2.150
4,4:12,3,7,WAS 36,20,24,Matt Ryan pass complete short middle to Jason Snelling for 3 yards (tackle by Perry Riley),2.150,1.180
4,3:31,4,4,WAS 33,20,27,Matt Bryant 51 yard field goal good,1.180,3.000
4,3:31,,,ATL 35,20,27,"Matthew Bosher kicks off 65 yards, touchback",0.000,-0.280
4,3:25,1,10,WAS 20,20,27,Kirk Cousins pass complete short middle to Pierre Garcon for 6 yards (tackle by Joplo Bartu),0.280,0.540
4,2:54,2,4,WAS 26,20,27,Kirk Cousins pass incomplete short middle intended for Fred Davis (defended by Zeke Motta),0.540,-0.160
4,2:50,3,4,WAS 26,20,27,Kirk Cousins pass complete short middle to Aldrick Robinson for 14 yards (tackle by William Moore),-0.160,1.600
4,2:17,1,10,WAS 40,20,27,Kirk Cousins pass incomplete short middle intended for Aldrick Robinson,1.600,1.050
4,2:12,2,10,WAS 40,20,27,Kirk Cousins pass complete short left to Roy Helu for 4 yards (tackle by Desmond Trufant),1.050,0.890
4,2:00,3,6,WAS 44,20,27,Kirk Cousins pass complete short middle to Aldrick Robinson for 11 yards (tackle by Paul Worrilow),0.890,2.590
4,1:32,1,10,ATL 45,20,27,Kirk Cousins pass complete short left to Josh Morgan for 11 yards (tackle by Robert McClain and Joplo Bartu),2.590,3.310
4,1:05,1,10,ATL 34,20,27,Kirk Cousins pass complete short right to Santana Moss for 6 yards (tackle by Robert Alford),3.310,3.580
4,0:45,2,4,ATL 28,20,27,Kirk Cousins pass complete short middle to Santana Moss for 7 yards (tackle by Zeke Motta),3.580,3.580
4,0:39,2,4,ATL 28,20,27,Timeout #1 by Washington Redskins,3.580,4.170
4,0:39,1,10,ATL 21,20,27,Kirk Cousins pass incomplete short left intended for Santana Moss,4.170,3.630
4,0:35,2,10,ATL 21,20,27,Kirk Cousins pass complete short left to Logan Paulsen for 11 yards (tackle by Desmond Trufant),3.630,4.910
4,0:28,1,10,ATL 10,20,27,"Penalty on Kirk Cousins: Delay of Game, 5 yards (no play)",4.910,4.370
4,0:28,1,15,ATL 15,20,27,Kirk Cousins pass complete short right to Aldrick Robinson for 12 yards (tackle by Robert Alford),4.370,4.370
4,0:22,1,15,ATL 15,20,27,Timeout #2 by Washington Redskins,4.370,5.530
4,0:22,2,3,ATL 3,26,27,"Kirk Cousins pass complete short left to Santana Moss for 3 yards, touchdown",5.530,7.000
4,0:22,,,,26,27,"Two Point Attempt: Kirk Cousins pass incomplete intended for Pierre Garcon, conversion fails",0.000,-1.000
4,0:18,2,3,ATL 3,26,27,Timeout #1 by Atlanta Falcons,5.530,0.000
4,0:22,,,WAS 35,26,27,"Kai Forbath kicks onside 29 yards, recovered by Jason Snelling",0.000,-1.330
4,0:14,1,10,ATL 36,26,27,Matt Ryan kneels for -1 yards,1.330,0.660
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
