Quarter,Time,Down,ToGo,Location,WAS,ATL,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Falcons won the coin toss, Falcons to receive the opening kickoff.",,
1,15:00,,,WAS 35,0,0,"Kai Forbath kicks off 70 yards, returned by Jacquizz Rodgers for 22 yards (tackle by Josh Hull)",0.000,0.060
1,14:56,1,10,ATL 17,0,0,Matt Ryan pass incomplete short left intended for Steven Jackson (defended by Chris Baker),-0.060,-0.580
1,14:52,2,10,ATL 17,0,0,Steven Jackson left end for 4 yards (tackle by Brian Orakpo),-0.580,-0.750
1,14:16,3,6,ATL 21,0,0,Matt Ryan pass complete short left to Darius Johnson for 6 yards (tackle by David Amerson),-0.750,0.740
1,13:53,1,10,ATL 27,0,0,Steven Jackson right tackle for no gain (tackle by Jarvis Jenkins and Chris Baker),0.740,0.200
1,13:17,2,10,ATL 27,0,0,Matt Ryan pass complete short right to Steven Jackson for no gain,0.200,-0.490
1,12:39,3,10,ATL 27,0,0,Matt Ryan pass complete deep middle to Roddy White for 19 yards (tackle by Jose Gumbs),-0.490,1.990
1,11:57,1,10,ATL 46,0,0,Matt Ryan pass complete short left to Harry Douglas for 7 yards (tackle by Perry Riley),1.990,2.400
1,11:23,2,3,WAS 47,0,0,Matt Ryan pass incomplete short right intended for Harry Douglas,2.400,1.690
1,11:18,3,3,WAS 47,0,0,Matt Ryan pass complete short right to Roddy White for 8 yards (tackle by DeAngelo Hall),1.690,2.980
1,10:45,1,10,WAS 39,0,0,Steven Jackson left guard for 1 yard (tackle by Kedric Golston),2.980,2.580
1,10:07,2,9,WAS 38,0,0,"Matt Ryan pass incomplete short left intended for Harry Douglas. Penalty on David Amerson: Defensive Holding, 5 yards (no play)",2.580,3.380
1,10:02,1,10,WAS 33,0,0,Matt Ryan pass complete short right to Roddy White for 7 yards (tackle by Josh Wilson),3.380,3.780
1,9:29,2,3,WAS 26,0,0,Steven Jackson right tackle for 8 yards (tackle by London Fletcher),3.780,4.370
1,8:51,1,10,WAS 18,0,0,Matt Ryan pass complete short right to Tony Gonzalez for 15 yards (tackle by Reed Doughty),4.370,6.510
1,8:17,1,3,WAS 3,0,6,"Steven Jackson right tackle for 3 yards, touchdown",6.510,7.000
1,8:17,,,WAS 2,0,7,Matt Bryant kicks extra point good,0.000,0.000
1,8:17,,,ATL 35,0,7,"Matthew Bosher kicks off 65 yards, touchback",0.000,-0.280
1,8:13,1,10,WAS 20,0,7,Alfred Morris left end for no gain (tackle by Corey Peters and Zeke Motta),0.280,-0.270
1,7:36,2,10,WAS 20,0,7,Alfred Morris left tackle for 4 yards (tackle by Paul Worrilow and Jonathan Massaquoi),-0.270,-0.430
1,6:51,3,6,WAS 24,0,7,Kirk Cousins pass complete short right to Pierre Garcon for 9 yards (tackle by Robert Alford and Zeke Motta),-0.430,1.140
1,6:10,1,10,WAS 33,0,7,Kirk Cousins pass complete short right to Josh Morgan for 11 yards (tackle by Robert Alford),1.140,1.860
1,5:27,1,10,WAS 44,0,7,Kirk Cousins pass incomplete deep middle intended for Aldrick Robinson,1.860,1.320
1,5:21,2,10,WAS 44,0,7,Kirk Cousins pass incomplete short middle intended for Logan Paulsen,1.320,0.630
1,5:16,3,10,WAS 44,0,7,"Kirk Cousins sacked by Osi Umenyiora for -9 yards. Kirk Cousins fumbles (forced by Osi Umenyiora), recovered by Jonathan Babineaux at WAS-36 (tackle by Kory Lichtensteiger)",0.630,-3.180
1,5:09,1,10,WAS 36,0,7,Steven Jackson right tackle for 2 yards (tackle by Ryan Kerrigan and Perry Riley),3.180,2.910
1,4:27,2,8,WAS 34,0,7,"Matt Ryan pass complete short left to Tony Gonzalez for 8 yards (tackle by E.J. Biggers). Penalty on DeAngelo Hall: Unnecessary Roughness, 13 yards",2.910,4.710
1,3:58,1,10,WAS 13,0,13,"Matt Ryan pass complete short middle to Tony Gonzalez for 13 yards, touchdown",4.710,7.000
1,3:58,,,WAS 2,0,14,Matt Bryant kicks extra point good,0.000,0.000
1,3:58,,,ATL 35,0,14,"Matthew Bosher kicks off 65 yards, touchback",0.000,-0.280
1,3:52,1,10,WAS 20,0,14,Alfred Morris right tackle for 2 yards (tackle by Paul Worrilow and William Moore),0.280,0.000
1,3:15,2,8,WAS 22,0,14,Alfred Morris right guard for 5 yards (tackle by Paul Worrilow and Jonathan Massaquoi),0.000,-0.030
1,2:34,3,3,WAS 27,0,14,Kirk Cousins pass complete short right to Nick Williams for 4 yards,-0.030,1.000
1,2:09,1,10,WAS 31,0,14,Kirk Cousins pass complete short left to Pierre Garcon for 9 yards (tackle by Desmond Trufant),1.000,1.680
1,1:30,2,1,WAS 40,0,14,Alfred Morris right end for 37 yards (tackle by William Moore),1.680,4.040
1,0:55,1,10,ATL 23,6,14,"Kirk Cousins pass complete deep right to Fred Davis for 23 yards, touchdown",4.040,7.000
1,0:55,,,ATL 2,7,14,Kai Forbath kicks extra point good,0.000,0.000
1,0:55,,,WAS 35,7,14,"Kai Forbath kicks off 71 yards, returned by Jacquizz Rodgers for 33 yards (tackle by Rob Jackson)",0.000,-0.740
1,0:39,1,10,ATL 27,7,14,Jacquizz Rodgers right end for 2 yards (tackle by Ryan Kerrigan and London Fletcher),0.740,0.470
Quarter,Time,Down,ToGo,Location,WAS,ATL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,8,ATL 29,7,14,Matt Ryan pass complete short middle to Harry Douglas for 12 yards (tackle by Brandon Meriweather),0.470,1.660
2,14:22,1,10,ATL 41,7,14,Matt Ryan pass complete short middle to Jacquizz Rodgers for 2 yards (tackle by London Fletcher and Barry Cofield),1.660,1.390
2,13:42,2,8,ATL 43,7,14,Steven Jackson left end for 4 yards (tackle by Chris Baker),1.390,1.220
2,13:05,3,4,ATL 47,7,14,Matt Ryan sacked by Brian Orakpo for -9 yards. Penalty on Lamar Holmes: Offensive Holding (Declined),1.220,-0.850
2,12:48,4,13,ATL 38,7,14,"Matthew Bosher punts 47 yards, muffed catch by Santana Moss, recovered by Robert McClain and returned for no gain",-0.850,4.650
2,12:38,1,10,WAS 14,7,14,Steven Jackson right tackle for 11 yards (tackle by Rob Jackson and E.J. Biggers),4.650,6.510
