Quarter,Time,Down,ToGo,Location,ARI,CAR,Detail,EPB,EPA
1,1:07,1,10,CAR 15,0,10,Stepfan Taylor left tackle for no gain (tackle by Star Lotulelei),4.580,3.950
1,0:23,2,10,CAR 15,0,10,Ryan Lindley pass incomplete short right intended for Larry Fitzgerald,3.950,3.100
1,0:19,3,10,CAR 15,0,10,Ryan Lindley pass complete short right to Larry Fitzgerald for 14 yards (tackle by Colin Jones and Luke Kuechly),3.100,6.970
Quarter,Time,Down,ToGo,Location,ARI,CAR,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,1,CAR 1,6,10,"Ryan Lindley pass complete short middle to Darren Fells for 1 yard, touchdown",6.970,7.000
2,15:00,,,CAR 2,7,10,Chandler Catanzaro kicks extra point good,0.000,0.000
2,15:00,,,ARI 35,7,10,"Chandler Catanzaro kicks off 65 yards, touchback",0.000,-0.280
2,14:56,1,10,CAR 20,7,10,"Cam Newton pass incomplete deep right intended for Ed Dickson. Penalty on Antonio Cromartie: Illegal Contact, 5 yards (no play)",0.280,0.610
2,14:51,1,10,CAR 25,7,10,"Penalty on Tommy Kelly: Neutral Zone Infraction, 5 yards (no play)",0.610,1.340
2,14:51,1,5,CAR 30,7,10,Jonathan Stewart left end for 10 yards (tackle by Alex Okafor),1.340,1.600
2,14:21,1,10,CAR 40,7,10,Jonathan Stewart right tackle for 18 yards (tackle by Rashad Johnson),1.600,2.790
2,13:45,1,10,ARI 42,7,10,Cam Newton right end for 12 yards (tackle by Rashad Johnson),2.790,3.580
2,13:45,1,10,ARI 30,7,10,"Penalty on Byron Bell: False Start, 5 yards (no play)",3.580,3.250
2,12:54,1,15,ARI 35,7,10,Cam Newton pass incomplete deep right intended for Ed Dickson,3.250,2.360
2,12:49,2,15,ARI 35,7,10,Cam Newton pass complete short right to Jerricho Cotchery for 10 yards (tackle by Antonio Cromartie),2.360,3.010
2,12:10,3,5,ARI 25,7,10,Cam Newton pass incomplete short right intended for Kelvin Benjamin,3.010,1.850
2,12:08,4,5,ARI 25,7,10,Graham Gano 43 yard field goal no good,1.850,-1.140
2,12:01,1,10,ARI 33,7,10,Ryan Lindley sacked by Dwan Edwards for -8 yards,1.140,-0.490
2,11:17,2,18,ARI 25,7,10,Ryan Lindley pass complete short right to John Brown for 6 yards (tackle by Josh Norman),-0.490,-0.360
2,10:33,3,12,ARI 31,7,10,"Ryan Lindley pass incomplete short middle intended for Larry Fitzgerald. Ryan Lindley fumbles, recovered by Ryan Lindley at ARI-23",-0.360,-1.310
2,10:29,4,12,ARI 31,7,10,Drew Butler punts 52 yards,-1.310,0.060
2,10:17,1,10,CAR 17,7,10,Cam Newton pass complete short right to Philly Brown for 7 yards (tackle by Josh Mauro),-0.060,0.480
2,9:39,2,3,CAR 24,7,10,Jonathan Stewart left guard for 4 yards (tackle by Dan Williams),0.480,0.810
2,9:06,1,10,CAR 28,7,10,Cam Newton pass complete short right to Greg Olsen for 16 yards (tackle by Tony Jefferson),0.810,1.860
2,8:31,1,10,CAR 44,7,10,Jonathan Stewart left guard for 3 yards (tackle by Tony Jefferson and Sam Acho),1.860,1.720
2,7:50,2,7,CAR 47,7,10,Jonathan Stewart right tackle for 2 yards (tackle by Alex Okafor),1.720,1.290
2,7:12,3,5,CAR 49,7,10,Cam Newton pass incomplete short right intended for Philly Brown,1.290,-0.130
2,7:08,4,5,CAR 49,7,10,Brad Nortman punts 49 yards,-0.130,0.380
2,6:54,1,10,ARI 2,7,10,Stepfan Taylor up the middle for 1 yard (tackle by Charles Johnson and Josh Norman),-0.380,-0.710
2,6:12,2,9,ARI 3,7,10,Ryan Lindley pass incomplete short right intended for Rob Housler,-0.710,-1.300
2,6:05,3,9,ARI 3,7,10,Ryan Lindley pass incomplete short middle intended for John Carlson,-1.300,-2.490
2,6:01,4,9,ARI 3,7,10,"Drew Butler punts 31 yards, fair catch by Brenton Bersin",-2.490,-3.310
2,5:52,1,10,ARI 34,7,10,Cam Newton pass incomplete short left intended for Kelvin Benjamin,3.310,2.770
2,5:47,2,10,ARI 34,7,10,Cam Newton pass complete short right to Jonathan Stewart for -3 yards (tackle by Sam Acho and Frostee Rucker),2.770,1.690
2,5:05,3,13,ARI 37,7,10,Cam Newton pass incomplete short left intended for Jerricho Cotchery is intercepted by Antonio Cromartie at ARI-33 and returned for 50 yards,1.690,-4.440
2,4:54,1,10,CAR 17,7,10,Kerwynn Williams right tackle for 4 yards (tackle by Luke Kuechly and Star Lotulelei),4.440,4.500
2,4:11,2,6,CAR 13,7,10,Kerwynn Williams left guard for 3 yards (tackle by Colin Jones and Luke Kuechly),4.500,4.340
2,3:32,3,3,CAR 10,7,10,Kerwynn Williams up the middle for 9 yards (tackle by Josh Norman and Colin Jones),4.340,6.970
2,2:50,1,1,CAR 1,13,10,"Marion Grice up the middle for 1 yard, touchdown",6.970,7.000
,,,,,,,"Replay Assistant challenged the fumble ruling, and the original play was overturned.",,
2,2:50,,,CAR 2,14,10,Chandler Catanzaro kicks extra point good,0.000,0.000
2,2:50,,,ARI 35,14,10,"Chandler Catanzaro kicks off 65 yards, returned by Fozzy Whittaker for 20 yards (tackle by Jaron Brown)",0.000,-0.280
2,2:44,1,10,CAR 20,14,10,Jonathan Stewart for 11 yards (tackle by Rashad Johnson),0.280,1.000
2,2:18,1,10,CAR 31,14,10,Cam Newton left tackle for 8 yards (tackle by Jerraud Powers),1.000,1.540
2,2:00,2,2,CAR 39,14,10,Mike Tolbert up the middle for 6 yards (tackle by Kevin Minter),1.540,1.930
2,1:38,1,10,CAR 45,14,10,Cam Newton pass complete short right to Greg Olsen for 7 yards (tackle by Deone Bucannon),1.930,2.330
2,1:15,2,3,ARI 48,14,10,"Cam Newton pass incomplete short right intended for Philly Brown. Penalty on Antonio Cromartie: Defensive Pass Interference, 11 yards (no play)",2.330,3.120
2,1:13,1,10,ARI 37,14,10,Cam Newton pass complete deep right to Philly Brown for 23 yards (tackle by Tyrann Mathieu),3.120,3.120
2,1:05,1,10,ARI 37,14,10,Timeout #1 by Carolina Panthers,3.120,4.650
2,1:04,1,10,ARI 14,14,10,Jonathan Stewart up the middle for 3 yards (tackle by Rashad Johnson),4.650,4.520
2,0:32,2,7,ARI 11,14,10,Cam Newton pass incomplete short right intended for Philly Brown,4.520,4.520
2,0:28,2,7,ARI 11,14,10,Timeout #2 by Carolina Panthers,4.520,3.620
2,0:28,3,7,ARI 11,14,10,Cam Newton pass incomplete short right intended for Greg Olsen,3.620,2.700
2,0:19,4,7,ARI 11,14,10,"Graham Gano 29 yard field goal good. Penalty on Brandon Williams: Offensive Holding, 10 yards (no play)",2.700,2.060
2,0:19,4,17,ARI 21,14,13,Graham Gano 39 yard field goal good,2.060,3.000
2,,,,CAR 35,,,"Graham Gano kicks off 71 yards, returned by Ted Ginn for 48 yards (tackle by Graham Gano)",,
2,0:05,4,17,ARI 21,14,13,Timeout #3 by Carolina Panthers,2.060,-1.730
2,0:05,1,10,ARI 42,14,13,Ryan Lindley pass incomplete deep right intended for Ted Ginn,1.730,1.190
Quarter,Time,Down,ToGo,Location,ARI,CAR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ARI 35,14,13,"Chandler Catanzaro kicks off 65 yards, touchback",0.000,-0.280
3,15:00,1,10,CAR 20,14,13,Cam Newton pass incomplete short right intended for Jerricho Cotchery,0.280,-0.270
3,14:54,2,10,CAR 20,14,13,"Jonathan Stewart right tackle for 1 yard (tackle by Alex Okafor). Penalty on ARI: Defensive 12 On-field, 5 yards (no play)",-0.270,0.410
3,14:34,2,5,CAR 25,14,13,Cam Newton left guard for -4 yards (tackle by Frostee Rucker),0.410,-0.820
3,13:53,3,9,CAR 21,14,13,Cam Newton for 10 yards (tackle by Deone Bucannon),-0.820,1.000
3,13:16,1,10,CAR 31,14,13,Cam Newton pass incomplete short right intended for Greg Olsen,1.000,0.460
3,13:11,2,10,CAR 31,14,13,Jonathan Stewart right tackle for -2 yards (tackle by Matt Shaughnessy),0.460,-0.490
3,12:30,3,12,CAR 29,14,13,Cam Newton left guard for 13 yards (tackle by Alex Okafor and Deone Bucannon),-0.490,1.730
3,11:50,1,10,CAR 42,14,13,Cam Newton pass complete short right to Jerricho Cotchery for 4 yards (tackle by Antonio Cromartie),1.730,1.730
3,11:18,2,6,CAR 46,14,13,Jonathan Stewart left tackle for no gain (tackle by Frostee Rucker),1.730,1.030
3,10:34,3,6,CAR 46,14,13,Cam Newton pass complete short right to Kelvin Benjamin for 11 yards (tackle by Deone Bucannon),1.030,2.720
3,9:45,1,10,ARI 43,14,13,Jonathan Stewart up the middle for 3 yards (tackle by Marcus Benard and Calais Campbell),2.720,2.580
3,9:15,2,7,ARI 40,14,13,Cam Newton right guard for -3 yards (tackle by Larry Foote),2.580,1.490
3,8:38,3,10,ARI 43,14,13,Cam Newton pass complete short left to Brenton Bersin for 6 yards (tackle by Deone Bucannon),1.490,0.790
3,8:38,4,4,ARI 37,14,13,Penalty on Brad Nortman: Delay of Game (Declined),0.790,0.790
3,7:38,4,4,ARI 37,14,13,"Brad Nortman punts 29 yards, fair catch by Ted Ginn",0.790,0.380
3,7:29,1,10,ARI 8,14,13,Kerwynn Williams up the middle for -1 yards (tackle by Colin Jones),-0.380,-0.850
3,6:48,2,11,ARI 7,14,13,Kerwynn Williams right guard for 1 yard (tackle by Star Lotulelei),-0.850,-1.420
3,6:04,3,10,ARI 8,14,13,Ryan Lindley pass incomplete deep left intended for Michael Floyd,-1.420,-2.490
3,5:50,4,10,ARI 8,14,13,"Drew Butler punts 31 yards, fair catch by Brenton Bersin",-2.490,-2.980
3,5:50,1,10,ARI 39,14,19,"Cam Newton pass complete short right to Fozzy Whittaker for 39 yards, touchdown",2.980,7.000
3,5:50,,,ARI 2,14,20,Graham Gano kicks extra point good,0.000,0.000
3,5:50,,,CAR 35,14,20,"Graham Gano kicks off 73 yards, returned by Ted Ginn for 16 yards (tackle by Melvin White). Ted Ginn fumbles, recovered by Kevin Reddick at ARI-3",0.000,6.510
3,5:28,1,3,ARI 3,14,20,Cam Newton up the middle for -1 yards (tackle by Larry Foote),6.510,5.340
3,4:43,2,4,ARI 4,14,20,Mike Tolbert left guard for 1 yard (tackle by Antonio Cromartie and Rashad Johnson),5.340,4.720
3,4:14,3,3,ARI 3,14,20,"Cam Newton pass incomplete short right intended for Greg Olsen. Penalty on Tony Jefferson: Defensive Pass Interference, 2 yards (no play)",4.720,6.970
3,4:04,1,1,ARI 1,14,26,"Cam Newton pass complete short left to Mike Tolbert for 1 yard, touchdown",6.970,7.000
3,4:04,,,ARI 2,14,27,Graham Gano kicks extra point good,0.000,0.000
3,4:04,,,CAR 35,14,27,"Graham Gano kicks off 65 yards, touchback",0.000,-0.280
3,4:04,1,10,ARI 20,14,27,Kerwynn Williams right tackle for -1 yards (tackle by Thomas Davis),0.280,-0.460
3,3:20,2,11,ARI 19,14,27,Ryan Lindley pass complete short right to Kerwynn Williams for -2 yards (tackle by Thomas Davis),-0.460,-1.510
3,2:36,3,13,ARI 17,14,27,Ryan Lindley pass incomplete deep right intended for John Brown,-1.510,-2.320
3,2:30,4,13,ARI 17,14,27,"Drew Butler punts 37 yards, fair catch by Brenton Bersin. Penalty on Brandon Williams: Running Into the Kicker, 5 yards (no play)",-2.320,-1.900
3,2:22,4,8,ARI 22,14,27,"Drew Butler punts 37 yards, fair catch by Brenton Bersin",-1.900,-1.660
3,2:13,1,10,CAR 41,14,27,"Cam Newton pass complete short right to Greg Olsen for 20 yards (tackle by Alex Okafor). Penalty on Byron Bell: Offensive Holding, 10 yards (no play)",1.660,1.000
3,1:47,1,20,CAR 31,14,27,Jonathan Stewart left tackle for 6 yards (tackle by Sam Acho and Tony Jefferson),1.000,0.580
3,1:11,2,14,CAR 37,14,27,Cam Newton pass complete short left to Ed Dickson for 34 yards (tackle by Rashad Johnson). Penalty on Patrick Peterson: Defensive Holding (Declined),0.580,3.640
3,0:50,1,10,ARI 29,14,27,Cam Newton pass incomplete short right intended for Ed Dickson,3.640,3.100
3,0:46,2,10,ARI 29,14,27,"Jonathan Stewart left tackle for 7 yards (tackle by Rashad Johnson and Kevin Minter). Penalty on Trai Turner: Offensive Holding, 10 yards (no play)",3.100,1.750
3,0:17,2,20,ARI 39,14,27,Cam Newton pass incomplete short right intended for Mike Tolbert,1.750,1.090
,,,,,,,"ARI challenged the incomplete pass ruling, and the play was upheld.",,
3,0:08,3,20,ARI 39,14,27,"Fozzy Whittaker right end for 4 yards (tackle by Rashad Johnson). Penalty on Mike Remmers: Offensive Holding (Declined), Penalty on Jerricho Cotchery: Illegal Block Above the Waist, 10 yards (no play)",1.090,-0.230
Quarter,Time,Down,ToGo,Location,ARI,CAR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,30,ARI 49,14,27,Jonathan Stewart up the middle for 4 yards (tackle by Alex Okafor),-0.230,0.270
4,15:00,4,26,ARI 45,14,27,"Penalty on ARI: Defensive 12 On-field, 5 yards (no play)",0.270,0.590
4,14:20,4,21,ARI 40,14,27,"Brad Nortman punts 40 yards, touchback",0.590,-0.280
4,14:11,1,10,ARI 20,14,27,Ryan Lindley pass incomplete deep left intended for Larry Fitzgerald,0.280,-0.270
4,14:05,2,10,ARI 20,14,27,Ryan Lindley sacked by Kawann Short for -6 yards,-0.270,-2.030
4,13:19,3,16,ARI 14,14,27,Ryan Lindley pass complete short middle to John Carlson for 14 yards (tackle by Luke Kuechly),-2.030,-1.500
4,12:45,4,2,ARI 28,14,27,"Drew Butler punts 43 yards, fair catch by Brenton Bersin",-1.500,-0.870
4,12:38,1,10,CAR 29,14,27,Jonathan Stewart right guard for no gain (tackle by Calais Campbell and Sam Acho),0.870,0.330
4,11:57,2,10,CAR 29,14,27,"Cam Newton sacked by Sam Acho for -9 yards. Cam Newton fumbles (forced by Sam Acho), recovered by Rashad Johnson at CAR-38 and returned for 30 yards (tackle by Mike Remmers)",0.330,-5.370
,,,,,,,"Replay Assistant challenged the fumble ruling, and the play was upheld.",,
4,11:53,1,8,CAR 8,14,27,Ryan Lindley pass incomplete short right intended for Larry Fitzgerald is intercepted by Luke Kuechly at CAR-4 and returned for 1 yard,5.370,0.380
4,11:48,1,10,CAR 5,14,27,Jonathan Stewart left guard for 35 yards (tackle by Tony Jefferson),-0.380,1.600
4,10:53,1,10,CAR 40,14,27,DeAngelo Williams left end for 4 yards (tackle by Kevin Minter),1.600,1.590
4,10:21,2,6,CAR 44,14,27,DeAngelo Williams right tackle for 12 yards (tackle by Patrick Peterson),1.590,2.650
4,10:21,1,10,ARI 44,14,27,DeAngelo Williams up the middle for no gain (tackle by Dan Williams),2.650,2.110
4,8:45,2,10,ARI 44,14,27,DeAngelo Williams right guard for no gain (tackle by Dan Williams),2.110,2.110
4,8:01,2,10,ARI 44,14,27,Timeout #1 by Carolina Panthers,2.110,1.420
4,8:01,3,10,ARI 44,14,27,Cam Newton pass incomplete short middle intended for Kelvin Benjamin (defended by Deone Bucannon),1.420,0.330
4,7:55,4,10,ARI 44,14,27,"Brad Nortman punts 31 yards, fair catch by Ted Ginn",0.330,0.320
4,7:45,1,10,ARI 13,14,27,Ryan Lindley pass complete short right to Larry Fitzgerald for 12 yards (tackle by Luke Kuechly),-0.320,0.610
4,7:07,1,10,ARI 25,14,27,Ryan Lindley pass complete short middle to John Carlson for 6 yards (tackle by Thomas Davis),0.610,0.870
4,6:32,2,4,ARI 31,14,27,Ryan Lindley sacked by Charles Johnson for -9 yards,0.870,-1.020
4,5:50,3,13,ARI 22,14,27,Ryan Lindley sacked by Charles Johnson for -8 yards,-1.020,-2.470
4,5:20,4,21,ARI 14,14,27,"Drew Butler punts 38 yards, fair catch by Brenton Bersin",-2.470,-2.130
4,5:12,1,10,CAR 48,14,27,Jonathan Stewart right tackle for 2 yards (tackle by Sam Acho and Tony Jefferson),2.130,1.850
4,4:26,2,8,,14,27,Jonathan Stewart up the middle for 6 yards (tackle by Frostee Rucker),1.850,1.950
4,3:37,3,2,ARI 44,14,27,Jonathan Stewart right guard for no gain (tackle by Rashad Johnson and Dan Williams),1.950,1.950
4,3:01,3,2,ARI 44,14,27,Timeout #2 by Arizona Cardinals,1.950,0.330
4,2:56,4,2,ARI 44,14,27,"Brad Nortman punts 43 yards. Penalty on Mario Addison: Face Mask (15 Yards), 15 yards (no play)",0.330,-0.650
4,2:48,4,17,CAR 41,14,27,"Brad Nortman for 20 yards. Brad Nortman fumbles, recovered by Brad Nortman at CAR-29",-0.650,-2.460
4,2:41,1,10,CAR 47,14,27,Ryan Lindley pass complete short middle to John Brown for 21 yards (tackle by Tre Boston),2.460,3.840
4,2:21,1,10,CAR 26,14,27,Ryan Lindley pass complete short right to John Carlson for 5 yards (tackle by Colin Jones),3.840,3.970
4,2:03,2,5,CAR 21,14,27,Ryan Lindley pass incomplete deep left intended for Larry Fitzgerald is intercepted by Tre Boston at CAR--2 and returned for 11 yards,3.970,0.380
4,1:54,1,10,CAR 9,14,27,Jonathan Stewart right guard for 1 yard (tackle by Tommy Kelly and Larry Foote),-0.380,-0.380
4,1:47,1,10,CAR 9,14,27,Timeout #3 by Arizona Cardinals,-0.380,-0.710
4,1:47,2,9,CAR 10,14,27,Jonathan Stewart right guard for -3 yards (tackle by Dan Williams and Tommy Kelly),-0.710,-0.710
4,0:59,2,9,CAR 10,14,27,Timeout #2 by Carolina Panthers,-0.710,-1.650
4,0:59,3,12,CAR 7,14,27,Jonathan Stewart up the middle for 1 yard (tackle by Tommy Kelly and Calais Campbell),-1.650,-1.650
4,0:11,3,12,CAR 7,14,27,Timeout #3 by Carolina Panthers,-1.650,-2.490
4,0:10,4,11,CAR 8,16,27,"Brad Nortman for -8 yards, safety. Penalty on Ben Jacobs: Offensive Holding (Declined)",-2.490,-2.000
4,0:10,,,CAR 20,16,27,"Graham Gano kicks off 52 yards, fair catch by Ted Ginn",0.000,-0.810
4,0:01,1,10,ARI 28,16,27,"Ryan Lindley pass complete short left to John Brown for 5 yards, lateral to Michael Floyd for no gain, lateral to Stepfan Taylor for 2 yards, lateral to John Carlson for no gain, lateral to Lyle Sendlein for -5 yards, lateral to Michael Floyd for -25 yards. Michael Floyd fumbles, recovered by John Brown at ARI-5",0.810,0.940
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
