#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,13:30,ARI 48,7,2:03,19,Field Goal
2,1,9:12,CAR 43,8,3:51,57,Touchdown
3,2,14:56,CAR 20,7,2:55,55,Missed FG
4,2,10:17,CAR 17,6,3:23,32,Punt
5,2,5:52,ARI 34,3,0:58,-3,Interception
6,2,2:50,CAR 20,9,2:35,59,Field Goal
7,3,15:00,CAR 20,12,7:31,43,Punt
8,3,5:50,ARI 39,1,0:14,39,Touchdown
9,3,5:28,ARI 3,3,1:24,3,Touchdown
10,3,2:13,CAR 41,5,3:02,19,Punt
11,4,12:38,CAR 29,2,0:45,0,Fumble
12,4,11:48,CAR 5,6,4:03,51,Punt
13,4,5:12,CAR 48,4,2:31,-1,Downs
14,4,1:54,CAR 9,4,1:51,-9,Safety
