Quarter,Time,Down,ToGo,Location,CIN,DEN,Detail,EPB,EPA
1,3:41,1,10,CIN 10,7,0,Jeremy Hill left guard for 4 yards (tackle by Danny Trevathan),-0.380,-0.460
1,3:05,2,6,CIN 14,7,0,Jeremy Hill left tackle for 2 yards (tackle by Danny Trevathan),-0.460,-0.720
1,2:24,3,4,CIN 16,7,0,A.J. McCarron pass complete short middle to Giovani Bernard for 8 yards (tackle by Brandon Marshall),-0.720,-0.720
1,1:47,3,4,CIN 16,7,0,Timeout #2 by Cincinnati Bengals,-0.720,0.540
1,1:47,1,10,CIN 24,7,0,A.J. McCarron middle for 16 yards (tackle by Shaquil Barrett),0.540,1.600
1,1:03,1,10,CIN 40,7,0,Jeremy Hill middle for 6 yards (tackle by Malik Jackson and Danny Trevathan),1.600,1.860
1,0:23,2,4,CIN 46,7,0,Jeremy Hill middle for 1 yard (tackle by Vance Walker),1.860,1.290
Quarter,Time,Down,ToGo,Location,CIN,DEN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,3,CIN 47,7,0,A.J. McCarron pass complete short left to Marvin Jones for 15 yards (tackle by Derek Wolfe),1.290,3.050
2,14:16,1,10,DEN 38,7,0,A.J. McCarron pass complete short right to Jeremy Hill for 2 yards (tackle by Danny Trevathan and Brandon Marshall),3.050,2.780
2,13:31,2,8,DEN 36,7,0,Jeremy Hill right guard for 3 yards (tackle by Danny Trevathan),2.780,2.480
2,12:49,3,5,DEN 33,7,0,"A.J. McCarron left guard for 6 yards (tackle by Von Miller). Penalty on Brandon Marshall: Defensive Holding, 5 yards",2.480,4.110
2,12:18,1,10,DEN 22,7,0,A.J. McCarron pass complete short right to A.J. Green for 12 yards,4.110,4.910
2,11:38,1,10,DEN 10,7,0,Mohamed Sanu middle for 4 yards (tackle by Vance Walker and Brandon Marshall),4.910,4.910
2,10:56,1,10,DEN 10,7,0,Timeout #3 by Cincinnati Bengals,4.910,4.950
2,10:56,2,6,DEN 6,13,0,"Mohamed Sanu left end for 6 yards, touchdown",4.950,7.000
2,10:56,,,DEN 6,14,0,Mike Nugent kicks extra point good,0.000,0.000
2,10:56,,,CIN 35,14,0,"Mike Nugent kicks off 65 yards, touchback",0.000,-0.280
2,10:50,1,10,DEN 20,14,0,"Ronnie Hillman left end for 4 yards (tackle by Shawn Williams). Penalty on Ryan Harris: Illegal Use of Hands, 10 yards (no play)",0.280,-0.760
2,10:37,1,20,DEN 10,14,0,"Penalty on Demaryius Thomas: False Start, 5 yards (no play)",-0.760,-0.950
2,10:11,1,25,DEN 5,14,0,Ronnie Hillman middle for 3 yards (tackle by Pat Sims and Vontaze Burfict),-0.950,-1.660
2,9:35,2,22,DEN 8,14,0,Brock Osweiler pass complete short right to Ronnie Hillman for 7 yards (tackle by Pat Sims),-1.660,-1.660
2,8:47,2,22,DEN 8,14,0,Timeout #1 by Denver Broncos,-1.660,-1.860
2,8:47,3,15,DEN 15,14,0,Brock Osweiler pass complete short right to Jordan Norwood for 9 yards (tackle by Michael Johnson),-1.860,-1.770
2,8:14,4,6,DEN 24,14,0,"Britton Colquitt punts 41 yards, returned by Brandon Tate for 3 yards (tackle by Todd Davis)",-1.770,-1.470
2,8:02,1,10,CIN 38,14,0,A.J. McCarron pass complete short right to Giovani Bernard for 9 yards (tackle by T.J. Ward),1.470,2.140
2,7:21,2,1,CIN 47,14,0,Giovani Bernard middle for 2 yards (tackle by Von Miller),2.140,2.190
2,6:37,1,10,CIN 49,14,0,A.J. McCarron pass complete short middle to A.J. Green for 14 yards (tackle by Josh Bush),2.190,3.120
2,6:02,1,10,DEN 37,14,0,"Penalty on Andre Smith: False Start, 5 yards (no play)",3.120,2.790
2,5:40,1,15,DEN 42,14,0,Giovani Bernard right guard for 4 yards (tackle by Danny Trevathan),2.790,2.440
2,4:52,2,11,DEN 38,14,0,A.J. McCarron pass incomplete short right intended for Giovani Bernard,2.440,1.750
2,4:48,3,11,DEN 38,14,0,A.J. McCarron pass complete short left to Tyler Kroft for 12 yards (tackle by Bradley Roby),1.750,3.840
2,4:11,1,10,DEN 26,14,0,Jeremy Hill left guard for -3 yards (tackle by DeMarcus Ware),3.840,2.890
2,3:23,2,13,DEN 29,14,0,Jeremy Hill middle for 2 yards (tackle by Danny Trevathan),2.890,2.480
2,2:37,3,11,DEN 27,14,0,A.J. McCarron pass incomplete deep left intended for Marvin Jones,2.480,1.670
2,2:31,4,11,DEN 27,14,0,Mike Nugent 45 yard field goal no good,1.670,-1.270
2,2:26,1,10,DEN 35,14,0,Brock Osweiler pass complete short middle to Owen Daniels for 9 yards (tackle by Vontaze Burfict),1.270,1.940
2,2:09,2,1,DEN 44,14,0,Brock Osweiler pass complete deep right to Emmanuel Sanders for 35 yards (tackle by Dre Kirkpatrick),1.940,4.170
2,2:00,1,10,CIN 21,14,0,Brock Osweiler pass complete short right to Ronnie Hillman for 14 yards (tackle by Vontaze Burfict),4.170,5.600
2,1:52,1,7,CIN 7,14,0,Ronnie Hillman left guard for 1 yard (tackle by Dre Kirkpatrick),5.600,4.950
2,1:12,2,6,CIN 6,14,0,Brock Osweiler sacked by Carlos Dunlap for -7 yards,4.950,4.950
2,0:26,2,6,CIN 6,14,0,Timeout #2 by Denver Broncos,4.950,3.060
2,0:26,3,13,CIN 13,14,0,Brock Osweiler pass complete short right to Demaryius Thomas for 8 yards (tackle by Dre Kirkpatrick),3.060,3.010
2,0:18,4,5,CIN 5,14,3,Brandon McManus 23 yard field goal good,3.010,3.000
2,0:18,,,DEN 35,14,3,--,0.000,-0.610
2,0:10,1,10,CIN 25,14,3,A.J. McCarron kneels for -1 yards,0.610,-0.070
Quarter,Time,Down,ToGo,Location,CIN,DEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CIN 35,14,3,"Mike Nugent kicks off 70 yards, returned by Andre Caldwell for 24 yards (tackle by Josh Shaw)",0.000,-0.150
3,14:54,1,10,DEN 19,14,3,Brock Osweiler pass incomplete deep right intended for Jordan Norwood,0.150,-0.390
3,14:47,2,10,DEN 19,14,3,Brock Osweiler pass complete short middle to Owen Daniels for 7 yards (tackle by Rey Maualuga),-0.390,-0.160
3,14:08,3,3,DEN 26,14,3,Brock Osweiler pass complete short left to Jordan Norwood for 6 yards (tackle by Adam Jones),-0.160,1.070
3,13:40,1,10,DEN 32,14,3,Brock Osweiler pass complete short right to Demaryius Thomas for 7 yards (tackle by Dre Kirkpatrick),1.070,1.470
3,13:14,2,3,DEN 39,14,3,Brock Osweiler pass complete short middle to Jordan Norwood for 14 yards (tackle by Leon Hall),1.470,2.460
3,12:42,1,10,CIN 47,14,3,Brock Osweiler pass complete short left to Emmanuel Sanders for 8 yards (tackle by Leon Hall and Pat Sims),2.460,2.990
3,12:14,2,2,CIN 39,14,3,C.J. Anderson middle for 8 yards (tackle by Shawn Williams),2.990,3.510
3,11:44,1,10,CIN 31,14,3,Brock Osweiler pass complete deep right to Emmanuel Sanders for 16 yards (tackle by Dre Kirkpatrick),3.510,4.580
3,11:07,1,10,CIN 15,14,3,Brock Osweiler pass incomplete short right intended for Demaryius Thomas,4.580,3.950
3,11:02,2,10,CIN 15,14,3,Brock Osweiler pass complete short middle to Demaryius Thomas for 7 yards (tackle by Josh Shaw),3.950,4.450
3,10:20,3,3,CIN 8,14,9,"Brock Osweiler pass complete short left to Emmanuel Sanders for 8 yards, touchdown",4.450,7.000
3,10:20,,,CIN 8,14,10,Brandon McManus kicks extra point good,0.000,0.000
3,10:20,,,DEN 35,14,10,"Brandon McManus kicks off 65 yards, touchback",0.000,-0.280
3,10:14,1,10,CIN 20,14,10,Jeremy Hill middle for no gain (tackle by Brandon Marshall),0.280,-0.270
3,9:40,2,10,CIN 20,14,10,"A.J. McCarron pass incomplete short right intended for A.J. Green. Penalty on Andrew Whitworth: Offensive Holding, 10 yards (no play)",-0.270,-1.510
3,9:33,2,20,CIN 10,14,10,Jeremy Hill middle for no gain (tackle by Derek Wolfe),-1.510,-2.590
3,8:52,3,20,CIN 10,14,10,Giovani Bernard middle for 5 yards (tackle by Danny Trevathan),-2.590,-2.440
3,8:10,4,15,CIN 15,14,10,"Kevin Huber punts 46 yards, fair catch by Jordan Norwood",-2.440,-1.530
3,8:02,1,10,DEN 39,14,10,Brock Osweiler sacked by Carlos Dunlap for -6 yards,1.530,0.180
3,7:28,2,16,DEN 33,14,10,Ronnie Hillman right tackle for 3 yards (tackle by Vontaze Burfict),0.180,-0.100
3,6:52,3,13,DEN 36,14,10,Brock Osweiler pass complete short left to C.J. Anderson for 8 yards (tackle by Leon Hall),-0.100,-0.460
3,6:15,4,5,DEN 44,14,10,"Britton Colquitt punts 39 yards, out of bounds",-0.460,0.060
3,6:07,1,10,CIN 17,14,10,"A.J. McCarron sacked by Malik Jackson for -1 yards. Penalty on Malik Jackson: Face Mask (15 Yards), 15 yards (no play)",-0.060,1.070
3,5:30,1,10,CIN 32,14,10,Jeremy Hill left end for 8 yards (tackle by Shane Ray),1.070,1.610
3,5:05,2,2,CIN 40,14,10,Jeremy Hill middle for 3 yards (tackle by Brandon Marshall),1.610,1.800
3,4:24,1,10,CIN 43,14,10,A.J. McCarron pass complete short left to Giovani Bernard for 6 yards (tackle by Brandon Marshall and Darian Stewart),1.800,2.060
3,3:54,2,4,CIN 49,14,10,Giovani Bernard middle for no gain (tackle by Darian Stewart),2.060,1.350
3,3:15,3,4,CIN 49,14,10,A.J. McCarron pass incomplete deep left intended for Marvin Jones (defended by Bradley Roby),1.350,-0.130
3,3:10,4,4,CIN 49,14,10,"Kevin Huber punts 51 yards, touchback",-0.130,-0.280
3,2:59,1,10,DEN 20,14,10,C.J. Anderson middle for 4 yards (tackle by Domata Peko),0.280,0.270
3,2:31,2,6,DEN 24,14,10,Brock Osweiler pass incomplete short middle intended for Jordan Norwood (defended by Rey Maualuga),0.270,-0.430
3,2:26,3,6,DEN 24,14,10,Brock Osweiler middle for 1 yard (tackle by Carlos Dunlap),-0.430,-1.700
3,1:56,4,5,DEN 25,14,10,"Britton Colquitt punts 37 yards, returned by Brandon Tate for 7 yards (tackle by Shiloh Keo)",-1.700,-1.930
3,1:44,1,10,CIN 45,14,10,A.J. McCarron pass complete short left to Marvin Jones for 8 yards,1.930,2.460
3,1:01,2,2,DEN 47,14,10,Jeremy Hill left guard for no gain (tackle by Von Miller),2.460,1.750
3,0:20,3,2,DEN 47,14,10,Giovani Bernard right end for no gain (tackle by Brandon Marshall),1.750,0.130
Quarter,Time,Down,ToGo,Location,CIN,DEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,2,DEN 47,14,10,"Kevin Huber punts 38 yards, returned by Shiloh Keo for 6 yards (tackle by Clark Harris)",0.130,0.220
4,14:48,1,10,DEN 15,14,10,Brock Osweiler pass complete short left to Ronnie Hillman for 7 yards (tackle by Adam Jones),-0.220,0.350
4,14:29,2,3,DEN 22,14,10,Ronnie Hillman left tackle for 2 yards (tackle by Domata Peko),0.350,-0.270
4,13:50,3,1,DEN 24,14,10,Brock Osweiler pass incomplete deep left intended for Demaryius Thomas,-0.270,-1.770
4,13:45,4,1,DEN 24,14,10,"Britton Colquitt punts 54 yards, returned by Brandon Tate for -3 yards (tackle by Kayvon Webster)",-1.770,-0.150
4,13:35,1,10,CIN 19,14,10,A.J. McCarron pass complete short left to Jeremy Hill for -4 yards (tackle by Bradley Roby),0.150,-1.000
4,12:49,2,14,CIN 15,14,10,A.J. McCarron pass complete short right to Tyler Kroft for 5 yards (tackle by Aqib Talib),-1.000,-0.940
4,12:08,3,9,CIN 20,14,10,A.J. McCarron pass incomplete short left intended for Tyler Kroft,-0.940,-2.030
4,12:03,4,9,CIN 20,14,10,"Kevin Huber punts 46 yards, returned by Jordan Norwood for 14 yards (tackle by Cedric Peerman)",-2.030,-2.130
4,11:51,1,10,DEN 48,14,10,Brock Osweiler pass complete short left to Demaryius Thomas for 13 yards (tackle by Shawn Williams),2.130,2.980
4,11:27,1,10,CIN 39,14,16,"C.J. Anderson middle for 39 yards, touchdown",2.980,7.000
4,11:27,,,CIN 39,14,17,Brandon McManus kicks extra point good,0.000,0.000
4,11:27,,,DEN 35,14,17,"Brandon McManus kicks off 65 yards, touchback",0.000,-0.280
4,11:17,1,10,CIN 20,14,17,Giovani Bernard left end for -1 yards (tackle by Chris Harris),0.280,-0.460
4,10:44,2,11,CIN 19,14,17,A.J. McCarron sacked by Derek Wolfe for -5 yards,-0.460,-2.030
4,9:58,3,16,CIN 14,14,17,A.J. McCarron pass complete deep middle to Mohamed Sanu for 20 yards (tackle by Bradley Roby),-2.030,-2.030
4,9:11,3,16,CIN 14,14,17,Timeout #1 by Cincinnati Bengals,-2.030,1.200
4,9:11,1,10,CIN 34,14,17,A.J. McCarron pass complete short left to Mohamed Sanu for 10 yards (tackle by Chris Harris),1.200,1.860
4,8:39,1,10,CIN 44,14,17,Giovani Bernard left guard for 2 yards (tackle by Vance Walker),1.860,1.590
4,7:52,2,8,CIN 46,14,17,A.J. McCarron pass incomplete deep middle intended for A.J. Green (defended by Chris Harris),1.590,0.890
4,7:45,3,8,CIN 46,14,17,A.J. McCarron pass complete short middle to Tyler Kroft for 15 yards (tackle by Chris Harris),0.890,0.890
4,7:10,3,8,CIN 46,14,17,Timeout #1 by Denver Broncos,0.890,2.980
4,7:10,1,10,DEN 39,14,17,"Penalty on DeMarcus Ware: Neutral Zone Infraction, 5 yards (no play)",2.980,3.710
4,7:10,1,5,DEN 34,14,17,A.J. McCarron pass incomplete short right intended for Marvin Jones,3.710,3.120
4,7:06,2,5,DEN 34,14,17,A.J. McCarron pass incomplete short right intended for Tyler Kroft,3.120,2.410
4,6:58,3,5,DEN 34,14,17,A.J. McCarron pass incomplete deep middle intended for A.J. Green,2.410,1.070
4,6:51,4,5,DEN 34,17,17,Mike Nugent 52 yard field goal good,1.070,3.000
4,6:51,,,CIN 35,17,17,"Mike Nugent kicks off 65 yards, returned by Andre Caldwell for 19 yards (tackle by Paul Dawson)",0.000,-0.150
4,6:40,1,10,DEN 19,17,17,Ronnie Hillman middle for 8 yards (tackle by Carlos Dunlap and Reggie Nelson),0.150,0.750
4,6:14,2,2,DEN 27,17,17,Ronnie Hillman right guard for 5 yards (tackle by Carlos Dunlap),0.750,1.070
4,5:48,1,10,DEN 32,17,17,Brock Osweiler pass complete short middle to Ronnie Hillman for 9 yards (tackle by Rey Maualuga),1.070,1.740
4,5:10,2,1,DEN 41,17,17,C.J. Anderson right tackle for 14 yards (tackle by Dre Kirkpatrick),1.740,2.590
4,4:45,1,10,CIN 45,17,17,Brock Osweiler pass complete short left to Jordan Norwood for 8 yards (tackle by Shawn Williams),2.590,3.120
4,4:13,2,2,CIN 37,17,17,"Penalty on Geno Atkins: Neutral Zone Infraction, 5 yards (no play)",3.120,3.450
4,4:12,1,10,CIN 32,17,17,"C.J. Anderson middle for 5 yards (tackle by Michael Johnson). C.J. Anderson fumbles (forced by Michael Johnson), recovered by Reggie Nelson at CIN-26 (tackle by Virgil Green)",3.450,-0.670
4,4:05,1,10,CIN 26,17,17,Jeremy Hill middle for 6 yards (tackle by Danny Trevathan),0.670,0.940
4,3:22,2,4,CIN 32,17,17,A.J. McCarron pass incomplete short right intended for A.J. Green,0.940,0.940
4,3:15,2,4,CIN 32,17,17,Timeout #2 by Cincinnati Bengals,0.940,0.230
4,3:15,3,4,CIN 32,17,17,A.J. McCarron pass complete short right to Rex Burkhead for 8 yards (tackle by Aqib Talib),0.230,1.600
4,3:10,1,10,CIN 40,17,17,A.J. McCarron pass complete short left to Mohamed Sanu for -1 yards (tackle by Chris Harris),1.600,0.920
4,2:26,2,11,CIN 39,17,17,A.J. McCarron sacked by Vance Walker for -9 yards,0.920,-0.960
4,2:00,3,20,CIN 30,17,17,A.J. McCarron pass complete short right to Tyler Kroft for 14 yards (tackle by Shiloh Keo),-0.960,-0.460
4,1:51,4,6,CIN 44,17,17,"Kevin Huber punts 56 yards, touchback",-0.460,-0.280
4,1:40,1,10,DEN 20,17,17,Brock Osweiler pass complete short right to Owen Daniels for 16 yards (tackle by Vincent Rey),0.280,1.330
4,1:32,1,10,DEN 36,17,17,Brock Osweiler pass complete deep middle to Owen Daniels for 26 yards (tackle by Shawn Williams),1.330,3.050
4,1:03,1,10,CIN 38,17,17,Brock Osweiler pass incomplete short right intended for Demaryius Thomas,3.050,2.510
4,0:59,2,10,CIN 38,17,17,Brock Osweiler pass complete short middle to Bennie Fowler for 13 yards (tackle by Leon Hall),2.510,3.910
4,0:27,1,10,CIN 25,17,17,C.J. Anderson middle for 1 yard (tackle by Michael Johnson),3.910,3.910
4,0:23,1,10,CIN 25,17,17,Timeout #3 by Cincinnati Bengals,3.910,3.500
4,0:23,2,9,CIN 24,17,17,Brock Osweiler right guard for -2 yards,3.500,3.500
4,0:04,2,9,CIN 24,17,17,Timeout #2 by Denver Broncos,3.500,2.540
4,0:04,3,11,CIN 26,17,17,Brandon McManus 45 yard field goal no good,2.540,0.000
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,CIN,DEN,Detail,EPB,EPA
,,,,,,,"Broncos won the coin toss, Broncos to receive the overtime kickoff.",,
OT,15:00,,,CIN 35,17,17,"Mike Nugent kicks off 65 yards, touchback",0.000,0.280
OT,15:00,1,10,DEN 20,17,17,Brock Osweiler pass incomplete deep right intended for Demaryius Thomas,0.280,-0.270
OT,14:54,2,10,DEN 20,17,17,Brock Osweiler pass incomplete short right intended for Owen Daniels,-0.270,-0.270
OT,14:48,2,10,DEN 20,17,17,Timeout #1 by Denver Broncos,-0.270,-0.960
OT,14:48,3,10,DEN 20,17,17,Brock Osweiler pass complete short right to Owen Daniels for 12 yards (tackle by Dre Kirkpatrick),-0.960,1.070
OT,14:10,1,10,DEN 32,17,17,C.J. Anderson middle for 1 yard (tackle by Michael Johnson),1.070,0.660
OT,13:36,2,9,DEN 33,17,17,"Brock Osweiler pass complete short right to Virgil Green for 8 yards (tackle by Vontaze Burfict). Penalty on Vontaze Burfict: Unnecessary Roughness, 15 yards",0.660,2.650
OT,13:07,1,10,CIN 44,17,17,Ronnie Hillman left end for 7 yards (tackle by Leon Hall),2.650,3.060
OT,12:31,2,3,CIN 37,17,17,Brock Osweiler pass incomplete deep right intended for Andre Caldwell,3.060,2.350
OT,12:26,3,3,CIN 37,17,17,Brock Osweiler pass complete short left to Demaryius Thomas for 5 yards (tackle by Adam Jones),2.350,3.450
OT,11:44,1,10,CIN 32,17,17,Brock Osweiler pass incomplete short right intended for Emmanuel Sanders (defended by Dre Kirkpatrick),3.450,2.900
OT,11:39,2,10,CIN 32,17,17,Brock Osweiler pass complete short left to Demaryius Thomas for 12 yards (tackle by Adam Jones),2.900,4.240
OT,10:56,1,10,CIN 20,17,17,C.J. Anderson left tackle for 1 yard (tackle by Wallace Gilberry),4.240,3.820
OT,10:14,2,9,CIN 19,17,17,Brock Osweiler pass incomplete deep middle intended for Owen Daniels (defended by Reggie Nelson),3.820,3.100
OT,10:10,3,9,CIN 19,17,17,Brock Osweiler pass incomplete deep left intended for Demaryius Thomas,3.100,2.180
OT,10:05,4,9,CIN 19,17,20,Brandon McManus 37 yard field goal good,2.180,3.000
OT,10:05,,,DEN 35,17,20,"Brandon McManus kicks off 61 yards, returned by Brandon Tate for 29 yards (tackle by Corey Nelson)",0.000,-1.140
OT,9:53,1,10,CIN 33,17,20,A.J. McCarron pass incomplete,1.140,1.140
OT,9:48,1,10,CIN 33,17,20,Timeout #2 by Denver Broncos,1.140,0.590
OT,9:48,2,10,CIN 33,17,20,"A.J. McCarron for no gain. A.J. McCarron fumbles, recovered by DeMarcus Ware at CIN-23",0.590,0.000
End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime
