Quarter,Time,Down,ToGo,Location,PIT,KAN,Detail,EPB,EPA
1,0:00,2,8,KAN 20,0,7,Willie Parker right end for 2 yards (tackle by Demorrio Williams),3.830,3.400
Quarter,Time,Down,ToGo,Location,PIT,KAN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,6,KAN 18,0,7,Ben Roethlisberger pass incomplete deep right intended for Mike Wallace,3.400,2.270
2,14:54,4,6,KAN 18,3,7,Jeff Reed 36 yard field goal good,2.270,3.000
2,,,,PIT 30,3,7,"Jeff Reed kicks off 63 yards, returned by Jamaal Charles for 21 yards (tackle by Ryan Mundy)",0.000,0.810
2,14:43,1,10,KAN 28,3,7,Matt Cassel pass complete short middle to Bobby Wade for 9 yards (tackle by Ike Taylor),0.810,1.480
2,14:05,2,1,KAN 37,3,7,Jamaal Charles middle for no gain (tackle by Tyrone Carter),1.480,0.760
2,13:25,3,1,KAN 37,3,7,Jamaal Charles right end for 8 yards (tackle by William Gay),0.760,1.930
2,13:00,1,10,KAN 45,3,7,Kolby Smith middle for 3 yards (tackle by James Farrior and Casey Hampton),1.930,1.790
2,12:18,2,7,KAN 48,3,7,Jamaal Charles left end for -2 yards,1.790,0.830
2,12:18,3,9,KAN 46,3,7,"Penalty on Ryan O'Callaghan: False Start, 5 yards (no play)",0.830,0.170
2,11:47,3,14,KAN 41,3,7,Matt Cassel pass incomplete short middle intended for Bobby Wade (defended by Evander Hood),0.170,-0.650
2,11:42,4,14,KAN 41,3,7,"Dustin Colquitt punts 49 yards, returned by Stefan Logan for 28 yards (tackle by Derrick Johnson). Penalty on Donovan Woods: Offensive Holding, 5 yards",-0.650,0.380
2,11:27,1,10,PIT 5,3,7,Ben Roethlisberger pass complete short left to Rashard Mendenhall for 9 yards (tackle by Brandon Carr),-0.380,-0.100
2,10:45,2,1,PIT 14,3,7,Rashard Mendenhall right tackle for 11 yards (tackle by Brandon Flowers),-0.100,0.610
2,10:00,1,10,PIT 25,3,7,Rashard Mendenhall left end for 2 yards (tackle by Demorrio Williams),0.610,0.330
2,9:25,2,8,PIT 27,3,7,Ben Roethlisberger pass complete short middle to Hines Ward for 8 yards (tackle by Jovan Belcher and Derrick Johnson),0.330,1.270
2,8:38,1,10,PIT 35,3,7,Ben Roethlisberger pass complete short right to Heath Miller for 41 yards (tackle by Demorrio Williams),1.270,3.970
2,7:56,1,10,KAN 24,3,7,Ben Roethlisberger pass incomplete short right intended for Hines Ward,3.970,3.430
2,7:52,2,10,KAN 24,3,7,Rashard Mendenhall left end for 2 yards (tackle by Pierre Walters and Derrick Johnson),3.430,3.010
2,7:07,3,8,KAN 22,3,7,Ben Roethlisberger pass complete short middle to Heath Miller for 16 yards (tackle by Mike Brown),3.010,5.830
2,6:23,1,6,KAN 6,3,7,Rashard Mendenhall middle for -2 yards (tackle by Tamba Hali),5.830,4.570
2,5:39,2,8,KAN 8,9,7,"Ben Roethlisberger pass complete short left to Hines Ward for 8 yards, touchdown",4.570,7.000
2,,,,KAN 2,10,7,Jeff Reed kicks extra point good,0.000,0.000
2,,,,PIT 30,10,7,"Jeff Reed kicks off 63 yards, returned by Jamaal Charles for 20 yards (tackle by Andre Frazier)",0.000,0.740
2,5:27,1,10,KAN 27,10,7,Matt Cassel sacked by Casey Hampton for -9 yards,0.740,-1.120
2,4:59,2,19,KAN 18,10,7,Matt Cassel pass complete short middle to Jamaal Charles for 6 yards (tackle by Tyrone Carter),-1.120,-0.890
2,4:33,3,13,KAN 24,10,7,Matt Cassel pass incomplete deep middle intended for Mark Bradley,-0.890,-1.770
2,4:30,4,13,KAN 24,10,7,"Dustin Colquitt punts 39 yards, returned by Stefan Logan for 17 yards (tackle by Andy Studebaker)",-1.770,-2.520
2,4:16,1,10,KAN 46,10,7,Rashard Mendenhall right end for 1 yard (tackle by Derrick Johnson and Mike Brown),2.520,2.110
2,3:38,2,9,KAN 45,10,7,Ben Roethlisberger pass complete short right to Rashard Mendenhall for 13 yards (tackle by Mike Brown),2.110,3.450
2,2:56,1,10,KAN 32,10,7,Ben Roethlisberger pass complete short right to Santonio Holmes for 4 yards (tackle by Brandon Flowers),3.450,3.440
2,2:21,2,6,KAN 28,10,7,Rashard Mendenhall middle for 3 yards (tackle by Glenn Dorsey and Tamba Hali),3.440,3.140
2,1:59,3,3,KAN 25,10,7,Ben Roethlisberger pass complete short right to Mike Wallace for 14 yards (tackle by Brandon Carr),3.140,4.840
2,1:55,1,10,KAN 11,10,7,Rashard Mendenhall right tackle for 1 yard (tackle by Derrick Johnson and Mike Brown),4.840,4.320
2,1:55,2,9,KAN 10,16,7,"Ben Roethlisberger pass complete short middle to Heath Miller for 10 yards, touchdown",4.320,7.000
2,,,,KAN 2,17,7,Jeff Reed kicks extra point good,0.000,0.000
2,,,,PIT 30,17,7,"Jeff Reed kicks off 60 yards, returned by Jamaal Charles for 20 yards (tackle by Keyaron Fox)",0.000,0.940
2,1:10,1,10,KAN 30,17,7,Jamaal Charles right end for 10 yards (tackle by Ryan Clark),0.940,1.600
2,0:50,1,10,KAN 40,17,7,Matt Cassel pass complete short left to Bobby Wade for 1 yard (tackle by James Harrison),1.600,1.190
2,0:30,2,9,KAN 41,17,7,Matt Cassel pass incomplete deep right intended for Lance Long,1.190,0.500
2,0:20,3,9,KAN 41,17,7,Matt Cassel pass incomplete short right intended for Bobby Wade,0.500,-0.650
2,0:01,4,9,KAN 41,17,7,Matt Cassel sacked by LaMarr Woodley for -7 yards. Penalty on Chris Chambers: Illegal Shift (Declined),-0.650,2.130
Quarter,Time,Down,ToGo,Location,PIT,KAN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,KAN 30,17,7,"Ryan Succop kicks off 71 yards, returned by Stefan Logan for 38 yards (tackle by Travis Daniels)",0.000,1.400
3,14:52,1,10,PIT 37,17,7,Rashard Mendenhall right tackle for 2 yards (tackle by Andy Studebaker and Mike Brown),1.400,1.130
3,14:05,2,8,PIT 39,17,7,Ben Roethlisberger pass complete short middle to Hines Ward for 9 yards (tackle by Jon McGraw and Mike Brown),1.130,2.130
3,13:21,1,10,PIT 48,17,7,Ben Roethlisberger pass incomplete deep middle intended for Heath Miller is intercepted by Andy Studebaker at KAN-36 and returned for 2 yards,2.130,-1.470
3,13:11,1,10,KAN 38,17,7,Matt Cassel pass incomplete short left intended for Mark Bradley,1.470,0.920
3,13:06,2,10,KAN 38,17,7,Jamaal Charles left end for 6 yards (tackle by James Farrior),0.920,1.020
3,12:39,3,4,KAN 44,17,7,Matt Cassel pass complete short left to Chris Chambers for 10 yards (tackle by Ike Taylor),1.020,2.520
3,12:18,1,10,PIT 46,17,7,Matt Cassel pass complete deep middle to Mark Bradley for 22 yards (tackle by William Gay),2.520,3.970
3,11:35,1,10,PIT 24,17,7,Jamaal Charles left end for 3 yards (tackle by Lawrence Timmons and James Harrison),3.970,3.840
3,10:58,2,7,PIT 21,17,7,Matt Cassel pass incomplete short right intended for Jamaal Charles,3.840,3.140
3,10:54,3,7,PIT 21,17,13,"Matt Cassel pass complete deep right to Leonard Pope for 21 yards, touchdown",3.140,7.000
3,,,,PIT 2,17,14,Ryan Succop kicks extra point good,0.000,0.000
3,,,,KAN 30,17,14,"Ryan Succop kicks off 70 yards, touchback",0.000,0.280
3,10:48,1,10,PIT 20,17,14,Ben Roethlisberger pass complete short middle to Matt Spaeth for 7 yards (tackle by Demorrio Williams),0.280,0.680
3,10:14,2,3,PIT 27,17,14,Rashard Mendenhall right tackle for 2 yards (tackle by Glenn Dorsey),0.680,0.230
3,9:33,3,1,PIT 29,17,14,Rashard Mendenhall left tackle for no gain (tackle by Tamba Hali),0.230,-1.440
3,8:59,4,1,PIT 29,17,14,"Daniel Sepulveda punts 40 yards, fair catch by Bobby Wade",-1.440,-1.000
3,8:51,1,10,KAN 31,17,14,Jamaal Charles right tackle for 1 yard (tackle by Casey Hampton and Lawrence Timmons),1.000,0.600
3,8:19,2,9,KAN 32,17,14,Jamaal Charles middle for 1 yard (tackle by Lawrence Timmons),0.600,0.040
3,7:51,3,8,KAN 33,17,14,Matt Cassel pass incomplete short middle intended for Chris Chambers (defended by Ryan Clark),0.040,-1.180
3,7:45,4,8,KAN 33,17,14,"Dustin Colquitt punts 51 yards, returned by Stefan Logan for 10 yards (tackle by Terrance Copper)",-1.180,-0.670
3,7:32,1,10,PIT 26,17,14,"Ben Roethlisberger pass complete short right to Santonio Holmes for 14 yards (tackle by Brandon Flowers). Penalty on Heath Miller: Unnecessary Roughness, 15 yards",0.670,0.610
3,7:01,1,10,PIT 25,17,14,Ben Roethlisberger pass complete short left to Santonio Holmes for 12 yards (tackle by Brandon Carr),0.610,1.400
3,6:35,1,10,PIT 37,17,14,Ben Roethlisberger pass incomplete deep left intended for Santonio Holmes,1.400,0.860
3,6:28,2,10,PIT 37,17,14,Ben Roethlisberger pass complete short middle to Hines Ward for 11 yards (tackle by Jon McGraw),0.860,2.130
3,5:46,1,10,PIT 48,17,14,Ben Roethlisberger pass complete short left to Hines Ward for 19 yards (tackle by Brandon Carr),2.130,3.380
3,5:01,1,10,KAN 33,17,14,Willie Parker right end for 2 yards (tackle by Andy Studebaker and Brandon Flowers),3.380,3.110
3,4:16,,,,17,14,Timeout #1 by Pittsburgh Steelers,0.000,3.110
3,4:16,2,8,KAN 31,17,14,Willie Parker left end for 9 yards (tackle by Ron Edwards),3.110,4.110
3,3:39,1,10,KAN 22,17,14,"Ben Roethlisberger pass incomplete deep right intended for Rashard Mendenhall. Penalty on Willie Colon: Offensive Holding, 10 yards (no play)",4.110,3.450
3,3:32,1,20,KAN 32,17,14,Ben Roethlisberger pass complete short left to Santonio Holmes for 12 yards (tackle by Brandon Carr),3.450,3.830
3,2:48,2,8,KAN 20,17,14,Ben Roethlisberger pass complete short middle to Heath Miller for 10 yards (tackle by Andy Studebaker),3.830,4.910
3,2:00,1,10,KAN 10,17,14,Ben Roethlisberger pass incomplete short middle intended for Hines Ward is intercepted by Andy Studebaker and returned for 94 yards,4.910,-5.370
3,1:40,1,8,PIT 8,17,14,Matt Cassel sacked by LaMarr Woodley for -4 yards,5.370,3.860
3,1:15,2,12,PIT 12,17,14,Matt Cassel pass complete short middle to Bobby Wade for 7 yards (tackle by James Farrior and Ryan Clark),3.860,4.260
3,0:40,3,5,PIT 5,17,14,Matt Cassel sacked by James Harrison for -4 yards,4.260,2.830
3,0:09,4,9,PIT 9,17,17,Ryan Succop 27 yard field goal good,2.830,3.000
3,,,,KAN 30,17,17,"Ryan Succop kicks off 60 yards, returned by Stefan Logan for 17 yards (tackle by Jovan Belcher)",0.000,0.740
Quarter,Time,Down,ToGo,Location,PIT,KAN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,PIT 27,17,17,Ben Roethlisberger pass complete deep middle to Santonio Holmes for 20 yards (tackle by Demorrio Williams),0.740,2.060
4,14:22,1,10,PIT 47,17,17,Willie Parker middle for 3 yards (tackle by Mike Brown and Alex Magee),2.060,1.920
4,13:44,2,7,,17,17,Ben Roethlisberger pass incomplete,1.920,1.220
4,13:36,3,7,,17,17,Ben Roethlisberger middle for 4 yards (tackle by Tamba Hali and Derrick Johnson),1.220,0.200
4,13:03,4,3,KAN 46,17,17,Daniel Sepulveda punts 33 yards,0.200,0.320
4,12:51,1,10,KAN 13,17,17,Matt Cassel pass incomplete short middle intended for Leonard Pope (defended by James Farrior),-0.320,-0.770
4,12:46,2,10,KAN 13,17,17,"Jamaal Charles left tackle for 8 yards (tackle by Tyrone Carter). Penalty on Tyrone Carter: Face Mask (15 Yards), 15 yards",-0.770,1.330
4,12:30,1,10,KAN 36,17,17,Jamaal Charles left tackle for 5 yards (tackle by Tyrone Carter),1.330,1.470
4,11:55,2,5,KAN 41,17,17,Jamaal Charles left end for -4 yards (tackle by Brett Keisel),1.470,0.230
4,11:16,3,9,KAN 37,17,17,"Matt Cassel sacked by Lawrence Timmons for -10 yards. Matt Cassel fumbles (forced by Lawrence Timmons), recovered by James Harrison at KAN-27",0.230,-3.780
4,11:03,1,10,KAN 27,17,17,Ben Roethlisberger pass complete short left to Santonio Holmes for 7 yards (tackle by Brandon Carr),3.780,4.180
4,10:45,2,3,KAN 20,17,17,Rashard Mendenhall right tackle for 2 yards (tackle by Corey Mays and Tyson Jackson),4.180,3.840
4,10:04,3,1,KAN 18,17,17,Rashard Mendenhall middle for 9 yards (tackle by Jon McGraw),3.840,5.140
4,9:21,1,9,KAN 9,17,17,Rashard Mendenhall middle for 1 yard (tackle by Glenn Dorsey),5.140,4.570
4,8:40,2,8,KAN 8,23,17,"Ben Roethlisberger pass complete short middle to Rashard Mendenhall for 8 yards, touchdown",4.570,7.000
4,,,,KAN 2,24,17,Jeff Reed kicks extra point good,0.000,0.000
4,,,,PIT 30,24,17,"Jeff Reed kicks off 71 yards, returned by Lance Long for 25 yards (tackle by Ike Taylor). Penalty on Leonard Pope: Illegal Block Above the , 9 yards",0.000,-0.380
4,8:29,1,10,KAN 9,24,17,Matt Cassel pass incomplete short right intended for Mike Cox,-0.380,-0.780
4,8:24,2,10,KAN 9,24,17,Matt Cassel pass complete short left to Chris Chambers for 1 yard (tackle by Tyrone Carter),-0.780,-1.300
4,7:37,,,,24,17,Timeout #1 by Kansas City Chiefs,0.000,-1.300
4,7:37,3,9,KAN 10,24,17,Matt Cassel pass complete deep middle to Lance Long for 30 yards (tackle by Ryan Clark),-1.300,1.600
4,7:03,1,10,KAN 40,24,17,Matt Cassel pass complete deep middle to Chris Chambers for 47 yards (tackle by Ryan Clark),1.600,4.710
4,6:28,1,10,PIT 13,24,17,Bobby Wade left end for 8 yards (tackle by James Harrison),4.710,5.540
4,5:44,2,2,PIT 5,24,17,Matt Cassel pass incomplete short middle intended for Mark Bradley,5.540,4.780
4,5:40,3,2,PIT 5,24,17,Jamaal Charles left tackle for 3 yards (tackle by Brett Keisel),4.780,6.740
4,4:58,1,2,PIT 2,24,23,"Matt Cassel pass complete short middle to Jamaal Charles for 2 yards, touchdown",6.740,7.000
4,,,,PIT 2,24,24,Ryan Succop kicks extra point good,0.000,0.000
4,,,,KAN 30,24,24,"Ryan Succop kicks off 71 yards, returned by Stefan Logan for 30 yards (tackle by Terrance Copper)",0.000,0.870
4,4:45,1,10,PIT 29,24,24,Ben Roethlisberger pass complete short middle to Heath Miller for 7 yards (tackle by Demorrio Williams),0.870,1.270
4,4:10,2,3,PIT 36,24,24,Ben Roethlisberger pass complete short middle to Heath Miller for 6 yards (tackle by Demorrio Williams),1.270,1.730
4,3:29,1,10,PIT 42,24,24,Rashard Mendenhall middle for 3 yards (tackle by Tamba Hali),1.730,1.590
4,2:48,2,7,PIT 45,24,24,Ben Roethlisberger pass incomplete short middle intended for Santonio Holmes (defended by Tyson Jackson),1.590,0.890
4,2:44,3,7,PIT 45,24,24,Ben Roethlisberger sacked by Mike Brown for -13 yards,0.890,-1.240
4,2:27,4,20,PIT 32,24,24,Daniel Sepulveda punts 42 yards,-1.240,-0.670
4,2:17,1,10,KAN 26,24,24,Matt Cassel pass incomplete deep right intended for Jamaal Charles,0.670,0.130
4,2:09,2,10,KAN 26,24,24,Matt Cassel pass complete short right to Lance Long for 7 yards (tackle by Deshea Townsend and Tyrone Carter),0.130,0.370
4,2:00,3,3,KAN 33,24,24,Matt Cassel pass incomplete short left intended for Mark Bradley (defended by Ryan Clark),0.370,-1.180
4,1:55,4,3,KAN 33,24,24,"Dustin Colquitt punts 47 yards, fair catch by Mewelde Moore",-1.180,-0.280
4,1:47,1,10,PIT 20,24,24,"Ben Roethlisberger sacked by Derrick Johnson for -4 yards. Penalty on Wallace Gilberry: Illegal Contact, 5 yards (no play)",0.280,0.610
4,1:35,1,10,PIT 25,24,24,Ben Roethlisberger pass complete short left to Hines Ward for 13 yards (tackle by Travis Daniels),0.610,1.470
4,1:29,,,,24,24,Timeout #2 by Kansas City Chiefs,0.000,1.470
4,1:29,1,10,PIT 38,24,24,Ben Roethlisberger pass complete short middle to Heath Miller for 5 yards (tackle by Brandon Flowers),1.470,1.600
4,1:05,2,5,PIT 43,24,24,Ben Roethlisberger pass incomplete short left intended for Hines Ward,1.600,0.890
4,1:02,3,5,PIT 43,24,24,Ben Roethlisberger sacked by Alex Magee for 0 yards,0.890,-0.520
4,0:30,4,5,PIT 43,24,24,"Daniel Sepulveda punts 39 yards, fair catch by Bobby Wade",-0.520,-0.040
4,0:22,1,10,KAN 18,24,24,"Matt Cassel pass complete short left to Jamaal Charles for 13 yards (tackle by Ryan Clark). Penalty on Brian Waters: Offensive Holding, 9 yards (no play)",0.040,-0.720
4,0:15,1,19,KAN 9,24,24,Matt Cassel kneels for -1 yards,-0.720,0.000
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,PIT,KAN,Detail,EPB,EPA
,,,,,,,"Steelers won the coin toss, Steelers to receive the overtime kickoff.",,
OT,,,,KAN 30,24,24,"Ryan Succop kicks off 70 yards, touchback",0.000,0.280
OT,15:00,1,10,PIT 20,24,24,Rashard Mendenhall middle for 7 yards (tackle by Andy Studebaker and Jon McGraw),0.280,0.680
OT,14:21,2,3,PIT 27,24,24,Ben Roethlisberger pass complete short middle to Hines Ward for 17 yards (tackle by Mike Brown),0.680,1.860
OT,13:39,1,10,PIT 44,24,24,Rashard Mendenhall middle for 7 yards (tackle by Jovan Belcher),1.860,2.260
OT,12:53,2,3,KAN 49,24,24,"Ben Roethlisberger left tackle for 2 yards (tackle by Derrick Johnson and Andy Studebaker). Penalty on Justin Hartwig: Offensive Holding, 11 yards (no play)",2.260,0.780
OT,12:21,2,14,PIT 40,24,24,Charlie Batch pass complete short middle to Santonio Holmes for 17 yards (tackle by Brandon Carr),0.780,2.720
OT,11:35,1,10,KAN 43,24,24,Charlie Batch pass incomplete short right intended for Rashard Mendenhall,2.720,2.180
OT,11:30,2,10,KAN 43,24,24,Rashard Mendenhall left end for 8 yards (tackle by Tamba Hali),2.180,2.540
OT,10:43,3,2,KAN 35,24,24,Mewelde Moore right end for -3 yards (tackle by Jovan Belcher),2.540,0.720
OT,10:07,4,5,KAN 38,24,24,"Daniel Sepulveda punts 38 yards, touchback",0.720,-0.280
OT,10:00,1,10,KAN 20,24,24,Jamaal Charles right end for 10 yards (tackle by Nick Eason),0.280,0.940
OT,9:20,1,10,KAN 30,24,24,Matt Cassel pass complete short middle to Leonard Pope for 5 yards (tackle by James Farrior),0.940,1.070
OT,8:47,2,5,KAN 35,24,24,Matt Cassel pass incomplete deep middle intended for Chris Chambers (defended by Ike Taylor),1.070,0.370
OT,8:37,3,5,KAN 35,24,24,Matt Cassel pass complete short middle to Chris Chambers for 61 yards (tackle by William Gay),0.370,6.280
OT,8:37,,,,24,24,Timeout #1 by Kansas City Chiefs,0.000,6.280
OT,8:28,1,4,PIT 4,24,27,Ryan Succop 22 yard field goal good,6.280,3.000
End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime
