Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Alex Collins,SEA,7,14,0,,6,0.9,8,1.1,0,
DeeJay Dallas,SEA,3,4,0,0,1,0.3,3,1.0,0,
Russell Wilson,SEA,2,16,0,1,9,4.5,7,3.5,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Antonio Gibson,WAS,29,111,0,8,45,1.6,66,2.3,4,7.3
J.D. McKissic,WAS,7,30,1,2,20,2.9,10,1.4,0,
Taylor Heinicke,WAS,4,3,0,0,-1,-0.3,4,1.0,0,
DeAndre Carter,WAS,1,4,0,0,2,2.0,2,2.0,0,
Jaret Patterson,WAS,1,0,0,,0,0.0,0,0.0,0,
Curtis Samuel,WAS,1,4,0,0,2,2.0,2,2.0,0,
