0,1
Game Info,Game Info
Won Toss,Browns
Roof,outdoors
Surface,grass
Duration,3:09
Attendance,67431
Weather,"46 degrees, relative humidity 42%, wind 14 mph"
Vegas Line,Cleveland Browns -3.0
Over/Under,42.5 (over)
