Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Devonta Freeman,BAL,13,64,0,2,56,4.3,8,0.6,0,
Tyler Huntley,BAL,6,45,0,2,32,5.3,13,2.2,1,6.0
Lamar Jackson,BAL,2,5,0,0,0,0.0,5,2.5,0,
Devin Duvernay,BAL,1,3,0,0,2,2.0,1,1.0,0,
Latavius Murray,BAL,1,1,1,1,1,1.0,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Nick Chubb,CLE,17,59,0,3,38,2.2,21,1.2,1,17.0
Baker Mayfield,CLE,6,14,0,3,14,2.3,0,0.0,0,
D'Ernest Johnson,CLE,4,22,0,1,7,1.8,15,3.8,1,4.0
Kareem Hunt,CLE,2,5,0,0,0,0.0,5,2.5,0,
