Quarter,Time,Down,ToGo,Location,OAK,DEN,Detail,EPB,EPA
2,3:58,2,10,DEN 42,0,10,Trevor Siemian pass complete short middle to Jordan Taylor for 23 yards (tackle by Reggie Nelson),1.190,3.250
2,3:21,1,10,OAK 35,0,10,"Justin Forsett left tackle for 1 yard (tackle by Bruce Irvin). Justin Forsett fumbles (forced by Bruce Irvin), recovered by Matt Paradis at OAK-34",3.250,2.840
2,2:45,2,9,OAK 34,0,10,Justin Forsett middle for 1 yard (tackle by Denico Autry),2.840,2.280
2,2:00,3,8,OAK 33,0,10,"Trevor Siemian pass incomplete. Trevor Siemian fumbles, recovered by Trevor Siemian at OAK-33. Penalty on Russell Okung: Offensive Holding, 10 yards (no play)",2.280,0.960
2,1:54,3,18,OAK 43,0,16,"Trevor Siemian pass complete short left to Devontae Booker for 43 yards, touchdown",0.960,7.000
2,1:44,,,OAK 15,0,17,Brandon McManus kicks extra point good,0.000,0.000
2,1:44,,,DEN 35,0,17,"Brandon McManus kicks off 65 yards, touchback",0.000,-0.610
2,1:44,1,10,OAK 25,0,17,Connor Cook pass complete short left to Amari Cooper for 5 yards (tackle by Bradley Roby),0.610,0.740
2,1:38,2,5,OAK 30,0,17,Connor Cook pass incomplete short right intended for Clive Walford,0.740,0.040
2,1:36,3,5,OAK 30,0,17,Connor Cook pass complete short right to DeAndre Washington for 3 yards (tackle by Corey Nelson),0.040,0.000
2,1:28,,,,0,17,Timeout #1 by Denver Broncos,0.000,1.180
2,1:28,4,2,OAK 33,0,17,"Marquette King punts 64 yards, returned by Kalif Raymond for 8 yards (tackle by Andre Holmes)",-1.180,0.370
2,1:14,1,10,DEN 11,0,17,Devontae Booker middle for 5 yards (tackle by Darius Latham),-0.370,-0.300
2,0:42,2,5,DEN 16,0,17,Trevor Siemian pass incomplete short middle intended for Devontae Booker,-0.300,-0.840
2,0:37,3,5,DEN 16,0,17,Devontae Booker middle for 12 yards (tackle by Malcolm Smith),-0.840,0.000
2,0:33,,,,0,17,Timeout #2 by Denver Broncos,0.000,-0.810
2,0:31,1,10,DEN 28,0,17,Trevor Siemian pass complete short left to Devontae Booker for 9 yards (tackle by Malcolm Smith and Darius Latham),0.810,1.480
2,0:11,2,1,DEN 37,0,17,Trevor Siemian pass incomplete deep middle intended for Cody Latimer,1.480,0.760
2,0:04,3,1,DEN 37,0,17,Trevor Siemian pass incomplete short left intended for Justin Forsett,0.760,-0.910
2,0:01,4,1,DEN 37,0,17,"Trevor Siemian kneels for -3 yards. Penalty on Khalil Mack: Unnecessary Roughness, 15 yards",-0.910,1.600
Quarter,Time,Down,ToGo,Location,OAK,DEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,,0,17,"Brandon McManus kicks off 50 yards, touchback",0.000,-0.610
3,15:00,1,10,OAK 25,0,17,Latavius Murray right end for 5 yards (tackle by Corey Nelson),0.610,0.740
3,14:22,2,5,OAK 30,0,17,DeAndre Washington middle for 20 yards (tackle by Corey Nelson),0.740,2.260
3,13:39,1,10,,0,17,Connor Cook pass complete short left to Michael Crabtree for 13 yards (tackle by Aqib Talib). Penalty on Chris Harris: Illegal Contact (Declined),2.260,3.120
3,13:07,1,10,DEN 37,0,17,"Connor Cook sacked by Shane Ray for -2 yards. Connor Cook fumbles (forced by Shane Ray), recovered by Adam Gotsis at DEN-36 (tackle by Gabe Jackson)",3.120,-1.330
3,13:00,1,10,DEN 36,0,17,Trevor Siemian pass incomplete short middle intended for Virgil Green,1.330,0.790
3,12:56,2,10,DEN 36,0,17,Justin Forsett left guard for 5 yards (tackle by Brynden Trawick),0.790,0.760
3,12:14,3,5,DEN 41,0,17,Trevor Siemian pass complete short middle to Cody Latimer for 14 yards (tackle by David Amerson and Brynden Trawick),0.760,2.590
3,11:38,1,10,OAK 45,0,17,Justin Forsett left tackle for 2 yards (tackle by Justin Ellis),2.590,2.310
3,10:59,2,8,OAK 43,0,17,Trevor Siemian pass incomplete deep left intended for Kalif Raymond (defended by Reggie Nelson),2.310,1.620
,,,,,,,"OAK challenged the pass completion ruling, and the original play was overturned.",,
3,10:52,3,8,OAK 43,0,17,Trevor Siemian pass complete short left to Demaryius Thomas for 26 yards (tackle by Malcolm Smith),1.620,4.440
3,10:12,1,10,OAK 17,0,17,Devontae Booker middle for 5 yards (tackle by Brynden Trawick),4.440,4.690
3,9:38,2,5,OAK 12,0,17,Devontae Booker left tackle for 1 yard (tackle by Malcolm Smith),4.690,4.100
3,8:57,3,4,OAK 11,0,17,"Trevor Siemian pass incomplete short right intended for Cody Latimer (defended by David Amerson). Penalty on David Amerson: Defensive Pass Interference, 10 yards (no play)",4.100,6.970
3,8:53,1,1,OAK 1,0,17,Juwan Thompson middle for -1 yards (tackle by Justin Ellis and Bruce Irvin),6.970,5.720
3,8:19,2,2,OAK 2,0,23,"Trevor Siemian pass complete short left to Virgil Green for 2 yards, touchdown",5.720,7.000
3,8:14,,,OAK 15,0,24,Brandon McManus kicks extra point good,0.000,0.000
3,8:14,,,DEN 35,0,24,"Brandon McManus kicks off 65 yards, touchback",0.000,-0.610
3,8:14,1,10,OAK 25,0,24,Connor Cook pass complete short middle to Mychal Rivera for 3 yards (tackle by Aqib Talib and Todd Davis),0.610,0.470
3,7:41,2,7,OAK 28,0,24,DeAndre Washington middle for 6 yards (tackle by Darian Stewart and Todd Davis),0.470,0.560
3,7:01,3,1,OAK 34,0,24,Latavius Murray middle for -1 yards (tackle by Jared Crick and Von Miller),0.560,-1.180
3,6:16,4,2,OAK 33,0,24,"Marquette King punts 57 yards, returned by Kalif Raymond for 6 yards (tackle by Brynden Trawick)",-1.180,0.140
3,6:02,1,10,DEN 16,0,24,Justin Forsett middle for 2 yards (tackle by Khalil Mack),-0.140,-0.350
3,5:32,2,8,DEN 18,0,24,Justin Forsett middle for 5 yards (tackle by Brynden Trawick),-0.350,-0.450
3,4:54,3,3,DEN 23,0,24,Trevor Siemian pass incomplete short right intended for Jeff Heuerman,-0.450,-1.830
3,4:50,4,3,DEN 23,0,24,"Riley Dixon punts 49 yards, returned by Jalen Richard for 9 yards (tackle by Quentin Gause)",-1.830,-1.400
3,4:38,1,10,OAK 37,0,24,Connor Cook pass complete short right to Latavius Murray for 14 yards (tackle by Todd Davis),1.400,2.320
3,4:01,1,10,DEN 49,0,24,Connor Cook pass complete short right to Clive Walford for 17 yards (tackle by Darian Stewart),2.320,3.450
3,3:19,1,10,DEN 32,6,24,"Connor Cook pass complete deep left to Amari Cooper for 32 yards, touchdown",3.450,7.000
3,3:09,,,DEN 2,6,24,"Two Point Attempt: Connor Cook pass incomplete intended for Amari Cooper, conversion fails",0.000,-1.000
3,3:09,,,OAK 35,6,24,"Sebastian Janikowski kicks off 65 yards, returned by Kalif Raymond for 12 yards (tackle by Taiwan Jones)",0.000,0.350
3,3:05,1,10,DEN 12,6,24,Trevor Siemian pass incomplete deep middle intended for Cody Latimer is intercepted by Brynden Trawick at OAK-46,-0.350,-1.990
3,2:56,1,10,OAK 46,6,24,Connor Cook pass incomplete short right intended for Amari Cooper,1.990,1.450
3,2:52,2,10,OAK 46,6,24,DeAndre Washington left guard for 2 yards (tackle by Shaquil Barrett),1.450,1.030
3,2:10,3,8,OAK 48,6,24,Connor Cook pass incomplete short middle intended for Amari Cooper,1.030,-0.190
3,2:06,4,8,OAK 48,6,24,"Marquette King punts 52 yards, touchback",-0.190,-0.280
3,1:57,1,10,DEN 20,6,24,Justin Forsett middle for 1 yard (tackle by Malcolm Smith),0.280,-0.130
3,1:18,2,9,DEN 21,6,24,Justin Forsett left end for -4 yards (tackle by Bruce Irvin),-0.130,-1.510
3,0:39,3,13,DEN 17,6,24,Trevor Siemian pass complete short right to Demaryius Thomas for 3 yards (tackle by T.J. Carrie),-1.510,-2.030
Quarter,Time,Down,ToGo,Location,OAK,DEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,10,DEN 20,6,24,"Riley Dixon punts 43 yards, fair catch by Jalen Richard",-2.030,-1.400
4,14:53,1,10,OAK 37,6,24,"Johnny Holton for no gain (tackle by Von Miller). Johnny Holton fumbles (forced by Von Miller), recovered by Corey Nelson at OAK-38 (tackle by Menelik Watson)",1.400,-3.050
4,14:45,1,10,OAK 38,6,24,Justin Forsett right tackle for -3 yards (tackle by Jihad Ward and Bruce Irvin),3.050,2.100
4,14:07,2,13,OAK 41,6,24,Trevor Siemian pass incomplete short left intended for Jeff Heuerman,2.100,1.420
4,14:03,3,13,OAK 41,6,24,Trevor Siemian pass complete short left to Jordan Taylor for 11 yards (tackle by Sean Smith and Brynden Trawick),1.420,1.500
4,13:26,4,2,OAK 30,6,24,Brandon McManus 48 yard field goal no good,1.500,-1.470
4,13:22,1,10,OAK 38,6,24,Latavius Murray middle for 4 yards (tackle by Darian Stewart),1.470,1.460
4,12:45,2,6,OAK 42,6,24,Connor Cook pass complete short left to Amari Cooper for 2 yards (tackle by Von Miller),1.460,1.020
4,12:04,3,4,OAK 44,6,24,Connor Cook pass incomplete short left intended for Clive Walford (defended by Will Parks),1.020,-0.460
4,12:00,4,4,OAK 44,6,24,"Marquette King punts 56 yards, touchback",-0.460,-0.280
4,11:52,1,10,DEN 20,6,24,Devontae Booker left tackle for 3 yards (tackle by Malcolm Smith),0.280,0.140
4,11:11,2,7,DEN 23,6,24,"Devontae Booker left tackle for 2 yards (tackle by Bruce Irvin). Penalty on Bruce Irvin: Unnecessary Roughness, 15 yards",0.140,1.600
4,10:44,1,10,DEN 40,6,24,Devontae Booker middle for 4 yards (tackle by Justin Ellis),1.600,1.590
4,10:06,2,6,DEN 44,6,24,Devontae Booker left tackle for 4 yards (tackle by Malcolm Smith),1.590,1.420
4,9:26,3,2,DEN 48,6,24,Justin Forsett left tackle for no gain (tackle by Reggie Nelson),1.420,-0.190
4,8:43,4,2,DEN 48,6,24,"Riley Dixon punts 37 yards. Penalty on DEN: Illegal Motion, 5 yards",-0.190,-0.280
4,8:33,1,10,OAK 20,6,24,"Penalty on Menelik Watson: False Start, 5 yards (no play)",0.280,-0.310
4,8:33,1,15,OAK 15,6,24,Connor Cook pass complete short right to Jamize Olawale for 10 yards (tackle by Corey Nelson),-0.310,0.410
4,8:01,2,5,OAK 25,6,24,Connor Cook pass complete deep right to Michael Crabtree for 17 yards (tackle by Justin Simmons),0.410,1.730
4,7:30,1,10,OAK 42,6,24,Connor Cook pass complete short left to Seth Roberts for 8 yards (tackle by Kyle Peko),1.730,2.270
4,6:55,2,2,,6,24,"Connor Cook pass incomplete short left intended for Amari Cooper. Penalty on Shaquil Barrett: Defensive Offside, 5 yards (no play)",2.270,2.590
4,6:43,1,10,DEN 45,6,24,Connor Cook pass complete short right to Michael Crabtree for 9 yards (tackle by Darian Stewart),2.590,3.260
4,6:15,2,1,DEN 36,6,24,Connor Cook pass incomplete deep middle intended for Mychal Rivera is intercepted by Justin Simmons at DEN-12 and returned for 45 yards,3.260,-2.720
4,5:59,1,10,OAK 43,6,24,Justin Forsett left tackle for -2 yards (tackle by Khalil Mack),2.720,1.910
4,5:19,2,12,OAK 45,6,24,Justin Forsett middle for 6 yards (tackle by Brynden Trawick and Malcolm Smith),1.910,2.010
4,4:35,3,6,OAK 39,6,24,"Devontae Booker right tackle for 2 yards (tackle by Dan Williams). Penalty on Bruce Irvin: Defensive Offside, 5 yards (no play)",2.010,2.680
4,4:29,3,1,OAK 34,6,24,Devontae Booker middle for -2 yards (tackle by Denico Autry and Perry Riley),2.680,0.890
4,3:57,4,3,OAK 36,6,24,Juwan Thompson middle for 2 yards (tackle by James Cowser),0.890,-1.200
4,3:51,1,10,OAK 34,6,24,Connor Cook pass complete short right to DeAndre Washington for 11 yards (tackle by Aqib Talib),1.200,1.930
4,3:45,1,10,OAK 45,6,24,Connor Cook pass incomplete short middle intended for Johnny Holton (defended by Will Parks),1.930,1.380
4,3:35,2,10,OAK 45,6,24,Connor Cook pass complete short right to Mychal Rivera for 6 yards (tackle by Lorenzo Doss and Will Parks),1.380,1.490
4,3:06,3,4,DEN 49,6,24,Connor Cook pass incomplete short left intended for Andre Holmes,1.490,0.000
4,3:03,4,4,DEN 49,6,24,"Connor Cook sacked by Dekoda Watson for -7 yards. Connor Cook fumbles (forced by Dekoda Watson), recovered by Menelik Watson at OAK-44",0.000,-2.650
4,2:57,1,10,OAK 44,6,24,Justin Forsett middle for -1 yards (tackle by Khalil Mack),2.650,1.980
4,2:17,2,11,OAK 45,6,24,Justin Forsett left end for 9 yards (tackle by Darius Latham and Brynden Trawick),1.980,2.480
4,2:00,3,2,OAK 36,6,24,Justin Forsett left tackle for 1 yard (tackle by Malcolm Smith and Darius Latham),2.480,1.000
4,1:24,4,1,OAK 35,6,24,Justin Forsett middle for 2 yards (tackle by Brynden Trawick),1.000,3.380
4,0:39,1,10,OAK 33,6,24,Trevor Siemian kneels for -2 yards,3.380,2.570
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
