Quarter,Time,Tm,Detail,OAK,DEN
1.0,10:15,Broncos,Devontae Booker 11 yard rush (Brandon McManus kick),0,7
2.0,11:30,Broncos,Brandon McManus 22 yard field goal,0,10
,1:44,Broncos,Devontae Booker 43 yard pass from Trevor Siemian (Brandon McManus kick),0,17
3.0,8:14,Broncos,Virgil Green 2 yard pass from Trevor Siemian (Brandon McManus kick),0,24
,3:09,Raiders,Amari Cooper 32 yard pass from Connor Cook (pass failed),6,24
