Unnamed: 0_level_0,Unnamed: 1_level_0,Off.,Off.,Def.,Def.,ST,ST
Player,Pos,Num,Pct,Num,Pct,Num,Pct
Mike Iupati,G,53,100%,0,0%,0,0%
D.J. Humphries,T,53,100%,0,0%,0,0%
Justin Pugh,G,53,100%,0,0%,0,0%
Sam Bradford,QB,53,100%,0,0%,0,0%
Mason Cole,C,53,100%,0,0%,0,0%
Larry Fitzgerald,WR,52,98%,0,0%,0,0%
Chad Williams,WR,50,94%,0,0%,0,0%
Ricky Seals-Jones,TE,49,92%,0,0%,0,0%
Christian Kirk,WR,45,85%,0,0%,4,20%
David Johnson,RB,36,68%,0,0%,0,0%
Andre Smith,T,29,55%,0,0%,0,0%
John Wetzel,T,25,47%,0,0%,0,0%
Chase Edmonds,RB,17,32%,0,0%,5,25%
Gabe Holmes,TE,9,17%,0,0%,5,25%
Derrick Coleman,FB,5,9%,0,0%,16,80%
JJ Nelson,WR,1,2%,0,0%,0,0%
Deone Bucannon,LB,0,0%,79,100%,0,0%
Budda Baker,SS,0,0%,78,99%,6,30%
Patrick Peterson,CB,0,0%,78,99%,4,20%
Jamar Taylor,CB,0,0%,78,99%,2,10%
Antoine Bethea,FS,0,0%,77,97%,0,0%
Tre Boston,FS,0,0%,74,94%,4,20%
Josh Bynes,LB,0,0%,71,90%,9,45%
Chandler Jones,DE,0,0%,63,80%,4,20%
Benson Mayowa,DE,0,0%,57,72%,0,0%
Corey Peters,DT,0,0%,56,71%,4,20%
Robert Nkemdiche,DT,0,0%,55,70%,4,20%
Rodney Gunter,DT,0,0%,30,38%,4,20%
Zach Moore,DE,0,0%,22,28%,0,0%
Jacquies Smith,DE,0,0%,16,20%,9,45%
Haason Reddick,LB,0,0%,14,18%,12,60%
Garrison Smith,DT,0,0%,14,18%,0,0%
Olsen Pierre,DT,0,0%,4,5%,0,0%
Rudy Ford,SS,0,0%,2,3%,20,100%
Bene Benwikere,CB,0,0%,1,1%,20,100%
Dennis Gardeck,LB,0,0%,0,0%,20,100%
Gerald Hodges,LB,0,0%,0,0%,19,95%
Zeke Turner,LB,0,0%,0,0%,16,80%
Brandon Williams,CB,0,0%,0,0%,16,80%
Aaron Brewer,LS,0,0%,0,0%,5,25%
Andy Lee,P,0,0%,0,0%,5,25%
Trent Sherfield,WR,0,0%,0,0%,4,20%
Phil Dawson,K,0,0%,0,0%,2,10%
