Quarter,Time,Down,ToGo,Location,ARI,SFO,Detail,EPB,EPA
1,5:13,4,13,SFO 27,0,7,"Andy Lee punts 44 yards, returned by Steve Breaston for 1 yard (tackle by Hannibal Navies)",-1.570,-0.940
1,5:03,1,10,ARI 30,0,7,Edgerrin James up the middle for 5 yards (tackle by Derek Smith),0.940,1.070
1,4:24,2,5,ARI 35,0,7,Edgerrin James up the middle for 1 yard (tackle by Manny Lawson),1.070,0.500
1,3:42,3,4,ARI 36,0,7,Matt Leinart pass complete short right to Anquan Boldin for 5 yards (tackle by Marcus Hudson),0.500,1.660
1,3:01,1,10,ARI 41,0,7,Matt Leinart pass complete short left to Larry Fitzgerald for 2 yards (tackle by Nate Clements),1.660,1.390
1,2:18,2,8,ARI 43,0,7,Matt Leinart left end for 4 yards (tackle by Derek Smith),1.390,1.220
1,1:43,3,4,ARI 47,0,7,Matt Leinart up the middle for 1 yard (tackle by Brandon T. Moore),1.220,-0.190
1,1:04,4,3,ARI 48,0,7,"Mike Barr punts 32 yards, fair catch by Brandon Williams. Penalty on Keith Lewis: Running Into the Kicker, 5 yards (no play)",-0.190,2.460
1,0:55,1,10,SFO 47,0,7,Edgerrin James right tackle for 4 yards (tackle by Patrick Willis),2.460,2.450
1,0:14,2,6,SFO 43,0,7,Edgerrin James left guard for 8 yards (tackle by Walt Harris),2.450,3.250
Quarter,Time,Down,ToGo,Location,ARI,SFO,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,SFO 35,0,7,Anquan Boldin right end for 14 yards (tackle by Michael Lewis),3.250,4.170
2,14:34,1,10,SFO 21,0,7,Edgerrin James left guard for 2 yards (tackle by Ronald Fields and Isaac Sopoaga),4.170,3.900
2,13:51,2,8,SFO 19,0,7,Edgerrin James up the middle for 2 yards (tackle by Derek Smith),3.900,3.460
2,13:04,3,6,SFO 17,0,7,Matt Leinart pass incomplete short left intended for Bryant Johnson (defended by Mark Roman),3.460,2.340
2,12:55,4,6,SFO 17,3,7,Neil Rackers 35 yard field goal good,2.340,3.000
2,,,,ARI 30,3,7,"Neil Rackers kicks off 57 yards, returned by Maurice Hicks for 20 yards (tackle by Monty Beisel)",0.000,1.140
2,12:44,1,10,SFO 33,3,7,"Penalty on Gabe Watson: Encroachment, 5 yards (no play)",1.140,1.870
2,12:44,1,5,SFO 38,3,7,Frank Gore right guard for 12 yards (tackle by Adrian Wilson and Terrence Holt),1.870,2.260
2,11:58,1,10,,3,7,"Alex Smith sacked by Karlos Dansby and Bertrand Berry for -8 yards. Alex Smith fumbles (forced by Karlos Dansby), recovered by Antonio Smith at SFO-38 and returned for 2 yards (tackle by Justin Smiley)",2.260,-3.180
2,11:49,1,10,SFO 36,3,7,Matt Leinart pass complete short left to Leonard Pope for 5 yards (tackle by Derek Smith),3.180,3.310
2,11:14,2,5,SFO 31,3,7,Edgerrin James right guard for 6 yards (tackle by Bryant Young),3.310,3.910
2,10:34,1,10,SFO 25,3,7,Edgerrin James up the middle for 6 yards (tackle by Tully Banta-Cain),3.910,4.200
2,9:54,2,4,SFO 19,3,7,Matt Leinart pass complete short right to Leonard Pope for 12 yards (tackle by Nate Clements),4.200,5.600
2,9:15,1,7,SFO 7,9,7,"Edgerrin James left tackle for 7 yards, touchdown",5.600,7.000
2,,,,SFO 2,10,7,Neil Rackers kicks extra point good,0.000,0.000
2,,,,ARI 30,10,7,"Neil Rackers kicks off 55 yards, returned by Maurice Hicks for 18 yards (tackle by Ralph Brown)",0.000,1.140
2,9:03,1,10,SFO 33,10,7,Frank Gore left tackle for 2 yards (tackle by Gerald Hayes),1.140,0.860
2,8:24,2,8,SFO 35,10,7,Alex Smith pass complete short left to Darrell Jackson for 14 yards (tackle by Adrian Wilson),0.860,2.190
2,7:41,1,10,SFO 49,10,7,"Alex Smith pass incomplete short right intended for Darrell Jackson. Penalty on Roderick Hood: Defensive Pass Interference, 10 yards (no play)",2.190,2.850
2,7:36,1,10,ARI 41,10,7,Frank Gore left guard for 9 yards (tackle by Gerald Hayes and Adrian Wilson),2.850,3.520
2,6:59,2,1,ARI 32,10,7,Frank Gore right guard for 3 yards (tackle by Antonio Smith),3.520,3.640
2,6:13,1,10,ARI 29,10,7,Alex Smith pass incomplete short right intended for Arnaz Battle,3.640,3.100
2,6:06,,,,10,7,Timeout #1 by San Francisco 49ers,0.000,3.100
2,6:06,2,10,ARI 29,10,7,Alex Smith pass complete short left to Darrell Jackson for no gain,3.100,2.410
2,5:23,3,10,ARI 29,10,7,Alex Smith up the middle for 12 yards (tackle by Terrence Holt),2.410,4.440
2,4:36,1,10,ARI 17,10,7,Frank Gore up the middle for 1 yard (tackle by Terrence Holt and Darnell Dockett),4.440,4.000
2,3:50,2,9,ARI 16,10,7,Alex Smith pass incomplete short left intended for Vernon Davis (defended by Calvin Pace),4.000,3.190
2,3:45,3,9,ARI 16,10,7,Alex Smith pass incomplete short middle intended for Darrell Jackson,3.190,2.380
2,3:40,4,9,ARI 16,10,10,Joe Nedney 33 yard field goal good,2.380,3.000
2,,,,SFO 30,10,10,"Joe Nedney kicks off 69 yards, returned by J.J. Arrington for 17 yards (tackle by Keith Lewis)",0.000,0.040
2,3:28,1,10,ARI 18,10,10,"Penalty on Leonard Pope: False Start, 5 yards (no play)",0.040,-0.450
2,3:28,1,15,ARI 13,10,10,Matt Leinart pass complete short right to Anquan Boldin for 7 yards (tackle by Walt Harris),-0.450,-0.130
2,2:45,2,8,ARI 20,10,10,Matt Leinart pass complete short left to Larry Fitzgerald for 6 yards (tackle by Derek Smith),-0.130,-0.140
2,2:04,3,2,ARI 26,10,10,"Matt Leinart sacked by Tully Banta-Cain and Marques Douglas for 0 yards. Penalty on Shawntae Spencer: Illegal Contact, 5 yards (no play)",-0.140,1.000
2,1:56,1,10,ARI 31,10,10,Matt Leinart left end for 6 yards (tackle by Marcus Hudson),1.000,1.270
2,1:27,2,4,ARI 37,10,10,J.J. Arrington up the middle for 2 yards (tackle by Patrick Willis),1.270,0.830
2,0:53,,,,10,10,Timeout #1 by Arizona Cardinals,0.000,0.830
2,0:53,3,2,ARI 39,10,10,J.J. Arrington right end for 1 yard (tackle by Bryant Young),0.830,-0.720
2,0:42,,,,10,10,Timeout #2 by San Francisco 49ers,0.000,-0.720
2,0:42,4,1,ARI 40,10,10,"Mike Barr punts 34 yards, fair catch by Brandon Williams",-0.720,-0.670
2,0:36,1,10,SFO 26,10,10,Alex Smith pass complete short right to Maurice Hicks for -1 yards (tackle by Roderick Hood),0.670,-0.010
Quarter,Time,Down,ToGo,Location,ARI,SFO,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SFO 30,10,10,"Joe Nedney kicks off 72 yards, returned by Steve Breaston for 20 yards (tackle by Maurice Hicks)",0.000,0.040
3,14:56,1,10,ARI 18,10,10,"Penalty on Anquan Boldin: False Start, 5 yards (no play)",0.040,-0.450
3,14:56,1,15,ARI 13,10,10,"Penalty on Leonard Pope: False Start, 5 yards (no play)",-0.450,-0.760
3,14:56,1,20,ARI 8,10,10,Matt Leinart pass incomplete short middle intended for Larry Fitzgerald (defended by Walt Harris),-0.760,-1.510
3,14:52,2,20,ARI 8,10,10,"Matt Leinart pass complete short left to Marcel Shipp for 8 yards (tackle by Manny Lawson). Penalty on Reggie Wells: Ineligible Downfield Pass, 4 yards (no play)",-1.510,-1.800
3,14:24,2,24,ARI 4,10,10,J.J. Arrington left tackle for 6 yards (tackle by Shawntae Spencer and Patrick Willis),-1.800,-2.360
3,14:24,3,18,ARI 10,10,10,Matt Leinart pass incomplete short right intended for Terrelle Smith,-2.360,-2.490
3,13:48,4,18,ARI 10,10,10,"Mike Barr punts 46 yards, returned by Brandon Williams for 8 yards (tackle by Aaron Francisco). Penalty on J.J. Arrington: Low Block, 15 yards",-2.490,-3.380
3,13:36,1,10,ARI 33,10,10,Frank Gore right tackle for 10 yards (tackle by Adrian Wilson),3.380,4.040
3,12:54,1,10,ARI 23,10,10,"Alex Smith pass incomplete short right intended for Darrell Jackson. Penalty on Darnell Dockett: Roughing the Passer, 12 yards (no play)",4.040,4.840
3,12:48,1,10,ARI 11,10,10,Frank Gore right guard for -1 yards (tackle by Bertrand Berry),4.840,3.980
3,12:09,2,11,ARI 12,10,10,Frank Gore up the middle for no gain (tackle by Darnell Dockett),3.980,3.110
3,11:23,,,,10,10,Timeout #1 by San Francisco 49ers,0.000,3.110
3,11:23,3,11,ARI 12,10,10,Alex Smith pass incomplete short middle intended for Frank Gore,3.110,2.630
3,11:20,4,11,ARI 12,10,13,Joe Nedney 30 yard field goal good,2.630,3.000
3,,,,SFO 30,10,13,"Joe Nedney kicks off 69 yards, returned by Steve Breaston for 20 yards (tackle by Maurice Hicks)",0.000,0.340
3,11:09,1,10,ARI 21,10,13,Edgerrin James up the middle for 2 yards (tackle by Manny Lawson),0.340,0.070
3,10:33,2,8,ARI 23,10,13,Matt Leinart pass complete short left to Anquan Boldin for 5 yards (tackle by Shawntae Spencer),0.070,0.040
3,9:48,3,3,ARI 28,10,13,"Penalty on Levi Brown: False Start, 5 yards (no play)",0.040,-0.630
3,9:26,3,8,ARI 23,10,13,Matt Leinart pass incomplete short right intended for Larry Fitzgerald (defended by Nate Clements),-0.630,-1.830
3,9:20,4,8,ARI 23,10,13,"Mike Barr punts 46 yards, returned by Brandon Williams for 12 yards (tackle by J.J. Arrington)",-1.830,-1.800
3,9:08,1,10,SFO 43,10,13,Alex Smith pass incomplete short right intended for Vernon Davis,1.800,1.250
3,9:03,2,10,SFO 43,10,13,Frank Gore up the middle for 3 yards (tackle by Karlos Dansby),1.250,0.960
3,8:21,3,7,SFO 46,10,13,Alex Smith pass complete short middle to Arnaz Battle for 10 yards (tackle by Adrian Wilson),0.960,2.650
3,7:35,1,10,ARI 44,10,13,Frank Gore left tackle for 4 yards (tackle by Chris Cooper),2.650,2.650
3,6:53,2,6,ARI 40,10,13,Alex Smith pass incomplete short left intended for Billy Bajema,2.650,1.950
3,6:48,3,6,ARI 40,10,13,Alex Smith pass incomplete short middle intended for Vernon Davis,1.950,0.590
3,6:43,4,6,ARI 40,10,13,"Andy Lee punts 40 yards, touchback",0.590,-0.280
3,6:35,1,10,ARI 20,10,13,Matt Leinart pass complete short middle to Troy Bienemann for 6 yards (tackle by Mark Roman),0.280,0.540
3,6:01,2,4,ARI 26,10,13,Edgerrin James up the middle for 3 yards (tackle by Ronald Fields),0.540,0.230
3,5:38,3,1,ARI 29,10,13,Matt Leinart up the middle for 2 yards (tackle by Bryant Young),0.230,1.000
3,5:03,1,10,ARI 31,10,13,Matt Leinart pass incomplete short right intended for Anquan Boldin,1.000,0.460
3,4:54,2,10,ARI 31,10,13,Matt Leinart pass incomplete short right intended for Edgerrin James (defended by Mark Roman),0.460,-0.230
3,4:45,3,10,ARI 31,10,13,Matt Leinart pass complete short left to Bryant Johnson for 12 yards (tackle by Shawntae Spencer),-0.230,1.800
3,4:10,1,10,ARI 43,10,13,Edgerrin James up the middle for 1 yard (tackle by Patrick Willis),1.800,1.390
3,3:32,2,9,ARI 44,10,13,Matt Leinart pass incomplete deep middle intended for Larry Fitzgerald,1.390,0.690
3,3:24,3,9,ARI 44,10,13,Matt Leinart pass incomplete short left intended for Sean Morey (defended by Marcus Hudson),0.690,-0.460
3,3:16,4,9,ARI 44,10,13,Mike Barr punts 25 yards,-0.460,-1.000
3,3:09,1,10,SFO 31,10,13,Frank Gore right guard for no gain (tackle by Karlos Dansby),1.000,0.460
3,2:25,2,10,SFO 31,10,13,Alex Smith pass complete short right to Vernon Davis for 2 yards (tackle by Adrian Wilson),0.460,0.040
3,1:56,3,8,SFO 33,10,13,Alex Smith pass incomplete short left intended for Taylor Jacobs,0.040,-1.180
3,1:48,4,8,SFO 33,10,13,"Andy Lee punts 51 yards, returned by Steve Breaston for 4 yards (tackle by Keith Lewis)",-1.180,-0.280
3,1:37,1,10,ARI 20,10,13,Edgerrin James left guard for 6 yards (tackle by Aubrayo Franklin and Parys Haralson),0.280,0.540
3,1:01,2,4,ARI 26,10,13,Edgerrin James up the middle for 9 yards (tackle by Derek Smith),0.540,1.270
3,0:21,1,10,ARI 35,10,13,Matt Leinart pass incomplete short left intended for Larry Fitzgerald,1.270,0.720
3,0:14,2,10,ARI 35,10,13,Edgerrin James left tackle for 3 yards (tackle by Aubrayo Franklin),0.720,0.430
Quarter,Time,Down,ToGo,Location,ARI,SFO,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,7,ARI 38,10,13,Matt Leinart pass complete short left to Edgerrin James for 15 yards (tackle by Walt Harris),0.430,2.460
4,14:17,1,10,SFO 47,10,13,Matt Leinart pass incomplete deep middle intended for Anquan Boldin,2.460,1.910
4,14:09,2,10,SFO 47,10,13,Matt Leinart pass complete short middle to Leonard Pope for 5 yards (tackle by Michael Lewis),1.910,1.880
4,13:29,3,5,SFO 42,10,13,Matt Leinart pass incomplete short right intended for Bryant Johnson (defended by Walt Harris),1.880,0.460
4,13:23,4,5,SFO 42,10,13,"Mike Barr punts 26 yards, fair catch by Brandon Williams",0.460,0.140
4,13:16,1,10,SFO 16,10,13,Frank Gore right end for 2 yards (tackle by Calvin Pace),-0.140,-0.350
4,12:32,2,8,SFO 18,10,13,Alex Smith pass complete short left to Moran Norris for 4 yards (tackle by Calvin Pace),-0.350,-0.570
4,11:45,3,4,SFO 22,10,13,Alex Smith sacked by Gerald Hayes for -5 yards,-0.570,-2.320
4,11:20,4,9,SFO 17,10,13,"Andy Lee punts 37 yards, returned by Steve Breaston for -4 yards (tackle by Marcus Hudson)",-2.320,-1.730
4,11:09,1,10,ARI 42,10,13,Edgerrin James left tackle for 3 yards (tackle by Derek Smith),1.730,1.590
4,10:31,2,7,ARI 45,10,13,Edgerrin James left tackle for 6 yards (tackle by Patrick Willis),1.590,1.690
4,10:08,3,1,SFO 49,10,13,Matt Leinart up the middle for 2 yards (tackle by Marques Douglas),1.690,2.460
4,9:35,1,10,SFO 47,10,13,Edgerrin James up the middle for -3 yards (tackle by Manny Lawson and Tully Banta-Cain),2.460,1.510
4,8:52,2,13,,10,13,"Matt Leinart sacked by Bryant Young for -2 yards. Penalty on Bryant Young: Face Mask (15 Yards), 15 yards",1.510,3.120
4,8:35,1,10,SFO 37,10,13,Edgerrin James right end for 2 yards (tackle by Patrick Willis),3.120,2.840
4,8:03,2,8,SFO 35,10,13,Edgerrin James left tackle for 5 yards (tackle by Patrick Willis),2.840,2.810
4,7:22,3,3,SFO 30,10,13,"Matt Leinart left end for 20 yards (tackle by Patrick Willis). Penalty on Mark Roman: Taunting, 5 yards",2.810,6.060
4,6:46,1,5,SFO 5,16,13,"Matt Leinart pass complete short middle to Anquan Boldin for 5 yards, touchdown",6.060,7.000
4,,,,SFO 2,17,13,Neil Rackers kicks extra point good,0.000,0.000
4,,,,ARI 30,17,13,"Neil Rackers kicks off 64 yards, returned by Maurice Hicks for 18 yards (tackle by Joe Tafoya)",0.000,0.540
4,6:34,1,10,SFO 24,17,13,Alex Smith pass incomplete short right intended for Arnaz Battle,0.540,0.000
4,6:29,2,10,SFO 24,17,13,Frank Gore right end for 1 yard (tackle by Antonio Smith),0.000,-0.560
4,5:46,3,9,SFO 25,17,13,Alex Smith pass incomplete short right intended for Darrell Jackson,-0.560,-1.700
4,5:40,4,9,SFO 25,17,13,Andy Lee punts 45 yards,-1.700,-0.940
4,5:29,1,10,ARI 30,17,13,Edgerrin James left guard for -1 yards (tackle by Marques Douglas and Michael Lewis),0.940,0.260
4,4:53,2,11,ARI 29,17,13,Matt Leinart pass complete short left to Larry Fitzgerald for 12 yards,0.260,1.660
4,4:37,1,10,ARI 41,17,13,Edgerrin James left end for -3 yards (tackle by Tully Banta-Cain),1.660,0.720
4,4:04,2,13,ARI 38,17,13,Edgerrin James up the middle for 3 yards (tackle by Patrick Willis and Derek Smith),0.720,0.430
4,3:13,,,,17,13,Timeout #1 by Arizona Cardinals,0.000,0.430
4,3:13,3,10,ARI 41,17,13,Edgerrin James up the middle for 4 yards (tackle by Aubrayo Franklin and Isaac Sopoaga),0.430,-0.390
4,3:06,,,,17,13,Timeout #2 by San Francisco 49ers,0.000,-0.390
4,3:06,4,6,ARI 45,17,13,"Mike Barr punts 41 yards, fair catch by Brandon Williams",-0.390,0.280
4,2:58,1,10,SFO 14,17,13,Alex Smith pass complete short middle to Arnaz Battle for 10 yards (tackle by Terrence Holt),-0.280,0.540
4,2:25,1,10,SFO 24,17,13,Alex Smith pass complete short right to Darrell Jackson for 6 yards (tackle by Antrel Rolle),0.540,0.810
4,2:15,2,4,SFO 30,17,13,Alex Smith pass complete deep left to Darrell Jackson for 16 yards (tackle by Eric Green),0.810,1.990
4,2:00,1,10,SFO 46,17,13,"Alex Smith pass complete short right to Arnaz Battle for 4 yards (tackle by Adrian Wilson). Penalty on Karlos Dansby: Face Mask (5 Yards), 5 yards",1.990,3.310
4,1:52,1,1,ARI 45,17,13,Alex Smith pass incomplete short middle intended for Frank Gore,3.310,2.670
4,1:45,2,1,ARI 45,17,13,Alex Smith pass incomplete deep middle intended for Darrell Jackson (defended by Eric Green),2.670,1.950
4,1:37,3,1,ARI 45,17,13,Alex Smith pass incomplete short left intended for Arnaz Battle (defended by Eric Green),1.950,0.270
4,1:34,4,1,ARI 45,17,13,Alex Smith for 25 yards (tackle by Aaron Francisco),0.270,4.240
4,1:23,1,10,ARI 20,17,13,Alex Smith pass complete short left to Moran Norris for 2 yards (tackle by Karlos Dansby),4.240,3.960
4,0:56,2,8,ARI 18,17,13,"Penalty on Darrell Jackson: False Start, 5 yards (no play)",3.960,3.290
4,0:43,2,13,ARI 23,17,13,Alex Smith pass incomplete short right intended for Arnaz Battle,3.290,2.610
4,0:32,3,13,ARI 23,17,13,"Alex Smith pass complete deep middle to Arnaz Battle for 22 yards (tackle by Terrence Holt). Arnaz Battle fumbles (forced by Terrence Holt), recovered by Darrell Jackson at ARI-1",2.610,6.970
4,0:26,,,,17,13,Timeout #3 by San Francisco 49ers,0.000,6.970
4,0:26,1,1,ARI 1,17,19,"Arnaz Battle left end for 1 yard, touchdown",6.970,7.000
4,,,,ARI 2,17,20,Joe Nedney kicks extra point good,0.000,0.000
4,,,,SFO 30,17,20,"Joe Nedney kicks off 63 yards, returned by Steve Breaston for 23 yards (tackle by Marcus Hudson)",0.000,0.940
4,0:16,1,10,ARI 30,17,20,Matt Leinart pass incomplete deep middle intended for Larry Fitzgerald is intercepted by Shawntae Spencer at SFO-25,0.940,-0.610
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the play was upheld.",,
4,0:08,1,10,SFO 25,17,20,Alex Smith kneels for -1 yards,0.610,-0.070
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
