Quarter,Time,Down,ToGo,Location,SEA,NWE,Detail,EPB,EPA
2,10:01,3,1,NWE 34,12,7,Tom Brady middle for 1 yard (tackle by Bobby Wagner),0.560,1.270
2,9:20,1,10,NWE 35,12,7,Tom Brady pass incomplete deep left intended for Malcolm Mitchell is intercepted by DeShawn Shead at SEA-22 and returned for 2 yards,1.270,-0.540
2,9:04,1,10,SEA 24,12,7,C.J. Prosise right end for 7 yards (tackle by Devin McCourty),0.540,0.940
2,8:30,2,3,SEA 31,12,7,C.J. Prosise right guard for 5 yards (tackle by Vincent Valentine),0.940,1.330
2,7:56,1,10,SEA 36,12,7,Russell Wilson pass incomplete deep right intended for Jermaine Kearse (defended by Logan Ryan),1.330,0.790
2,7:48,2,10,SEA 36,12,7,"Alex Collins middle for 2 yards (tackle by Malcom Brown). Alex Collins fumbles (forced by Malcom Brown), recovered by Alex Collins at SEA-38",0.790,0.370
2,7:00,3,8,SEA 38,12,7,"Russell Wilson pass incomplete short middle intended for Doug Baldwin. Penalty on Chris Long: Defensive Offside, 5 yards (no play)",0.370,1.030
2,6:49,3,3,SEA 43,12,7,Russell Wilson sacked by Rob Ninkovich for -9 yards,1.030,-1.110
2,6:15,4,12,SEA 34,12,7,"Jon Ryan punts 51 yards, returned by Cyrus Jones for 4 yards (tackle by Dewey McDonald)",-1.110,-0.150
2,6:04,1,10,NWE 19,12,7,Tom Brady pass complete short left to Martellus Bennett for 9 yards (tackle by K.J. Wright),0.150,0.880
2,5:36,2,1,NWE 28,12,7,Tom Brady middle for 3 yards (tackle by Sealver Siliga),0.880,1.000
2,5:06,1,10,NWE 31,12,7,LeGarrette Blount left guard for 3 yards (tackle by K.J. Wright),1.000,0.870
2,4:32,2,7,NWE 34,12,7,"Tom Brady pass complete short left to Julian Edelman for 6 yards (tackle by Richard Sherman). Penalty on Richard Sherman: Face Mask (15 Yards), 15 yards",0.870,2.590
2,4:22,1,10,SEA 45,12,7,Tom Brady pass incomplete deep middle intended for Rob Gronkowski (defended by Kam Chancellor),2.590,2.040
2,4:17,2,10,SEA 45,12,7,Tom Brady pass complete short left to Martellus Bennett for 16 yards (tackle by DeShawn Shead),2.040,3.640
2,3:52,1,10,SEA 29,12,7,LeGarrette Blount left tackle for 7 yards (tackle by Bobby Wagner and Brock Coyle),3.640,4.050
2,3:14,2,3,SEA 22,12,7,Tom Brady pass complete short right to Julian Edelman for 5 yards (tackle by Richard Sherman and Earl Thomas),4.050,4.440
2,2:36,1,10,SEA 17,12,7,Tom Brady pass complete short left to Martellus Bennett for 14 yards (tackle by DeShawn Shead and K.J. Wright),4.440,6.510
2,2:00,1,3,SEA 3,12,7,LeGarrette Blount right guard for 1 yard (tackle by Kam Chancellor and Richard Sherman),6.510,5.720
2,1:22,2,2,SEA 2,12,7,"Tom Brady pass incomplete short left intended for Rob Gronkowski. Penalty on Cliff Avril: Defensive Holding, 1 yards (no play)",5.720,6.970
2,1:14,1,1,SEA 1,12,13,"LeGarrette Blount right tackle for 1 yard, touchdown",6.970,7.000
2,1:05,,,SEA 15,12,14,Stephen Gostkowski kicks extra point good,0.000,0.000
2,1:05,,,NWE 35,12,14,"Stephen Gostkowski kicks off 65 yards, touchback",0.000,-0.610
2,1:05,1,10,SEA 25,12,14,Russell Wilson pass complete short left to C.J. Prosise for 1 yard (tackle by Justin Coleman),0.610,0.200
2,1:01,2,9,SEA 26,12,14,Russell Wilson pass incomplete deep right intended for Tyler Lockett,0.200,-0.490
2,0:55,3,9,SEA 26,12,14,Russell Wilson pass complete short left to Jimmy Graham for 14 yards (tackle by Dont'a Hightower),-0.490,0.000
2,0:48,,,,12,14,Timeout #1 by Seattle Seahawks,0.000,-1.600
2,0:48,1,10,SEA 40,12,14,Russell Wilson left end for 6 yards (tackle by Dont'a Hightower),1.600,0.000
2,0:41,,,,12,14,Timeout #2 by Seattle Seahawks,0.000,-1.860
2,0:41,2,4,SEA 46,12,14,Russell Wilson pass complete deep right to Tyler Lockett for 24 yards (tackle by Malcolm Butler),1.860,0.000
2,0:31,,,,12,14,Timeout #3 by Seattle Seahawks,0.000,-3.580
2,0:31,1,10,NWE 30,12,14,Russell Wilson pass complete short middle to C.J. Prosise for 12 yards (tackle by Patrick Chung),3.580,4.370
2,0:13,1,10,NWE 18,18,14,"Russell Wilson pass complete deep right to Doug Baldwin for 18 yards, touchdown",4.370,7.000
2,0:06,,,NWE 15,19,14,Steven Hauschka kicks extra point good,0.000,0.000
2,0:06,,,SEA 35,19,14,"Steven Hauschka kicks off 43 yards, returned by James Develin for 6 yards (tackle by Kelcie McCray)",0.000,1.270
Quarter,Time,Down,ToGo,Location,SEA,NWE,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NWE 35,19,14,"Stephen Gostkowski kicks off 65 yards, touchback",0.000,-0.610
3,15:00,1,10,SEA 25,19,14,Russell Wilson pass complete short right to Jimmy Graham for 4 yards (tackle by Devin McCourty),0.610,0.600
3,14:26,2,6,SEA 29,19,14,C.J. Prosise left tackle for 3 yards (tackle by Alan Branch),0.600,0.300
3,13:46,3,3,SEA 32,19,14,Russell Wilson pass incomplete short left intended for Doug Baldwin (defended by Dont'a Hightower),0.300,-1.240
3,13:39,4,3,SEA 32,19,14,"Jon Ryan punts 54 yards, returned by Cyrus Jones for 21 yards (tackle by Will Tukuafu). Penalty on Justin Coleman: Clipping, 9 yards",-1.240,0.380
3,13:26,1,10,NWE 9,19,14,Tom Brady pass complete short right to James White for 5 yards (tackle by Frank Clark),-0.380,-0.390
3,12:59,2,5,NWE 14,19,14,James White right tackle for 3 yards (tackle by Richard Sherman),-0.390,-0.480
3,12:25,3,2,NWE 17,19,14,"Tom Brady pass incomplete short right intended for Rob Gronkowski. Penalty on Kam Chancellor: Roughing the Passer, 15 yards (no play)",-0.480,1.070
3,12:21,1,10,NWE 32,19,14,LeGarrette Blount middle for 7 yards (tackle by Bobby Wagner and Ahtyba Rubin),1.070,1.470
3,11:47,2,3,NWE 39,19,14,LeGarrette Blount right guard for -1 yards (tackle by Bobby Wagner and Tony McDaniel),1.470,0.630
3,11:10,3,4,NWE 38,19,14,Tom Brady pass complete short middle to Julian Edelman for 17 yards (tackle by DeShawn Shead),0.630,2.590
3,10:26,1,10,SEA 45,19,14,Tom Brady sacked by Jarran Reed and Damontre Moore for -7 yards,2.590,1.100
3,9:41,2,17,NWE 48,19,14,Tom Brady pass complete short right to Martellus Bennett for 15 yards (tackle by Kam Chancellor),1.100,2.410
3,9:05,3,2,SEA 37,19,14,Tom Brady pass complete short middle to Danny Amendola for 14 yards (tackle by Earl Thomas),2.410,4.040
3,8:27,1,10,SEA 23,19,14,LeGarrette Blount left end for 10 yards (tackle by Earl Thomas),4.040,4.710
3,7:58,1,10,SEA 13,19,20,"LeGarrette Blount left end for 13 yards, touchdown",4.710,7.000
3,7:52,,,SEA 15,19,21,Stephen Gostkowski kicks extra point good,0.000,0.000
3,7:52,,,NWE 35,19,21,"Stephen Gostkowski kicks off 65 yards, touchback",0.000,-0.610
3,7:52,1,10,SEA 25,19,21,Russell Wilson pass complete short middle to Doug Baldwin for 6 yards (tackle by Malcolm Butler),0.610,0.870
3,7:16,2,4,SEA 31,19,21,Russell Wilson pass complete deep middle to Paul Richardson for 39 yards (tackle by Patrick Chung),0.870,3.580
3,6:33,1,10,NWE 30,19,21,C.J. Prosise middle for 3 yards (tackle by Dont'a Hightower and Logan Ryan),3.580,3.440
3,5:49,2,7,NWE 27,19,21,"Russell Wilson pass incomplete deep middle intended for Jimmy Graham. Penalty on Dont'a Hightower: Defensive Pass Interference, 7 yards (no play)",3.440,4.240
3,5:44,1,10,NWE 20,19,21,C.J. Prosise right guard for 3 yards (tackle by Alan Branch and Malcom Brown),4.240,4.120
3,5:03,2,7,NWE 17,19,21,Russell Wilson pass complete short right to C.J. Prosise for 10 yards (tackle by Patrick Chung),4.120,5.600
3,4:34,1,7,NWE 7,19,21,C.J. Prosise right end for 2 yards (tackle by Malcolm Butler and Rob Ninkovich),5.600,5.150
3,3:56,2,5,NWE 5,19,21,Russell Wilson sacked by Trey Flowers for -8 yards,5.150,3.060
3,3:09,3,13,NWE 13,19,21,"Russell Wilson pass incomplete. Penalty on Russell Wilson: Intentional Grounding, 10 yards",3.060,1.930
3,2:57,4,23,NWE 23,22,21,Steven Hauschka 41 yard field goal good,1.930,3.000
3,2:52,,,SEA 35,22,21,"Steven Hauschka kicks off 65 yards, touchback",0.000,-0.610
3,2:52,1,10,NWE 25,22,21,Tom Brady pass complete short right to Martellus Bennett for 36 yards (tackle by Earl Thomas),0.610,2.980
3,2:19,1,10,SEA 39,22,21,LeGarrette Blount right end for 9 yards (tackle by Earl Thomas and K.J. Wright),2.980,3.660
3,1:34,2,1,SEA 30,22,21,LeGarrette Blount left tackle for 3 yards (tackle by Cliff Avril and Tony McDaniel),3.660,3.780
3,0:56,1,10,SEA 27,22,21,Tom Brady pass incomplete short middle intended for Rob Gronkowski (defended by Ahtyba Rubin),3.780,3.230
3,0:52,2,10,SEA 27,22,21,"James White left tackle for no gain (tackle by Jarran Reed). Penalty on Joe Thuney: Offensive Holding, 10 yards (no play)",3.230,1.880
3,0:33,2,20,SEA 37,22,21,"Penalty on Rob Gronkowski: False Start, 5 yards (no play)",1.880,1.210
3,0:15,2,25,SEA 42,22,21,Tom Brady pass incomplete deep left intended for Chris Hogan,1.210,0.560
3,0:10,3,25,SEA 42,22,21,Tom Brady pass complete deep left to Julian Edelman for 33 yards (tackle by Earl Thomas),0.560,5.140
Quarter,Time,Down,ToGo,Location,SEA,NWE,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,9,SEA 9,22,21,LeGarrette Blount left guard for no gain (tackle by Frank Clark and Jarran Reed),5.140,4.380
4,14:22,2,9,SEA 9,22,21,Tom Brady right end for 2 yards,4.380,3.810
4,13:42,3,7,SEA 7,22,21,Tom Brady sacked by Frank Clark for -5 yards,3.810,2.630
4,13:05,4,12,SEA 12,22,24,Stephen Gostkowski 30 yard field goal good,2.630,3.000
4,13:00,,,NWE 35,22,24,"Stephen Gostkowski kicks off 60 yards, returned by Tyler Lockett for 32 yards (tackle by Devin McCourty)",0.000,-1.400
4,12:55,1,10,SEA 37,22,24,Russell Wilson pass complete short left to Jimmy Graham for 19 yards (tackle by Logan Ryan),1.400,2.650
4,12:20,1,10,NWE 44,22,24,Russell Wilson pass complete short right to C.J. Prosise for 1 yard (tackle by Malcolm Butler),2.650,2.250
4,11:45,2,9,NWE 43,22,24,C.J. Prosise left end for 3 yards (tackle by Dont'a Hightower),2.250,0.000
4,11:09,,,,22,24,Timeout #1 by Seattle Seahawks,0.000,-1.950
4,11:09,3,6,NWE 40,22,24,Russell Wilson pass complete deep left to C.J. Prosise for 38 yards (tackle by Devin McCourty and Elandon Roberts),1.950,6.740
4,10:26,1,2,NWE 2,22,24,C.J. Prosise right guard for 1 yard (tackle by Malcom Brown and Rob Ninkovich),6.740,5.910
4,9:47,2,1,NWE 1,22,24,C.J. Prosise right guard for no gain (tackle by Alan Branch and Elandon Roberts),5.910,5.170
,,,,,,,"SEA challenged the runner was down by contact ruling, and the play was upheld.",,
4,9:03,3,1,NWE 1,22,24,"Penalty on Jimmy Graham: False Start, 4 yards (no play)",5.170,4.260
4,9:03,3,5,NWE 5,22,24,Russell Wilson pass incomplete short left intended for Tyler Lockett,4.260,3.010
4,8:59,4,5,NWE 5,25,24,Steven Hauschka 23 yard field goal good,3.010,3.000
4,8:56,,,SEA 35,25,24,"Steven Hauschka kicks off 63 yards, returned by Cyrus Jones for 43 yards (tackle by Steven Hauschka). Cyrus Jones fumbles, recovered by Nate Ebner at SEA-43 (tackle by Jeremy Lane)",0.000,-2.720
4,8:46,1,10,SEA 43,25,24,Tom Brady pass incomplete deep left intended for Chris Hogan,2.720,2.180
4,8:39,2,10,SEA 43,25,24,"Tom Brady pass complete short middle to Julian Edelman for 5 yards (tackle by Kam Chancellor). Julian Edelman fumbles (forced by Kam Chancellor), recovered by Richard Sherman at SEA-38 and returned for 14 yards (tackle by Marcus Cannon)",2.180,-2.390
4,8:29,1,10,NWE 48,25,24,Russell Wilson pass incomplete short left intended for Doug Baldwin,2.390,1.850
4,8:24,2,10,NWE 48,25,24,C.J. Prosise left end for 6 yards (tackle by Devin McCourty and Dont'a Hightower),1.850,1.950
4,7:40,3,4,NWE 42,25,24,Russell Wilson pass complete short left to C.J. Prosise for 7 yards (tackle by Dont'a Hightower),1.950,3.250
4,7:14,1,10,NWE 35,25,24,Christine Michael right end for 1 yard (tackle by Malcolm Butler),3.250,2.840
4,6:27,2,9,NWE 34,25,24,Russell Wilson pass complete short left to Tyler Lockett for 12 yards,2.840,4.110
4,5:58,1,10,NWE 22,25,24,Christine Michael middle for 2 yards (tackle by Rob Ninkovich),4.110,3.830
4,5:20,2,8,NWE 20,25,24,C.J. Prosise left guard for 5 yards (tackle by Rob Ninkovich),3.830,3.930
4,4:30,3,3,NWE 15,31,24,"Russell Wilson pass complete short middle to Doug Baldwin for 15 yards, touchdown",3.930,7.000
4,4:24,,,NWE 2,31,24,"Two Point Attempt: Russell Wilson pass incomplete intended for Doug Baldwin, conversion fails",0.000,-1.000
4,4:24,,,SEA 35,31,24,"Steven Hauschka kicks off 65 yards, touchback",0.000,-0.610
4,4:24,1,10,NWE 25,31,24,Tom Brady pass complete short left to Martellus Bennett for 8 yards (tackle by K.J. Wright),0.610,1.140
4,4:18,2,2,NWE 33,31,24,Tom Brady pass complete short right to Malcolm Mitchell for 13 yards (tackle by Brock Coyle and Richard Sherman),1.140,1.990
4,3:38,1,10,NWE 46,31,24,Tom Brady pass complete short right to Julian Edelman for 3 yards (tackle by Brock Coyle),1.990,1.860
4,3:06,2,7,NWE 49,31,24,James White middle for 2 yards (tackle by Kam Chancellor and Frank Clark),1.860,1.420
4,2:34,3,5,SEA 49,31,24,"Penalty on Malcolm Mitchell: False Start, 5 yards (no play)",1.420,0.760
4,2:33,3,10,NWE 46,31,24,Tom Brady pass complete deep right to Julian Edelman for 30 yards (tackle by Earl Thomas and Richard Sherman),0.760,3.970
4,2:00,1,10,SEA 24,31,24,LeGarrette Blount left end for -4 yards (tackle by Tony McDaniel),3.970,2.890
4,1:29,2,14,SEA 28,31,24,Tom Brady pass complete deep left to Rob Gronkowski for 26 yards (tackle by DeShawn Shead),2.890,6.740
4,0:43,1,2,SEA 2,31,24,Tom Brady middle for 1 yard (tackle by Jarran Reed and Tony McDaniel),6.740,0.000
4,0:37,,,,31,24,Timeout #3 by Seattle Seahawks,0.000,-5.910
4,0:37,2,1,SEA 1,31,24,LeGarrette Blount middle for no gain (tackle by Kam Chancellor),5.910,0.000
4,0:19,,,,31,24,Timeout #1 by New England Patriots,0.000,-5.170
4,0:19,3,1,SEA 1,31,24,"Tom Brady for no gain. Tom Brady fumbles, recovered by Tom Brady at SEA-2",5.170,0.000
4,0:14,,,,31,24,Timeout #2 by New England Patriots,0.000,-3.250
4,0:14,4,2,SEA 2,31,24,"Penalty on SEA: Defensive 12 On-field, 1 yards (no play)",3.250,3.550
4,0:14,4,1,SEA 1,31,24,Tom Brady pass incomplete short left intended for Rob Gronkowski,3.550,0.380
4,0:11,1,10,SEA 1,31,24,Russell Wilson middle for no gain (tackle by Dont'a Hightower),-0.380,0.000
4,0:08,,,,31,24,Timeout #3 by New England Patriots,0.000,0.780
4,0:08,2,10,SEA 1,31,24,Russell Wilson middle for no gain (tackle by Malcom Brown),-0.780,-1.420
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
