Quarter,Time,Down,ToGo,Location,CIN,KAN,Detail,EPB,EPA
2,14:58,,,KAN 35,0,6,"Harrison Butker kicks off 65 yards, touchback.",0.000,0.610
2,14:58,1,10,CIN 25,0,6,Joe Burrow pass complete short right to Ja'Marr Chase for 8 yards (tackle by Justin Reid),0.610,1.140
2,14:38,2,2,CIN 33,0,6,Joe Mixon left end for 1 yard (tackle by Nick Bolton and Michael Danna),1.140,0.560
2,13:43,3,1,CIN 34,0,6,Samaje Perine right guard for 5 yards (tackle by Trent McDuffie and Derrick Nnadi),0.560,1.530
2,13:05,1,10,CIN 39,0,6,Joe Burrow pass complete short left to Mitchell Wilcox for 10 yards (tackle by Justin Reid),1.530,2.190
2,12:25,1,10,CIN 49,0,6,Joe Burrow sacked by George Karlaftis for -4 yards,2.190,1.110
2,11:42,2,14,CIN 45,0,6,Joe Burrow pass incomplete short left intended for Samaje Perine,1.110,0.430
2,11:37,3,14,CIN 45,0,6,Joe Burrow pass complete deep right to Tyler Boyd for 16 yards (tackle by Juan Thornhill),0.430,2.980
2,10:55,1,10,KAN 39,0,6,Joe Burrow pass incomplete short right,2.980,2.440
2,10:51,2,10,KAN 39,0,6,Joe Burrow pass complete deep middle to Tyler Boyd for 24 yards (tackle by Justin Reid),2.440,4.580
2,10:04,1,10,KAN 15,0,6,Joe Mixon up the middle for -3 yards (tackle by Chris Jones),4.580,3.560
2,9:24,2,13,KAN 18,0,6,Joe Burrow pass complete short left to Hayden Hurst for 6 yards (tackle by Trent McDuffie),3.560,3.580
2,8:46,3,7,KAN 12,0,6,Joe Burrow pass incomplete short left intended for Hayden Hurst (defended by Justin Reid),3.580,2.630
2,8:40,4,7,KAN 12,3,6,Evan McPherson 30 yard field goal good,2.630,3.000
2,8:36,,,CIN 35,3,6,"Evan McPherson kicks off 65 yards, touchback.",0.000,0.610
2,8:36,1,10,KAN 25,3,6,Isiah Pacheco right guard for 5 yards (tackle by D.J. Reader),0.610,0.740
2,7:57,2,5,KAN 30,3,6,Patrick Mahomes pass complete short left to JuJu Smith-Schuster for 7 yards (tackle by Eli Apple),0.740,1.400
2,7:25,1,10,KAN 37,3,6,Patrick Mahomes pass complete short right to Marquez Valdes-Scantling for 11 yards (tackle by Mike Hilton),1.400,2.130
2,6:53,1,10,KAN 48,3,6,Patrick Mahomes pass complete deep left to Marquez Valdes-Scantling for 29 yards (tackle by Vonn Bell),2.130,4.040
2,6:07,1,10,CIN 23,3,6,Jerick McKinnon up the middle for 4 yards (tackle by Josh Tupou and Germaine Pratt),4.040,4.050
2,5:26,2,6,CIN 19,3,6,Mecole Hardman left end for 5 yards (tackle by D.J. Reader and Joseph Ossai),4.050,4.280
2,4:46,3,1,CIN 14,3,6,Patrick Mahomes sacked by Cameron Sample for no gain,4.280,2.660
2,3:59,,,,,,Timeout #3 by Kansas City Chiefs,,
2,3:59,4,1,CIN 14,3,12,"Patrick Mahomes pass complete short right to Travis Kelce for 14 yards, touchdown",2.660,7.000
2,3:50,,,CIN 15,3,13,Harrison Butker kicks extra point good,0.000,0.000
2,3:53,,,KAN 35,3,13,"Harrison Butker kicks off 65 yards, touchback.",0.000,0.610
2,3:53,1,10,CIN 25,3,13,Joe Burrow pass complete short left to Joe Mixon for 6 yards (tackle by Jaylen Watson),0.610,0.870
2,3:12,2,4,CIN 31,3,13,Joe Mixon right tackle for 2 yards (tackle by Nick Bolton),0.870,0.430
2,2:31,3,2,CIN 33,3,13,Joe Burrow pass deep left intended for Tee Higgins is intercepted by Jaylen Watson at CIN-49 and returned for 10 yards (tackle by Hayden Hurst),0.430,-2.980
2,2:22,1,10,CIN 39,3,13,Patrick Mahomes pass incomplete short middle,2.980,2.440
2,2:18,2,10,CIN 39,3,13,Patrick Mahomes pass incomplete short left intended for Isiah Pacheco,2.440,1.750
2,2:15,3,10,CIN 39,3,13,Patrick Mahomes pass incomplete short right intended for Skyy Moore,1.750,0.660
2,2:10,4,10,CIN 39,3,13,Tommy Townsend punts 34 yards out of bounds,0.660,0.380
2,2:03,1,10,CIN 5,3,13,Joe Mixon left guard for 2 yards (tackle by Chris Jones and Michael Danna),-0.380,-0.630
2,1:59,2,8,CIN 7,3,13,Joe Burrow pass complete short right to Hayden Hurst for 6 yards (tackle by Bryan Cook),-0.630,-0.480
2,1:52,3,2,CIN 13,3,13,"Joe Burrow pass is intercepted by Juan Thornhill at CIN-32 and returned for no gain. Penalty on Bryan Cook: Defensive Pass Interference, 20 yards (accepted) (no play)",-0.480,1.140
2,1:44,1,10,CIN 33,3,13,Joe Burrow pass complete short left to Samaje Perine for 1 yard (tackle by Michael Danna),1.140,0.730
2,1:19,2,9,CIN 34,3,13,Joe Burrow pass complete short left to Ja'Marr Chase for 17 yards (tackle by Jaylen Watson),0.730,2.320
2,0:59,1,10,KAN 49,3,13,Joe Burrow pass complete short right to Tee Higgins for 5 yards (tackle by Joshua Williams),2.320,2.460
2,0:50,2,5,KAN 44,3,13,Joe Burrow pass complete short left to Samaje Perine for 4 yards (tackle by Bryan Cook),2.460,2.280
2,0:43,,,,,,Timeout #1 by Cincinnati Bengals,,
2,0:43,3,1,KAN 40,3,13,Joe Mixon left guard for 3 yards (tackle by Justin Reid),2.280,3.120
2,0:39,,,,,,Timeout #2 by Cincinnati Bengals,,
2,0:39,1,10,KAN 37,3,13,Joe Burrow pass complete short right to Tee Higgins for 11 yards (tackle by Joshua Williams),3.120,3.840
2,0:32,,,,,,Timeout #3 by Cincinnati Bengals,,
2,0:32,1,10,KAN 26,3,13,Joe Burrow pass complete deep left to Tee Higgins for 21 yards (tackle by Jaylen Watson),3.840,6.060
2,0:11,1,5,KAN 5,3,13,Joe Burrow pass incomplete short left intended for Tee Higgins (defended by Jaylen Watson),6.060,5.150
2,0:08,2,5,KAN 5,3,13,Joe Burrow pass incomplete short right intended for Tee Higgins,5.150,4.260
2,0:04,3,5,KAN 5,6,13,Evan McPherson 23 yard field goal good,4.260,3.000
Quarter,Time,Down,ToGo,Location,CIN,KAN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CIN 35,6,13,"Evan McPherson kicks off 66 yards, returned by Isiah Pacheco for 22 yards (tackle by Daxton Hill)",0.000,0.340
3,14:55,1,10,KAN 21,6,13,Isiah Pacheco up the middle for 3 yards (tackle by Jessie Bates and D.J. Reader),0.340,0.210
3,14:24,2,7,KAN 24,6,13,Patrick Mahomes pass complete short left to Mecole Hardman for -1 yards (tackle by Eli Apple),0.210,-0.630
3,13:45,3,8,KAN 23,6,13,Patrick Mahomes pass incomplete deep right intended for Marquez Valdes-Scantling,-0.630,-1.830
3,13:38,4,8,KAN 23,6,13,"Tommy Townsend punts 44 yards, returned by Trent Taylor for 5 yards (tackle by Nazeeh Johnson)",-1.830,-1.470
3,13:29,1,10,CIN 38,6,13,Joe Burrow pass complete short right to Tee Higgins for 9 yards,1.470,2.140
3,12:53,2,1,CIN 47,6,13,Samaje Perine up the middle for 7 yards (tackle by Juan Thornhill and Nick Bolton),2.140,2.520
3,12:22,1,10,KAN 46,6,13,Joe Burrow scrambles right end for 2 yards (tackle by Khalen Saunders),2.520,2.250
3,11:37,2,8,KAN 44,6,13,Samaje Perine up the middle for 2 yards (tackle by Khalen Saunders),2.250,1.820
3,11:01,3,6,KAN 42,6,13,Joe Burrow up the middle for 11 yards (tackle by Bryan Cook),1.820,3.510
3,10:25,1,10,KAN 31,6,13,Joe Mixon left end for 4 yards (tackle by Michael Danna),3.510,3.510
3,10:10,2,6,KAN 27,6,13,Joe Burrow pass incomplete short right intended for Mitchell Wilcox,3.510,2.810
3,9:59,3,6,KAN 27,12,13,"Joe Burrow pass complete deep right to Tee Higgins for 27 yards, touchdown",2.810,7.000
3,9:54,,,KAN 15,13,13,Evan McPherson kicks extra point good,0.000,0.000
3,9:54,,,CIN 35,13,13,"Evan McPherson kicks off 60 yards, returned by Skyy Moore for 18 yards (tackle by Markus Bailey and Akeem Davis-Gaither)",0.000,0.480
3,9:50,1,10,KAN 23,13,13,Patrick Mahomes pass complete short right to Travis Kelce for 6 yards (tackle by Logan Wilson),0.480,0.740
3,9:15,2,4,KAN 29,13,13,Patrick Mahomes pass incomplete short right intended for Mecole Hardman (defended by Cam Taylor-Britt),0.740,0.040
3,9:10,3,4,KAN 29,13,13,Patrick Mahomes pass complete short left to Mecole Hardman for 11 yards (tackle by Logan Wilson),0.040,1.600
3,8:49,1,10,KAN 40,13,13,Patrick Mahomes pass complete short left to Travis Kelce for 6 yards (tackle by Eli Apple),1.600,1.860
3,8:06,2,4,KAN 46,13,13,Patrick Mahomes pass complete short right to Marquez Valdes-Scantling for 25 yards (tackle by Vonn Bell),1.860,3.640
3,7:35,1,10,CIN 29,13,13,Jerick McKinnon up the middle for 1 yard (tackle by Mike Hilton),3.640,3.240
3,7:00,2,9,CIN 28,13,13,Patrick Mahomes scrambles up the middle for 2 yards (tackle by Josh Tupou),3.240,2.810
3,5:23,,,,,,Timeout #1 by Kansas City Chiefs,,
3,5:23,3,7,CIN 26,13,13,"Patrick Mahomes pass complete short right to Marquez Valdes-Scantling for 6 yards (tackle by Vonn Bell) KAN challenged the first down ruling, and the original play was overturned. Patrick Mahomes pass complete short right to Marquez Valdes-Scantling for 7 yards and Cam Taylor-Britt and Vonn Bell)",2.810,4.310
3,5:54,1,10,CIN 19,13,13,Isiah Pacheco left end for 2 yards (tackle by Jessie Bates),4.310,4.030
3,4:42,2,8,CIN 17,13,13,"Patrick Mahomes pass complete to Isiah Pacheco for 4 yards (tackle by Sam Hubbard) Replay Assistant challenged the runner was down by contact ruling, and the original play was overturned. Patrick Mahomes sacked by Sam Hubbard for -2 yards",4.030,3.030
3,4:21,3,10,CIN 19,13,19,"Patrick Mahomes pass complete deep middle to Marquez Valdes-Scantling for 19 yards, touchdown",3.030,7.000
3,4:15,,,CIN 15,13,20,Harrison Butker kicks extra point good,0.000,0.000
3,4:15,,,KAN 35,13,20,"Harrison Butker kicks off 65 yards, touchback.",0.000,0.610
3,4:15,1,10,CIN 25,13,20,Joe Burrow pass complete short right to Ja'Marr Chase for 3 yards (tackle by Trent McDuffie),0.610,0.470
3,3:40,2,7,CIN 28,13,20,Joe Burrow pass incomplete short right,0.470,-0.230
3,3:25,3,7,CIN 28,13,20,"Joe Burrow pass complete to Ja'Marr Chase for 20 yards. Penalty on Cordell Volson: Offensive Holding, 10 yards (accepted) (no play)",-0.230,-1.720
3,3:15,3,17,CIN 18,13,20,Joe Burrow pass incomplete deep left intended for Tee Higgins (defended by Trent McDuffie),-1.720,-2.240
3,3:05,4,17,CIN 18,13,20,"Drue Chrisman punts 41 yards, returned by Skyy Moore for no gain (tackle by Joe Bachie). Penalty on Bryan Cook: Offensive Holding, 10 yards (accepted)",-2.240,-1.000
3,2:53,1,10,KAN 31,13,20,Patrick Mahomes pass incomplete short left intended for Skyy Moore,1.000,0.460
3,2:49,2,10,KAN 31,13,20,Patrick Mahomes pass complete short left to Isiah Pacheco for 2 yards (tackle by Germaine Pratt),0.460,0.040
3,1:55,3,8,KAN 33,13,20,"Patrick Mahomes pass complete deep right to Marquez Valdes-Scantling for 25 yards (tackle by Mike Hilton and Vonn Bell). Penalty on Andrew Wylie: Taunting / Offense, 15 yards (accepted)",0.040,1.800
3,1:45,1,10,KAN 43,13,20,Patrick Mahomes pass incomplete short right intended for Skyy Moore,1.800,1.250
3,1:39,2,10,KAN 43,13,20,Patrick Mahomes pass complete short middle to Travis Kelce for 11 yards (tackle by Logan Wilson),1.250,2.520
3,1:02,1,10,CIN 46,13,20,"Patrick Mahomes sacked by. Patrick Mahomes fumbles, recovered by Sam Hubbard at KC-45",2.520,-2.590
3,0:55,1,10,KAN 45,13,20,Joe Burrow pass complete short right to Joe Mixon for 5 yards (tackle by Trent McDuffie),2.590,2.720
3,0:11,2,5,KAN 40,13,20,Joe Burrow pass incomplete short middle,2.720,2.010
3,0:07,3,5,KAN 40,13,20,Joe Burrow pass complete short left to Samaje Perine for -1 yards (tackle by Trent McDuffie and Joshua Williams),2.010,0.530
Quarter,Time,Down,ToGo,Location,CIN,KAN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,6,KAN 41,13,20,Joe Burrow pass complete deep left to Ja'Marr Chase for 35 yards (tackle by Bryan Cook),0.530,5.830
4,14:16,1,6,KAN 6,13,20,Joe Burrow pass complete short left to Joe Mixon for 4 yards (tackle by Justin Reid),5.830,5.720
4,13:35,2,2,KAN 2,19,20,"Samaje Perine up the middle for 2 yards, touchdown",5.720,7.000
4,13:30,,,KAN 15,20,20,Evan McPherson kicks extra point good,0.000,0.000
4,13:30,,,CIN 35,20,20,"Evan McPherson kicks off 66 yards, returned by Isiah Pacheco for 23 yards (tackle by Markus Bailey)",0.000,0.410
4,13:25,1,10,KAN 22,20,20,Patrick Mahomes pass complete short left to Skyy Moore for 2 yards (tackle by Eli Apple),0.410,0.140
4,12:44,2,8,KAN 24,20,20,Patrick Mahomes pass complete short right to Isiah Pacheco for 7 yards (tackle by Mike Hilton),0.140,0.370
4,12:05,3,1,KAN 31,20,20,Isiah Pacheco up the middle for 2 yards (tackle by Jessie Bates),0.370,1.140
4,11:22,1,10,KAN 33,20,20,Isiah Pacheco right guard for 1 yard (tackle by Germaine Pratt and Zachary Carter),1.140,0.730
4,10:36,2,9,KAN 34,20,20,Patrick Mahomes pass incomplete short left intended for Jerick McKinnon,0.730,0.040
4,10:27,3,9,KAN 34,20,20,"Patrick Mahomes sacked by B.J. Hill for no gain. Penalty on Eli Apple: Defensive Holding, 5 yards (accepted) (no play)",0.040,1.530
4,10:24,1,10,KAN 39,20,20,Isiah Pacheco up the middle for 1 yard (tackle by Josh Tupou and Germaine Pratt),1.530,1.120
4,9:33,2,9,KAN 40,20,20,Patrick Mahomes pass incomplete short right intended for Travis Kelce,1.120,0.430
4,9:30,,,,,,Timeout #1 by Cincinnati Bengals,,
4,9:30,3,9,KAN 40,20,20,Patrick Mahomes pass incomplete short middle intended for Marquez Valdes-Scantling,0.430,-0.720
4,9:26,4,9,KAN 40,20,20,"Tommy Townsend punts 42 yards, fair catch by Trent Taylor at CIN-18",-0.720,-0.040
4,9:18,1,10,CIN 18,20,20,"Joe Burrow pass incomplete short right intended for Mitchell Wilcox. Penalty on Ted Karras: Offensive Holding, 9 yards (accepted) (no play)",0.040,-0.720
4,9:12,1,19,CIN 9,20,20,Joe Burrow pass complete short right to Trenton Irwin for 6 yards (tackle by Nick Bolton and Darius Harris),-0.720,-0.930
4,8:31,2,13,CIN 15,20,20,Joe Burrow scrambles left end for 14 yards (tackle by Justin Reid),-0.930,0.870
4,7:50,1,10,CIN 29,20,20,Joe Mixon right end for 7 yards (tackle by Khalen Saunders),0.870,1.270
4,7:11,2,3,CIN 36,20,20,Joe Burrow pass incomplete intended for Ja'Marr Chase,1.270,0.560
4,7:02,3,3,CIN 36,20,20,Joe Burrow pass (defended by Bryan Cook) intended for Tee Higgins is intercepted by Joshua Williams at KC-18 and returned for -4 yards (tackle by Tee Higgins),0.560,0.280
4,6:53,1,10,KAN 14,20,20,Isiah Pacheco up the middle for 2 yards (tackle by Zachary Carter and Germaine Pratt),-0.280,-0.510
4,6:15,2,8,KAN 16,20,20,Patrick Mahomes pass complete short right to Marcus Kemp for 13 yards (tackle by Logan Wilson),-0.510,0.870
4,5:47,1,10,KAN 29,20,20,Patrick Mahomes pass complete short right to Skyy Moore for 8 yards (tackle by Germaine Pratt),0.870,1.410
4,5:00,2,2,KAN 37,20,20,"Patrick Mahomes pass incomplete intended for Marquez Valdes-Scantling. Penalty on Mike Hilton: Defensive Pass Interference, 8 yards (accepted) (no play)",1.410,1.930
4,4:56,1,10,KAN 45,20,20,Patrick Mahomes pass complete short left to Isiah Pacheco for 16 yards (tackle by Vonn Bell),1.930,2.980
4,4:10,1,10,CIN 39,20,20,Jerick McKinnon left end for -3 yards (tackle by Joseph Ossai),2.980,2.040
4,3:30,2,13,CIN 42,20,20,Patrick Mahomes scrambles up the middle for 1 yard (tackle by Joseph Ossai and Zachary Carter),2.040,1.490
4,2:44,3,12,CIN 41,20,20,"Patrick Mahomes pass complete short right to Jerick McKinnon for 4 yards (tackle by Logan Wilson). Penalty on Creed Humphrey: Offensive Holding, 10 yards (declined)",1.490,0.790
4,2:36,4,8,CIN 37,20,20,Tommy Townsend punts 31 yards out of bounds,0.790,0.380
4,2:30,1,10,CIN 6,20,20,Joe Burrow pass complete short left to Tee Higgins for 10 yards (tackle by Jaylen Watson),-0.380,-0.140
4,2:00,1,10,CIN 16,20,20,Joe Burrow scrambles left end for 3 yards (tackle by Michael Danna),-0.140,-0.180
4,1:22,2,7,CIN 19,20,20,"Joe Burrow pass incomplete. Penalty on Joe Burrow: Intentional Grounding, 9 yards (accepted)",-0.180,-2.120
4,1:04,3,16,CIN 10,20,20,Joe Burrow pass complete deep right to Hayden Hurst for 23 yards (tackle by Joshua Williams),-2.120,1.140
4,0:56,1,10,CIN 33,20,20,Joe Burrow pass complete short right to Hayden Hurst for 2 yards (tackle by Justin Reid),1.140,0.860
4,0:48,,,,,,Timeout #2 by Cincinnati Bengals,,
4,0:48,2,8,CIN 35,20,20,Joe Burrow pass incomplete short left intended for Trenton Irwin,0.860,0.170
4,0:44,3,8,CIN 35,20,20,Joe Burrow sacked by Chris Jones for -7 yards,0.170,-1.500
4,0:39,,,,,,Timeout #2 by Kansas City Chiefs,,
4,0:39,4,15,CIN 28,20,20,"Drue Chrisman punts 54 yards, returned by Skyy Moore for 29 yards (tackle by Stanley Morgan)",-1.500,-2.060
4,0:30,1,10,KAN 47,20,20,Isiah Pacheco left end for 6 yards (tackle by Jessie Bates and Trey Hendrickson),2.060,2.330
4,0:21,,,,,,Timeout #3 by Kansas City Chiefs,,
4,0:21,2,4,CIN 47,20,20,Patrick Mahomes pass incomplete short middle intended for Skyy Moore (defended by Joseph Ossai),2.330,1.620
4,0:17,3,4,CIN 47,20,20,"Patrick Mahomes scrambles right end for 5 yards (tackle by Joseph Ossai). Penalty on Joseph Ossai: Unnecessary Roughness / Defense, 15 yards (accepted)",1.620,3.780
4,0:08,1,10,CIN 27,20,23,Harrison Butker 45 yard field goal good,3.780,3.000
4,0:03,,,KAN 35,20,23,"Harrison Butker kicks off 56 yards, returned by Trenton Irwin for 8 yards, lateral to Trent Taylor for no gain (tackle by Joshua Williams)",0.000,1.270
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
