Quarter,Time,Down,ToGo,Location,NOR,BAL,Detail,EPB,EPA
1,9:46,2,4,BAL 16,0,0,Deuce McAllister right end for no gain (tackle by Adalius Thomas),4.460,3.740
1,9:15,3,4,BAL 16,0,0,Aaron Brooks pass incomplete intended for Jerome Pathon (defended by James Trapp),3.740,2.450
1,8:50,4,4,BAL 16,3,0,John Carney 34 yard field goal good,2.450,3.000
1,8:50,,,NOR 30,3,0,"Toby Gowin kicks off 63 yards, returned by Chester Taylor for 40 yards (tackle by James Allen)",0.000,2.060
1,8:38,1,10,BAL 47,3,0,Jamal Lewis middle for 1 yard (tackle by Darren Howard and Norman Hand),2.060,1.650
1,8:07,2,9,BAL 48,3,0,"Jeff Blake pass complete to Jamal Lewis for 12 yards (tackle by Jay Bellamy). Penalty on Travis Taylor: Offensive Holding, 10 yards",1.650,1.920
1,7:36,2,7,BAL 50,3,0,Jeff Blake pass incomplete intended for Ron Johnson,1.920,1.220
1,7:31,3,7,BAL 50,3,0,Jeff Blake pass incomplete intended for Todd Heap,1.220,-0.060
1,7:24,4,7,BAL 50,3,0,", returned by Fakhir Brown for 11 yards (tackle by Bart Scott)",-0.060,-3.710
1,7:14,1,10,BAL 28,3,0,Aaron Brooks pass incomplete intended for Deuce McAllister (defended by Chris McAlister),3.710,3.170
1,7:10,2,10,BAL 28,9,0,"Aaron Brooks pass complete to Donte' Stallworth for 28 yards, touchdown",3.170,7.000
1,7:10,,,BAL 28,10,0,John Carney kicks extra point good,0.000,0.000
1,7:10,,,NOR 30,10,0,"Toby Gowin kicks off 65 yards, returned by Chester Taylor for 19 yards (tackle by Roger Knight)",0.000,0.540
1,6:59,1,10,BAL 24,10,0,Jeff Blake pass incomplete intended for Travis Taylor (defended by Jay Bellamy),0.540,0.000
1,6:53,2,10,BAL 24,10,0,Jamal Lewis left end for -6 yards (tackle by Ken Irvin),0.000,-1.640
1,6:27,3,16,BAL 18,10,0,Jeff Blake pass incomplete intended for Todd Heap,-1.640,-2.240
1,6:08,4,16,BAL 18,10,0,"Dave Zastudil punts 50 yards, returned by Michael Lewis for 9 yards (tackle by Chad Williams). Michael Lewis fumbles (forced by Chad Williams), recovered by Joe Maese at NOR-44",-2.240,2.650
1,5:56,1,10,NOR 44,10,0,Jamal Lewis left tackle for 1 yard (tackle by Charlie Clemons),2.650,2.250
1,5:25,2,9,NOR 43,10,0,Jamal Lewis left tackle for 2 yards (tackle by Kenny Smith and Grady Jackson),2.250,1.820
1,4:47,3,7,NOR 41,10,0,Jeff Blake pass complete to Todd Heap for 4 yards (tackle by Sedrick Hodge). Penalty on Terry Jones: Illegal Motion (Declined),1.820,0.790
1,4:21,4,3,NOR 37,10,0,Jeff Blake pass incomplete intended for Travis Taylor (defended by Bryan Cox),0.790,-1.400
1,4:14,1,10,NOR 37,10,0,Aaron Brooks pass incomplete intended for Joe Horn (defended by Chris McAlister),1.400,0.860
1,4:07,2,10,NOR 37,10,0,Aaron Brooks pass incomplete intended for Deuce McAllister,0.860,0.170
1,4:02,3,10,NOR 37,10,0,Aaron Brooks pass incomplete intended for Jake Reed (defended by Ed Reed),0.170,-0.910
1,3:58,4,10,NOR 37,10,0,"Toby Gowin punts 38 yards, fair catch by Lamont Brightful",-0.910,-0.610
1,3:51,1,10,BAL 25,10,0,Travis Taylor left end for 31 yards (tackle by Ken Irvin),0.610,2.650
1,3:14,1,10,NOR 44,10,0,Jeff Blake pass complete to Todd Heap for 43 yards (tackle by Fred Thomas),2.650,6.970
1,2:32,1,1,NOR 1,10,6,"Jamal Lewis right guard for 1 yard, touchdown",6.970,7.000
1,2:32,,,NOR 1,10,7,Matt Stover kicks extra point good,0.000,0.000
1,2:32,,,BAL 30,10,7,"Matt Stover kicks off 63 yards, returned by Michael Lewis for 18 yards (tackle by Chad Williams)",0.000,0.610
1,2:18,1,10,NOR 25,10,7,Deuce McAllister left tackle for 4 yards (tackle by Peter Boulware and Kelly Gregg),0.610,0.600
1,1:46,2,6,NOR 29,10,7,Terrelle Smith middle for 5 yards (tackle by Ed Hartwell),0.600,0.560
1,1:13,3,1,NOR 34,10,7,Deuce McAllister left guard for no gain (tackle by Bernardo Harris),0.560,-1.110
1,0:43,4,1,NOR 34,10,7,Aaron Brooks middle for 1 yard (tackle by Kelly Gregg and Peter Boulware),-1.110,1.270
1,0:15,1,10,NOR 35,10,7,Aaron Brooks pass complete to Joe Horn for 39 yards (tackle by Cornell Brown and Anthony Mitchell),1.270,3.840
Quarter,Time,Down,ToGo,Location,NOR,BAL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,BAL 26,10,7,Deuce McAllister right end for -2 yards (tackle by Peter Boulware and Bernardo Harris),3.840,3.030
2,14:22,2,12,BAL 28,10,7,Aaron Brooks pass complete to Donte' Stallworth for 9 yards (tackle by Chris McAlister),3.030,3.570
2,14:05,3,3,BAL 19,10,7,Deuce McAllister middle for 9 yards (tackle by Ed Hartwell),3.570,4.910
2,13:15,1,10,BAL 10,10,7,Aaron Brooks pass incomplete intended for Deuce McAllister,4.910,4.190
2,13:02,2,10,BAL 10,10,7,Aaron Brooks pass incomplete intended for Joe Horn,4.190,3.130
2,12:54,3,10,BAL 10,10,7,Aaron Brooks pass incomplete intended for Jake Reed (defended by James Trapp),3.130,2.760
2,12:49,4,10,BAL 10,13,7,John Carney 28 yard field goal good,2.760,3.000
2,12:49,,,NOR 30,13,7,"Toby Gowin kicks off 67 yards, returned by Chester Taylor for 31 yards (tackle by Steve Gleason). Penalty on Alan Ricard: Offensive Holding, 10 yards",0.000,-0.320
2,12:39,1,10,BAL 13,13,7,Jamal Lewis middle for 9 yards (tackle by Darrin Smith and Sammy Knight),-0.320,0.490
2,12:12,2,1,BAL 22,13,7,Jamal Lewis left tackle for 4 yards (tackle by Ken Irvin and Sammy Knight),0.490,0.670
2,11:32,1,10,BAL 26,13,7,Jeff Blake pass incomplete intended for Jamal Lewis,0.670,0.130
2,11:26,2,10,BAL 26,13,7,Jeff Blake pass complete to Jamal Lewis for 1 yard (tackle by Charlie Clemons),0.130,-0.430
2,10:50,3,9,BAL 27,13,7,Jeff Blake pass incomplete intended for Todd Heap (defended by Fred Thomas),-0.430,-1.570
2,10:36,4,9,BAL 27,13,7,"Dave Zastudil punts 50 yards, returned by Michael Lewis for 9 yards (tackle by Bart Scott)",-1.570,-1.070
2,10:25,1,10,NOR 32,13,7,Deuce McAllister left guard for 6 yards (tackle by Ed Hartwell and Ed Reed),1.070,1.340
2,9:53,2,4,NOR 38,13,7,Aaron Brooks pass incomplete intended for Deuce McAllister (defended by Adalius Thomas),1.340,0.630
2,9:44,3,4,NOR 38,13,7,Aaron Brooks pass complete to Donte' Stallworth for 20 yards (tackle by Chad Williams),0.630,2.790
2,9:08,1,10,BAL 42,13,7,Aaron Brooks pass incomplete intended for Terrelle Smith,2.790,2.240
2,8:59,2,10,BAL 42,13,7,Deuce McAllister right guard for 4 yards (tackle by Bernardo Harris and Ed Reed),2.240,2.080
2,8:26,3,6,BAL 38,13,7,Aaron Brooks pass incomplete intended for Jake Reed (defended by Ed Hartwell),2.080,0.720
2,8:16,4,6,BAL 38,13,7,"Toby Gowin punts 23 yards, fair catch by Lamont Brightful",0.720,0.220
2,8:09,1,10,BAL 15,13,7,Jeff Blake pass complete to Travis Taylor for 3 yards (tackle by Fred Thomas),-0.220,-0.280
2,7:40,2,7,BAL 18,13,7,Jamal Lewis left guard for 2 yards (tackle by Darren Howard),-0.280,-0.760
2,6:58,3,5,BAL 20,13,7,Jeff Blake pass complete to Todd Heap for 10 yards (tackle by Fred Thomas),-0.760,0.940
2,6:20,1,10,BAL 30,13,7,Jamal Lewis left tackle for 3 yards (tackle by Norman Hand),0.940,0.800
2,5:41,2,7,BAL 33,13,7,Jeff Blake pass incomplete intended for Jamal Lewis (defended by Ken Irvin),0.800,0.100
2,5:31,3,7,BAL 33,13,7,Jeff Blake pass complete to Travis Taylor for 9 yards (tackle by Fred Thomas),0.100,1.730
2,5:08,1,10,BAL 42,13,7,Jeff Blake pass incomplete intended for Ron Johnson (defended by Ken Irvin),1.730,1.190
2,4:55,1,10,BAL 42,,,Timeout #1 by Baltimore Ravens,1.730,1.190
2,4:55,2,10,BAL 42,13,7,Jamal Lewis left end for 8 yards (tackle by Ken Irvin and Darren Howard),1.190,1.550
2,4:21,3,2,,13,7,Jeff Blake left end for 11 yards (tackle by Jay Bellamy),1.550,2.980
2,4:01,1,10,NOR 39,13,7,Jamal Lewis left tackle for 5 yards (tackle by Kenny Smith),2.980,3.120
2,3:23,2,5,NOR 34,13,7,Jeff Blake pass incomplete intended for Travis Taylor,3.120,2.410
2,3:14,3,5,NOR 34,13,7,Jeff Blake sacked by Charles Grant for -8 yards,2.410,0.460
2,2:52,4,13,NOR 42,13,7,"Dave Zastudil punts, blocked by Mel Mitchell, recovered by Will Demps",0.460,-3.970
2,2:36,1,10,BAL 24,13,7,"Deuce McAllister middle for no gain (tackle by Ed Hartwell). Deuce McAllister fumbles (forced by Ed Hartwell), recovered by Peter Boulware at BAL-26 and returned for 4 yards (tackle by Spencer Folau)",3.970,-0.940
2,2:30,1,10,BAL 30,13,7,"Jamal Lewis left end for -2 yards (tackle by Charlie Clemons). Jamal Lewis fumbles (forced by Charlie Clemons), recovered by Ken Irvin at BAL-33",0.940,-3.380
2,2:23,1,10,BAL 33,13,7,Aaron Brooks pass incomplete,3.380,2.840
2,2:17,2,10,BAL 33,13,7,Aaron Brooks pass incomplete intended for Deuce McAllister,2.840,2.150
2,2:13,3,10,BAL 33,13,7,"Aaron Brooks middle for 10 yards (tackle by Peter Boulware). Penalty on Chris McAlister: Personal Foul, 11 yards",2.150,4.780
2,2:00,1,10,BAL 12,13,7,"Deuce McAllister left end for 2 yards (tackle by Bernardo Harris). Penalty on Kelly Gregg: Face Mask (15 Yards), 5 yards",4.780,6.060
2,1:55,1,5,BAL 5,13,7,Aaron Brooks pass complete to Joe Horn for 4 yards (tackle by Anthony Mitchell),6.060,5.910
2,1:13,2,1,BAL 1,13,7,Aaron Brooks middle for no gain (tackle by Ed Hartwell),5.910,5.170
,,,,,,,"Replay Assistant challenged the ruling, and the play was upheld.",,
2,0:33,2,1,BAL 1,,,Timeout #1 by New Orleans Saints,5.910,5.170
2,0:33,3,1,BAL 1,19,7,"Deuce McAllister right guard for 1 yard, touchdown",5.170,7.000
2,0:33,,,BAL 1,20,7,John Carney kicks extra point good,0.000,0.000
2,0:33,,,NOR 30,20,7,"Toby Gowin kicks off 68 yards, returned by Lamont Brightful for 23 yards (tackle by Keyuo Craver)",0.000,0.610
2,0:25,1,10,BAL 25,20,7,Chester Taylor right guard for 3 yards (tackle by Norman Hand),0.610,0.470
Quarter,Time,Down,ToGo,Location,NOR,BAL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NOR 30,20,7,"Toby Gowin kicks off 65 yards, returned by Chester Taylor for 31 yards (tackle by Toby Gowin)",0.000,1.330
3,14:53,1,10,BAL 36,20,7,"Jeff Blake pass incomplete intended for Todd Heap. Penalty on Willie Whitehead: Roughing the Passer, 15 yards (no play)",1.330,2.320
3,14:46,1,10,NOR 49,20,7,Jamal Lewis right guard for 3 yards (tackle by Sammy Knight),2.320,2.190
3,14:26,2,7,NOR 46,20,7,Jeff Blake pass complete to Terry Jones for 5 yards (tackle by Fred Thomas),2.190,2.150
3,13:38,3,2,NOR 41,20,7,Jeff Blake pass incomplete intended for Todd Heap is intercepted by Fred Thomas at NOR-22,2.150,-0.410
3,13:27,1,10,NOR 22,20,7,Deuce McAllister right guard for 4 yards (tackle by Peter Boulware),0.410,0.410
3,13:02,2,6,NOR 26,20,7,Deuce McAllister right guard for 30 yards (tackle by Anthony Mitchell),0.410,2.650
3,12:30,1,10,BAL 44,20,7,Aaron Brooks sacked by Kelly Gregg for -9 yards,2.650,0.900
3,12:03,2,19,NOR 47,20,7,Aaron Brooks pass incomplete intended for Joe Horn (defended by Ed Hartwell),0.900,0.230
3,11:51,3,19,NOR 47,20,7,Aaron Brooks sacked by Peter Boulware for -8 yards,0.230,-0.780
3,11:42,4,27,NOR 39,20,7,"Toby Gowin punts 44 yards, returned by Lamont Brightful for 3 yards (tackle by Fakhir Brown)",-0.780,-0.280
3,11:27,1,10,BAL 20,20,7,"Jamal Lewis right guard for 2 yards (tackle by Sammy Knight). Jamal Lewis fumbles (forced by Sammy Knight), recovered by Kenny Smith at BAL-22",0.280,-4.110
3,11:19,1,10,BAL 22,20,7,Deuce McAllister middle for 5 yards (tackle by Peter Boulware),4.110,4.290
3,10:40,2,5,BAL 17,20,7,Deuce McAllister left end for 6 yards (tackle by David Nugent),4.290,4.840
3,10:07,1,10,BAL 11,20,7,Jake Delhomme pass incomplete intended for Joe Horn,4.840,4.140
3,9:57,2,10,BAL 11,20,7,Deuce McAllister right tackle for 5 yards (tackle by Chris McAlister and Ed Hartwell),4.140,4.210
3,9:22,3,5,BAL 6,20,7,"Jake Delhomme pass incomplete intended for Jerome Pathon (defended by Gary Baxter). Penalty on Peter Boulware: Roughing the Passer, 3 yards (no play)",4.210,6.510
3,9:09,1,3,BAL 3,26,7,"Deuce McAllister right tackle for 3 yards, touchdown",6.510,7.000
3,9:09,,,BAL 3,27,7,John Carney kicks extra point good,0.000,0.000
3,9:09,,,NOR 30,27,7,"Toby Gowin kicks off 65 yards, returned by Chester Taylor for 18 yards (tackle by Michael Lewis)",0.000,0.480
3,9:01,1,10,BAL 23,27,7,Jeff Blake pass incomplete intended for Terry Jones,0.480,-0.070
3,8:56,2,10,BAL 23,27,13,"Jeff Blake pass complete to Jamal Lewis for 77 yards, touchdown",-0.070,7.000
3,8:56,,,NOR 23,27,14,Matt Stover kicks extra point good,0.000,0.000
3,8:56,,,BAL 30,27,14,"Matt Stover kicks off 52 yards, returned by Fred McAfee for 18 yards (tackle by John Jones)",0.000,1.330
3,8:36,1,10,NOR 36,27,14,Jake Delhomme pass complete to Joe Horn for 14 yards (tackle by Gary Baxter),1.330,2.260
3,8:21,1,10,,27,14,Deuce McAllister right guard for 7 yards (tackle by Bernardo Harris),2.260,2.660
3,7:45,2,3,BAL 43,27,14,Deuce McAllister middle for 4 yards (tackle by Peter Boulware and Gary Baxter),2.660,2.980
3,7:06,1,10,BAL 39,27,14,Deuce McAllister left guard for 4 yards (tackle by Bernardo Harris and Kelly Gregg),2.980,2.980
3,6:34,2,6,BAL 35,27,14,"Jake Delhomme sacked by Anthony Weaver for -3 yards. Penalty on Deuce McAllister: Offensive Holding, 10 yards (no play)",2.980,1.630
3,6:18,2,16,BAL 45,27,14,Jake Delhomme pass complete to Deuce McAllister for 2 yards (tackle by Peter Boulware),1.630,1.220
3,5:32,3,14,BAL 43,27,14,"Penalty on Kendyl Jacox: False Start, 5 yards (no play)",1.220,0.560
3,5:25,3,19,BAL 48,27,14,Jake Delhomme pass complete to Deuce McAllister for 10 yards (tackle by Chad Williams),0.560,0.720
3,4:31,4,9,BAL 38,27,14,"Toby Gowin punts 26 yards, fair catch by Lamont Brightful",0.720,0.350
3,4:12,1,10,BAL 12,27,14,Jamal Lewis middle for 7 yards (tackle by Fred Thomas),-0.350,0.100
3,3:43,2,3,BAL 19,27,14,Jeff Blake pass complete to Jamal Lewis for 18 yards (tackle by Charlie Clemons),0.100,1.400
3,3:01,1,10,BAL 37,27,14,Chester Taylor right tackle for 5 yards (tackle by Sammy Knight),1.400,1.530
3,2:19,2,5,BAL 42,27,14,Jeff Blake pass complete to Alan Ricard for 8 yards (tackle by Ken Irvin and Fred Thomas),1.530,2.260
3,1:37,1,10,,27,14,Alan Ricard middle for 1 yard (tackle by Norman Hand and Charlie Clemons),2.260,1.850
3,1:04,2,9,NOR 49,27,14,Jeff Blake pass complete to Travis Taylor for 13 yards (tackle by Ken Irvin),1.850,3.180
3,0:50,1,10,NOR 36,27,14,Travis Taylor left end for 13 yards (tackle by Fred Thomas),3.180,4.040
Quarter,Time,Down,ToGo,Location,NOR,BAL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,NOR 23,27,14,Jeff Blake pass incomplete intended for Todd Heap (defended by Ken Irvin),4.040,3.500
4,14:54,2,10,NOR 23,27,14,Jeff Blake pass incomplete intended for Terry Jones,3.500,2.810
4,14:48,3,10,NOR 23,27,14,Jeff Blake pass complete to Todd Heap for 9 yards (tackle by Jay Bellamy),2.810,2.660
4,14:18,4,1,NOR 14,27,14,Jeff Blake middle for 2 yards (tackle by Darren Howard),2.660,4.780
4,13:49,1,10,NOR 12,27,14,Jeff Blake pass incomplete intended for Travis Taylor,4.780,4.100
4,13:39,2,10,NOR 12,27,14,Jamal Lewis middle for 4 yards (tackle by Sammy Knight),4.100,3.930
4,13:09,3,6,NOR 8,27,14,Jeff Blake pass incomplete intended for Todd Heap,3.930,2.960
4,12:58,4,6,NOR 8,27,17,Matt Stover 26 yard field goal good,2.960,3.000
4,12:58,,,BAL 30,27,17,"Matt Stover kicks off 66 yards, returned by Michael Lewis for 13 yards (tackle by Will Demps)",0.000,-0.060
4,12:48,1,10,NOR 17,27,17,Deuce McAllister middle for 3 yards (tackle by Kelly Gregg and Riddick Parker),-0.060,-0.060
4,12:21,2,7,NOR 20,27,17,Deuce McAllister right end for 4 yards (tackle by Anthony Weaver),-0.060,-0.370
4,11:36,3,3,NOR 24,27,17,Jake Delhomme middle for 6 yards (tackle by Riddick Parker),-0.370,0.940
4,10:52,1,10,NOR 30,27,17,Deuce McAllister middle for 1 yard (tackle by David Nugent and Kelly Gregg),0.940,0.530
4,10:13,2,9,NOR 31,27,17,Terrelle Smith middle for 4 yards (tackle by Kelly Gregg and Ed Hartwell),0.530,0.370
4,9:33,3,5,NOR 35,27,17,Jake Delhomme pass complete to Jake Reed for 54 yards (tackle by Chad Williams),0.370,4.840
4,8:39,1,10,BAL 11,27,17,Deuce McAllister right guard for no gain (tackle by Cornell Brown),4.840,4.140
4,8:03,2,10,BAL 11,27,17,Deuce McAllister left end for no gain (tackle by Cornell Brown and Ed Reed),4.140,3.130
4,7:17,3,10,BAL 11,27,17,Jake Delhomme pass complete to Joe Horn for 2 yards (tackle by James Trapp),3.130,2.830
4,6:47,4,8,BAL 9,30,17,John Carney 28 yard field goal good,2.830,3.000
4,6:47,,,NOR 30,30,17,"Toby Gowin kicks off 64 yards, returned by Lamont Brightful for 26 yards (tackle by J.J. Jones). Penalty on Will Demps: Offensive Holding, 10 yards",0.000,0.340
4,6:19,1,10,BAL 21,30,17,Jeff Blake pass incomplete intended for Jamal Lewis (defended by Grady Jackson),0.340,-0.200
4,6:14,2,10,BAL 21,30,17,Jeff Blake pass incomplete intended for Todd Heap is intercepted by Fred Thomas at BAL-35 and returned for 6 yards,-0.200,-3.640
4,6:05,1,10,BAL 29,30,17,Deuce McAllister middle for 3 yards (tackle by Peter Boulware),3.640,3.510
4,5:30,2,7,BAL 26,30,17,Deuce McAllister right guard for 3 yards (tackle by Ed Hartwell),3.510,3.200
4,4:44,3,4,BAL 23,30,17,Jake Delhomme for -6 yards (tackle by Riddick Parker),3.200,1.500
4,4:32,3,4,BAL 23,,,Timeout #1 by Baltimore Ravens,3.200,1.500
4,4:32,4,10,BAL 29,30,17,Jake Delhomme pass complete to Joe Horn for 14 yards (tackle by Ed Reed),1.500,4.580
4,3:58,1,10,BAL 15,30,17,Jake Delhomme pass complete to Joe Horn for 7 yards (tackle by Chris McAlister),4.580,5.220
4,3:42,2,3,BAL 8,30,17,Terrelle Smith middle for 2 yards (tackle by Kelly Gregg and Cornell Brown),5.220,4.900
4,3:00,3,1,BAL 6,36,17,"Deuce McAllister middle for 6 yards, touchdown",4.900,7.000
4,3:00,,,BAL 6,37,17,"John Carney kicks extra point good. Penalty on Anthony Weaver: Leverage, 15 yards",0.000,0.000
4,3:00,,,NOR 45,37,17,"Toby Gowin kicks off 55 yards, touchback",0.000,0.280
4,2:57,1,10,BAL 20,37,17,Jeff Blake pass incomplete intended for Travis Taylor,0.280,-0.270
4,2:53,2,10,BAL 20,37,17,Jeff Blake pass complete to Todd Heap for 21 yards (tackle by Fred Thomas and Jay Bellamy),-0.270,1.660
4,2:28,1,10,BAL 41,37,17,Jeff Blake pass complete to Travis Taylor for 34 yards (tackle by Jay Bellamy),1.660,3.910
4,2:05,1,10,NOR 25,37,17,Jeff Blake pass incomplete intended for Todd Heap,3.910,3.360
4,2:00,2,10,NOR 25,37,17,Jeff Blake pass incomplete intended for Randy Hymes (defended by Ken Irvin),3.360,2.680
4,1:53,3,10,NOR 25,37,17,Jeff Blake pass complete to Chester Taylor for 19 yards (tackle by Sammy Knight),2.680,5.830
4,1:45,1,6,NOR 6,37,23,"Jeff Blake pass complete to Terry Jones for 6 yards, touchdown",5.830,7.000
4,1:45,1,,NOR 6,37,25,"Two Point Attempt: Chester Taylor left guard, conversion succeeds",1.000,1.000
4,1:45,,,BAL 30,37,25,"Matt Stover kicks onside 8 yards, recovered by Fred McAfee",0.000,-3.050
4,1:39,1,10,BAL 38,37,25,Terrelle Smith middle for 1 yard (tackle by Kelly Gregg and Ed Hartwell),3.050,2.640
4,1:32,1,10,BAL 38,,,Timeout #2 by Baltimore Ravens,3.050,2.640
4,1:32,2,9,BAL 37,37,25,Deuce McAllister middle for 3 yards (tackle by Anthony Weaver and Anthony Mitchell),2.640,2.340
4,1:26,2,9,BAL 37,,,Timeout #3 by Baltimore Ravens,2.640,2.340
4,1:26,3,6,BAL 34,37,25,Deuce McAllister right guard for 5 yards (tackle by Anthony Mitchell),2.340,1.620
4,0:44,4,1,BAL 29,37,25,Deuce McAllister left guard for 1 yard (tackle by Will Demps),1.620,3.580
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
