Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Tramaine Brock,ARI,0,9,6,66.7%,85,14.2,9.4,1,134.0,7.0,45,40,2,0,1,0.0,1,4,2,33.3%
Patrick Peterson,ARI,0,6,4,66.7%,47,11.8,7.8,0,90.3,13.2,42,5,1,0,0,1.0,1,7,1,12.5%
Byron Murphy,ARI,0,4,4,100.0%,32,8.0,8.0,0,100.0,7.3,29,3,0,0,0,0.0,0,5,0,0.0%
Jordan Hicks,ARI,1,5,3,60.0%,35,11.7,7.0,0,41.7,9.4,30,5,5,0,0,0.0,0,7,1,12.5%
Budda Baker,ARI,0,5,2,40.0%,9,4.5,1.8,0,47.9,3.4,3,6,6,2,0,0.0,2,8,1,11.1%
Haason Reddick,ARI,0,5,2,40.0%,2,1.0,0.4,0,47.9,5.0,-11,13,8,0,1,0.0,1,5,2,28.6%
Deionte Thompson,ARI,0,1,1,100.0%,13,13.0,13.0,0,118.7,5.0,5,8,0,0,0,0.0,0,4,0,0.0%
Chandler Jones,ARI,0,0,0,,,,,,,,,,11,2,0,4.0,6,5,1,16.7%
Terrell Suggs,ARI,0,0,0,,,,,,,,,,10,2,0,1.0,3,5,0,0.0%
Brooks Reed,ARI,0,0,0,,,,,,,,,,1,1,0,1.0,2,3,0,0.0%
Corey Peters,ARI,0,0,0,,,,,,,,,,0,0,1,1.0,2,4,0,0.0%
Cassius Marsh,ARI,0,0,0,,,,,,,,,,2,1,1,0.0,2,1,0,0.0%
Jonathan Bullard,ARI,0,0,0,,,,,,,,,,0,0,1,0.0,1,2,1,33.3%
Zach Kerr,ARI,0,0,0,,,,,,,,,,0,0,0,0.0,0,0,1,100.0%
Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Deandre Baker,NYG,0,4,3,75.0%,19,6.3,4.8,0,84.4,12.8,4,15,0,0,0,0.0,0,4,1,20.0%
Jabrill Peppers,NYG,0,4,2,50.0%,11,5.5,2.8,0,56.2,-4.3,-9,20,4,0,0,0.0,0,8,1,11.1%
Jackrabbit Jenkins,NYG,0,4,2,50.0%,16,8.0,4.0,0,60.4,6.8,11,5,0,0,0,0.0,0,3,0,0.0%
Antoine Bethea,NYG,0,3,2,66.7%,24,12.0,8.0,0,91.0,5.7,10,14,0,0,0,0.0,0,9,1,10.0%
David Mayo,NYG,0,2,1,50.0%,5,5.0,2.5,0,56.2,4.0,4,1,0,0,0,1.0,1,3,0,0.0%
Grant Haley,NYG,0,1,1,100.0%,9,9.0,9.0,0,104.2,9.0,9,0,2,1,0,0.0,1,7,1,12.5%
Alec Ogletree,NYG,0,1,1,100.0%,4,4.0,4.0,0,83.3,-1.0,-1,5,2,0,0,0.0,0,8,1,11.1%
Antonio Hamilton,NYG,0,1,1,100.0%,4,4.0,4.0,0,83.3,4.0,4,0,0,0,0,0.0,0,1,0,0.0%
Michael Thomas,NYG,0,1,1,100.0%,12,12.0,12.0,0,116.7,14.0,14,-2,2,0,0,0.0,0,4,0,0.0%
Olsen Pierre,NYG,0,0,0,,,,,,,,,,0,0,0,1.0,1,1,0,0.0%
Lorenzo Carter,NYG,0,0,0,,,,,,,,,,5,1,0,0.0,1,3,4,57.1%
Markus Golden,NYG,0,0,0,,,,,,,,,,6,0,0,0.0,0,5,1,16.7%
Dalvin Tomlinson,NYG,0,0,0,,,,,,,,,,0,0,0,0.0,0,2,1,33.3%
