Quarter,Time,Down,ToGo,Location,SFO,SEA,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Seahawks won the coin toss and deferred, 49ers to receive the opening kickoff.",,
1,15:00,,,SEA 35,0,0,"Sebastian Janikowski kicks off 65 yards, returned by Richie James for no gain (tackle by Maurice Alexander)",0.000,-0.280
1,14:55,1,10,SFO 14,0,0,Matt Breida left end for 3 yards (tackle by Poona Ford),-0.280,-0.370
1,14:17,2,7,SFO 17,0,0,Matt Breida right guard for 3 yards (tackle by Poona Ford and Frank Clark),-0.370,-0.680
1,13:33,3,4,SFO 20,0,0,Nick Mullens pass complete short middle to Jeff Wilson for 5 yards (tackle by Bradley McDougald),-0.680,0.610
1,12:48,1,10,SFO 25,0,0,Dante Pettis left end for -2 yards (tackle by Austin Calitro),0.610,-0.210
1,12:06,2,12,SFO 23,0,0,Nick Mullens pass complete short right to Kyle Juszczyk for 7 yards (tackle by Frank Clark),-0.210,0.040
1,11:23,3,5,SFO 30,0,0,Nick Mullens sacked by Bobby Wagner for -9 yards,0.040,-1.960
1,10:47,4,14,SFO 21,0,0,"Bradley Pinion punts 38 yards, returned by Tyler Lockett for -4 yards (tackle by Marcell Harris)",-1.960,-1.400
1,10:37,1,10,SEA 37,0,0,Chris Carson right tackle for 5 yards (tackle by Earl Mitchell),1.400,1.530
1,10:08,2,5,SEA 42,0,0,Chris Carson left guard for 3 yards (tackle by Arik Armstead),1.530,1.220
1,9:30,3,2,SEA 45,0,0,Chris Carson up the middle for 1 yard (tackle by Fred Warner and Cassius Marsh),1.220,-0.320
1,8:57,,,,,,Timeout #1 by Seattle Seahawks,,
1,8:57,4,1,SEA 46,0,0,"Michael Dickson punts 47 yards, fair catch by Richie James at SF-7",-0.320,0.380
1,8:50,1,10,SFO 7,0,0,Jeff Wilson left guard for 3 yards (tackle by Poona Ford and Bobby Wagner),-0.380,-0.560
1,8:15,2,7,SFO 10,0,0,Jeff Wilson right end for no gain (tackle by Frank Clark),-0.560,-1.070
1,7:30,3,7,SFO 10,0,0,Nick Mullens pass complete short middle to George Kittle for 14 yards (tackle by Delano Hill and Tre Flowers),-1.070,0.540
1,6:44,1,10,SFO 24,0,0,Nick Mullens pass incomplete short middle intended for George Kittle (defended by Bobby Wagner),0.540,0.000
1,6:40,2,10,SFO 24,0,0,Nick Mullens pass complete short middle to George Kittle for 6 yards (tackle by Tedric Thompson),0.000,0.100
1,5:58,3,4,SFO 30,0,0,Nick Mullens pass incomplete short middle intended for Richie James,0.100,-1.370
1,5:55,4,4,SFO 30,0,0,"Bradley Pinion punts 44 yards, fair catch by Tyler Lockett at SEA-26",-1.370,-0.670
1,5:48,1,10,SEA 26,0,0,Russell Wilson left end for 4 yards (tackle by Fred Warner),0.670,0.670
1,5:14,2,6,SEA 30,0,0,Russell Wilson pass complete deep left to Jaron Brown for 45 yards (tackle by Jaquiski Tartt),0.670,3.910
1,4:40,1,10,SFO 25,0,0,Rashaad Penny up the middle for 3 yards (tackle by Earl Mitchell and DeForest Buckner),3.910,3.770
1,4:02,2,7,SFO 22,0,0,Rashaad Penny left end for 15 yards (tackle by Jaquiski Tartt),3.770,5.600
1,3:20,1,7,SFO 7,0,0,Chris Carson left end for 1 yard (tackle by Malcolm Smith),5.600,4.950
1,2:37,2,6,SFO 6,0,0,"Penalty on Germain Ifedi: False Start, 5 yards (no play)",4.950,4.020
1,2:18,2,11,SFO 11,0,0,Russell Wilson right guard for 7 yards (tackle by Malcolm Smith),4.020,4.490
1,1:32,3,4,SFO 4,0,6,"Russell Wilson pass complete short left to Jaron Brown for 4 yards, touchdown. Penalty on K'Waun Williams: Illegal Contact (Declined)",4.490,7.000
1,1:25,,,SFO 15,0,6,Sebastian Janikowski kicks extra point no good wide left,0.000,-1.000
1,1:25,,,SEA 35,0,6,"Sebastian Janikowski kicks off 65 yards, touchback.",0.000,0.610
1,1:25,1,10,SFO 25,0,6,Nick Mullens pass incomplete short middle. Penalty on Mike McGlinchey: Ineligible Downfield Pass (Declined),0.610,0.060
1,1:21,2,10,SFO 25,0,6,"Weston Richburg aborted snap, recovered by Nick Mullens at SF-11 (tackle by Bobby Wagner)",0.060,-3.060
1,0:40,3,24,SFO 11,0,6,Jeff Wilson right end for 11 yards (tackle by Shaquill Griffin and Delano Hill),-3.060,-1.900
1,0:02,4,13,SFO 22,0,6,"Bradley Pinion punts 45 yards, returned by Tyler Lockett for 1 yard (tackle by Tarvarius Moore). Penalty on Tarvarius Moore: Player Out of Bounds on Kick, 5 yards (no play)",-1.900,-2.320
