Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Jeff Wilson,SFO,15,61,0,4,33,2.2,28,1.9,0,
Matt Breida,SFO,5,6,0,0,3,0.6,3,0.6,0,
Nick Mullens,SFO,2,1,0,0,1,0.5,0,0.0,0,
Dante Pettis,SFO,1,-2,0,0,-2,-2.0,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Chris Carson,SEA,13,69,0,4,33,2.5,36,2.8,1,13.0
Rashaad Penny,SEA,7,65,1,3,43,6.1,22,3.1,1,7.0
Mike Davis,SEA,4,10,0,,1,0.3,9,2.3,0,
Russell Wilson,SEA,4,14,0,0,12,3.0,2,0.5,0,
Tyler Lockett,SEA,1,10,0,1,10,10.0,0,0.0,0,
