Quarter,Time,Down,ToGo,Location,ATL,ARI,Detail,EPB,EPA
1,1:15,1,10,ATL 20,0,7,Michael Turner left end for 2 yards (tackle by Roderick Hood),0.280,0.000
1,0:35,2,8,ATL 22,0,7,Jerious Norwood up the middle for 8 yards (tackle by Adrian Wilson and Karlos Dansby),0.000,0.940
Quarter,Time,Down,ToGo,Location,ATL,ARI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,ATL 30,0,7,Michael Turner left tackle for 13 yards (tackle by Roderick Hood),0.940,1.800
2,14:21,1,10,ATL 43,0,7,Matt Ryan pass complete short left to Michael Jenkins for 13 yards (tackle by Karlos Dansby),1.800,2.650
2,13:41,1,10,ARI 44,0,7,Matt Ryan pass complete short middle to Michael Turner for 7 yards (tackle by Darnell Dockett),2.650,3.060
2,13:13,2,3,ARI 37,0,7,Michael Turner up the middle for 6 yards (tackle by Gerald Hayes and Antrel Rolle),3.060,3.510
2,12:39,1,10,ARI 31,0,7,Matt Ryan pass complete short left to Harry Douglas for no gain,3.510,2.970
2,11:54,2,10,ARI 31,0,7,Matt Ryan pass complete short right to Roddy White for 10 yards (tackle by Dominique Rodgers-Cromartie). Penalty on Bertrand Berry: Defensive Offside (Declined),2.970,4.170
2,11:31,1,10,ARI 21,0,7,"Matt Ryan pass complete short right to Marcus Pollard for 1 yard (tackle by Adrian Wilson). Marcus Pollard fumbles (forced by Adrian Wilson), recovered by Jerious Norwood at ARI-20",4.170,3.760
2,10:48,2,9,ARI 20,0,7,Michael Turner up the middle for -1 yards (tackle by Gerald Hayes),3.760,2.940
2,10:08,3,10,ARI 21,0,7,Matt Ryan pass complete short left to Michael Jenkins for 9 yards,2.940,2.780
2,10:03,,,,0,7,Timeout #1 by Atlanta Falcons,0.000,2.780
2,10:03,4,1,ARI 12,3,7,Jason Elam 30 yard field goal good,2.780,3.000
2,,,,ATL 30,3,7,"Michael Koenen kicks off 62 yards, returned by J.J. Arrington for 20 yards (tackle by Coy Wire)",0.000,0.810
2,9:54,1,10,ARI 28,3,7,Kurt Warner pass incomplete short left intended for Larry Fitzgerald (defended by Kroy Biermann),0.810,0.260
2,9:52,2,10,ARI 28,3,7,Kurt Warner pass complete short right to Anquan Boldin for 1 yard (tackle by Domonique Foxworth),0.260,-0.300
2,9:10,3,9,ARI 29,3,13,"Kurt Warner pass complete short left to Anquan Boldin for 71 yards, touchdown",-0.300,7.000
2,,,,ATL 2,3,14,Neil Rackers kicks extra point good,0.000,0.000
2,,,,ARI 30,3,14,"Neil Rackers kicks off 71 yards, returned by Jerious Norwood for 24 yards (tackle by Aaron Francisco)",0.000,0.480
2,8:53,1,10,ATL 23,3,14,Matt Ryan pass complete short right to Roddy White for 7 yards (tackle by Gerald Hayes),0.480,0.880
2,8:21,2,3,ATL 30,3,14,Matt Ryan pass complete short right to Roddy White for 7 yards (tackle by Dominique Rodgers-Cromartie),0.880,1.400
2,7:58,1,10,ATL 37,3,14,Matt Ryan pass incomplete deep left intended for Roddy White,1.400,0.860
2,7:50,2,10,ATL 37,3,14,Matt Ryan pass incomplete short right intended for Michael Jenkins,0.860,0.170
2,7:46,3,10,ATL 37,3,14,Matt Ryan pass complete deep right to Michael Jenkins for 21 yards,0.170,2.790
2,7:15,1,10,ARI 42,3,14,Matt Ryan pass complete short right to Michael Jenkins for 5 yards (tackle by Roderick Hood),2.790,2.920
2,6:51,2,5,ARI 37,3,14,Michael Turner up the middle for -1 yards (tackle by Karlos Dansby),2.920,2.080
2,6:05,3,6,ARI 38,3,14,Matt Ryan pass complete short left to Roddy White for 8 yards (tackle by Dominique Rodgers-Cromartie),2.080,3.580
2,5:22,1,10,ARI 30,3,14,Matt Ryan pass incomplete short right intended for Jason Snelling,3.580,3.030
2,5:17,2,10,ARI 30,3,14,Matt Ryan pass complete short middle to Roddy White for 12 yards (tackle by Antrel Rolle),3.030,4.370
2,4:33,1,10,ARI 18,3,14,Matt Ryan for 2 yards (tackle by Dominique Rodgers-Cromartie),4.370,4.090
2,4:06,2,8,ARI 16,3,14,Michael Turner up the middle for 2 yards (tackle by Gerald Hayes and Calais Campbell),4.090,3.630
2,3:23,3,6,ARI 14,3,14,Matt Ryan pass complete short right to Brian Finneran for 7 yards (tackle by Roderick Hood),3.630,5.600
2,3:00,1,7,ARI 7,9,14,"Michael Turner left end for 7 yards, touchdown",5.600,7.000
2,,,,ARI 2,10,14,Jason Elam kicks extra point good,0.000,0.000
2,,,,ATL 30,10,14,"Michael Koenen kicks off 70 yards, touchback",0.000,0.280
2,2:55,1,10,ARI 20,10,14,Edgerrin James up the middle for no gain (tackle by Jonathan Babineaux),0.280,-0.270
2,2:14,2,10,ARI 20,10,14,Kurt Warner pass incomplete short middle intended for Stephen Spach,-0.270,-0.960
2,2:10,3,10,ARI 20,10,14,Kurt Warner pass incomplete short middle intended for Jerheme Urban is intercepted by Chevis Jackson at ARI-23,-0.960,-4.040
2,2:03,1,10,ARI 23,10,14,Matt Ryan pass complete short right to Marcus Pollard for 6 yards (tackle by Chike Okeafor),4.040,4.380
2,1:57,2,4,ARI 17,10,14,Michael Turner up the middle for 4 yards (tackle by Karlos Dansby),4.380,4.710
2,1:20,1,10,ARI 13,10,14,"Penalty on Gabe Watson: Defensive Offside, 5 yards (no play)",4.710,5.860
2,1:18,1,5,ARI 8,10,14,Matt Ryan pass incomplete short left intended for Roddy White,5.860,4.960
2,1:12,,,,10,14,Timeout #2 by Atlanta Falcons,0.000,4.960
2,1:12,2,5,ARI 8,10,14,Michael Turner up the middle for 1 yard (tackle by Antonio Smith),4.960,4.330
2,0:32,3,4,ARI 7,10,14,Matt Ryan pass complete short right to Roddy White for 5 yards (tackle by Dominique Rodgers-Cromartie),4.330,6.740
2,0:27,1,2,ARI 2,16,14,"Matt Ryan pass complete short right to Justin Peelle for 2 yards, touchdown",6.740,7.000
2,,,,ARI 2,17,14,Jason Elam kicks extra point good,0.000,0.000
2,,,,ATL 30,17,14,"Michael Koenen kicks off 76 yards, returned by J.J. Arrington for 22 yards (tackle by Eric Weems)",0.000,-0.140
2,0:17,1,10,ARI 16,17,14,Kurt Warner pass complete short left to Larry Fitzgerald for no gain,-0.140,-0.660
Quarter,Time,Down,ToGo,Location,ATL,ARI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ARI 30,17,14,"Neil Rackers kicks off 73 yards, returned by Jerious Norwood for 30 yards (tackle by Neil Rackers)",0.000,0.740
3,14:53,1,10,ATL 27,17,14,Matt Ryan pass complete short left to Justin Peelle for 3 yards (tackle by Chike Okeafor),0.740,0.600
3,14:17,2,7,ATL 30,17,20,"Matt Ryan for no gain. Matt Ryan fumbles, recovered by Antrel Rolle at ATL-27 and returned for 27 yards, touchdown",0.600,-7.000
3,,,,ATL 2,17,21,Neil Rackers kicks extra point good,0.000,0.000
3,,,,ARI 30,17,21,"Neil Rackers kicks off 70 yards, touchback",0.000,0.280
3,14:08,,,,17,21,Timeout #1 by Arizona Cardinals,0.000,0.280
3,14:08,1,10,ATL 20,17,21,Michael Turner right tackle for -1 yards (tackle by Karlos Dansby),0.280,-0.460
3,13:30,2,11,ATL 19,17,21,"Matt Ryan pass complete short right to Roddy White for 11 yards (tackle by Dominique Rodgers-Cromartie). Penalty on Harvey Dahl: Offensive Holding, 9 yards (no play)",-0.460,-1.510
3,13:07,2,20,ATL 10,17,21,Matt Ryan pass incomplete short middle intended for Jason Snelling,-1.510,-2.590
3,13:03,3,20,ATL 10,17,21,"Penalty on Matt Ryan: Delay of Game, 5 yards (no play)",-2.590,-3.180
3,13:03,3,25,ATL 5,17,21,Matt Ryan pass incomplete deep right intended for Michael Jenkins,-3.180,-2.490
3,12:58,4,25,ATL 5,17,21,"Michael Koenen punts 48 yards. Penalty on Thomas DeCoud: Interference with Opportunity to Catch, 15 yards",-2.490,-3.050
3,12:47,1,10,ATL 38,17,21,Edgerrin James up the middle for 5 yards (tackle by Curtis Lofton),3.050,3.180
3,12:08,2,5,ATL 33,17,21,Kurt Warner pass incomplete deep left intended for Larry Fitzgerald,3.180,2.480
3,12:02,3,5,ATL 33,17,21,Kurt Warner pass incomplete short left intended for Larry Fitzgerald,2.480,1.170
3,11:59,4,5,ATL 33,17,21,Neil Rackers 51 yard field goal no good,1.170,-1.660
3,11:57,1,10,ATL 41,17,21,Michael Turner up the middle for 1 yard (tackle by Antonio Smith),1.660,1.260
3,11:21,2,9,ATL 42,17,21,Matt Ryan pass complete short left to Roddy White for 4 yards (tackle by Dominique Rodgers-Cromartie),1.260,1.090
3,10:43,3,5,ATL 46,17,21,Matt Ryan pass incomplete short right intended for Roddy White (defended by Dominique Rodgers-Cromartie),1.090,-0.320
3,10:38,4,5,ATL 46,17,21,Michael Koenen punts 30 yards,-0.320,-0.540
3,10:31,1,10,ARI 24,17,21,Edgerrin James up the middle for 2 yards (tackle by Grady Jackson),0.540,0.270
3,9:54,2,8,ARI 26,17,21,Edgerrin James up the middle for 6 yards (tackle by Curtis Lofton and Erik Coleman),0.270,0.370
3,9:17,3,2,ARI 32,17,21,Kurt Warner pass complete short middle to Stephen Spach for 5 yards (tackle by Erik Coleman),0.370,1.400
3,8:35,1,10,ARI 37,17,21,Edgerrin James up the middle for 1 yard (tackle by John Abraham and Coy Wire),1.400,0.990
3,7:56,2,9,ARI 38,17,21,Kurt Warner pass complete short right to Terrelle Smith for 4 yards (tackle by Coy Wire),0.990,0.830
3,7:28,3,5,ARI 42,17,21,Kurt Warner for 6 yards (tackle by Keith Brooking),0.830,2.130
3,7:02,1,10,ARI 48,17,21,Edgerrin James right end for 10 yards (tackle by Lawyer Milloy and Erik Coleman),2.130,2.790
3,6:40,1,10,ATL 42,17,21,Tim Hightower up the middle for 3 yards (tackle by Coy Wire and Kindal Moorehead),2.790,2.650
3,5:59,2,7,ATL 39,17,21,Kurt Warner pass complete short left to Jerheme Urban for 5 yards (tackle by Erik Coleman),2.650,2.610
3,5:41,3,2,ATL 34,17,21,Kurt Warner pass complete short right to Edgerrin James for 9 yards (tackle by Keith Brooking),2.610,3.910
3,4:58,1,10,ATL 25,17,21,Tim Hightower right tackle for 5 yards (tackle by Lawyer Milloy),3.910,4.040
3,4:16,2,5,ATL 20,17,21,Tim Hightower up the middle for 2 yards (tackle by Coy Wire and Grady Jackson),4.040,3.660
3,3:39,3,3,ATL 18,17,21,Kurt Warner pass complete short middle to Steve Breaston for 14 yards (tackle by Jamaal Fudge),3.660,6.280
3,2:54,1,4,ATL 4,17,27,"Tim Hightower left end for 4 yards, touchdown",6.280,7.000
3,,,,ATL 2,17,28,Neil Rackers kicks extra point good,0.000,0.000
3,,,,ARI 30,17,28,"Neil Rackers kicks off 70 yards, touchback",0.000,0.280
3,2:48,1,10,ATL 20,17,28,Matt Ryan pass incomplete deep right intended for Roddy White is intercepted by Dominique Rodgers-Cromartie at ARI-38,0.280,-1.470
3,2:39,1,10,ARI 38,17,28,Edgerrin James right tackle for 5 yards (tackle by Coy Wire),1.470,1.600
3,1:59,2,5,ARI 43,17,28,Edgerrin James up the middle for no gain (tackle by Chris Houston),1.600,0.890
3,1:15,3,5,ARI 43,17,28,Kurt Warner pass incomplete,0.890,-0.520
3,1:06,4,5,ARI 43,17,28,Ben Graham punts 41 yards,-0.520,0.140
3,0:57,1,10,ATL 16,17,28,Michael Turner left tackle for no gain (tackle by Bertrand Berry),-0.140,-0.660
3,0:20,2,10,ATL 16,17,28,Jerious Norwood up the middle for 4 yards (tackle by Adrian Wilson),-0.660,-0.820
Quarter,Time,Down,ToGo,Location,ATL,ARI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,6,ATL 20,17,28,Matt Ryan pass incomplete short left intended for Michael Jenkins,-0.820,-2.030
4,14:56,4,6,ATL 20,17,28,"Michael Koenen punts 36 yards, fair catch by Steve Breaston",-2.030,-1.860
4,14:49,1,10,ARI 44,17,28,"Edgerrin James right tackle for 5 yards (tackle by Curtis Lofton and Coy Wire). Penalty on Curtis Lofton: Face Mask (15 Yards), 15 yards",1.860,3.180
4,14:24,1,10,ATL 36,17,28,Kurt Warner pass complete short right to J.J. Arrington for -3 yards (tackle by Chauncey Davis),3.180,2.230
4,13:42,2,13,ATL 39,17,28,Kurt Warner pass complete short right to Jerheme Urban for 2 yards (tackle by Chauncey Davis),2.230,1.820
4,13:00,3,11,ATL 37,17,28,Kurt Warner pass incomplete deep left intended for Steve Breaston,1.820,0.790
4,12:54,4,11,ATL 37,17,28,"Ben Graham punts 31 yards. Penalty on Chris Houston: Offensive Holding, 3 yards",0.790,0.380
4,12:44,1,10,ATL 3,17,30,"Matt Ryan sacked by Antonio Smith for -3 yards, safety. Penalty on Darnell Dockett: Unsportsmanlike Conduct, 15 yards",-0.380,-2.000
4,,,,ATL 35,17,30,"Michael Koenen kicks off 62 yards, muffed by Steve Breaston, recovered by Steve Breaston at ARZ-3, and returned for 12 yards. Penalty on Kenny Iwebema: Personal Foul",0.000,-0.380
4,12:33,1,10,ARI 8,17,30,Kurt Warner pass complete short right to Larry Fitzgerald for 8 yards (tackle by Domonique Foxworth),-0.380,-0.090
4,11:50,2,2,ARI 16,17,30,Edgerrin James up the middle for 6 yards (tackle by Keith Brooking),-0.090,0.410
4,11:07,1,10,ARI 22,17,30,"Penalty on Lyle Sendlein: False Start, 5 yards (no play)",0.410,-0.120
4,10:43,1,15,ARI 17,17,30,Kurt Warner pass complete short right to Stephen Spach for 6 yards (tackle by Keith Brooking),-0.120,0.000
4,10:00,2,9,ARI 23,17,30,"Edgerrin James left end for -2 yards (tackle by Kroy Biermann). Penalty on Lyle Sendlein: Offensive Holding, 10 yards (no play)",0.000,-1.430
4,9:28,2,19,ARI 13,17,30,Tim Hightower up the middle for 7 yards (tackle by Coy Wire and Kroy Biermann),-1.430,-1.090
4,8:42,3,12,ARI 20,17,30,Kurt Warner pass complete short middle to Larry Fitzgerald for 6 yards (tackle by Stephen Nicholas),-1.090,-1.630
4,8:02,4,6,ARI 26,17,30,"Ben Graham punts 42 yards, returned by Harry Douglas for 10 yards (tackle by Matt Ware)",-1.630,-1.730
4,7:51,1,10,ATL 42,17,30,Matt Ryan pass incomplete deep left intended for Harry Douglas,1.730,1.190
4,7:45,2,10,ATL 42,17,30,Matt Ryan pass complete short right to Brian Finneran for 4 yards (tackle by Antrel Rolle),1.190,1.030
4,7:10,3,6,ATL 46,17,30,Matt Ryan pass incomplete short left intended for Michael Jenkins (defended by Roderick Hood),1.030,-0.320
4,7:03,4,6,ATL 46,17,30,Matt Ryan pass complete short left to Jerious Norwood for 28 yards (tackle by Aaron Francisco),-0.320,3.840
4,7:03,1,10,ARI 26,17,30,Matt Ryan pass complete short middle to Justin Peelle for 6 yards (tackle by Gerald Hayes),3.840,4.110
4,5:54,2,4,ARI 20,17,30,Matt Ryan pass complete short left to Michael Jenkins for 3 yards (tackle by Roderick Hood),4.110,3.950
4,5:32,3,1,ARI 17,17,30,Matt Ryan up the middle for 2 yards (tackle by Bertrand Berry),3.950,4.580
4,4:57,1,10,ARI 15,17,30,"Penalty on Bertrand Berry: Defensive Offside, 5 yards (no play)",4.580,5.740
4,4:53,1,5,ARI 10,17,30,Matt Ryan pass complete short right to Roddy White for 5 yards (tackle by Dominique Rodgers-Cromartie),5.740,6.060
4,4:19,1,5,ARI 5,23,30,"Matt Ryan pass complete short right to Roddy White for 5 yards, touchdown",6.060,7.000
4,,,,ARI 2,24,30,Jason Elam kicks extra point good,0.000,0.000
4,,,,ATL 30,24,30,"Michael Koenen kicks off 73 yards, returned by J.J. Arrington for 23 yards (tackle by Eric Weems)",0.000,0.280
4,4:10,1,10,ARI 20,24,30,Kurt Warner pass complete short middle to Larry Fitzgerald for 15 yards (tackle by Chris Houston),0.280,1.270
4,3:25,1,10,ARI 35,24,30,Edgerrin James right end for no gain (tackle by Keith Brooking),1.270,0.720
4,3:18,,,,24,30,Timeout #1 by Atlanta Falcons,0.000,0.720
4,3:18,2,10,ARI 35,24,30,Kurt Warner pass complete deep left to Steve Breaston for 25 yards (tackle by Lawyer Milloy),0.720,2.920
4,2:29,1,10,ATL 40,24,30,Tim Hightower right end for 2 yards (tackle by Curtis Lofton and Chris Houston),2.920,2.640
4,2:21,,,,24,30,Timeout #2 by Atlanta Falcons,0.000,2.640
4,2:21,2,8,ATL 38,24,30,Steve Breaston up the middle for -8 yards (tackle by John Abraham),2.640,0.890
4,2:17,,,,24,30,Timeout #3 by Atlanta Falcons,0.000,0.890
4,2:17,3,16,ATL 46,24,30,Kurt Warner pass complete deep middle to Stephen Spach for 23 yards (tackle by Lawyer Milloy),0.890,4.040
4,2:00,1,10,ATL 23,24,30,Kurt Warner kneels for -3 yards,4.040,3.090
4,1:17,2,13,ATL 26,24,30,Kurt Warner kneels for -1 yards,3.090,2.280
4,0:36,3,14,ATL 27,24,30,Kurt Warner kneels for -2 yards,2.280,1.500
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
