0,1
Officials,Officials
Referee,John Parry
Umpire,Carl Paganelli
Head Linesman,Derick Bowers
Line Judge,Ron Marinucci
Back Judge,Perry Paganelli
Side Judge,James Coleman
Field Judge,Craig Wrolstad
