Quarter,Time,Down,ToGo,Location,IND,NOR,Detail,EPB,EPA
1,8:53,3,1,NOR 34,7,0,Peyton Manning pass complete to Ricky Williams for 8 yards (tackle by Derrick Rodgers),2.680,3.840
1,8:10,1,10,NOR 26,7,0,Peyton Manning pass incomplete intended for Marvin Harrison,3.840,3.300
1,8:03,2,10,NOR 26,7,0,Ricky Williams left tackle for 1 yard (tackle by Darrin Smith),3.300,2.740
1,7:24,3,9,NOR 25,7,0,Peyton Manning pass complete to Ricky Williams for 11 yards (tackle by Ashley Ambrose),2.740,4.650
1,6:39,1,10,NOR 14,13,0,"Peyton Manning pass complete to Marvin Harrison for 14 yards, touchdown",4.650,7.000
1,,,,NOR 2,14,0,Mike Vanderjagt kicks extra point good,0.000,0.000
1,,,,IND 30,14,0,"Mike Vanderjagt kicks off 65 yards, returned by Michael Lewis for 17 yards (tackle by Cory Bird)",,
1,6:29,1,10,NOR 22,14,0,Aaron Brooks pass incomplete intended for Jerome Pathon,0.410,-0.130
1,6:24,2,10,NOR 22,14,0,Aaron Brooks for 5 yards (tackle by Montae Reagor),-0.130,-0.160
1,5:53,3,5,NOR 27,14,0,Aaron Brooks pass complete to Joe Horn for 9 yards (tackle by Mike Doss),-0.160,1.330
1,5:08,1,10,NOR 36,14,0,Deuce McAllister for 13 yards (tackle by Walt Harris),1.330,2.190
1,4:39,1,10,NOR 49,14,0,Deuce McAllister up the middle for 17 yards (tackle by Mike Doss),2.190,3.310
1,4:01,1,10,IND 34,14,0,Deuce McAllister right guard for 5 yards (tackle by David Thornton),3.310,3.450
1,3:21,2,5,IND 29,14,0,Aaron Brooks pass complete to Joe Horn for -2 yards (tackle by Nick Harper),3.450,2.480
1,2:34,3,7,IND 31,14,0,Aaron Brooks pass incomplete intended for Jerome Pathon (defended by Robert Mathis),2.480,1.320
1,2:28,4,7,IND 31,14,0,John Carney right end for 3 yards (tackle by Cory Bird),1.320,-0.810
1,2:21,1,10,IND 28,14,0,James Mungro left end for 8 yards (tackle by Jay Bellamy),0.810,1.340
1,1:38,2,2,IND 36,14,0,James Mungro left end for 5 yards (tackle by Henry Ford),1.340,1.660
1,1:02,1,10,IND 41,14,0,Peyton Manning pass complete to Marcus Pollard for 18 yards (tackle by Derrick Rodgers),1.660,2.850
1,0:16,1,10,NOR 41,14,0,James Mungro left end for 3 yards (tackle by Grady Jackson),2.850,2.710
Quarter,Time,Down,ToGo,Location,IND,NOR,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,7,NOR 38,14,0,Peyton Manning pass incomplete intended for Marcus Pollard (defended by Jay Bellamy),2.710,2.020
2,14:54,3,7,NOR 38,14,0,"Peyton Manning pass complete to Ricky Williams for 17 yards (tackle by Charles Grant). Penalty on Adam Meadows: Offensive Holding, 10 yards (no play)",2.020,0.700
2,14:21,3,17,NOR 48,14,0,Peyton Manning sacked by Grady Jackson for -9 yards,0.700,-0.520
2,13:43,4,26,IND 43,14,0,"Hunter Smith punts 52 yards, returned by Michael Lewis for 11 yards (tackle by David Thornton)",-0.520,0.140
2,13:37,1,10,NOR 16,14,0,Deuce McAllister right guard for 5 yards (tackle by Josh Williams),-0.140,0.150
2,13:00,2,5,NOR 21,14,0,Aaron Brooks pass complete to Deuce McAllister for 4 yards (tackle by Mike Doss),0.150,-0.200
2,12:19,3,1,NOR 25,14,0,Deuce McAllister right guard for 4 yards (tackle by David Thornton),-0.200,0.870
2,11:41,1,10,NOR 29,14,0,Deuce McAllister left tackle for 2 yards (tackle by Larry Tripplett and David Thornton),0.870,0.600
2,11:02,2,8,NOR 31,14,0,Deuce McAllister left guard for 3 yards (tackle by Rob Morris),0.600,0.300
2,10:22,3,5,NOR 34,14,0,Aaron Brooks pass incomplete intended for Ernie Conwell,0.300,-1.110
2,10:15,4,5,NOR 34,14,0,"Mitch Berger punts 49 yards, muffed catch by Brad Pyatt, recovered by Brad Pyatt and returned for 4 yards (tackle by Kevin Houser)",-1.110,-0.340
2,10:05,1,10,IND 21,20,0,"Peyton Manning pass complete to Marvin Harrison for 79 yards, touchdown",0.340,7.000
2,,,,NOR 2,21,0,Mike Vanderjagt kicks extra point good,0.000,0.000
2,,,,IND 30,21,0,"Mike Vanderjagt kicks off 62 yards, returned by Michael Lewis for 29 yards (tackle by David Macklin)",0.000,1.400
2,9:43,1,10,NOR 37,21,0,Aaron Brooks pass incomplete (defended by Montae Reagor),1.400,0.860
2,9:38,2,10,NOR 37,21,0,Aaron Brooks pass complete to Deuce McAllister for 8 yards (tackle by Nick Harper),0.860,1.220
2,9:00,3,2,NOR 45,21,0,Aaron Brooks pass complete to Joe Horn for 9 yards (tackle by Walt Harris),1.220,2.520
2,8:21,1,10,IND 46,21,0,Deuce McAllister up the middle for 5 yards (tackle by David Thornton and Mike Doss),2.520,2.650
2,7:42,2,5,IND 41,21,0,Aaron Brooks pass complete to Donte Stallworth for 17 yards (tackle by Idrees Bashir),2.650,3.970
2,7:04,1,10,IND 24,21,0,Deuce McAllister left guard for 4 yards (tackle by Raheem Brock),3.970,3.970
2,6:21,2,6,IND 20,21,0,Aaron Brooks pass incomplete intended for Donte Stallworth,3.970,3.270
2,6:14,3,6,IND 20,21,0,Aaron Brooks pass incomplete intended for Ernie Conwell,3.270,2.150
2,6:09,4,6,IND 20,21,3,John Carney 38 yard field goal good,2.150,3.000
2,,,,NOR 30,21,3,"Mitch Berger kicks off 70 yards, returned by Brad Pyatt for 50 yards (tackle by Michael Lewis)",0.000,2.260
2,5:56,1,10,NOR 50,21,3,Peyton Manning pass complete to Marcus Pollard for 16 yards (tackle by Darrin Smith),2.260,3.310
2,5:17,1,10,NOR 34,21,3,Ricky Williams left tackle for 4 yards (tackle by Charles Grant),3.310,3.310
2,4:39,2,6,NOR 30,21,3,Peyton Manning up the middle for 1 yard (tackle by Charles Grant and Roger Knight),3.310,2.740
2,3:57,3,5,NOR 29,21,3,Peyton Manning pass complete to Ricky Williams for 4 yards (tackle by Darrin Smith),2.740,1.950
2,3:17,4,1,NOR 25,24,3,Mike Vanderjagt 41 yard field goal good,1.950,3.000
2,,,,IND 30,24,3,"Mike Vanderjagt kicks off 68 yards, returned by Michael Lewis for 27 yards (tackle by Cory Bird)",0.000,0.870
2,3:05,1,10,NOR 29,24,3,Aaron Brooks pass complete to Joe Horn for 4 yards (tackle by David Thornton),0.870,0.870
2,2:39,2,6,NOR 33,24,3,Aaron Brooks pass complete to Deuce McAllister for 5 yards (tackle by David Thornton),0.870,0.830
2,2:15,3,1,NOR 38,24,3,Deuce McAllister left guard for 3 yards (tackle by David Thornton),0.830,1.660
2,2:06,,,,24,3,Timeout #1 by New Orleans Saints,0.000,1.660
2,2:06,1,10,NOR 41,24,3,Aaron Brooks pass complete to Jerome Pathon for 30 yards (tackle by Idrees Bashir),1.660,3.640
2,1:58,1,10,IND 29,24,3,Deuce McAllister left guard for 12 yards (tackle by Rob Morris),3.640,4.440
2,1:35,1,10,IND 17,24,3,Aaron Brooks pass complete to Ernie Conwell for 11 yards (tackle by David Thornton),4.440,5.830
2,1:03,,,,24,3,Timeout #2 by Indianapolis Colts,0.000,5.830
2,1:03,1,6,IND 6,24,3,Deuce McAllister right guard for 5 yards (tackle by Nick Harper and Walt Harris),5.830,5.910
,,,,,,,"Replay Assistant challenged the ruling, and the original play was overturned.",,
2,0:57,2,1,IND 1,24,9,"Deuce McAllister right tackle for 1 yard, touchdown",5.910,7.000
2,,,,IND 2,24,10,John Carney kicks extra point good,0.000,0.000
2,,,,NOR 30,24,10,"Mitch Berger kicks off 59 yards, returned by Troy Walters for 19 yards (tackle by Deveron Harper). Penalty on Keyuo Craver: Offside on Free Kick (Offsetting), Penalty on Jason Doering: Offensive Holding (Offsetting) (no play)",0.000,0.000
2,,,,NOR 30,24,10,"Mitch Berger kicks off 70 yards, touchback",0.000,0.280
2,0:35,1,10,IND 20,24,10,Peyton Manning pass complete to Dominic Rhodes for 4 yards (tackle by Kenny Smith),0.280,0.270
Quarter,Time,Down,ToGo,Location,IND,NOR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NOR 30,24,10,"Mitch Berger kicks off 64 yards, returned by Troy Walters for 17 yards (tackle by Fred McAfee)",0.000,0.480
3,14:56,1,10,IND 23,24,10,Ricky Williams left tackle for 5 yards (tackle by Grady Jackson and Derrick Rodgers),0.480,0.610
3,14:18,2,5,IND 28,24,10,Peyton Manning pass complete to Marvin Harrison for 17 yards (tackle by Victor Green),0.610,1.930
3,13:47,1,10,IND 45,24,10,Ricky Williams right tackle for 8 yards (tackle by Darrin Smith and Fred Thomas),1.930,2.460
3,13:01,2,2,NOR 47,24,10,Ricky Williams left tackle for 7 yards (tackle by Victor Green),2.460,2.920
3,12:22,1,10,NOR 40,24,10,Ricky Williams left tackle for 4 yards (tackle by Roger Knight),2.920,2.910
3,11:38,2,6,NOR 36,24,10,Peyton Manning pass complete to Marvin Harrison for 10 yards (tackle by Fred Thomas). Penalty on Derrick Rodgers: Defensive Offside (Declined),2.910,3.840
3,11:05,1,10,NOR 26,24,10,Ricky Williams left tackle for 7 yards (tackle by Victor Green),3.840,4.270
3,10:22,2,3,NOR 19,24,10,James Mungro up the middle for -5 yards (tackle by Roger Knight),4.270,2.870
3,9:39,3,8,NOR 24,24,10,Peyton Manning pass incomplete intended for Dallas Clark,2.870,1.870
3,9:32,4,8,NOR 24,27,10,Mike Vanderjagt 42 yard field goal good,1.870,3.000
3,,,,IND 30,27,10,"Mike Vanderjagt kicks off 68 yards, returned by Michael Lewis for 24 yards (tackle by Jim Nelson)",0.000,0.670
3,9:20,1,10,NOR 26,27,10,"Aaron Brooks sacked by Marcus Washington for -8 yards. Aaron Brooks fumbles (forced by Marcus Washington), recovered by Marcus Washington at NOR-12 (tackle by Ernie Conwell)",0.670,-4.780
3,9:12,1,10,NOR 12,27,10,Dominic Rhodes right guard for no gain (tackle by Grady Jackson and Darrin Smith),4.780,4.100
3,8:32,2,10,NOR 12,33,10,"Peyton Manning pass complete to Dominic Rhodes for 12 yards, touchdown",4.100,7.000
3,,,,NOR 2,34,10,Mike Vanderjagt kicks extra point good,0.000,0.000
3,,,,IND 30,34,10,"Mike Vanderjagt kicks off 69 yards, returned by Fred McAfee for 19 yards (tackle by Gary Brackett). Penalty on Orlando Ruff: Offensive Holding, 10 yards",0.000,-0.380
3,8:16,1,10,NOR 10,34,10,Aaron Brooks pass complete to Ernie Conwell for 10 yards (tackle by Jim Nelson),-0.380,0.280
3,7:51,1,10,NOR 20,34,10,Aaron Brooks pass complete to Deuce McAllister for 8 yards (tackle by Nick Harper),0.280,0.810
3,7:23,2,2,NOR 28,34,10,Aaron Brooks pass complete to Ernie Conwell for 8 yards (tackle by David Thornton),0.810,1.330
3,6:59,1,10,NOR 36,34,10,Aaron Brooks pass incomplete intended for Donte Stallworth,1.330,0.790
3,6:54,2,10,NOR 36,34,10,Aaron Brooks pass complete to Ernie Conwell for 32 yards (tackle by Idrees Bashir),0.790,3.450
3,6:19,1,10,IND 32,34,10,Deuce McAllister right tackle for no gain (tackle by David Thornton and Montae Reagor),3.450,2.900
3,5:52,2,10,IND 32,34,10,Aaron Brooks pass complete to Boo Williams for 7 yards (tackle by David Thornton),2.900,3.140
3,5:23,3,3,IND 25,34,10,Aaron Brooks pass incomplete intended for Donte Stallworth (defended by Walt Harris),3.140,1.900
3,5:16,4,3,IND 25,34,13,John Carney 43 yard field goal good,1.900,3.000
3,,,,NOR 30,34,13,"Mitch Berger kicks off 65 yards, returned by Troy Walters for 23 yards (tackle by James Allen)",0.000,0.810
3,5:05,1,10,IND 28,34,13,Peyton Manning pass incomplete intended for Marvin Harrison (defended by Jay Bellamy),0.810,0.260
3,4:58,2,10,IND 28,34,13,Dominic Rhodes left end for 9 yards (tackle by Roger Knight and Jay Bellamy),0.260,0.760
3,4:12,3,1,IND 37,34,13,Dominic Rhodes left end for 14 yards (tackle by Victor Green and Jay Bellamy),0.760,2.320
3,3:28,1,10,NOR 49,34,13,Peyton Manning pass complete to Reggie Wayne for 14 yards (tackle by Ashley Ambrose),2.320,3.250
3,2:54,1,10,NOR 35,34,13,"Dominic Rhodes right end for 8 yards (tackle by Jay Bellamy and Fred Thomas). Penalty on Marcus Pollard: Offensive Holding, 10 yards",3.250,3.120
3,2:22,1,12,NOR 37,34,13,Peyton Manning pass complete to Reggie Wayne for 5 yards (tackle by Ashley Ambrose),3.120,3.110
3,1:46,2,7,NOR 32,40,13,"Peyton Manning pass complete to Marvin Harrison for 32 yards, touchdown. Penalty on Charles Grant: Unnecessary Roughness, 15 yards",3.110,7.000
3,,,,NOR 2,41,13,Mike Vanderjagt kicks extra point good,0.000,0.000
3,,,,IND 45,41,13,"Mike Vanderjagt kicks off 55 yards, touchback",0.000,0.280
3,1:38,1,10,NOR 20,41,13,"Penalty on Spencer Folau: False Start, 5 yards (no play)",0.280,-0.310
3,1:38,1,15,NOR 15,41,13,Aaron Brooks pass complete to Joe Horn for 6 yards (tackle by Jim Nelson),-0.310,-0.130
3,1:09,2,9,NOR 21,41,13,"Aaron Brooks pass incomplete intended for Ernie Conwell is intercepted by Jim Nelson at NOR-30 and returned for 10 yards (tackle by Deuce McAllister). Jim Nelson fumbles (forced by Deuce McAllister), recovered by Jim Nelson at NOR-18",-0.130,-4.370
3,0:59,1,10,NOR 18,41,13,Peyton Manning pass incomplete intended for James Mungro,4.370,3.800
3,0:51,2,10,NOR 18,41,13,Peyton Manning pass complete to Reggie Wayne for 7 yards (tackle by Jay Bellamy),3.800,4.260
3,0:10,3,3,NOR 11,47,13,"Peyton Manning pass complete to Dallas Clark for 11 yards, touchdown",4.260,7.000
3,,,,NOR 2,48,13,Mike Vanderjagt kicks extra point good,0.000,0.000
3,,,,IND 30,48,13,"Mike Vanderjagt kicks off 66 yards, returned by Fred McAfee for 7 yards (tackle by Gary Brackett)",0.000,-0.370
Quarter,Time,Down,ToGo,Location,IND,NOR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,NOR 11,48,13,Deuce McAllister right guard for 20 yards (tackle by Idrees Bashir and Mike Doss),-0.370,1.000
4,14:32,1,10,NOR 31,48,13,Aaron Brooks pass incomplete intended for Deuce McAllister,1.000,0.460
4,14:27,2,10,NOR 31,54,13,"Aaron Brooks sacked for -12 yards. Aaron Brooks fumbles, recovered by Dwight Freeney at NOR-19 and returned for 19 yards, touchdown",0.460,-7.000
4,,,,NOR 2,55,13,Mike Vanderjagt kicks extra point good,0.000,0.000
4,,,,IND 30,55,13,"Mike Vanderjagt kicks off 68 yards, returned by Fred McAfee for 19 yards (tackle by Robert Mathis)",0.000,0.340
4,14:11,,,,55,13,Timeout #2 by Indianapolis Colts,0.000,0.340
4,14:11,1,10,NOR 21,55,13,Ki-Jana Carter left guard for 1 yard (tackle by David Thornton),0.340,-0.070
4,13:41,2,9,NOR 22,55,13,Ki-Jana Carter left tackle for 2 yards (tackle by Mike Doss),-0.070,-0.490
4,13:06,3,7,NOR 24,55,13,Todd Bouman pass complete to Ernie Conwell for 14 yards (tackle by Clifton Crosby),-0.490,1.470
4,12:30,1,10,NOR 38,55,13,Todd Bouman pass complete to Joe Horn for 19 yards (tackle by Clifton Crosby),1.470,2.720
4,11:53,1,10,IND 43,55,13,Todd Bouman pass incomplete intended for Ki-Jana Carter,2.720,2.180
4,11:48,2,10,IND 43,55,13,Ki-Jana Carter up the middle for 31 yards (tackle by Mike Doss),2.180,4.780
4,11:18,1,10,IND 12,55,13,"Ki-Jana Carter right end for no gain (tackle by Mike Doss). Penalty on Terrelle Smith: Offensive Holding, 10 yards (no play)",4.780,4.110
4,10:52,1,20,IND 22,55,13,James Fenderson up the middle for 6 yards (tackle by David Thornton),4.110,3.530
4,10:15,2,14,IND 16,55,13,Todd Bouman pass complete to James Fenderson for 5 yards (tackle by David Thornton),3.530,3.290
4,9:38,3,9,IND 11,55,19,"Todd Bouman pass complete to Jerome Pathon for 11 yards, touchdown",3.290,7.000
4,,,,,55,21,"Two Point Attempt: Todd Bouman pass complete to James Fenderson, conversion succeeds",1.000,1.000
4,,,,NOR 30,55,21,"John Carney kicks onside 13 yards, recovered by James Mungro and returned for 2 yards",0.000,2.850
4,9:29,1,10,NOR 41,55,21,James Mungro left end for -1 yards (tackle by Darrin Smith and Roger Knight),2.850,2.170
4,8:49,2,11,NOR 42,55,21,"Brock Huard for no gain. Brock Huard fumbles, recovered by James Mungro at NOR-45",2.170,1.090
4,8:08,3,14,NOR 45,55,21,Brock Huard pass incomplete intended for Troy Walters,1.090,0.270
4,8:04,4,14,NOR 45,55,21,"Hunter Smith punts 36 yards, fair catch by Donte Stallworth",0.270,0.380
4,7:55,1,10,NOR 9,55,21,"Todd Bouman pass complete to Ernie Conwell for 13 yards (tackle by Cory Bird). Ernie Conwell fumbles (forced by Cory Bird), recovered by Ernie Conwell at NOR-22",-0.380,0.410
4,7:09,1,10,NOR 22,55,21,Todd Bouman pass incomplete intended for Terrelle Smith (defended by Brad Scioli),0.410,-0.130
4,7:04,2,10,NOR 22,55,21,Ki-Jana Carter right guard for 2 yards (tackle by Chad Bratzke),-0.130,-0.560
4,6:23,3,8,NOR 24,55,21,Todd Bouman pass incomplete intended for Jerome Pathon (defended by Nick Harper),-0.560,-1.770
4,6:14,4,8,NOR 24,55,21,"Mitch Berger punts 42 yards, returned by Troy Walters for 5 yards (tackle by Kevin Houser)",-1.770,-1.530
4,6:02,1,10,IND 39,55,21,James Mungro left end for 1 yard (tackle by Derrick Rodgers),1.530,1.120
4,5:19,2,9,IND 40,55,21,James Mungro right end for 1 yard (tackle by Fred Thomas and Victor Green),1.120,0.560
4,4:37,3,8,IND 41,55,21,Brock Huard pass complete to Troy Walters for 13 yards (tackle by Victor Green),0.560,2.520
4,3:51,1,10,NOR 46,55,21,James Mungro left tackle for 9 yards (tackle by Fred Thomas),2.520,3.190
4,3:04,2,1,NOR 37,55,21,James Mungro left guard for 4 yards (tackle by Derrick Rodgers and Darrin Smith),3.190,3.380
4,2:22,1,10,NOR 33,55,21,James Mungro right guard for 5 yards (tackle by Ashley Ambrose),3.380,3.510
4,2:00,2,5,NOR 28,55,21,Dominic Rhodes right end for no gain (tackle by Roger Knight),3.510,2.810
4,1:18,3,5,NOR 28,55,21,Dominic Rhodes left guard for 5 yards (tackle by Darrin Smith),2.810,4.040
4,0:28,1,10,NOR 23,55,21,Brock Huard kneels for -1 yards,4.040,3.360
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
