Quarter,Time,Down,ToGo,Location,MIN,PHI,Detail,EPB,EPA
1,0:16,3,4,PHI 29,0,0,Carson Wentz pass complete short left to Nelson Agholor for 6 yards (tackle by Xavier Rhodes),0.040,1.270
Quarter,Time,Down,ToGo,Location,MIN,PHI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,PHI 35,0,0,Carson Wentz pass complete short middle to Zach Ertz for 14 yards (tackle by Harrison Smith),1.270,2.190
2,14:22,1,10,PHI 49,0,0,Carson Wentz pass incomplete short left intended for Zach Ertz,2.190,1.650
2,14:18,2,10,PHI 49,0,0,"Penalty on Jason Kelce: False Start, 5 yards (no play)",1.650,0.970
2,14:18,2,15,PHI 44,0,0,Carson Wentz pass incomplete short right intended for Darren Sproles,0.970,0.970
2,14:13,2,15,PHI 44,0,0,Timeout #1 by Philadelphia Eagles,0.970,0.300
2,14:13,3,15,PHI 44,0,0,Carson Wentz pass incomplete deep right intended for Nelson Agholor,0.300,-0.460
2,14:05,4,15,PHI 44,0,0,"Donnie Jones punts 56 yards, touchback",-0.460,-0.280
2,13:58,1,10,MIN 20,0,0,Jerick McKinnon middle for 9 yards (tackle by Nolan Carroll),0.280,0.950
2,13:31,2,1,MIN 29,0,0,Matt Asiata middle for 7 yards (tackle by Connor Barwin and Jordan Hicks),0.950,1.330
2,12:48,1,10,MIN 36,0,0,Matt Asiata right tackle for 5 yards (tackle by Connor Barwin),1.330,1.470
2,12:20,2,5,MIN 41,0,0,Matt Asiata right tackle for 2 yards (tackle by Nigel Bradham and Beau Allen),1.470,1.030
2,11:35,3,3,MIN 43,0,0,Sam Bradford pass complete short right to Stefon Diggs for 4 yards (tackle by Mychal Kendricks),1.030,2.060
2,10:57,1,10,MIN 47,0,0,Matt Asiata right end for 1 yard (tackle by Marcus Smith),2.060,1.650
2,10:32,2,9,MIN 48,0,0,Sam Bradford pass incomplete deep right intended for Stefon Diggs,1.650,0.960
2,10:29,3,9,MIN 48,0,0,Sam Bradford pass complete deep middle to Kyle Rudolph for 22 yards (tackle by Jaylen Watkins),0.960,3.580
2,9:54,1,10,PHI 30,0,0,Matt Asiata right tackle for no gain (tackle by Malcolm Jenkins),3.580,3.030
2,9:12,2,10,PHI 30,0,0,Sam Bradford pass incomplete short left intended for Adam Thielen,3.030,2.340
2,9:09,3,10,PHI 30,0,0,Sam Bradford pass incomplete short right intended for Kyle Rudolph,2.340,1.410
2,9:05,4,10,PHI 30,3,0,Blair Walsh 48 yard field goal good,1.410,3.000
2,9:05,,,MIN 35,3,6,"Blair Walsh kicks off 63 yards, returned by Josh Huff for 98 yards, touchdown",0.000,-7.000
2,9:01,,,MIN 30,3,6,"Caleb Sturgis kicks extra point good. Penalty on Harrison Smith: Roughing the Kicker, 1 yards (no play)",0.000,-1.000
2,9:01,4,,PHI 30,3,8,"Two Point Attempt: Carson Wentz middle, conversion succeeds",-1.370,1.000
2,9:01,,,PHI 35,3,8,"Caleb Sturgis kicks off 65 yards, touchback",0.000,-0.610
2,8:48,1,10,MIN 25,3,8,Ronnie Hillman left end for -6 yards (tackle by Jordan Hicks),0.610,-0.810
2,8:06,2,16,MIN 19,3,8,Sam Bradford pass incomplete short right intended for Kyle Rudolph (defended by Leodis McKelvin),-0.810,-1.510
2,8:01,3,16,MIN 19,3,8,Sam Bradford pass complete short right to Cordarrelle Patterson for 7 yards (tackle by Connor Barwin),-1.510,-1.630
2,7:23,4,9,MIN 26,3,8,Jeff Locke punts 38 yards,-1.630,-1.330
2,7:12,1,10,PHI 36,3,8,Ryan Mathews left end for 1 yard (tackle by Shamar Stephen),1.330,0.930
2,6:30,2,9,PHI 37,3,8,Carson Wentz pass incomplete short left intended for Zach Ertz,0.930,0.230
2,6:24,3,9,PHI 37,3,8,Carson Wentz pass complete short right to Jordan Matthews for -5 yards (tackle by Brian Robison),0.230,-1.240
2,5:46,4,14,PHI 32,3,8,"Donnie Jones punts 44 yards, fair catch by Marcus Sherels",-1.240,-0.540
2,5:40,1,10,MIN 24,3,8,Sam Bradford pass incomplete short middle intended for Kyle Rudolph (defended by Nigel Bradham),0.540,0.000
2,5:36,2,10,MIN 24,3,8,Matt Asiata middle for 1 yard (tackle by Fletcher Cox),0.000,-0.560
2,4:56,3,9,MIN 25,3,8,Sam Bradford pass complete deep left to Adam Thielen for 27 yards (tackle by Nolan Carroll). Penalty on Nolan Carroll: Illegal Use of Hands (Declined),-0.560,2.390
2,4:41,1,10,PHI 48,3,8,Sam Bradford pass complete short right to Cordarrelle Patterson for 8 yards (tackle by Brandon Graham),2.390,2.930
2,4:08,2,2,PHI 40,3,8,Sam Bradford pass incomplete,2.930,2.210
2,4:03,3,2,PHI 40,3,8,Sam Bradford pass complete short right to Kyle Rudolph for 7 yards (tackle by Jalen Mills),2.210,3.380
2,3:28,1,10,PHI 33,3,8,Sam Bradford pass complete short right to Ronnie Hillman for 2 yards (tackle by Jalen Mills),3.380,3.110
2,2:51,2,8,PHI 31,3,8,"Sam Bradford sacked by Rodney McLeod for -10 yards. Sam Bradford fumbles (forced by Rodney McLeod), recovered by Beau Allen at PHI-38 and returned for 10 yards (tackle by Jake Long)",3.110,-2.130
2,2:42,1,10,PHI 48,3,8,Ryan Mathews middle for 2 yards (tackle by Eric Kendricks),2.130,1.850
2,2:00,2,8,,3,8,Ryan Mathews left tackle for 6 yards (tackle by Brian Robison),1.850,1.950
2,1:25,3,2,MIN 44,3,8,Carson Wentz pass incomplete short left intended for Trey Burton,1.950,1.950
2,1:21,3,2,MIN 44,3,8,Timeout #2 by Philadelphia Eagles,1.950,0.330
2,1:21,4,2,MIN 44,3,8,Carson Wentz left end for 6 yards (tackle by Anthony Barr),0.330,3.050
2,0:55,1,10,MIN 38,3,8,Carson Wentz pass incomplete deep left intended for Dorial Green-Beckham,3.050,2.510
2,0:49,2,10,MIN 38,3,8,Ryan Mathews middle for 1 yard (tackle by Eric Kendricks),2.510,1.950
2,0:25,3,9,MIN 37,3,8,Ryan Mathews left guard for 20 yards (tackle by Captain Munnerlyn),1.950,1.950
2,0:20,3,9,MIN 37,3,8,Timeout #3 by Philadelphia Eagles,1.950,4.440
2,0:20,1,10,MIN 17,3,8,Carson Wentz pass incomplete deep right intended for Nelson Agholor,4.440,4.440
2,0:15,1,10,MIN 17,3,8,Timeout #1 by Minnesota Vikings,4.440,3.850
2,0:15,2,10,MIN 17,3,8,Carson Wentz pass incomplete deep left intended for Jordan Matthews,3.850,3.070
2,0:10,3,10,MIN 17,3,11,Caleb Sturgis 35 yard field goal good,3.070,3.000
2,0:10,,,PHI 35,3,11,"Caleb Sturgis kicks off 65 yards, touchback",0.000,-0.610
2,0:07,1,10,MIN 25,3,11,Sam Bradford kneels for -1 yards,0.610,-0.070
Quarter,Time,Down,ToGo,Location,MIN,PHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PHI 35,3,11,"Caleb Sturgis kicks off 65 yards, touchback",0.000,0.610
3,15:00,1,10,MIN 25,3,11,Jerick McKinnon left tackle for 9 yards (tackle by Rodney McLeod),0.610,1.280
3,14:26,2,1,MIN 34,3,11,Jerick McKinnon left end for 5 yards (tackle by Rodney McLeod),1.280,1.530
3,13:49,1,10,MIN 39,3,11,Jerick McKinnon middle for no gain (tackle by Jordan Hicks),1.530,0.990
3,13:12,2,10,MIN 39,3,11,Sam Bradford sacked by Jordan Hicks for -3 yards,0.990,-0.100
3,12:28,3,13,MIN 36,3,11,Sam Bradford sacked by Nigel Bradham for -9 yards,-0.100,-1.570
3,11:49,4,22,MIN 27,3,11,Jeff Locke punts 50 yards,-1.570,-0.480
3,11:36,1,10,PHI 23,3,11,Ryan Mathews left end for 7 yards (tackle by Eric Kendricks and Anthony Barr),0.480,0.880
3,10:55,2,3,PHI 30,3,11,Ryan Mathews right end for 3 yards (tackle by Eric Kendricks),0.880,1.140
3,10:16,1,10,PHI 33,3,11,Wendell Smallwood middle for 4 yards (tackle by Eric Kendricks),1.140,1.130
3,9:43,2,6,PHI 37,3,11,Wendell Smallwood left tackle for 3 yards (tackle by Harrison Smith),1.130,0.830
3,9:00,3,3,PHI 40,3,11,"Carson Wentz pass incomplete short left intended for Dorial Green-Beckham. Penalty on Trae Waynes: Defensive Pass Interference, 5 yards (no play)",0.830,1.930
3,8:56,1,10,PHI 45,3,11,Carson Wentz pass complete short left to Ryan Mathews for 27 yards. Penalty on Linval Joseph: Illegal Use of Hands (Declined),1.930,3.710
3,8:25,1,10,MIN 28,3,11,"Carson Wentz pass complete short right to Darren Sproles for 16 yards (tackle by Anthony Barr). Carson Wentz fumbles, recovered by Carson Wentz at MIN-36",3.710,5.140
3,7:39,1,9,MIN 9,3,11,"Darren Sproles middle for 4 yards (tackle by Harrison Smith). Penalty on Allen Barbre: Offensive Holding, 10 yards (no play)",5.140,4.230
3,7:13,1,19,MIN 19,3,11,Carson Wentz pass complete short left to Josh Huff for 14 yards (tackle by Eric Kendricks),4.230,5.150
3,6:30,2,5,MIN 5,3,11,"Carson Wentz for no gain. Carson Wentz fumbles, recovered by Darren Sproles at MIN-9 and returned for 4 yards",5.150,4.260
3,5:49,3,5,MIN 5,3,17,"Carson Wentz pass complete short right to Dorial Green-Beckham for 5 yards, touchdown",4.260,7.000
3,5:49,,,MIN 5,3,18,Caleb Sturgis kicks extra point good,0.000,0.000
3,5:49,,,PHI 35,3,18,"Caleb Sturgis kicks off 65 yards, touchback",0.000,-0.610
3,5:45,1,10,MIN 25,3,18,Sam Bradford pass incomplete short left intended for Adam Thielen (defended by Nolan Carroll),0.610,0.060
3,5:41,2,10,MIN 25,3,18,Sam Bradford pass complete short left to Kyle Rudolph for 8 yards (tackle by Nolan Carroll),0.060,0.430
3,5:13,3,2,MIN 33,3,18,Matt Asiata middle for 3 yards (tackle by Jordan Hicks),0.430,1.330
3,4:33,1,10,MIN 36,3,18,Sam Bradford pass incomplete (defended by Jordan Hicks),1.330,1.330
3,4:26,1,10,MIN 36,3,18,Timeout #1 by Minnesota Vikings,1.330,0.790
3,4:26,2,10,MIN 36,3,18,Jerick McKinnon middle for -4 yards (tackle by Fletcher Cox),0.790,-0.430
3,3:44,3,14,MIN 32,3,18,Matt Asiata right tackle for 29 yards (tackle by Nolan Carroll),-0.430,2.980
3,3:07,1,10,PHI 39,3,18,Jerick McKinnon middle for 3 yards (tackle by Nigel Bradham),2.980,2.850
3,2:30,2,7,PHI 36,3,18,Jerick McKinnon left guard for 5 yards (tackle by Nolan Carroll and Jordan Hicks),2.850,2.810
3,1:45,3,2,PHI 31,3,18,Sam Bradford pass complete short right to Matt Asiata for 2 yards (tackle by Jalen Mills),2.810,3.640
3,0:59,1,10,PHI 29,3,18,Sam Bradford pass complete short right to Stefon Diggs for 14 yards (tackle by Jalen Mills),3.640,4.580
3,0:27,1,10,PHI 15,3,18,Jerick McKinnon left end for 6 yards (tackle by Rodney McLeod),4.580,5.030
Quarter,Time,Down,ToGo,Location,MIN,PHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,4,PHI 9,3,18,Matt Asiata middle for 3 yards (tackle by Leodis McKelvin),5.030,4.900
4,14:14,3,1,PHI 6,3,18,Zach Line middle for no gain (tackle by Jordan Hicks),4.900,3.020
4,13:28,4,1,PHI 6,3,18,Matt Asiata left guard for no gain (tackle by Beau Allen),3.020,0.380
4,13:21,1,10,PHI 6,3,18,Ryan Mathews right guard for no gain (tackle by Danielle Hunter),-0.380,-0.780
4,12:37,2,10,PHI 6,3,18,Ryan Mathews middle for no gain (tackle by Chad Greenway). Penalty on Matt Tobin: Illegal Formation (Declined),-0.780,-1.420
4,12:17,3,10,PHI 6,3,18,Wendell Smallwood middle for 3 yards (tackle by Everson Griffen),-1.420,-2.490
4,11:41,4,7,PHI 9,3,18,"Donnie Jones punts 42 yards, returned by Marcus Sherels for 1 yard. Marcus Sherels fumbles, recovered by Trey Burton at MIN-49",-2.490,2.320
4,11:29,1,10,MIN 49,3,18,Darren Sproles right tackle for 17 yards (tackle by Linval Joseph),2.320,3.450
4,10:44,1,10,MIN 32,3,18,Darren Sproles right tackle for 1 yard (tackle by Jayron Kearse),3.450,3.040
4,10:03,2,9,MIN 31,3,18,Carson Wentz pass complete short right to Jordan Matthews for 5 yards (tackle by Harrison Smith),3.040,3.010
4,9:21,3,4,MIN 26,3,18,Carson Wentz pass complete short left to Darren Sproles for 4 yards (tackle by Eric Kendricks),3.010,4.110
4,8:36,1,10,MIN 22,3,18,Carson Wentz pass complete short right to Josh Huff for 11 yards (tackle by Danielle Hunter),4.110,4.840
4,7:47,1,10,MIN 11,3,18,Carson Wentz right end for 1 yard (tackle by Harrison Smith),4.840,4.320
4,7:03,2,9,MIN 10,3,18,Carson Wentz pass incomplete short right intended for Nelson Agholor,4.320,3.300
4,6:59,3,9,MIN 10,3,18,Darren Sproles left end for 8 yards (tackle by Anthony Barr),3.300,3.250
4,6:10,4,1,MIN 2,3,21,Caleb Sturgis 21 yard field goal good,3.250,3.000
4,6:10,,,PHI 35,3,21,"Caleb Sturgis kicks off 65 yards, touchback",0.000,-0.610
4,6:09,1,10,MIN 25,3,21,"Sam Bradford pass complete short right to Matt Asiata for 8 yards (tackle by Jaylen Watkins). Penalty on Leodis McKelvin: Illegal Contact, 5 yards (no play)",0.610,0.940
4,5:48,1,10,MIN 30,3,21,Sam Bradford pass complete short right to Kyle Rudolph for 10 yards (tackle by Nigel Bradham),0.940,1.600
4,5:24,1,10,MIN 40,3,21,Sam Bradford pass complete short middle to Matt Asiata for 7 yards (tackle by Malcolm Jenkins),1.600,2.000
4,5:01,2,3,MIN 47,3,21,Sam Bradford pass incomplete short right intended for Kyle Rudolph (defended by Jordan Hicks),2.000,1.290
4,4:56,3,3,MIN 47,3,21,Sam Bradford pass incomplete short right intended for Matt Asiata,1.290,-0.260
4,4:52,4,3,MIN 47,3,21,Sam Bradford pass incomplete short left intended for Kyle Rudolph (defended by Jaylen Watkins),-0.260,-2.460
4,4:46,1,10,MIN 47,3,21,"Ryan Mathews right guard for 1 yard (tackle by Xavier Rhodes). Ryan Mathews fumbles (forced by Xavier Rhodes), recovered by Harrison Smith at MIN-44 (tackle by Nelson Agholor)",2.460,-1.860
4,4:30,1,10,MIN 44,3,21,Sam Bradford pass complete short left to Cordarrelle Patterson for 8 yards (tackle by Malcolm Jenkins),1.860,2.400
4,4:03,2,2,PHI 48,3,21,Sam Bradford pass complete short right to Cordarrelle Patterson for 6 yards (tackle by Leodis McKelvin),2.400,2.790
4,3:45,1,10,PHI 42,3,21,"Sam Bradford sacked by Brandon Graham for -8 yards. Sam Bradford fumbles (forced by Brandon Graham), recovered by Sam Bradford at PHI-46",2.790,1.700
4,3:16,2,14,PHI 46,3,21,Sam Bradford pass complete short left to Cordarrelle Patterson for 15 yards (tackle by Nigel Bradham). Penalty on Marcus Smith: Defensive Offside (Declined),1.700,3.510
4,3:10,1,10,PHI 31,3,21,"Sam Bradford sacked by Steven Means for -8 yards. Sam Bradford fumbles (forced by Steven Means), recovered by Alex Boone at PHI-36",3.510,2.290
4,2:40,2,15,PHI 36,3,21,Sam Bradford pass complete short right to Matt Asiata for 3 yards (tackle by Nigel Bradham),2.290,2.020
4,2:18,3,12,PHI 33,3,21,Sam Bradford pass complete deep left to Adam Thielen for 25 yards (tackle by Rodney McLeod),2.020,5.370
4,2:00,1,8,PHI 8,3,21,"Sam Bradford pass incomplete short left intended for Kyle Rudolph. Penalty on Alex Boone: Offensive Holding, 10 yards, Penalty on Alex Boone: Unsportsmanlike Conduct, 15 yards (no play)",5.370,3.380
4,1:54,1,33,PHI 33,3,21,Sam Bradford pass complete short middle to Matt Asiata for 3 yards (tackle by Jordan Hicks),3.380,1.650
4,1:26,2,30,PHI 30,3,21,Sam Bradford pass complete short left to Matt Asiata for 7 yards (tackle by Rodney McLeod),1.650,1.650
4,1:04,2,30,PHI 30,3,21,Timeout #2 by Minnesota Vikings,1.650,1.950
4,1:04,3,23,PHI 23,3,21,Sam Bradford pass complete short right to Cordarrelle Patterson for 9 yards (tackle by Jaylen Watkins),1.950,2.510
4,0:37,4,14,PHI 14,9,21,"Sam Bradford pass complete short middle to Cordarrelle Patterson for 14 yards, touchdown. Penalty on Rodney McLeod: Unnecessary Roughness, 15 yards",2.510,7.000
4,0:37,,,PHI 14,10,21,Blair Walsh kicks extra point good,0.000,0.000
4,0:37,,,PHI 14,10,21,"Blair Walsh kicks off 14 yards, out of bounds",0.000,-1.330
4,0:34,1,10,PHI 36,10,21,Carson Wentz kneels for -1 yards,1.330,0.660
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
