Unnamed: 0_level_0,Unnamed: 1_level_0,Scoring,Scoring,Scoring,Scoring,Punting,Punting,Punting,Punting
Player,Tm,XPM,XPA,FGM,FGA,Pnt,Yds,Y/P,Lng
Matt Gay,IND,4,4,1,1,0,0,,0
Rigoberto Sanchez,IND,,,,,5,220,44.0,51
,,Scoring,Scoring,Scoring,Scoring,Punting,Punting,Punting,Punting
Player,Tm,XPM,XPA,FGM,FGA,Pnt,Yds,Y/P,Lng
Ka'imi Fairbairn,HOU,2,2,2,3,0,0,,0
Ty Zentner,HOU,,,,,3,127,42.3,51
