Quarter,Time,Down,ToGo,Location,PIT,KAN,Detail,EPB,EPA
1,8:51,4,3,PIT 11,0,3,Cairo Santos 30 yard field goal good,2.800,3.000
1,8:51,,,KAN 35,0,3,"Cairo Santos kicks off 70 yards, returned by Dri Archer for 38 yards (tackle by Jamell Fleming)",0.000,-1.140
1,8:40,1,10,PIT 33,0,3,Le'Veon Bell right tackle for 5 yards (tackle by Tamba Hali and Allen Bailey),1.140,1.270
1,8:01,2,5,PIT 38,0,3,Landry Jones pass incomplete deep middle intended for Antonio Brown (defended by Sean Smith),1.270,0.560
1,7:54,3,5,PIT 38,0,3,Landry Jones pass complete deep right to Antonio Brown for 21 yards (tackle by Marcus Peters),0.560,2.850
1,7:13,1,10,KAN 41,0,3,Antonio Brown left end for 6 yards (tackle by Eric Berry),2.850,3.120
1,6:37,2,4,KAN 35,0,3,Le'Veon Bell left guard for 3 yards (tackle by Tamba Hali),3.120,2.810
1,5:59,3,1,KAN 32,0,3,DeAngelo Williams middle for 6 yards (tackle by Allen Bailey),2.810,3.840
1,5:21,1,10,KAN 26,0,3,Landry Jones pass complete short middle to Le'Veon Bell for 7 yards (tackle by Jaye Howard and Ron Parker),3.840,4.270
1,4:36,2,3,KAN 19,0,3,Le'Veon Bell right guard for 2 yards (tackle by Derrick Johnson),4.270,3.950
1,3:58,3,1,KAN 17,0,3,DeAngelo Williams middle for no gain (tackle by Allen Bailey),3.950,2.460
1,3:16,4,1,KAN 17,0,3,DeAngelo Williams middle for 3 yards (tackle by Eric Berry and Jaye Howard),2.460,4.650
1,2:35,1,10,KAN 14,0,3,Le'Veon Bell right tackle for 3 yards (tackle by Eric Berry),4.650,4.520
1,1:50,2,7,KAN 11,0,3,Landry Jones pass complete short left to Markus Wheaton for 5 yards (tackle by Sean Smith),4.520,4.730
1,1:10,3,2,KAN 6,0,3,Landry Jones pass incomplete short right intended for DeAngelo Williams,4.730,3.010
1,1:03,4,2,KAN 6,3,3,Chris Boswell 24 yard field goal good,3.010,3.000
1,1:03,,,PIT 35,3,3,"Chris Boswell kicks off 65 yards, touchback",0.000,-0.280
1,0:59,1,10,KAN 20,3,3,Alex Smith pass complete deep left to Chris Conley for 25 yards (tackle by William Gay),0.280,1.930
1,0:36,1,10,KAN 45,3,3,Charcandrick West right end for -4 yards (tackle by Bud Dupree),1.930,0.840
Quarter,Time,Down,ToGo,Location,PIT,KAN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,14,KAN 41,3,3,Alex Smith pass complete short right to Travis Kelce for 14 yards (tackle by Robert Golden),0.840,0.840
2,14:11,2,14,KAN 41,3,3,Timeout #1 by Kansas City Chiefs,0.840,2.590
2,14:11,1,10,PIT 45,3,3,"Alex Smith right end for 7 yards (tackle by Ryan Shazier). Penalty on Charcandrick West: Unnecessary Roughness, 15 yards",2.590,0.960
2,13:27,2,18,KAN 47,3,3,Alex Smith pass complete deep right to Travis Kelce for 17 yards (tackle by Mike Mitchell),0.960,2.540
2,12:48,3,1,PIT 36,3,3,Charcandrick West middle for 9 yards (tackle by Mike Mitchell),2.540,3.780
2,12:07,1,10,PIT 27,3,3,Alex Smith pass incomplete short right intended for Charcandrick West,3.780,3.230
2,12:01,2,10,PIT 27,3,3,Knile Davis middle for 2 yards (tackle by Arthur Moats and Lawrence Timmons),3.230,2.810
2,11:15,3,8,PIT 25,3,3,Alex Smith pass complete short middle to Travis Kelce for 16 yards (tackle by Arthur Moats),2.810,5.140
2,10:32,1,9,PIT 9,3,3,Charcandrick West middle for 5 yards (tackle by Jacoby Jones and Daniel McCullers),5.140,5.340
2,9:47,2,4,PIT 4,3,3,Alex Smith pass incomplete short left intended for Charcandrick West,5.340,4.490
2,9:40,3,4,PIT 4,3,3,Charcandrick West middle for 1 yard (tackle by Steve McLendon),4.490,3.040
2,9:00,4,3,PIT 3,3,6,Cairo Santos 22 yard field goal good,3.040,3.000
2,9:00,,,KAN 35,3,6,"Cairo Santos kicks off 65 yards, touchback",0.000,-0.280
2,8:55,1,10,PIT 20,3,6,Le'Veon Bell middle for 21 yards (tackle by Ron Parker),0.280,1.660
2,8:22,1,10,PIT 41,3,6,"Landry Jones pass incomplete deep left intended for Will Johnson. Penalty on Dee Ford: Illegal Use of Hands, 5 yards (no play)",1.660,1.990
2,8:16,1,10,PIT 46,3,6,Le'Veon Bell middle for 6 yards (tackle by Dontari Poe and Ron Parker),1.990,2.260
2,7:38,2,4,KAN 48,3,6,Le'Veon Bell left guard for 7 yards (tackle by Josh Mauga),2.260,2.850
2,7:01,1,10,KAN 41,3,6,Le'Veon Bell middle for 2 yards (tackle by Dontari Poe),2.850,2.580
2,6:17,2,8,KAN 39,3,6,Le'Veon Bell left guard for 4 yards (tackle by Dee Ford),2.580,2.410
2,5:33,3,4,KAN 35,3,6,Le'Veon Bell left tackle for 3 yards (tackle by Eric Berry),2.410,1.310
2,4:50,4,1,KAN 32,3,6,DeAngelo Williams middle for no gain (tackle by Dee Ford),1.310,-1.070
2,4:41,1,10,KAN 32,3,6,--,1.070,0.800
2,3:56,2,8,KAN 34,3,6,Charcandrick West right tackle for 4 yards (tackle by Mike Mitchell),0.800,0.630
2,3:10,3,4,KAN 38,3,6,Alex Smith pass complete short right to Chris Conley for 9 yards (tackle by Ross Cockrell),0.630,2.060
2,2:24,1,10,KAN 47,3,6,Alex Smith pass complete short left to Albert Wilson for 40 yards (tackle by Ryan Shazier),2.060,4.710
2,2:00,1,10,PIT 13,3,6,Alex Smith pass complete short middle to Travis Kelce for no gain,4.710,4.050
2,1:18,2,10,PIT 13,3,6,Alex Smith pass incomplete short right intended for Albert Wilson (defended by Bud Dupree),4.050,3.120
2,1:15,3,10,PIT 13,3,6,Alex Smith pass complete short middle to Chris Conley for 4 yards (tackle by Brandon Boykin),3.120,3.120
2,1:05,3,10,PIT 13,3,6,Timeout #1 by Pittsburgh Steelers,3.120,2.850
2,1:05,4,6,PIT 9,3,9,Cairo Santos 27 yard field goal good,2.850,3.000
2,1:05,,,KAN 35,3,9,"Cairo Santos kicks off 64 yards, returned by Dri Archer for 23 yards (tackle by Spencer Ware)",0.000,-0.540
2,0:53,1,10,PIT 24,3,9,Landry Jones pass complete deep right to Antonio Brown for 21 yards (tackle by Marcus Peters),0.540,1.930
2,0:47,1,10,PIT 45,3,9,Landry Jones pass incomplete short left intended for Markus Wheaton,1.930,1.380
2,0:43,2,10,PIT 45,3,9,Landry Jones pass incomplete,1.380,0.700
2,0:36,3,10,PIT 45,3,9,Landry Jones pass incomplete short middle intended for Martavis Bryant is intercepted by Derrick Johnson at KAN-42 and returned for 18 yards,0.700,-2.920
2,0:27,1,10,PIT 40,3,9,Alex Smith pass complete short right to Chris Conley for 9 yards (tackle by Brandon Boykin),2.920,2.920
2,0:21,1,10,PIT 40,3,9,Timeout #2 by Kansas City Chiefs,2.920,3.590
2,0:21,2,1,PIT 31,3,9,Alex Smith sacked by Cameron Heyward for -5 yards,3.590,3.590
2,0:15,2,1,PIT 31,3,9,Timeout #3 by Kansas City Chiefs,3.590,2.210
2,0:15,3,6,PIT 36,3,9,Alex Smith pass incomplete short left intended for Albert Wilson,2.210,0.880
2,0:11,4,6,PIT 36,3,9,Cairo Santos 54 yard field goal no good,0.880,-1.860
2,0:04,1,10,PIT 44,3,9,Landry Jones kneels for -2 yards,1.860,1.050
Quarter,Time,Down,ToGo,Location,PIT,KAN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PIT 35,3,9,"Chris Boswell kicks off 71 yards, returned by Knile Davis for 28 yards (tackle by Sean Spence)",0.000,-0.410
3,14:54,1,10,KAN 22,3,9,Charcandrick West middle for 3 yards (tackle by Robert Golden),0.410,0.270
3,14:09,2,7,KAN 25,3,9,Alex Smith pass incomplete short right intended for De'Anthony Thomas,0.270,-0.430
3,14:02,3,7,KAN 25,3,9,Alex Smith pass incomplete short left intended for Travis Kelce,-0.430,-1.700
3,13:56,4,7,KAN 25,3,9,"Dustin Colquitt punts 54 yards, fair catch by Antonio Brown",-1.700,-0.340
3,13:48,1,10,PIT 21,3,9,Landry Jones pass incomplete short right intended for Heath Miller (defended by Derrick Johnson),0.340,0.340
3,13:42,1,10,PIT 21,3,9,Timeout #1 by Pittsburgh Steelers,0.340,-0.200
3,13:42,2,10,PIT 21,3,9,Landry Jones pass complete deep left to Antonio Brown for 26 yards,-0.200,2.060
3,13:10,1,10,PIT 47,3,9,Landry Jones pass complete short middle to DeAngelo Williams for 8 yards (tackle by Jaye Howard),2.060,2.600
3,12:29,2,2,KAN 45,3,9,Landry Jones pass complete short left to Antonio Brown for -1 yards (tackle by Sean Smith),2.600,1.750
3,11:46,3,3,KAN 46,3,9,Landry Jones pass incomplete short right intended for Markus Wheaton,1.750,0.200
3,11:41,4,3,KAN 46,3,9,Jordan Berry punts 43 yards,0.200,0.380
3,11:32,1,10,KAN 3,3,9,Alex Smith pass complete short left to Jason Avant for 6 yards (tackle by Antwon Blake),-0.380,-0.340
3,10:53,2,4,KAN 9,3,9,Alex Smith pass incomplete deep left intended for Chris Conley,-0.340,-0.340
3,10:47,2,4,KAN 9,3,9,Timeout #1 by Kansas City Chiefs,-0.340,-0.720
3,10:47,3,4,KAN 9,3,9,Alex Smith pass incomplete,-0.720,-2.490
3,10:40,4,4,KAN 9,3,9,"Dustin Colquitt punts 53 yards, fair catch by Antonio Brown",-2.490,-1.470
3,10:32,1,10,PIT 38,3,9,Martavis Bryant for 13 yards,1.470,2.320
3,9:59,1,10,KAN 49,3,9,Landry Jones pass incomplete deep middle intended for Antonio Brown is intercepted by Eric Berry at KAN-32 and returned for 15 yards,2.320,-2.060
3,9:45,1,10,KAN 47,3,9,Charcandrick West left end for no gain (tackle by Cam Thomas),2.060,1.520
3,9:45,2,10,KAN 47,3,9,"Penalty on Eric Fisher: False Start, 5 yards (no play)",1.520,0.840
3,8:46,2,15,KAN 42,3,9,Charcandrick West middle for 5 yards (tackle by Lawrence Timmons),0.840,0.830
3,8:03,3,10,KAN 47,3,9,Alex Smith pass complete deep left to Albert Wilson for 17 yards,0.830,3.180
3,7:41,1,10,PIT 36,3,9,Alex Smith pass complete short left to Albert Wilson for 14 yards (tackle by Antwon Blake),3.180,4.110
3,7:12,1,10,PIT 22,3,9,Charcandrick West middle for 9 yards (tackle by Ryan Shazier),4.110,5.060
3,6:31,2,1,PIT 13,3,9,Alex Smith pass complete short right to Chris Conley for 10 yards (tackle by Lawrence Timmons),5.060,6.510
3,5:58,1,3,PIT 3,3,9,Charcandrick West middle for 1 yard (tackle by Cameron Heyward),6.510,5.720
3,5:14,2,2,PIT 2,3,9,Charcandrick West middle for 1 yard (tackle by Vince Williams),5.720,5.170
3,4:27,3,1,PIT 1,3,15,"Charcandrick West middle for 1 yard, touchdown",5.170,7.000
3,4:27,,,PIT 1,3,16,Cairo Santos kicks extra point good,0.000,0.000
3,4:27,,,KAN 35,3,16,"Cairo Santos kicks off 72 yards, returned by Dri Archer for 30 yards (tackle by Anthony Sherman)",0.000,-0.480
3,4:17,1,10,PIT 23,3,16,Le'Veon Bell middle for 2 yards (tackle by Josh Mauga and Derrick Johnson),0.480,0.200
3,3:41,2,8,PIT 25,3,16,Landry Jones pass complete deep right to Antonio Brown for 41 yards,0.200,0.200
3,3:13,2,8,PIT 25,3,16,Timeout #2 by Pittsburgh Steelers,0.200,3.310
3,3:13,1,10,KAN 34,3,16,Landry Jones pass incomplete deep left intended for Martavis Bryant (defended by Sean Smith),3.310,2.770
3,3:06,2,10,KAN 34,3,16,Le'Veon Bell middle for 11 yards (tackle by Allen Bailey),2.770,4.040
3,2:26,1,10,KAN 23,3,16,Le'Veon Bell middle for 4 yards (tackle by Josh Mauga),4.040,4.050
3,1:47,2,6,KAN 19,9,16,"Landry Jones pass complete deep left to Martavis Bryant for 19 yards, touchdown",4.050,7.000
3,1:47,,,KAN 19,10,16,Chris Boswell kicks extra point good,0.000,0.000
3,1:47,,,PIT 35,10,16,"Chris Boswell kicks off 69 yards, returned by De'Anthony Thomas for 33 yards (tackle by Anthony Chickillo). Penalty on Tyvon Branch: Offensive Holding, 10 yards",0.000,0.140
3,1:32,1,10,KAN 16,10,16,"Charcandrick West middle for 11 yards (tackle by Mike Mitchell). Penalty on Eric Fisher: Taunting, 13 yards",-0.140,-0.320
3,0:58,1,12,KAN 14,10,16,Spencer Ware right end for 3 yards (tackle by Cam Thomas),-0.320,-0.510
3,0:24,2,9,KAN 17,10,16,Alex Smith sacked by Ryan Shazier and Lawrence Timmons for -7 yards,-0.510,-2.120
Quarter,Time,Down,ToGo,Location,PIT,KAN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,16,KAN 10,10,16,Alex Smith pass complete short right to Charcandrick West for 7 yards (tackle by Robert Golden),-2.120,-2.320
4,14:26,4,9,KAN 17,10,16,"Dustin Colquitt punts 57 yards, returned by Antonio Brown for 2 yards (tackle by Daniel Sorensen)",-2.320,-0.810
4,14:13,1,10,PIT 28,10,16,Le'Veon Bell right tackle for 1 yard (tackle by Justin Houston),0.810,0.400
4,13:31,2,9,PIT 29,10,16,Landry Jones pass complete deep right to Antonio Brown for 16 yards (tackle by Marcus Peters),0.400,1.930
4,12:46,1,10,PIT 45,10,16,Le'Veon Bell left end for 42 yards (tackle by Sean Smith),1.930,4.710
4,11:52,1,10,KAN 13,10,16,Le'Veon Bell middle for 3 yards (tackle by Eric Berry and Husain Abdullah),4.710,4.580
4,11:05,2,7,KAN 10,10,16,Landry Jones pass incomplete short right intended for Martavis Bryant,4.580,3.650
4,10:59,3,7,KAN 10,10,16,Landry Jones sacked by Tamba Hali for -8 yards,3.650,2.250
4,10:22,4,15,KAN 18,13,16,Chris Boswell 36 yard field goal good,2.250,3.000
4,10:22,,,PIT 35,13,16,"Chris Boswell kicks off 67 yards, returned by Knile Davis for 18 yards (tackle by Darrius Heyward-Bey)",0.000,0.140
4,10:11,1,10,KAN 16,13,16,Charcandrick West right end for 1 yard (tackle by Cam Thomas),-0.140,-0.510
4,9:26,2,9,KAN 17,13,16,Alex Smith pass complete short left to De'Anthony Thomas for 5 yards (tackle by Mike Mitchell),-0.510,-0.570
4,8:39,3,4,KAN 22,13,16,Alex Smith pass complete deep middle to Travis Kelce for 26 yards (tackle by Lawrence Timmons),-0.570,2.130
4,7:57,1,10,KAN 48,13,16,Charcandrick West middle for 36 yards (tackle by Robert Golden),2.130,4.510
4,7:08,1,10,PIT 16,13,16,Charcandrick West middle for 4 yards (tackle by Cam Thomas),4.510,4.570
4,6:27,2,6,PIT 12,13,16,Spencer Ware middle for 5 yards (tackle by Jacoby Jones),4.570,4.850
4,5:49,3,1,PIT 7,13,16,Charcandrick West right end for 1 yard (tackle by Lawrence Timmons),4.850,5.830
4,5:17,1,6,PIT 6,13,22,"Alex Smith pass complete short left to Chris Conley for 6 yards, touchdown",5.830,7.000
4,5:17,,,PIT 6,13,23,Cairo Santos kicks extra point good,0.000,0.000
4,5:17,,,KAN 35,13,23,"Cairo Santos kicks off 74 yards, returned by Dri Archer for 25 yards (tackle by Jamell Fleming)",0.000,0.140
4,5:04,1,10,PIT 16,13,23,Landry Jones pass complete short middle to Le'Veon Bell for 5 yards (tackle by Derrick Johnson and Eric Berry),-0.140,0.150
4,4:33,2,5,PIT 21,13,23,Landry Jones pass complete short right to Martavis Bryant for 7 yards (tackle by Derrick Johnson),0.150,0.810
4,3:55,1,10,PIT 28,13,23,Landry Jones pass complete short left to Markus Wheaton for 11 yards (tackle by Steven Nelson),0.810,1.530
4,3:49,1,10,PIT 39,13,23,Landry Jones pass complete short left to Le'Veon Bell for -1 yards (tackle by Justin Houston and Allen Bailey),1.530,0.850
4,3:11,2,11,PIT 38,13,23,Landry Jones pass incomplete short right intended for Heath Miller,0.850,0.170
4,3:07,3,11,PIT 38,13,23,Landry Jones pass complete short left to Le'Veon Bell for 5 yards (tackle by Husain Abdullah),0.170,-0.520
4,2:17,4,6,PIT 43,13,23,"Landry Jones pass incomplete deep left intended for Antonio Brown. Penalty on Sean Smith: Defensive Pass Interference, 18 yards (no play)",-0.520,2.980
4,2:11,1,10,KAN 39,13,23,"Landry Jones sacked by Tamba Hali for -9 yards. Landry Jones fumbles (forced by Tamba Hali), recovered by Jaye Howard at KAN-48 (tackle by Alejandro Villanueva)",2.980,-2.060
4,2:05,1,10,KAN 47,13,23,Charcandrick West middle for 4 yards (tackle by Jacoby Jones and Cameron Heyward),2.060,2.060
4,2:00,2,6,PIT 49,13,23,Charcandrick West left end for 5 yards (tackle by Arthur Moats),2.060,2.060
4,1:52,2,6,PIT 49,13,23,Timeout #3 by Pittsburgh Steelers,2.060,2.020
4,1:52,3,1,PIT 44,13,23,Charcandrick West middle for 2 yards (tackle by Lawrence Timmons),2.020,2.790
4,1:10,1,10,PIT 42,13,23,Alex Smith kneels for -1 yards,2.790,2.110
4,0:37,2,11,PIT 43,13,23,Alex Smith kneels for -1 yards,2.110,1.290
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
