Quarter,Time,Down,ToGo,Location,TAM,ARI,Detail,EPB,EPA
1,5:37,1,10,ARI 49,3,0,"James Conner left tackle for no gain (tackle by Joe Tryon-Shoyinka). Penalty on Max Garcia: Offensive Holding, 10 yards (accepted) (no play)",2.190,1.530
1,5:24,1,20,ARI 39,3,0,Trace McSorley pass complete short left to James Conner for 3 yards (tackle by Sean Murphy-Bunting and Logan Ryan),1.530,0.700
1,4:58,2,17,ARI 42,3,0,Trace McSorley pass incomplete deep left intended for DeAndre Hopkins,0.700,0.040
1,4:52,3,17,ARI 42,3,0,Trace McSorley pass complete short left to Greg Dortch for 9 yards (tackle by Sean Murphy-Bunting),0.040,-0.130
1,4:05,4,10,ARI 49,3,0,"Andy Lee punts 39 yards, fair catch by Deven Thompkins at TB-10",-0.130,0.380
1,3:59,1,10,TAM 10,3,0,Tom Brady pass complete short left to Russell Gage for 10 yards (tackle by Jalen Thompson),-0.380,0.280
1,3:26,1,10,TAM 20,3,0,Rachaad White up the middle for -1 yards (tackle by J.J. Watt),0.280,-0.460
1,2:48,2,11,TAM 19,3,0,Tom Brady pass complete short left to Mike Evans for 5 yards (tackle by Jalen Thompson and Marco Wilson),-0.460,-0.430
1,2:02,3,6,TAM 24,3,0,Tom Brady pass incomplete short left intended for Cade Otton,-0.430,-1.770
1,1:58,4,6,TAM 24,3,0,"Jake Camarda punts 46 yards, returned by Pharoh Cooper for 9 yards (tackle by Cade Otton)",-1.770,-1.530
1,1:47,1,10,ARI 39,3,0,Greg Dortch left end for 20 yards (tackle by Antoine Winfield and Lavonte David),1.530,2.850
1,1:19,1,10,TAM 41,3,0,Trace McSorley pass incomplete deep left intended for DeAndre Hopkins,2.850,2.310
1,1:13,2,10,TAM 41,3,0,Trace McSorley pass incomplete short left intended for Stephen Anderson,2.310,1.620
1,1:10,3,10,TAM 41,3,0,Trace McSorley scrambles right end for 3 yards (tackle by Lavonte David),1.620,0.790
1,0:37,4,6,TAM 37,3,3,Matt Prater 56 yard field goal good,0.790,3.000
1,0:32,,,ARI 35,3,3,"Matt Prater kicks off 65 yards, touchback.",0.000,0.610
1,0:32,1,10,TAM 25,3,3,Tom Brady pass complete short left to Leonard Fournette for 5 yards (tackle by Kamu Grugier-Hill and Myjai Sanders),0.610,0.740
Quarter,Time,Down,ToGo,Location,TAM,ARI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,5,TAM 30,3,3,Leonard Fournette up the middle for 3 yards (tackle by Zaven Collins and Myjai Sanders),0.740,0.430
2,14:16,3,2,TAM 33,3,3,Tom Brady pass complete short right to Chris Godwin for 5 yards (tackle by Isaiah Simmons),0.430,1.470
2,13:56,1,10,TAM 38,3,3,Tom Brady pass incomplete deep left intended for Scott Miller,1.470,0.920
2,13:51,2,10,TAM 38,3,3,Leonard Fournette right end for 23 yards (tackle by Jalen Thompson),0.920,2.980
2,13:27,1,10,ARI 39,3,3,Leonard Fournette right tackle for no gain (tackle by Markus Golden and Isaiah Simmons),2.980,2.440
2,12:52,2,10,ARI 39,3,3,Tom Brady pass complete short left to Chris Godwin for 12 yards (tackle by Kamu Grugier-Hill),2.440,3.780
2,12:15,1,10,ARI 27,3,3,Tom Brady pass incomplete short left intended for Leonard Fournette,3.780,3.230
2,12:12,2,10,ARI 27,3,3,Leonard Fournette up the middle for 4 yards (tackle by Jonathan Ledbetter),3.230,3.070
2,11:30,3,6,ARI 23,3,3,Tom Brady pass complete short left to Chris Godwin for 5 yards (tackle by Isaiah Simmons),3.070,2.400
2,10:53,4,1,ARI 18,3,3,Tom Brady up the middle for 2 yards (tackle by Trysten Hill),2.400,4.510
2,10:27,1,10,ARI 16,3,3,Tom Brady pass incomplete short left intended for Cade Otton,4.510,3.900
2,10:24,2,10,ARI 16,3,3,Tom Brady pass complete short left to Leonard Fournette for 6 yards (tackle by Marco Wilson and Budda Baker),3.900,4.170
2,9:41,3,4,ARI 10,3,3,"Tom Brady pass complete to Julio Jones for no gain, touchdown (no play)",4.170,3.220
2,9:36,3,9,ARI 15,3,3,"Tom Brady pass complete to Cade Otton for no gain. Penalty on Tristan Wirfs: Offensive Holding, 10 yards (accepted) (no play)",3.220,2.080
2,9:11,3,19,ARI 25,3,3,Tom Brady pass complete short middle to Leonard Fournette for 8 yards (tackle by Antonio Hamilton and Markus Golden),2.080,2.310
2,8:18,4,11,ARI 17,6,3,Ryan Succop 35 yard field goal good,2.310,3.000
2,8:14,,,TAM 35,6,3,"Jake Camarda kicks off 68 yards, returned by Pharoh Cooper for 17 yards (tackle by J.J. Russell)",0.000,-0.280
2,8:09,1,10,ARI 14,6,3,Trace McSorley right end for -1 yards (tackle by Carlton Davis),-0.280,-0.850
2,7:32,2,11,ARI 13,6,3,Trace McSorley pass incomplete short right intended for Marquise Brown,-0.850,-1.530
2,7:27,3,11,ARI 13,6,3,Trace McSorley pass incomplete short left intended for DeAndre Hopkins,-1.530,-2.490
2,7:22,4,11,ARI 13,6,3,"Andy Lee punts 39 yards, fair catch by Deven Thompkins at TB-48",-2.490,-2.130
2,7:14,1,10,TAM 48,6,3,Rachaad White right end for 1 yard (tackle by J.J. Watt and Budda Baker),2.130,1.720
2,6:33,2,9,TAM 49,6,3,Tom Brady pass complete short left to Rachaad White for 8 yards (tackle by Ben Niemann and Isaiah Simmons),1.720,2.080
2,5:50,3,1,ARI 43,6,3,Tom Brady pass complete short middle to Chris Godwin for 10 yards (tackle by Budda Baker and Jonathan Ledbetter),2.080,3.380
2,5:22,1,10,ARI 33,6,3,Tom Brady pass deep left intended for Mike Evans is intercepted by Marco Wilson at ARI-2 and returned for 39 yards (tackle by Nick Leverett),3.380,-1.660
2,5:09,1,10,ARI 41,6,3,James Conner right tackle for 7 yards (tackle by Devin White and Antoine Winfield),1.660,2.070
2,4:33,2,3,ARI 48,6,3,James Conner right end for 6 yards (tackle by Carlton Davis),2.070,2.520
2,3:54,1,10,TAM 46,6,3,James Conner right tackle for -1 yards (tackle by Logan Ryan),2.520,1.840
2,3:20,2,11,TAM 47,6,3,Trace McSorley pass incomplete deep left intended for DeAndre Hopkins (defended by Sean Murphy-Bunting),1.840,1.160
2,3:14,3,11,TAM 47,6,3,Trace McSorley pass incomplete short right,1.160,0.130
2,3:09,4,11,TAM 47,6,3,"Andy Lee punts 38 yards, fair catch by Deven Thompkins at TB-9",0.130,0.380
2,3:02,1,10,TAM 9,6,3,Leonard Fournette up the middle for 5 yards (tackle by Ben Niemann and Isaiah Simmons),-0.380,-0.480
2,2:25,2,6,TAM 13,6,3,Tom Brady pass complete short left to Leonard Fournette for 7 yards (tackle by Ben Niemann),-0.480,0.340
2,2:00,1,10,TAM 21,6,3,Leonard Fournette up the middle for 3 yards (tackle by Myjai Sanders and Budda Baker),0.340,0.210
2,1:42,2,7,TAM 24,6,3,Tom Brady pass complete short right to Leonard Fournette for 6 yards (tackle by Jonathan Ledbetter),0.210,0.300
2,1:22,3,1,TAM 30,6,3,Tom Brady pass incomplete short left intended for Russell Gage,0.300,-1.370
2,1:18,4,1,TAM 30,6,3,"Jake Camarda punts 53 yards, returned by Pharoh Cooper for 13 yards (tackle by Giovani Bernard)",-1.370,-0.940
2,1:07,1,10,ARI 30,6,3,Trace McSorley pass complete short left to James Conner for 2 yards (tackle by Devin White),0.940,0.660
2,0:46,2,8,ARI 32,6,3,Trace McSorley pass complete short left to James Conner for 9 yards (tackle by Rakeem Nunez-Roches),0.660,1.660
2,0:36,,,,,,Timeout #2 by Arizona Cardinals,,
2,0:36,1,10,ARI 41,6,3,Trace McSorley pass complete short left to James Conner for 3 yards (tackle by Anthony Nelson),1.660,1.530
2,0:30,2,7,ARI 44,6,3,Trace McSorley pass incomplete short right intended for Trey McBride,1.530,0.830
2,0:19,3,7,ARI 44,6,3,"Trace McSorley pass complete deep left to Greg Dortch for 17 yards. Penalty on Devin White: Defensive Offside, 5 yards (declined)",0.830,2.980
2,0:23,1,10,TAM 39,6,3,Trace McSorley pass incomplete intended for DeAndre Hopkins,2.980,2.440
2,0:19,2,10,TAM 39,6,3,Trace McSorley pass complete short right to Greg Dortch for 4 yards (tackle by Pat O'Connor),2.440,2.280
2,0:15,,,,,,Timeout #3 by Arizona Cardinals,,
2,0:15,3,6,TAM 35,6,3,Trace McSorley pass incomplete short right intended for Marquise Brown,2.280,0.970
2,0:12,4,6,TAM 35,6,6,Matt Prater 53 yard field goal good,0.970,3.000
2,0:08,,,ARI 35,6,6,"Matt Prater kicks off 65 yards, returned by Deven Thompkins for 17 yards (tackle by Chris Banjo)",0.000,-0.060
2,0:04,1,10,TAM 17,6,6,Tom Brady kneels for -1 yards,-0.060,-0.730
Quarter,Time,Down,ToGo,Location,TAM,ARI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TAM 35,6,6,"Jake Camarda kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,ARI 25,6,6,James Conner up the middle for no gain (tackle by Akiem Hicks),0.610,0.060
3,14:29,2,10,ARI 25,6,6,Trace McSorley pass complete short middle to James Conner for 4 yards (tackle by Devin White),0.060,-0.100
3,13:52,3,6,ARI 29,6,6,Trace McSorley pass complete short left to Greg Dortch for 4 yards (tackle by Anthony Nelson),-0.100,-1.180
3,13:16,4,2,ARI 33,6,6,Andy Lee punts 58 yards downed by Nate Hairston,-1.180,0.380
3,13:05,1,10,TAM 9,6,6,Rachaad White up the middle for 4 yards (tackle by Myjai Sanders),-0.380,-0.480
3,12:28,2,6,TAM 13,6,6,Tom Brady pass complete short right to Chris Godwin for 4 yards (tackle by Antonio Hamilton),-0.480,-0.480
3,11:49,3,2,TAM 17,6,6,Tom Brady pass incomplete short right intended for Chris Godwin,-0.480,-2.320
3,11:45,4,2,TAM 17,6,6,"Jake Camarda punts 52 yards, returned by Pharoh Cooper for 2 yards (tackle by Zyon McCollum). Penalty on Christian Matthew: Offensive Holding, 10 yards (declined) . Penalty on Tanner Vallejo: Unnecessary Roughness / Defense, 15 yards (accepted)",-2.320,-0.040
3,11:36,1,10,ARI 18,6,6,"James Conner for no gain. Penalty on Maxx Williams: Offensive Holding, 9 yards (accepted) (no play)",0.040,-0.720
3,10:58,1,19,ARI 9,6,6,Trace McSorley pass incomplete short middle intended for James Conner,-0.720,-1.440
3,10:54,2,19,ARI 9,6,6,Trace McSorley pass complete short right to Trey McBride for 7 yards (tackle by Mike Edwards and Lavonte David),-1.440,-1.590
3,10:20,3,13,ARI 16,6,6,Trace McSorley pass complete short right to Greg Dortch for 9 yards (tackle by Lavonte David),-1.590,-1.700
3,9:44,4,4,ARI 25,6,6,"Andy Lee punts 45 yards, fair catch by Deven Thompkins at TB-30",-1.700,-0.940
3,9:38,1,10,TAM 30,6,6,Leonard Fournette right end for 6 yards (tackle by Ben Niemann),0.940,1.200
3,8:52,2,4,TAM 36,6,6,Leonard Fournette left end for 2 yards (tackle by Ben Niemann and Isaiah Simmons),1.200,0.760
3,8:14,3,2,TAM 38,6,6,Leonard Fournette up the middle for 3 yards (tackle by Jalen Thompson),0.760,1.660
3,7:30,1,10,TAM 41,6,6,Leonard Fournette left end for 3 yards (tackle by Marco Wilson and Tanner Vallejo),1.660,1.530
3,6:54,2,7,TAM 44,6,6,Tom Brady pass complete short right to Chris Godwin for 10 yards (tackle by Jalen Thompson),1.530,2.520
3,6:17,1,10,ARI 46,6,6,Leonard Fournette left tackle for 5 yards (tackle by Budda Baker),2.520,2.650
3,5:33,2,5,ARI 41,6,6,"Penalty on Cade Otton: False Start, 5 yards (accepted) (no play)",2.650,1.980
3,5:18,2,10,ARI 46,6,6,Tom Brady pass complete short middle to Russell Gage for 11 yards (tackle by Isaiah Simmons),1.980,3.250
3,4:39,1,10,ARI 35,6,6,Leonard Fournette up the middle for 1 yard (tackle by Michael Dogbe and Jalen Thompson),3.250,2.840
3,3:58,2,9,ARI 34,6,6,Leonard Fournette up the middle for -2 yards (tackle by J.J. Watt),2.840,1.880
3,3:15,3,11,ARI 36,6,6,Tom Brady pass deep left intended for Mike Evans is intercepted by Marco Wilson at ARI-19 and returned for no gain (tackle by Mike Evans),1.880,-0.150
3,3:08,1,10,ARI 19,6,6,James Conner up the middle for 4 yards (tackle by Akiem Hicks),0.150,0.210
3,2:38,2,6,ARI 23,6,6,Trace McSorley pass complete to Greg Dortch for 5 yards (tackle by Lavonte David),0.210,0.100
3,1:56,3,1,ARI 28,6,6,James Conner up the middle for 3 yards (tackle by Antoine Winfield and Devin White),0.100,0.940
3,1:19,1,10,ARI 30,6,6,Greg Dortch right end for 2 yards (tackle by Lavonte David and Devin White),0.940,0.730
3,0:43,2,8,ARI 33,6,6,Trace McSorley pass complete deep left to Marquise Brown for 47 yards (tackle by Mike Edwards),0.730,4.240
3,0:02,1,10,TAM 20,6,6,James Conner right tackle for no gain (tackle by Devin White),4.240,3.690
Quarter,Time,Down,ToGo,Location,TAM,ARI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,10,TAM 20,6,6,Trace McSorley pass complete short right to Marquise Brown for -1 yards (tackle by Lavonte David),3.690,2.870
4,14:16,3,11,TAM 21,6,6,Trace McSorley pass incomplete short right,2.870,2.060
4,14:11,4,11,TAM 21,6,9,Matt Prater 39 yard field goal good,2.060,3.000
4,14:07,,,ARI 35,6,9,"Matt Prater kicks off 66 yards, returned by Deven Thompkins for 18 yards (tackle by Dennis Gardeck)",0.000,-0.060
4,14:03,1,10,TAM 17,6,9,Rachaad White up the middle for 2 yards (tackle by Leki Fotu and J.J. Watt),-0.060,-0.250
4,13:24,2,8,TAM 19,6,9,Ke'Shawn Vaughn left tackle for 6 yards (tackle by Jonathan Ledbetter),-0.250,-0.240
4,12:43,,,,,,Timeout #1 by Tampa Bay Buccaneers,,
4,12:43,3,2,TAM 25,6,9,Tom Brady pass incomplete short left intended for Mike Evans (defended by Zaven Collins),-0.240,-1.700
4,12:39,4,2,TAM 25,6,9,"Jake Camarda punts 36 yards, returned by Pharoh Cooper for 28 yards (tackle by Giovani Bernard)",-1.700,-3.380
4,12:26,1,10,TAM 33,6,9,James Conner up the middle for 4 yards (tackle by Mike Edwards),3.380,3.380
4,12:03,2,6,TAM 29,6,9,Trace McSorley pass complete short right to Trey McBride for 5 yards (tackle by Mike Edwards and Devin White),3.380,3.340
4,11:32,3,1,TAM 24,6,9,Trace McSorley up the middle for 2 yards (tackle by William Gholston and Antoine Winfield),3.340,4.110
4,10:59,1,10,TAM 22,6,9,Trace McSorley pass incomplete short right intended for Stephen Anderson,4.110,3.560
4,10:53,2,10,TAM 22,6,15,"James Conner left end for 22 yards, touchdown",3.560,7.000
4,10:47,,,TAM 15,6,16,Matt Prater kicks extra point good,0.000,0.000
4,10:47,,,ARI 35,6,16,"Matt Prater kicks off 65 yards, returned by Deven Thompkins for 33 yards (tackle by Jalen Thompson)",0.000,0.590
4,10:41,2,10,TAM 33,6,16,Tom Brady pass complete short left to Leonard Fournette for 44 yards (tackle by Jalen Thompson),0.590,4.040
4,10:01,1,10,ARI 23,6,16,Tom Brady pass complete short right to Leonard Fournette for no gain (tackle by Antonio Hamilton and Isaiah Simmons),4.040,3.500
4,9:33,2,10,ARI 23,6,16,Tom Brady pass complete short left to Chris Godwin for 5 yards (tackle by Isaiah Simmons),3.500,3.490
4,9:11,3,5,ARI 18,6,16,Tom Brady pass complete short left to Leonard Fournette for 10 yards (tackle by Marco Wilson),3.490,5.370
4,8:51,1,8,ARI 8,6,16,Tom Brady pass complete short middle to Cade Otton for 5 yards (tackle by Budda Baker),5.370,5.530
4,8:11,2,3,ARI 3,6,16,Tom Brady pass incomplete short middle intended for Mike Evans,5.530,4.720
4,8:07,3,3,ARI 3,12,16,"Tom Brady pass complete short left to Rachaad White for 3 yards, touchdown",4.720,7.000
4,8:03,,,ARI 15,13,16,Ryan Succop kicks extra point good,0.000,0.000
4,8:03,,,TAM 35,13,16,"Jake Camarda kicks off 65 yards, touchback.",0.000,0.610
4,8:03,1,10,ARI 25,13,16,Trace McSorley pass complete short left to DeAndre Hopkins for 4 yards (tackle by Sean Murphy-Bunting),0.610,0.600
4,7:28,2,6,ARI 29,13,16,Trace McSorley pass complete short right to Greg Dortch for 9 yards (tackle by Carlton Davis and Logan Ryan),0.600,1.470
4,6:48,1,10,ARI 38,13,16,James Conner right tackle for 11 yards (tackle by Logan Ryan),1.470,2.190
4,6:17,1,10,ARI 49,13,16,James Conner left end for 6 yards (tackle by Mike Edwards),2.190,2.460
4,5:37,2,4,TAM 45,13,16,James Conner up the middle for 3 yards (tackle by Keanu Neal and William Gholston),2.460,2.150
4,4:53,,,,,,Timeout #1 by Arizona Cardinals,,
4,4:53,3,1,TAM 42,13,16,"Trace McSorley aborted snap, recovered by William Gholston at TB-45",2.150,-1.930
4,4:49,1,10,TAM 45,13,16,Tom Brady pass incomplete short middle intended for Cade Otton (defended by Budda Baker),1.930,1.380
4,4:45,2,10,TAM 45,13,16,Tom Brady pass complete short right to Rachaad White for 4 yards (tackle by Budda Baker and Ben Niemann),1.380,1.220
4,4:17,3,6,TAM 49,13,16,Tom Brady pass complete short middle to Chris Godwin for 12 yards (tackle by Zaven Collins),1.220,2.980
4,3:55,1,10,ARI 39,13,16,Tom Brady pass complete short left to Russell Gage for 8 yards (tackle by Christian Matthew and Ben Niemann),2.980,3.520
4,3:31,2,2,ARI 31,13,16,Rachaad White up the middle for 5 yards (tackle by Leki Fotu and Christian Matthew),3.520,3.840
4,3:11,1,10,ARI 26,13,16,Tom Brady pass incomplete short right intended for Mike Evans (defended by Isaiah Simmons),3.840,3.300
4,3:06,2,10,ARI 26,13,16,Tom Brady pass complete short left to Rachaad White for 2 yards (tackle by Zaven Collins and Ben Niemann),3.300,2.870
4,2:36,,,,,,Timeout #2 by Arizona Cardinals,,
4,2:36,3,8,ARI 24,13,16,Tom Brady pass incomplete deep right intended for Chris Godwin (defended by Jalen Thompson),2.870,1.870
4,2:31,4,8,ARI 24,16,16,Ryan Succop 42 yard field goal good,1.870,3.000
4,2:27,,,TAM 35,16,16,"Jake Camarda kicks off 65 yards, touchback.",0.000,0.610
4,2:27,1,10,ARI 25,16,16,"Trace McSorley pass complete to Trey McBride for no gain. Penalty on Billy Price: Ineligible Downfield Pass, 5 yards (accepted) (no play)",0.610,0.280
4,2:21,1,15,ARI 20,16,16,Trace McSorley scrambles up the middle for 4 yards (tackle by Logan Ryan),0.280,-0.070
4,2:00,2,11,ARI 24,16,16,Trace McSorley pass complete short right to Trey McBride for 5 yards (tackle by Lavonte David),-0.070,-0.100
4,1:54,,,,,,Timeout #2 by Tampa Bay Buccaneers,,
4,1:54,3,6,ARI 29,16,16,Trace McSorley pass incomplete short right intended for DeAndre Hopkins,-0.100,-1.440
4,1:50,4,6,ARI 29,16,16,"Andy Lee punts 51 yards, returned by Deven Thompkins for 14 yards (tackle by Zeke Turner and Chris Banjo)",-1.440,-1.200
4,1:36,1,10,TAM 34,16,16,Tom Brady pass incomplete deep middle intended for Cade Otton,1.200,0.660
4,1:32,2,10,TAM 34,16,16,Tom Brady pass complete short left to Cade Otton for 7 yards (tackle by Christian Matthew),0.660,0.890
4,1:03,3,3,TAM 41,16,16,Leonard Fournette up the middle for 1 yard (tackle by Cameron Thomas),0.890,-0.590
4,0:56,,,,,,Timeout #3 by Arizona Cardinals,,
4,0:56,4,2,TAM 42,16,16,"Jake Camarda punts 57 yards, returned by Pharoh Cooper for 19 yards (tackle by Ko Kieft and K.J. Britt)",-0.590,-0.280
4,0:43,1,10,ARI 20,16,16,Trace McSorley pass complete short left to Greg Dortch for 7 yards (tackle by Antoine Winfield),0.280,0.680
4,0:25,2,3,ARI 27,16,16,Trace McSorley pass complete short middle to James Conner for 22 yards (tackle by Logan Ryan),0.680,2.190
4,0:10,1,10,ARI 49,16,16,Trace McSorley spiked the ball,2.190,1.650
4,0:08,2,10,ARI 49,16,16,Trace McSorley pass incomplete short left intended for DeAndre Hopkins (defended by Sean Murphy-Bunting),1.650,0.960
4,0:04,3,10,ARI 49,16,16,"Penalty on Marquise Brown: False Start, 5 yards (accepted) (no play)",0.960,0.300
4,0:04,3,15,ARI 44,16,16,Trace McSorley pass is intercepted by Keanu Neal at TB-5 and returned for no gain (tackle by Trey McBride),0.300,0.000
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,TAM,ARI,Detail,EPB,EPA
,,,,,,,"Cardinals won the coin toss, Cardinals to receive the overtime kickoff.",,
OT,10:00,,,TAM 35,16,16,"Jake Camarda kicks off 65 yards, touchback.",0.000,0.610
OT,10:00,1,10,ARI 25,16,16,Trace McSorley pass incomplete short right intended for DeAndre Hopkins (defended by Lavonte David),0.610,0.060
OT,9:54,2,10,ARI 25,16,16,James Conner left tackle for -1 yards (tackle by William Gholston and Mike Edwards),0.060,-0.760
OT,9:19,3,11,ARI 24,16,16,Trace McSorley pass complete short right to Marquise Brown for 11 yards (tackle by Devin White),-0.760,1.270
OT,8:40,1,10,ARI 35,16,16,Marquise Brown left end for 1 yard (tackle by Sean Murphy-Bunting),1.270,0.860
OT,7:58,2,9,ARI 36,16,16,Trace McSorley pass incomplete short middle intended for Greg Dortch,0.860,0.170
OT,7:55,,,,,,Timeout #1 by Arizona Cardinals,,
OT,7:55,3,9,ARI 36,16,16,Trace McSorley pass incomplete deep left intended for DeAndre Hopkins,0.170,-0.980
OT,7:50,4,9,ARI 36,16,16,"Andy Lee punts 52 yards, fair catch by Deven Thompkins at TB-12",-0.980,0.350
OT,7:43,1,10,TAM 12,16,16,Tom Brady pass complete short middle to Leonard Fournette for 4 yards (tackle by Ben Niemann and Zaven Collins),-0.350,-0.370
OT,7:14,2,6,TAM 16,16,16,Tom Brady pass complete short right to Mike Evans for 8 yards (tackle by Antonio Hamilton),-0.370,0.540
OT,7:04,1,10,TAM 24,16,16,Tom Brady pass complete deep left to Russell Gage for 23 yards (tackle by Jalen Thompson),0.540,2.060
OT,6:40,1,10,TAM 47,16,16,Tom Brady pass complete short left to Julio Jones for 5 yards (tackle by Budda Baker),2.060,2.330
OT,6:09,2,4,ARI 47,16,16,Tom Brady pass complete deep right to Mike Evans for 16 yards (tackle by Jalen Thompson),2.330,3.450
OT,5:44,1,10,ARI 32,16,16,Tom Brady pass complete short left to Russell Gage for 13 yards (tackle by Isaiah Simmons),3.450,4.310
OT,5:11,1,10,ARI 19,16,16,"Penalty on Brandon Walton: False Start, 5 yards (accepted) (no play)",4.310,3.970
OT,5:11,1,15,ARI 24,16,16,Leonard Fournette up the middle for 4 yards (tackle by Budda Baker and Chris Banjo),3.970,3.630
OT,4:33,2,11,ARI 20,16,16,Leonard Fournette up the middle for -2 yards (tackle by Zaven Collins and Leki Fotu),3.630,2.680
OT,3:46,3,13,ARI 22,19,16,Ryan Succop 40 yard field goal good,2.680,3.000
End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime
