Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Leonard Fournette,TAM,10,9,90,0,3,-7,-0.8,97,10.8,-0.8,1,9.0,0,0.0,0,104.2
Chris Godwin,TAM,10,8,63,0,5,9,1.1,54,6.8,3.7,0,,0,0.0,0,92.9
Russell Gage,TAM,6,5,65,0,4,26,5.2,39,7.8,4.5,1,5.0,0,0.0,0,111.8
Rachaad White,TAM,4,4,17,1,1,-9,-2.3,26,6.5,-2.3,0,,0,0.0,0,124.0
Mike Evans,TAM,8,3,29,0,2,28,9.3,1,0.3,10.1,0,,0,0.0,2,8.9
Cade Otton,TAM,7,2,12,0,,10,5.0,2,1.0,4.6,0,,2,28.6,0,39.6
Julio Jones,TAM,2,1,5,0,,2,2.0,3,3.0,11.0,0,,0,0.0,0,56.2
Scott Miller,TAM,1,0,0,0,,0,,0,,45.0,0,,0,0.0,0,39.6
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Greg Dortch,ARI,11,10,98,0,3,43,4.3,55,5.5,5.2,0,,0,0.0,0,103.8
James Conner,ARI,8,7,41,0,2,-14,-2.0,55,7.9,-1.5,1,7.0,1,12.5,0,88.0
Marquise Brown,ARI,6,3,57,0,2,48,16.0,9,3.0,13.3,0,,0,0.0,0,83.3
Trey McBride,ARI,4,3,17,0,,15,5.0,2,0.7,4.0,0,,0,0.0,0,82.3
Kamu Grugier-Hill,ARI,1,1,4,0,1,0,0.0,4,4.0,0.0,0,,0,0.0,0,83.3
DeAndre Hopkins,ARI,10,1,4,0,,-2,-2.0,6,6.0,14.6,0,,0,0.0,0,39.6
Stephen Anderson,ARI,2,0,0,0,,0,,0,,5.5,0,,0,0.0,0,39.6
