Quarter,Time,Down,ToGo,Location,ATL,NOR,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Falcons won the coin toss and deferred, Saints to receive the opening kickoff.",,
1,15:00,,,ATL 35,0,0,"Matthew Bosher kicks off 65 yards, touchback.",0.000,0.610
1,15:00,1,10,NOR 25,0,0,Alvin Kamara right guard for 18 yards (tackle by Damontae Kazee),0.610,1.800
1,14:25,1,10,NOR 43,0,0,Drew Brees pass complete short right to Dan Arnold for 9 yards (tackle by Brooks Reed),1.800,2.470
1,13:47,2,1,ATL 48,0,0,Alvin Kamara left guard for 9 yards (tackle by De'Vondre Campbell),2.470,2.980
1,13:14,1,10,ATL 39,0,0,Drew Brees pass complete short left to Michael Thomas for 5 yards (tackle by Robert Alford and Duke Riley),2.980,3.120
1,12:38,2,5,ATL 34,0,0,Mark Ingram right end for -2 yards (tackle by De'Vondre Campbell),3.120,2.150
1,11:56,3,7,ATL 36,0,0,Drew Brees pass complete short middle to Michael Thomas for 8 yards (tackle by Duke Riley),2.150,3.710
1,11:17,1,10,ATL 28,0,6,"Drew Brees pass complete deep left to Tommylee Lewis for 28 yards, touchdown",3.710,7.000
1,11:11,,,ATL 15,0,7,Wil Lutz kicks extra point good,0.000,0.000
1,11:11,,,NOR 35,0,7,"Wil Lutz kicks off 65 yards, touchback.",0.000,0.610
1,11:11,1,10,ATL 25,0,7,Tevin Coleman left end for -1 yards (tackle by Sheldon Rankins),0.610,-0.070
1,10:34,2,11,ATL 24,0,7,Matt Ryan pass complete short middle to Julio Jones for 13 yards (tackle by Marcus Williams),-0.070,1.400
1,9:57,1,10,ATL 37,0,7,Matt Ryan pass incomplete deep right intended for Julio Jones (defended by Eli Apple),1.400,0.860
1,9:51,2,10,ATL 37,0,7,Tevin Coleman left tackle for no gain (tackle by A.J. Klein and P.J. Williams). Penalty on Marvin Hall: Illegal Block Above the Waist (Declined),0.860,0.170
1,9:27,3,10,ATL 37,0,7,Matt Ryan pass complete deep middle to Mohamed Sanu for 15 yards (tackle by P.J. Williams),0.170,2.390
1,8:48,1,10,NOR 48,0,7,Matt Ryan pass complete deep left to Mohamed Sanu for 37 yards (tackle by Marshon Lattimore),2.390,4.840
1,7:58,1,10,NOR 11,0,7,Tevin Coleman left end for -5 yards (tackle by Cameron Jordan),4.840,3.440
1,7:19,2,15,NOR 16,0,7,Matt Ryan pass complete short left to Julio Jones for 13 yards (tackle by Vonn Bell),3.440,4.890
1,6:36,3,2,NOR 3,0,7,"Matt Ryan sacked by Marcus Williams for -6 yards. Matt Ryan fumbles (forced by Marcus Williams), recovered by Marcus Williams at NO-13 (tackle by Mohamed Sanu)",4.890,0.320
1,6:27,1,10,NOR 13,0,7,Drew Brees pass incomplete deep right intended for Michael Thomas (defended by Desmond Trufant),-0.320,-0.770
1,6:22,2,10,NOR 13,0,7,Drew Brees pass complete short middle to Mark Ingram for 6 yards (tackle by De'Vondre Campbell and Foyesade Oluokun),-0.770,-0.710
1,5:44,3,4,NOR 19,0,7,Drew Brees pass deep left intended for Keith Kirkwood is intercepted by Damontae Kazee at NO-39 and returned for no gain,-0.710,-2.980
1,5:38,1,10,NOR 39,0,7,Matt Ryan pass complete short middle to Mohamed Sanu for 16 yards (tackle by Alex Anzalone),2.980,4.040
1,5:02,1,10,NOR 23,0,7,Matt Ryan pass incomplete short right intended for Tevin Coleman,4.040,3.500
1,4:58,2,10,NOR 23,0,7,Matt Ryan pass complete short right to Tevin Coleman for 1 yard (tackle by Demario Davis),3.500,2.940
1,4:17,3,9,NOR 22,0,7,Matt Ryan pass complete short left to Calvin Ridley for 11 yards (tackle by Marshon Lattimore),2.940,4.840
1,4:12,1,10,NOR 11,0,7,Tevin Coleman left guard for 4 yards (tackle by Vonn Bell),4.840,4.890
1,3:32,2,6,NOR 7,0,7,"Matt Ryan sacked by Demario Davis for -7 yards. Matt Ryan fumbles (forced by Demario Davis), recovered by Matt Ryan at NO-14",4.890,3.030
1,2:45,3,13,NOR 14,0,7,Matt Ryan pass incomplete short left intended for Julio Jones,3.030,2.510
1,2:40,4,13,NOR 14,3,7,Matt Bryant 32 yard field goal good,2.510,3.000
1,2:35,,,ATL 35,3,7,"Matthew Bosher kicks off 65 yards, touchback.",0.000,0.610
1,2:35,1,10,NOR 25,3,7,Alvin Kamara right guard for 13 yards (tackle by Damontae Kazee and Jordan Richards),0.610,1.470
1,2:01,1,10,NOR 38,3,7,Mark Ingram right tackle for 2 yards (tackle by Foyesade Oluokun),1.470,1.190
1,1:17,2,8,NOR 40,3,7,"Drew Brees for 12 yards. Drew Brees fumbles, recovered by Drew Brees at NO-37 Mark Ingram lateral for 12 yards (tackle by Damontae Kazee)",1.190,2.390
1,0:41,1,10,ATL 48,3,7,Mark Ingram right guard for 5 yards (tackle by De'Vondre Campbell and Foyesade Oluokun),2.390,2.520
Quarter,Time,Down,ToGo,Location,ATL,NOR,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,5,ATL 43,3,7,Drew Brees sacked by Terrell McClain for -6 yards,2.520,1.030
2,14:16,3,11,ATL 49,3,7,Drew Brees pass complete short right to Michael Thomas for 12 yards (tackle by Desmond Trufant),1.030,3.120
2,13:32,1,10,ATL 37,3,7,Drew Brees pass incomplete deep middle intended for Ben Watson (defended by Jordan Richards),3.120,2.570
2,13:25,2,10,ATL 37,3,7,"Alvin Kamara left tackle for no gain (tackle by Foyesade Oluokun). Penalty on Andrus Peat: Offensive Holding, 10 yards (no play)",2.570,1.220
2,12:55,2,20,ATL 47,3,7,Drew Brees pass complete short middle to Michael Thomas for 13 yards (tackle by Foyesade Oluokun),1.220,2.280
2,12:13,3,7,ATL 34,3,7,Drew Brees pass complete short left to Alvin Kamara for 9 yards (tackle by Isaiah Oliver),2.280,3.910
2,11:37,1,10,ATL 25,3,7,Mark Ingram left guard for 9 yards (tackle by Damontae Kazee),3.910,4.750
2,11:10,,,,,,Timeout #1 by New Orleans Saints,,
2,11:10,2,1,ATL 16,3,7,Alvin Kamara left end for 4 yards (tackle by Robert Alford),4.750,4.780
2,10:36,1,10,ATL 12,3,7,Alvin Kamara left end for 5 yards (tackle by Foyesade Oluokun),4.780,5.020
2,9:56,2,5,ATL 7,3,7,Mark Ingram right tackle for 3 yards (tackle by Bruce Irvin and Grady Jarrett),5.020,4.840
2,9:16,3,2,ATL 4,3,7,Drew Brees pass incomplete short left intended for Dan Arnold (defended by Sharrod Neasman),4.840,3.040
2,9:12,4,2,ATL 4,3,10,Wil Lutz 22 yard field goal good,3.040,3.000
2,9:09,,,NOR 35,3,10,"Wil Lutz kicks off 65 yards, touchback.",0.000,0.610
2,9:09,1,10,ATL 25,3,10,Julio Jones left end for 1 yard (tackle by P.J. Williams),0.610,0.200
2,8:30,2,9,ATL 26,3,10,Matt Ryan sacked by Sheldon Rankins for -5 yards,0.200,-1.150
2,7:47,3,14,ATL 21,3,10,Matt Ryan pass incomplete deep right intended for Calvin Ridley,-1.150,-1.960
