Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Miles Sanders,PHI,15,85,0,5,57,3.8,28,1.9,3,5.0
Boston Scott,PHI,3,63,1,2,44,14.7,19,6.3,1,3.0
Jalen Hurts,PHI,2,-1,0,1,-1,-0.5,0,0.0,0,
Carson Wentz,PHI,2,4,0,0,3,1.5,1,0.5,0,
Corey Clement,PHI,1,5,1,1,3,3.0,2,2.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Wayne Gallman,NYG,18,53,2,3,21,1.2,32,1.8,0,
Daniel Jones,NYG,9,64,1,3,60,6.7,4,0.4,1,9.0
Alfred Morris,NYG,8,34,0,1,22,2.8,12,1.5,0,
Elijhaa Penny,NYG,1,0,0,,0,0.0,0,0.0,0,
