Quarter,Time,Down,ToGo,Location,TAM,NOR,Detail,EPB,EPA
1,8:28,,,TAM 35,7,0,"Bradley Pinion kicks off 65 yards, touchback.",,
1,8:28,1,10,NOR 25,7,0,Jameis Winston pass incomplete short right intended for Adam Trautman (defended by Jason Pierre-Paul),,
1,8:23,2,10,NOR 25,7,0,Alvin Kamara left end for 10 yards (tackle by Jamel Dean),,
1,7:51,1,10,NOR 35,7,0,Jameis Winston pass complete short left to Mark Ingram for 18 yards (tackle by Lavonte David and Devin White),,
1,7:10,1,10,TAM 47,7,0,Jameis Winston pass complete short right to Mark Ingram for 7 yards (tackle by Jason Pierre-Paul),,
1,6:26,2,3,TAM 40,7,0,Alvin Kamara left guard for 1 yard (tackle by Ndamukong Suh and Pat O'Connor),,
1,5:43,3,2,TAM 39,7,0,Jameis Winston scrambles right end for 4 yards (tackle by Jordan Whitehead),,
1,4:58,1,10,TAM 35,7,0,Alvin Kamara right guard for 3 yards (tackle by Lavonte David and Vita Vea),,
1,4:13,2,7,TAM 32,7,0,Jameis Winston scrambles up the middle for 13 yards (tackle by Antoine Winfield),,
1,3:28,1,10,TAM 19,7,0,Jameis Winston pass incomplete short left intended for Adam Trautman,,
1,3:25,2,10,TAM 19,7,0,Mark Ingram right guard for 3 yards (tackle by Vita Vea),,
1,2:46,3,7,TAM 16,7,6,"Jameis Winston pass complete deep left to Tre'Quan Smith for 16 yards, touchdown",,
1,2:39,,,TAM 15,7,7,Brian Johnson kicks extra point good,,
1,2:39,,,NOR 35,7,7,"Brian Johnson kicks off 65 yards, touchback.",,
1,2:39,1,10,TAM 25,7,7,Ronald Jones right guard for 9 yards (tackle by Pete Werner and Malcolm Jenkins),,
1,2:02,2,1,TAM 34,7,7,Tom Brady pass complete short left to Mike Evans for 7 yards (tackle by Marshon Lattimore and Marcus Williams),,
1,1:19,,,,,,Timeout #1 by Tampa Bay Buccaneers,,
1,1:19,1,10,TAM 41,7,7,Tom Brady pass complete short middle to Jaelon Darden for 8 yards (tackle by Marcus Williams),,
1,0:43,2,2,TAM 49,7,7,Ronald Jones left guard for -1 yards (tackle by Marcus Davenport),,
Quarter,Time,Down,ToGo,Location,TAM,NOR,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,3,TAM 48,7,7,Tom Brady pass complete short middle to Tyler Johnson for 8 yards (tackle by Bradley Roby),,
2,14:23,1,10,NOR 44,7,7,Tom Brady pass incomplete deep right intended for Mike Evans,,
2,14:17,2,10,NOR 44,7,7,Tom Brady pass complete short right to Jaelon Darden for 4 yards (tackle by Marshon Lattimore),,
2,13:33,3,6,NOR 40,7,7,Tom Brady pass incomplete short right intended for Cameron Brate,,
2,13:28,4,6,NOR 40,7,7,"Bradley Pinion punts 32 yards, fair catch by Deonte Harty at NO-8",,
2,13:22,1,10,NOR 8,7,7,Alvin Kamara left tackle for 1 yard (tackle by Pierre Desir),,
2,12:45,2,9,NOR 9,7,7,"Jameis Winston scrambles left tackle for 3 yards (tackle by Devin White). Penalty on Devin White: Horse Collar Tackle, 15 yards (accepted)",,
2,12:21,1,10,NOR 27,7,7,Trevor Siemian pass incomplete short left intended for Adam Trautman (defended by Antoine Winfield),,
2,12:15,2,10,NOR 27,7,7,Trevor Siemian pass complete short left to Adam Trautman for 5 yards (tackle by Jordan Whitehead),,
2,11:39,,,,,,Timeout #1 by New Orleans Saints,,
2,11:39,3,5,NOR 32,7,7,Trevor Siemian pass incomplete short left intended for Marquez Callaway,,
2,11:35,4,5,NOR 32,7,7,"Blake Gillikin punts 45 yards, returned by Jaelon Darden for no gain (tackle by J.T. Gray). Penalty on Cam Gill: Offensive Holding, 10 yards (accepted)",,
2,11:27,1,10,TAM 13,7,7,Leonard Fournette right guard for 2 yards (tackle by Christian Ringo),,
2,10:46,2,8,TAM 15,7,7,Tom Brady pass complete deep right to Chris Godwin for 20 yards (tackle by Bradley Roby),,
2,10:14,1,10,TAM 35,7,7,Leonard Fournette right end for -1 yards (tackle by Demario Davis),,
2,9:35,2,11,TAM 34,7,7,Tom Brady pass incomplete intended for Cameron Brate,,
2,9:29,3,11,TAM 34,7,7,Tom Brady pass complete short left to Tyler Johnson for 31 yards (tackle by Kwon Alexander),,
2,9:02,1,10,NOR 35,7,7,Tom Brady pass complete short left to O.J. Howard for 4 yards (tackle by Malcolm Jenkins),,
2,8:25,2,6,NOR 31,7,7,Leonard Fournette right tackle for no gain (tackle by Carl Granderson and Montravius Adams),,
2,7:42,3,6,NOR 31,7,7,"Tom Brady sacked by Cameron Jordan for -6 yards. Tom Brady fumbles (forced by Cameron Jordan), recovered by David Onyemata at NO-37 and returned for -6 yards",,
2,7:36,1,10,NOR 37,7,7,Alvin Kamara right guard for -1 yards (tackle by Rakeem Nunez-Roches),,
2,7:00,2,11,NOR 36,7,7,Trevor Siemian pass complete short right to Deonte Harty for 14 yards (tackle by Jordan Whitehead),,
2,6:25,1,10,TAM 50,7,7,Trevor Siemian pass complete short middle to Garrett Griffin for 12 yards (tackle by Pierre Desir),,
2,5:45,1,10,TAM 38,7,7,Trevor Siemian pass incomplete deep right intended for Juwan Johnson (defended by Pierre Desir),,
2,5:38,2,10,TAM 38,7,7,Trevor Siemian pass complete short left to Garrett Griffin for 14 yards (tackle by Antoine Winfield and Devin White),,
2,4:51,1,10,TAM 24,7,7,"Penalty on Erik McCoy: False Start, 5 yards (accepted) (no play)",,
2,4:30,1,15,TAM 29,7,7,Mark Ingram left tackle for 3 yards (tackle by Shaquil Barrett),,
2,3:50,2,12,TAM 26,7,7,"Trevor Siemian pass incomplete short middle intended for Alvin Kamara (defended by Jason Pierre-Paul). Penalty on Devin White: Roughing the Passer, 12 yards (accepted) (no play)",,
2,3:45,1,10,TAM 14,7,7,"Trevor Siemian pass deep left is intercepted by Antoine Winfield in end zone and returned for no gain. Penalty on William Gholston: Roughing the Passer, 7 yards (accepted) (no play)",,
2,3:36,1,7,TAM 7,7,7,Alvin Kamara left guard for 3 yards (tackle by Devin White and Shaquil Barrett),,
2,3:07,2,4,TAM 4,7,7,Trevor Siemian pass incomplete short left,,
2,3:02,3,4,TAM 4,7,7,Trevor Siemian pass complete short left to Adam Trautman for -1 yards (tackle by Jordan Whitehead),,
2,2:23,4,5,TAM 5,7,10,Brian Johnson 23 yard field goal good,,
2,2:20,,,NOR 35,7,10,"Brian Johnson kicks off 65 yards, touchback.",,
2,2:20,1,10,TAM 25,7,10,Giovani Bernard left guard for 24 yards (tackle by Marcus Williams),,
2,2:00,1,10,TAM 49,7,10,Tom Brady pass short right intended for Chris Godwin is intercepted by C.J. Gardner-Johnson at NO-39 and returned for 26 yards (tackle by Tristan Wirfs),,
2,1:48,1,10,TAM 35,7,10,Mark Ingram right guard for 11 yards (tackle by Vita Vea),,
2,1:11,1,10,TAM 24,7,10,Trevor Siemian pass complete short right to Tre'Quan Smith for 15 yards (tackle by Jordan Whitehead),,
2,1:02,1,9,TAM 9,7,10,Alvin Kamara right end for 7 yards (tackle by Pierre Desir),,
2,0:39,2,2,TAM 2,7,10,Alvin Kamara right guard for 1 yard (tackle by Jason Pierre-Paul and Lavonte David),,
2,0:30,,,,,,Timeout #2 by New Orleans Saints,,
2,0:30,3,1,TAM 1,7,16,"Trevor Siemian pass complete short left to Alex Armah for 1 yard, touchdown",,
2,0:27,,,TAM 15,7,16,Brian Johnson kicks extra point no good,,
2,0:27,,,NOR 35,7,16,"Brian Johnson kicks off 65 yards, touchback.",,
2,0:27,1,10,TAM 25,7,16,Giovani Bernard right guard for 6 yards (tackle by Marcus Davenport),,
Quarter,Time,Down,ToGo,Location,TAM,NOR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TAM 35,7,16,"Bradley Pinion kicks off 74 yards, returned by Deonte Harty for 33 yards (tackle by Anthony Nelson and Joe Tryon-Shoyinka)",,
3,14:56,1,10,NOR 24,7,16,Trevor Siemian pass complete deep right to Kevin White for 38 yards (tackle by Pierre Desir),,
3,14:09,1,10,TAM 38,7,16,Alvin Kamara left tackle for 1 yard (tackle by Shaquil Barrett and Ndamukong Suh),,
3,13:32,2,9,TAM 37,7,16,Trevor Siemian scrambles left end for 3 yards (tackle by Jordan Whitehead),,
3,12:59,3,6,TAM 34,7,16,Alvin Kamara right tackle for 2 yards (tackle by Mike Edwards),,
3,12:18,4,4,TAM 32,7,16,Trevor Siemian pass complete short left to Deonte Harty for 7 yards (tackle by Ross Cockrell),,
3,11:39,1,10,TAM 25,7,16,Alvin Kamara left tackle for 15 yards (tackle by Jordan Whitehead),,
3,11:01,1,10,TAM 10,7,16,Trevor Siemian pass incomplete short right intended for Adam Trautman,,
3,10:56,2,10,TAM 10,7,16,"Alvin Kamara right guard for no gain (tackle by Jordan Whitehead and William Gholston). Penalty on Anthony Nelson: Defensive Offside, 5 yards (accepted) (no play)",,
3,10:25,2,5,TAM 5,7,16,Alvin Kamara right guard for 2 yards (tackle by Lavonte David),,
3,9:45,3,3,TAM 3,7,16,Trevor Siemian pass complete short right to Tre'Quan Smith for 2 yards (tackle by Devin White),,
3,9:07,4,1,TAM 1,7,22,"Alvin Kamara left end for 1 yard, touchdown",,
3,9:01,,,TAM 15,7,23,Brian Johnson kicks extra point good,,
3,9:01,,,NOR 35,7,23,"Brian Johnson kicks off 65 yards, touchback.",,
3,9:01,1,10,TAM 25,7,23,Tom Brady pass incomplete short middle intended for O.J. Howard,,
3,8:58,2,10,TAM 25,7,23,Tom Brady pass complete short middle to Cameron Brate for 9 yards (tackle by Demario Davis),,
3,8:21,3,1,TAM 34,7,23,Tom Brady left guard for 2 yards (tackle by Shy Tuttle),,
3,7:42,1,10,TAM 36,7,23,Tom Brady pass complete short left to Leonard Fournette for 7 yards (tackle by Paulson Adebo),,
3,7:17,2,3,TAM 43,7,23,Tom Brady pass complete short middle to Chris Godwin for 44 yards (tackle by Marcus Williams),,
3,6:29,1,10,NOR 13,7,23,"Tom Brady pass complete short left to Leonard Fournette for no gain. Leonard Fournette fumbles (forced by Malcolm Jenkins), recovered by C.J. Gardner-Johnson in end zone. C.J. Gardner-Johnson fumbles (forced by Tyler Johnson), recovered by Marshon Lattimore at end zone Replay Assistant challenged the pass completion ruling, and the original play was overturned. Tom Brady pass incomplete short left intended for Leonard Fournette (defended by Malcolm Jenkins)",,
3,6:24,2,10,NOR 13,7,23,Tom Brady pass complete short middle to Cameron Brate for 6 yards (tackle by Pete Werner),,
3,5:39,3,4,NOR 7,13,23,"Tom Brady pass complete to Giovani Bernard for 7 yards, touchdown",,
3,5:33,,,NOR 15,14,23,Ryan Succop kicks extra point good,,
3,5:33,,,TAM 35,14,23,"Bradley Pinion kicks off 73 yards, returned by Deonte Harty for 36 yards (tackle by Andrew Adams and Anthony Nelson)",,
3,5:28,1,10,NOR 28,14,23,Trevor Siemian sacked by Ndamukong Suh for -6 yards,,
3,4:42,2,16,NOR 22,14,23,Trevor Siemian pass incomplete short left intended for Deonte Harty (defended by Jason Pierre-Paul),,
3,4:38,3,16,NOR 22,14,23,Trevor Siemian pass incomplete short right,,
3,4:35,4,16,NOR 22,14,23,"Blake Gillikin punts 50 yards, returned by Jaelon Darden for 3 yards (tackle by Zack Baun)",,
3,4:26,1,10,TAM 31,14,23,Ronald Jones right guard for 5 yards (tackle by Pete Werner and Marcus Williams),,
3,3:50,2,5,TAM 36,14,23,Tom Brady pass complete short middle to Chris Godwin for 16 yards (tackle by C.J. Gardner-Johnson),,
3,3:15,1,10,NOR 48,14,23,Tom Brady pass complete short right to Ronald Jones for 6 yards (tackle by C.J. Gardner-Johnson),,
3,2:27,2,4,NOR 42,14,23,"Penalty on Ronald Jones: False Start, 5 yards (accepted) (no play)",,
3,2:02,2,9,NOR 47,14,23,Tom Brady pass complete short left to Chris Godwin for 6 yards (tackle by Marshon Lattimore),,
3,1:22,3,3,NOR 41,20,23,"Tom Brady pass complete deep left to Mike Evans for 41 yards, touchdown. Penalty on Marshon Lattimore: Defensive Pass Interference, 39 yards (declined)",,
3,1:15,,,NOR 15,21,23,Ryan Succop kicks extra point good,,
3,1:15,,,TAM 35,21,23,"Bradley Pinion kicks off 65 yards, touchback.",,
3,1:15,1,10,NOR 25,21,23,Trevor Siemian pass incomplete short right intended for Deonte Harty (defended by Jordan Whitehead),,
3,1:11,2,10,NOR 25,21,23,Alvin Kamara right end for 4 yards (tackle by Devin White),,
3,0:34,3,6,NOR 29,21,23,"Trevor Siemian aborted snap, recovered by Trevor Siemian at NO-24 and returned for 5 yards Trevor Siemian pass incomplete short left",,
3,0:27,4,6,NOR 29,21,23,"Blake Gillikin punts 63 yards, returned by Jaelon Darden for 11 yards (tackle by Kevin White)",,
3,0:16,1,10,TAM 19,21,23,Leonard Fournette pass incomplete short left intended for Chris Godwin (defended by Shy Tuttle),,
3,0:08,2,10,TAM 19,21,23,Tom Brady pass complete short left to Chris Godwin for 9 yards (tackle by Cameron Jordan and Marcus Williams),,
Quarter,Time,Down,ToGo,Location,TAM,NOR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,1,TAM 28,21,23,Leonard Fournette for 6 yards (tackle by Marcus Williams),,
4,14:49,1,10,TAM 34,21,23,"Leonard Fournette left tackle for no gain (tackle by Kaden Elliss). Penalty on Ryan Jensen: Offensive Holding, 10 yards (accepted) (no play)",,
4,14:17,1,20,TAM 24,21,23,Tom Brady pass complete short middle to Tyler Johnson for 7 yards (tackle by C.J. Gardner-Johnson),,
4,13:38,2,13,TAM 31,21,23,Tom Brady pass complete short right to Jaelon Darden for -1 yards (tackle by Kwon Alexander),,
4,12:57,3,14,TAM 30,21,23,Tom Brady pass complete short left to Chris Godwin for 8 yards (tackle by Marcus Davenport),,
4,12:20,4,6,TAM 38,21,23,"Bradley Pinion punts 40 yards, returned by Deonte Harty for 12 yards (tackle by Andrew Adams)",,
4,12:08,1,10,NOR 34,21,23,Alvin Kamara left tackle for 2 yards (tackle by Jason Pierre-Paul),,
4,11:32,2,8,NOR 36,21,23,Alvin Kamara right tackle for 3 yards (tackle by Jordan Whitehead),,
4,10:46,3,5,NOR 39,21,23,"Penalty on Jason Pierre-Paul: Neutral Zone Infraction, 5 yards (accepted) (no play)",,
4,10:27,1,10,NOR 44,21,23,"Mark Ingram left end for 6 yards (tackle by Ndamukong Suh and Devin White). Penalty on Devin White: Taunting / Defense, 15 yards (accepted)",,
4,9:56,1,10,TAM 35,21,23,Trevor Siemian pass complete short right to Deonte Harty for 14 yards (tackle by Pierre Desir),,
4,9:21,1,10,TAM 21,21,23,Trevor Siemian pass incomplete deep right intended for Marquez Callaway,,
4,9:15,2,10,TAM 21,21,23,Alvin Kamara right tackle for 5 yards (tackle by Devin White),,
4,8:40,3,5,TAM 16,21,23,Trevor Siemian pass incomplete short middle intended for Deonte Harty,,
4,8:34,4,5,TAM 16,21,26,Brian Johnson 35 yard field goal good,,
4,8:31,,,NOR 35,21,26,"Brian Johnson kicks off 65 yards, touchback.",,
4,8:31,1,10,TAM 25,21,26,Tom Brady pass complete short left to Leonard Fournette for 2 yards (tackle by Demario Davis),,
4,7:52,2,8,TAM 27,21,26,Tom Brady pass complete short right to O.J. Howard for 12 yards (tackle by C.J. Gardner-Johnson),,
4,7:14,1,10,TAM 39,21,26,Leonard Fournette left end for 3 yards (tackle by Malcolm Jenkins and Shy Tuttle),,
4,6:29,2,7,TAM 42,21,26,Tom Brady pass complete short left to Leonard Fournette for 8 yards (tackle by Paulson Adebo and Kwon Alexander),,
4,5:52,1,10,TAM 50,27,26,"Tom Brady pass complete deep right to Cyril Grayson for 50 yards, touchdown",,
4,5:44,,,NOR 2,27,26,"Two Point Attempt: Chris Godwin rushes, conversion fails. (tackle by Kwon Alexander)",,
4,5:44,,,TAM 35,27,26,"Bradley Pinion kicks off 65 yards, touchback.",,
4,5:44,1,10,NOR 25,27,26,Mark Ingram left guard for 1 yard (tackle by Jordan Whitehead),,
4,5:09,2,9,NOR 26,27,26,Trevor Siemian pass complete short left to Alvin Kamara for 5 yards (tackle by Lavonte David and Jamel Dean),,
4,4:29,3,4,NOR 31,27,26,Trevor Siemian pass complete short right to Marquez Callaway for 9 yards (tackle by Pierre Desir),,
4,3:53,1,10,NOR 40,27,26,Deonte Harty right end for 22 yards (tackle by Antoine Winfield),,
4,2:59,1,10,TAM 38,27,26,Trevor Siemian pass complete short right to Ty Montgomery for 4 yards (tackle by Pierre Desir),,
4,2:51,2,6,TAM 34,27,26,Alvin Kamara left end for 1 yard (tackle by Devin White),,
4,2:46,3,5,TAM 33,27,26,"Trevor Siemian pass incomplete short right. Penalty on Ross Cockrell: Defensive Holding, 5 yards (accepted) (no play)",,
4,2:40,1,10,TAM 28,27,26,Mark Ingram left guard for 3 yards (tackle by Shaquil Barrett),,
4,2:36,,,,,,Timeout #1 by Tampa Bay Buccaneers,,
4,2:36,2,7,TAM 25,27,26,Trevor Siemian pass complete short middle to Marquez Callaway for 16 yards (tackle by Jamel Dean and Antoine Winfield),,
4,2:00,1,9,TAM 9,27,26,Trevor Siemian pass incomplete short right,,
4,1:56,2,9,TAM 9,27,26,Trevor Siemian pass incomplete short right intended for Alvin Kamara,,
4,1:53,3,9,TAM 9,27,26,Trevor Siemian pass complete to Alvin Kamara for 4 yards (tackle by Devin White),,
4,1:44,,,,,,Timeout #2 by Tampa Bay Buccaneers,,
4,1:44,4,5,TAM 5,27,29,Brian Johnson 23 yard field goal good,,
4,1:41,,,NOR 35,27,29,"Brian Johnson kicks off 65 yards, touchback.",,
4,1:41,1,10,TAM 25,27,29,Tom Brady pass incomplete deep left intended for Mike Evans,,
4,1:36,2,10,TAM 25,27,35,"Tom Brady pass deep left intended for Chris Godwin is intercepted by P.J. Williams at TB-40 and returned for 40 yards, touchdown",,
4,1:24,,,TAM 15,27,36,Brian Johnson kicks extra point good,,
4,1:24,,,NOR 35,27,36,"Brian Johnson kicks off 63 yards, returned by Jaelon Darden for 17 yards (tackle by Ty Montgomery)",,
4,1:19,1,10,TAM 19,27,36,Tom Brady sacked by Tanoh Kpassagnon for -9 yards,,
4,1:07,,,,,,Timeout #3 by Tampa Bay Buccaneers,,
4,1:07,2,19,TAM 10,27,36,Tom Brady pass complete short right to Tyler Johnson for 11 yards (tackle by Paulson Adebo and Malcolm Jenkins),,
4,0:42,3,8,TAM 21,27,36,Tom Brady pass incomplete deep left intended for Tyler Johnson,,
4,0:36,4,8,TAM 21,27,36,Tom Brady sacked by Kwon Alexander for -10 yards,,
4,0:28,1,10,TAM 11,27,36,Trevor Siemian kneels for -1 yards,,
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
