Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Leonard Fournette,TAM,8,26,0,1,17,2.1,9,1.1,0,
Ronald Jones II,TAM,3,13,0,,7,2.3,6,2.0,0,
Giovani Bernard,TAM,2,30,0,1,23,11.5,7,3.5,0,
Tom Brady,TAM,1,2,0,1,1,1.0,1,1.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Alvin Kamara,NOR,19,61,1,3,41,2.2,20,1.1,2,9.5
Mark Ingram,NOR,6,27,0,1,9,1.5,18,3.0,1,6.0
Jameis Winston,NOR,4,40,0,3,36,9.0,4,1.0,2,2.0
Trevor Siemian,NOR,2,2,0,0,2,1.0,0,0.0,0,
Deonte Harty,NOR,1,22,0,1,20,20.0,2,2.0,0,
