0,1
Game Info,Game Info
Won Toss,Cardinals
Roof,outdoors
Surface,grass
Duration,3:04
Attendance,30014
Weather,"90 degrees, relative humidity 23%, wind 13 mph, wind chill 0"
Vegas Line,New York Giants -3.0
Over/Under,38.5 (under)
