Quarter,Time,Tm,Detail,NYG,ARI
1.0,8:38,Giants,Tiki Barber 6 yard rush (Matt Bryant kick),7,0
2.0,0:04,Cardinals,Justin Lucas 38 yard interception return (Bill Gramatica kick),7,7
4.0,10:36,Cardinals,Marcel Shipp 7 yard pass from Jake Plummer (Bill Gramatica kick),7,14
,2:13,Cardinals,Marcel Shipp 10 yard rush (Bill Gramatica kick),7,21
