Quarter,Time,Down,ToGo,Location,BAL,BUF,Detail,EPB,EPA
1,3:56,1,10,BAL 33,3,0,Lamar Jackson pass complete short left to Hayden Hurst for 4 yards (tackle by Tremaine Edmunds and Lorenzo Alexander),1.140,1.130
1,3:16,2,6,BAL 37,3,0,Lamar Jackson left tackle for -4 yards (tackle by Corey Liuget),1.130,-0.100
1,2:28,3,10,BAL 33,3,0,Lamar Jackson sacked by Jerry Hughes for -6 yards,-0.100,-1.570
1,1:40,4,16,BAL 27,3,0,"Sam Koch punts 57 yards, returned by Andre Roberts for 15 yards (tackle by Jordan Richards)",-1.570,-1.000
1,1:30,1,10,BUF 31,3,0,Frank Gore up the middle for 2 yards (tackle by Chuck Clark),1.000,0.730
1,1:10,2,8,BUF 33,3,0,Josh Allen pass incomplete short right intended for Cole Beasley (defended by Marlon Humphrey),0.730,0.040
1,1:03,3,8,BUF 33,3,0,"Josh Allen sacked by Matt Judon for -7 yards. Josh Allen fumbles (forced by Matt Judon), recovered by Jihad Ward at BUF-26 and returned for 2 yards (tackle by Quinton Spain)",0.040,-3.970
1,0:56,1,10,BUF 24,3,0,Mark Ingram up the middle for 3 yards (tackle by Star Lotulelei and Micah Hyde),3.970,3.840
1,0:23,2,7,BUF 21,3,0,"Lamar Jackson left tackle for 8 yards (tackle by Micah Hyde). Penalty on Star Lotulelei: Defensive Holding, 5 yards. Penalty on Jerry Hughes: Unsportsmanlike Conduct, 4 yards",3.840,6.280
Quarter,Time,Down,ToGo,Location,BAL,BUF,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,4,BUF 4,3,0,Mark Ingram up the middle for 2 yards (tackle by Matt Milano and Kevin Johnson),6.280,5.720
2,14:18,2,2,BUF 2,3,0,Mark Ingram up the middle for -1 yards (tackle by Tremaine Edmunds and Shaq Lawson),5.720,4.720
2,13:37,,,,,,Timeout #1 by Baltimore Ravens,,
2,13:37,3,3,BUF 3,9,0,"Lamar Jackson pass complete short right to Nick Boyle for 3 yards, touchdown",4.720,7.000
2,13:31,,,BUF 15,10,0,Justin Tucker kicks extra point good,0.000,0.000
2,13:31,,,BAL 35,10,0,"Justin Tucker kicks off 40 yards, returned by Senorise Perry for 2 yards (tackle by Brynden Trawick)",0.000,0.740
2,13:26,1,10,BUF 27,10,0,"Josh Allen pass incomplete short left intended for John Brown. Penalty on L.J. Fort: Roughing the Passer, 15 yards (no play)",0.740,1.730
2,13:21,1,10,BUF 42,10,0,Devin Singletary right guard for 6 yards (tackle by Marcus Peters),1.730,2.000
2,12:56,2,4,BUF 48,10,0,Devin Singletary left tackle for 3 yards (tackle by Tyus Bowser),2.000,1.690
2,12:33,3,1,BAL 49,10,0,Devin Singletary right guard for 8 yards (tackle by Earl Thomas),1.690,2.850
2,12:10,1,10,BAL 41,10,0,Devin Singletary up the middle for 3 yards (tackle by Matt Judon and Brandon Williams),2.850,2.710
2,11:26,2,7,BAL 38,10,0,Devin Singletary right tackle for 14 yards (tackle by Brandon Williams),2.710,3.970
2,10:47,1,10,BAL 24,10,0,Devin Singletary left tackle for 9 yards (tackle by Marlon Humphrey and Brandon Williams),3.970,4.850
2,10:23,2,1,BAL 15,10,0,Josh Allen up the middle for 2 yards (tackle by Domata Peko),4.850,4.710
2,9:41,1,10,BAL 13,10,0,Josh Allen pass complete short left to Devin Singletary for -4 yards (tackle by Matt Judon),4.710,3.500
2,9:04,2,14,BAL 17,10,0,Devin Singletary up the middle for -1 yards (tackle by Earl Thomas and Jimmy Smith),3.500,2.790
2,8:31,,,,,,Timeout #1 by Baltimore Ravens,,
2,8:31,3,15,BAL 18,10,0,Josh Allen pass incomplete deep right intended for Isaiah McKenzie (defended by Marcus Peters),2.790,2.250
2,8:24,4,15,BAL 18,10,3,Stephen Hauschka 36 yard field goal good,2.250,3.000
2,8:20,,,BUF 35,10,3,"Stephen Hauschka kicks off 65 yards, touchback.",0.000,0.610
2,8:20,1,10,BAL 25,10,3,Mark Ingram right guard for 4 yards (tackle by Lorenzo Alexander and Jordan Poyer),0.610,0.600
2,7:40,2,6,BAL 29,10,3,"Lamar Jackson pass complete short left to Mark Ingram for 7 yards (tackle by Jerry Hughes). Penalty on Kevin Johnson: Face Mask (15 Yards), 15 yards",0.600,2.320
2,7:15,1,10,BUF 49,10,3,"Gus Edwards right tackle for 21 yards (tackle by Matt Milano). Penalty on Patrick Ricard: Offensive Holding, 10 yards (no play)",2.320,1.660
2,6:43,1,20,BAL 41,10,3,Lamar Jackson pass short right intended for Willie Snead is intercepted by Tremaine Edmunds at BAL-46 and returned for no gain,1.660,-2.520
2,6:38,1,10,BAL 46,10,3,Josh Allen pass incomplete deep middle intended for Robert Foster,2.520,1.980
2,6:31,2,10,BAL 46,10,3,Frank Gore left guard for 6 yards (tackle by Josh Bynes),1.980,2.080
2,6:07,3,4,BAL 40,10,3,Josh Allen pass complete short left to Cole Beasley for 6 yards (tackle by Jimmy Smith),2.080,3.310
2,5:38,1,10,BAL 34,10,3,Josh Allen pass complete short right to John Brown for no gain (tackle by Marlon Humphrey),3.310,2.770
2,5:03,2,10,BAL 34,10,3,Frank Gore up the middle for no gain (tackle by Brandon Williams),2.770,2.080
2,4:23,3,10,BAL 34,10,3,Josh Allen sacked by Jaylon Ferguson for -7 yards,2.080,0.530
2,3:36,4,17,BAL 41,10,3,"Corey Bojorquez punts 33 yards downed by Siran Neal. Penalty on De'Anthony Thomas: Unnecessary Roughness, 2 yards",0.530,0.380
2,3:27,1,10,BAL 6,10,3,Lamar Jackson right end for 1 yard (tackle by Matt Milano),-0.380,-0.710
2,2:51,2,9,BAL 7,10,3,Mark Ingram left guard for 3 yards (tackle by Tremaine Edmunds and Jordan Poyer),-0.710,-0.950
2,2:11,3,6,BAL 10,10,3,Lamar Jackson pass incomplete short right,-0.950,-2.490
2,2:06,4,6,BAL 10,10,3,Sam Koch punts 39 yards out of bounds,-2.490,-2.320
2,1:58,1,10,BAL 49,10,3,Josh Allen pass complete short right to Devin Singletary for 3 yards (tackle by Chuck Clark),2.320,2.190
2,1:31,2,7,BAL 46,10,3,Josh Allen pass complete short right to Devin Singletary for 4 yards (tackle by Earl Thomas),2.190,2.020
2,0:57,3,3,BAL 42,10,3,Josh Allen pass complete short right to Cole Beasley for 6 yards (tackle by Marcus Peters),2.020,3.180
2,0:53,,,,,,Timeout #3 by Baltimore Ravens,,
2,0:53,1,10,BAL 36,10,3,Josh Allen pass incomplete deep right intended for Tyler Kroft,3.180,2.640
2,0:46,2,10,BAL 36,10,3,Josh Allen sacked by and Matt Judon for -7 yards and Michael Pierce for -7 yards,2.640,1.020
2,0:38,,,,,,Timeout #1 by Buffalo Bills,,
2,0:38,3,17,BAL 43,10,3,Josh Allen pass complete short middle to Cole Beasley for 14 yards (tackle by Chuck Clark and Earl Thomas),1.020,1.580
2,0:30,,,,,,Timeout #2 by Buffalo Bills,,
2,0:30,4,3,BAL 29,10,6,Stephen Hauschka 47 yard field goal good,1.580,3.000
2,0:25,,,BUF 35,10,6,"Stephen Hauschka kicks off 65 yards, touchback.",0.000,0.610
2,0:25,1,10,BAL 25,10,6,Justice Hill left end for 9 yards (tackle by Levi Wallace),0.610,1.280
Quarter,Time,Down,ToGo,Location,BAL,BUF,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,BUF 35,10,6,"Stephen Hauschka kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,BAL 25,10,6,Mark Ingram left tackle for 6 yards (tackle by Micah Hyde),0.610,0.870
3,14:22,2,4,BAL 31,10,6,Lamar Jackson pass complete short left to Seth Roberts for 8 yards (tackle by Micah Hyde),0.870,1.530
3,13:44,1,10,BAL 39,16,6,"Lamar Jackson pass complete deep left to Hayden Hurst for 61 yards, touchdown, touchdown",1.530,7.000
3,13:34,,,BUF 15,17,6,Justin Tucker kicks extra point good,0.000,0.000
3,13:34,,,BAL 35,17,6,"Justin Tucker kicks off 67 yards, returned by Andre Roberts for 22 yards (tackle by L.J. Fort)",0.000,0.280
3,13:29,1,10,BUF 20,17,6,"Josh Allen sacked by Earl Thomas for -8 yards. Josh Allen fumbles (forced by Earl Thomas), recovered by Cody Ford at BUF-12. Penalty on Earl Thomas: Unnecessary Roughness, 15 yards",0.280,0.740
3,13:13,1,10,BUF 27,17,6,Josh Allen pass complete short left to Isaiah McKenzie for 24 yards (tackle by Patrick Onwuasor),0.740,2.320
3,12:37,1,10,BAL 49,17,6,Josh Allen pass complete short middle to John Brown for 18 yards (tackle by Jimmy Smith),2.320,3.510
3,12:08,1,10,BAL 31,17,6,Devin Singletary right guard for 2 yards (tackle by Patrick Onwuasor and Jaylon Ferguson),3.510,3.240
3,11:41,2,8,BAL 29,17,6,Josh Allen pass incomplete short right intended for John Brown,3.240,2.540
3,11:37,3,8,BAL 29,17,6,Josh Allen pass incomplete short middle intended for Dawson Knox,2.540,1.500
3,11:31,4,8,BAL 29,17,9,Stephen Hauschka 48 yard field goal good,1.500,3.000
3,11:26,,,BUF 35,17,9,"Stephen Hauschka kicks off 65 yards, touchback.",0.000,0.610
3,11:26,1,10,BAL 25,17,9,Lamar Jackson pass incomplete short right intended for Seth Roberts,0.610,0.060
3,11:20,2,10,BAL 25,17,9,Lamar Jackson pass complete short left to Nick Boyle for 7 yards (tackle by Micah Hyde),0.060,0.300
3,10:32,3,3,BAL 32,17,9,Lamar Jackson pass complete short middle to Willie Snead for 7 yards (tackle by Taron Johnson and Tremaine Edmunds),0.300,1.530
3,9:50,1,10,BAL 39,17,9,Mark Ingram left guard for 1 yard (tackle by Ed Oliver and Taron Johnson),1.530,1.120
3,9:10,2,9,BAL 40,17,9,Lamar Jackson pass complete short right to Marquise Brown for 5 yards (tackle by Jordan Poyer),1.120,1.090
3,8:34,3,4,BAL 45,17,9,Lamar Jackson right guard for 1 yard (tackle by Micah Hyde),1.090,-0.320
3,7:59,4,3,BAL 46,17,9,"Sam Koch punts 42 yards, fair catch by Andre Roberts at BUF-12",-0.320,0.350
3,7:52,1,10,BUF 12,17,9,Devin Singletary right guard for 1 yard (tackle by Brandon Williams),-0.350,-0.700
3,7:12,2,9,BUF 13,17,9,Josh Allen pass complete short right to John Brown for 8 yards (tackle by Marcus Peters),-0.700,-0.370
3,6:44,3,1,BUF 21,17,9,Devin Singletary right guard for -2 yards (tackle by Patrick Onwuasor),-0.370,-2.140
3,6:07,4,3,BUF 19,17,9,Corey Bojorquez punts 52 yards downed by Siran Neal,-2.140,-0.870
3,5:55,1,10,BAL 29,17,9,Gus Edwards left guard for 5 yards (tackle by Levi Wallace and Matt Milano),0.870,1.000
3,5:17,2,5,BAL 34,17,9,Lamar Jackson pass complete short left to Mark Ingram for 15 yards (tackle by Jordan Poyer and Micah Hyde),1.000,2.190
3,4:31,1,10,BAL 49,17,9,Lamar Jackson pass complete short left to Marquise Brown for -8 yards (tackle by Lorenzo Alexander),2.190,0.570
3,3:47,2,18,BAL 41,17,9,Justice Hill left tackle for 5 yards (tackle by Levi Wallace and Matt Milano),0.570,0.560
3,3:14,3,13,BAL 46,17,9,Lamar Jackson pass incomplete short middle (defended by Shaq Lawson). Penalty on Bradley Bozeman: Illegal Touch Pass (Declined),0.560,-0.320
3,3:03,4,13,BAL 46,17,9,"Sam Koch punts 54 yards, touchback.",-0.320,-0.280
3,2:54,1,10,BUF 20,17,9,Devin Singletary up the middle for 5 yards (tackle by Chris Wormley and Michael Pierce),0.280,0.410
3,2:13,2,5,BUF 25,17,9,Josh Allen pass incomplete short left intended for Devin Singletary,0.410,-0.300
3,2:10,3,5,BUF 25,17,9,Josh Allen pass incomplete deep left intended for Cole Beasley,-0.300,-1.700
3,2:03,4,5,BUF 25,17,9,Corey Bojorquez punts 43 yards downed by Senorise Perry,-1.700,-1.070
3,1:50,1,10,BAL 32,17,9,Lamar Jackson pass complete short right to Marquise Brown for 1 yard (tackle by Matt Milano and Kevin Johnson),1.070,0.660
3,1:06,2,9,BAL 33,17,9,Lamar Jackson pass complete short left to Hayden Hurst for 8 yards (tackle by Lorenzo Alexander),0.660,1.030
3,0:38,3,1,BAL 41,17,9,Lamar Jackson pass incomplete short right intended for Nick Boyle (defended by Jordan Poyer),1.030,-0.650
3,0:31,4,1,BAL 41,17,9,"Sam Koch punts 37 yards, fair catch by Andre Roberts at BUF-22",-0.650,-0.410
3,0:22,1,10,BUF 22,17,9,Josh Allen pass incomplete short left intended for John Brown,0.410,-0.130
3,0:18,2,10,BUF 22,17,9,Josh Allen pass incomplete short right intended for Robert Foster (defended by Marlon Humphrey). Penalty on Mitch Morse: Ineligible Downfield Pass (Declined),-0.130,-0.820
3,0:10,3,10,BUF 22,17,9,Josh Allen pass incomplete deep right intended for Robert Foster (defended by Jimmy Smith),-0.820,-1.900
Quarter,Time,Down,ToGo,Location,BAL,BUF,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,10,BUF 22,17,9,Corey Bojorquez punts 29 yards out of bounds,-1.900,-2.190
4,14:51,1,10,BAL 49,17,9,Mark Ingram right guard for 3 yards (tackle by Lorenzo Alexander and Jordan Poyer),2.190,2.050
4,14:14,2,7,BUF 48,17,9,Lamar Jackson left end for 10 yards (tackle by Kevin Johnson),2.050,3.050
4,13:42,1,10,BUF 38,17,9,Mark Ingram up the middle for 1 yard (tackle by Tremaine Edmunds and Matt Milano),3.050,2.640
4,12:59,2,9,BUF 37,17,9,"Lamar Jackson pass complete short right to Mark Ingram for 7 yards (tackle by Taron Johnson). Penalty on Trent Murphy: Roughing the Passer, 15 yards",2.640,4.580
4,12:39,1,10,BUF 15,17,9,Gus Edwards right guard for 1 yard (tackle by Ed Oliver),4.580,4.110
4,11:57,2,9,BUF 14,17,9,Gus Edwards left tackle for 7 yards (tackle by Kevin Johnson),4.110,4.680
4,11:17,3,2,BUF 7,17,9,Mark Ingram left guard for 3 yards (tackle by Ed Oliver),4.680,6.280
4,10:33,1,4,BUF 4,17,9,Lamar Jackson up the middle for no gain (tackle by Kevin Johnson),6.280,5.340
4,9:54,2,4,BUF 4,23,9,"Lamar Jackson pass complete short middle to Willie Snead for 4 yards, touchdown",5.340,7.000
4,9:49,,,BUF 15,24,9,Justin Tucker kicks extra point good,0.000,0.000
4,9:49,,,BAL 35,24,9,"Justin Tucker kicks off 60 yards, returned by Andre Roberts for 17 yards (tackle by Tyus Bowser)",0.000,0.410
4,9:43,1,10,BUF 22,24,9,Josh Allen pass complete short right to Isaiah McKenzie for 1 yard (tackle by Marcus Peters and Marlon Humphrey),0.410,0.000
4,9:10,2,9,BUF 23,24,9,Josh Allen pass complete deep right to Dawson Knox for 37 yards (tackle by Chuck Clark),0.000,2.920
4,8:50,1,10,BAL 40,24,9,Josh Allen pass incomplete short middle intended for Cole Beasley,2.920,2.370
4,8:47,2,10,BAL 40,24,9,Devin Singletary right guard for 38 yards (tackle by Matt Judon and Brandon Carr),2.370,6.740
4,8:16,1,2,BAL 2,24,9,"Penalty on Chuck Clark: Neutral Zone Infraction, 1 yard (no play)",6.740,6.970
4,8:16,1,1,BAL 1,24,9,Penalty on BAL: Defensive Too Many Men on Field (no play),6.970,6.970
4,8:01,1,1,BAL 1,24,9,Frank Gore left tackle for -2 yards (tackle by Jaylon Ferguson),6.970,5.530
4,7:16,,,,,,Timeout #1 by Buffalo Bills,,
4,7:16,2,3,BAL 3,24,9,Josh Allen pass incomplete short right Penalty on BUF: Illegal Shift (Offsetting) Penalty on BAL: Defensive Holding (Offsetting) (no play),5.530,5.530
4,7:08,2,3,BAL 3,24,9,Josh Allen pass incomplete short middle intended for Dawson Knox (defended by Chuck Clark),5.530,4.720
4,7:04,3,3,BAL 3,24,15,"Josh Allen pass complete short left to Cole Beasley for 3 yards, touchdown",4.720,7.000
4,7:00,,,BAL 2,24,17,"Two Point Attempt: Josh Allen pass complete to Cole Beasley, conversion succeeds",1.000,1.000
4,7:00,,,BUF 35,24,17,"Stephen Hauschka kicks off 65 yards, touchback.",0.000,0.610
4,7:00,1,10,BAL 25,24,17,Lamar Jackson left end for 4 yards (tackle by Kevin Johnson),0.610,0.600
4,6:29,2,6,BAL 29,24,17,Mark Ingram right guard for 3 yards (tackle by Ed Oliver and Matt Milano),0.600,0.300
4,5:44,3,3,BAL 32,24,17,Lamar Jackson pass incomplete short right intended for Seth Roberts (defended by Lorenzo Alexander),0.300,-1.240
4,5:40,4,3,BAL 32,24,17,"Sam Koch punts 47 yards, returned by Andre Roberts for 7 yards (tackle by Chuck Clark and Jordan Richards)",-1.240,-0.810
4,5:27,1,10,BUF 28,24,17,Josh Allen pass incomplete deep right intended for Devin Singletary,0.810,0.260
4,5:21,2,10,BUF 28,24,17,"Devin Singletary left tackle for no gain (tackle by Michael Pierce). Penalty on Michael Pierce: Unnecessary Roughness, 15 yards (no play)",0.260,1.800
4,5:00,1,10,BUF 43,24,17,Josh Allen up the middle for 7 yards (tackle by Marlon Humphrey),1.800,2.200
4,4:31,2,3,BUF 50,24,17,"Devin Singletary left end for -3 yards (tackle by Chuck Clark). Penalty on Jaylon Ferguson: Unnecessary Roughness, 15 yards",2.200,3.050
4,4:23,1,10,BAL 38,24,17,"Josh Allen pass complete short left to Devin Singletary for 3 yards (tackle by Michael Pierce). Penalty on Quinton Spain: Offensive Holding, 10 yards",3.050,2.590
4,4:14,1,17,BAL 45,24,17,Josh Allen pass complete short right to Isaiah McKenzie for no gain (tackle by Marlon Humphrey),2.590,1.560
4,3:32,2,17,BAL 45,24,17,Josh Allen pass complete short right to Devin Singletary for 13 yards (tackle by Earl Thomas),1.560,2.610
4,2:49,3,4,BAL 32,24,17,Josh Allen sacked by L.J. Fort for -12 yards,2.610,0.330
4,2:05,4,16,BAL 44,24,17,"Josh Allen pass incomplete deep middle intended for Cole Beasley. Penalty on Marlon Humphrey: Defensive Pass Interference, 26 yards (no play)",0.330,4.370
4,2:00,1,10,BAL 18,24,17,Devin Singletary right guard for 2 yards (tackle by Chuck Clark),4.370,4.090
4,1:21,2,8,BAL 16,24,17,Josh Allen pass incomplete short left,4.090,3.300
4,1:15,3,8,BAL 16,24,17,Josh Allen pass incomplete short middle,3.300,2.380
4,1:08,,,,,,Timeout #2 by Buffalo Bills,,
4,1:08,4,8,BAL 16,24,17,Josh Allen pass incomplete short middle intended for John Brown (defended by Marcus Peters),2.380,0.060
4,1:03,1,10,BAL 17,24,17,Lamar Jackson kneels for -2 yards,-0.060,-0.850
4,0:21,2,12,BAL 15,24,17,Lamar Jackson kneels for -1 yards,-0.850,-1.720
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
